year,premières_ADJ heures_NOUN,premières_ADJ soeurs_NOUN
1928,1.310566972279048e-06,0.0
1929,1.1730847973012715e-06,1.1140406375176326e-09
1930,1.3476122830979875e-06,1.0503603542488804e-09
1931,1.37434551561455e-06,6.843213995466613e-09
1932,1.4850172647129511e-06,1.0959536611565568e-09
1933,1.4648035175923724e-06,2.2941324395731044e-09
1934,1.4905085663485806e-06,1.0783422155213884e-08
1935,1.614521579540451e-06,1.196828414151696e-09
1936,1.488914904257399e-06,0.0
1937,1.7816431636674679e-06,1.2591118148108649e-09
1938,1.844950020313263e-06,1.2965214457594243e-09
1939,2.1151672626729123e-06,0.0
1940,1.638115804780682e-06,2.5357829169792012e-09
1941,1.3547396520152688e-06,8.854508237732261e-09
1942,1.4655242921435274e-06,6.068423541449874e-09
1943,1.5212953030641074e-06,1.1612940831184915e-08
1944,1.5423293007188477e-06,1.2852744646352221e-08
1945,1.6316995470333495e-06,0.0
1946,1.61763227879419e-06,0.0
1947,1.6868032162165036e-06,0.0
1948,1.5764237559778849e-06,6.523132700664291e-09
1949,1.3410033261607168e-06,1.9634016634739737e-09
1950,1.4198207054505474e-06,2.1270722960764488e-09
1951,1.3902467799198348e-06,1.0661401761424827e-09
1952,1.3750424159297836e-06,1.0544803918932644e-09
1953,1.3564248320108163e-06,1.0773827385790469e-09
1954,1.282156745219254e-06,0.0
1955,1.364667355119309e-06,9.385607846468247e-10
1956,1.4494537481368752e-06,3.488456634670456e-09
1957,1.4683832887385506e-06,3.534015080575159e-09
1958,1.307014485973923e-06,0.0
1959,1.3734324966208078e-06,0.0
1960,1.2969641147719813e-06,1.3841666701708277e-09
1961,1.4605030855818768e-06,6.948159270159238e-10
1962,1.4757732742509688e-06,3.805173787174709e-09
1963,1.547326519357739e-06,6.466053248388448e-10
1964,1.4218234127838514e-06,1.2167936658258327e-09
1965,1.2552867474369123e-06,5.472043373977442e-10
1966,1.292820002163353e-06,0.0
1967,1.47564946928469e-06,1.4791006197611978e-09
1968,1.3806612741973368e-06,4.4914158503495116e-10
1969,1.1340769106027437e-06,2.7250546263957176e-09
1970,1.0282749371981481e-06,5.058597540852361e-09
1971,1.1037277545256075e-06,8.221435976452085e-09
1972,1.0203862075286452e-06,3.591102859523687e-09
1973,1.1268988373558386e-06,4.961883404153156e-09
1974,1.045793737830536e-06,1.6876715580593782e-09
1975,1.108598326027277e-06,1.1422960355389478e-09
1976,1.0781425316963578e-06,1.7140580066410394e-09
1977,9.014983106681029e-07,3.5260691033656144e-09
1978,9.267322411687928e-07,5.940591352171509e-10
1979,9.819610795602784e-07,1.1703946700691858e-09
1980,9.249740173800092e-07,1.7055452050662723e-09
1981,9.722369895825977e-07,3.795329828193417e-09
1982,9.603005537428544e-07,2.483000915987077e-09
1983,9.750848448675242e-07,3.789189628733425e-09
1984,1.0200456017628312e-06,2.899504303321976e-09
1985,9.071461590792751e-07,3.6093347199894765e-09
1986,9.435320293960103e-07,7.792831324682226e-09
1987,8.628473437966022e-07,7.3329800009958035e-09
1988,9.534520586385042e-07,2.9982768490199874e-09
1989,8.632816275166988e-07,6.036934507847036e-09
1990,9.42071778808895e-07,8.172976517784036e-09
1991,9.571772352501284e-07,1.0550637696837839e-08
1992,8.468784358228731e-07,2.2039776670368383e-09
1993,8.934741799748736e-07,5.539207537097468e-09
1994,1.0106759873451665e-06,4.747433779428434e-09
1995,8.600006822234718e-07,8.675921314704738e-09
1996,8.669061912769394e-07,8.540947282753564e-09
1997,9.230171826857259e-07,4.79489448146353e-09
1998,9.8604914455791e-07,2.3840645013706308e-09
1999,9.277508183913596e-07,8.226361730701015e-09
2000,9.419243269803701e-07,1.1045078629479121e-08
2001,8.701086358087196e-07,3.5049695090716426e-09
2002,9.949753803084604e-07,3.9430991805033955e-09
2003,1.1442369896030868e-06,1.6667692226413067e-09
2004,1.2531630773082725e-06,0.0
2005,1.2200657693028916e-06,1.3511248786457486e-09
2006,1.195423465105705e-06,4.1178899179428186e-10
2007,1.3022003031437634e-06,7.988958938831558e-10
2008,1.2653110843530158e-06,4.257439678578834e-10
2009,1.3884977079214877e-06,9.53638501499654e-10
2010,1.5460974509551306e-06,1.4171379625338432e-09
2011,1.722699380479753e-06,3.82397197240536e-10
2012,1.9009347624887596e-06,0.0
2013,1.5200731695586e-06,0.0
2014,1.647254180170421e-06,2.1654451842767486e-10
2015,1.5278853879863163e-06,0.0
2016,1.4723085541845649e-06,2.0713400439298368e-10
2017,1.4492436548607657e-06,0.0
2018,1.5163535636020242e-06,2.5814667070633845e-10
2019,1.4109513131188578e-06,0.0
