year,leurs_DET âges_NOUN,leurs_DET ages_NOUN,leurs_DET sages_NOUN
1878,4.891661964379068e-08,1.8117266020745149e-09,7.971596938105563e-08
1879,5.070739872437002e-08,1.832797580370027e-09,6.659164275557572e-08
1880,2.88803083670075e-08,0.0,4.2999569460633325e-08
1881,6.484431935849244e-08,0.0,6.205531677405673e-08
1882,3.7935693475432686e-08,1.3310770263785798e-09,7.520585465492502e-08
1883,7.267239965358385e-08,2.5277355764075082e-09,4.67631080525166e-08
1884,4.7532218161450146e-08,3.300848483434038e-09,4.621187876807653e-08
1885,5.801071989441908e-08,4.511945039809007e-09,5.672159320013748e-08
1886,7.744156760303156e-08,2.5813854942491332e-09,3.8075436414874986e-08
1887,4.6355363991779086e-08,0.0,5.157850524462049e-08
1888,6.911270267195846e-08,6.340614699951175e-10,3.36052567995182e-08
1889,4.197641673142627e-08,1.2530273485467092e-09,2.1301465202849812e-08
1890,5.046877760150892e-08,6.554386478008212e-10,1.8352281749844934e-08
1891,3.952016314201501e-08,6.374220040683554e-10,2.932141240918895e-08
1892,4.952124688095694e-08,1.2537024751679837e-09,4.638699335757224e-08
1893,5.357822285834146e-08,1.8475249663474358e-09,3.140792537159598e-08
1894,3.465846476480294e-08,1.2603078580752936e-09,3.3398158461039884e-08
1895,4.935263930860856e-08,0.0,3.8519132772307785e-08
1896,8.373781112958056e-08,2.3588115349859606e-09,3.7151282661351814e-08
1897,5.826713622703039e-08,5.826713556089658e-10,3.6125624380822785e-08
1898,5.035935757291554e-08,1.6975064687230201e-09,3.564763628727263e-08
1899,4.69844163575317e-08,5.527578395003729e-10,4.2009595802028343e-08
1900,5.8139793979172794e-08,0.0,5.2948742057523646e-08
1901,5.085752274869293e-08,2.794369402536745e-09,2.8502569193733507e-08
1902,6.334266233753993e-08,1.9641135384773634e-09,2.6024504551358518e-08
1903,7.182292938168189e-08,0.0,4.21217198898205e-08
1904,5.5896101969210576e-08,1.0749250378694342e-09,3.3860137804708756e-08
1905,3.2512783243454635e-08,5.160759042333041e-10,2.6319870394253542e-08
1906,6.018695763998494e-08,5.144184522798412e-10,3.0350688517977176e-08
1907,4.011417686911045e-08,1.5428530120153994e-09,3.034277540336916e-08
1908,3.388858615949175e-08,9.822778146428846e-10,2.995947290251877e-08
1909,6.601180313481336e-08,5.500983557560346e-10,4.4557968315039886e-08
1910,5.557916771259386e-08,1.068830135508847e-09,2.5651922808123118e-08
1911,4.8415405906609976e-08,5.320374141248863e-10,3.5646507523523496e-08
1912,5.938740299527012e-08,5.209421227725386e-10,3.6986889995205274e-08
1913,4.1363321268139686e-08,2.6514948014977335e-09,2.0681659662624696e-08
1914,3.3483718020477227e-08,0.0,3.214437072074361e-08
1915,5.890381116202548e-08,4.712304657594757e-09,3.2986132492140996e-08
1916,4.285110111190704e-08,1.0987462051303964e-09,3.625862632361532e-08
1917,4.8252267070836297e-08,0.0,2.7416060532914344e-08
1918,3.79050408838566e-08,1.1486376294556067e-09,4.5945504290045847e-08
1919,3.867296216597538e-08,0.0,3.1306685244203436e-08
1920,5.906340572181534e-08,0.0,2.2716694303426266e-08
1921,8.178567334482523e-08,7.572747429129834e-10,1.6660044011018726e-08
1922,1.0033992303704053e-07,1.4755870969551665e-09,3.467629533515648e-08
1923,7.855801920086947e-08,4.246379248229459e-09,3.927900760203329e-08
1924,5.9301473509520974e-08,0.0,2.1915761649893284e-08
1925,5.169143690864075e-08,1.0998177923937646e-09,2.1996356736053713e-08
1926,6.910605687693305e-08,0.0,2.7865346030608862e-08
1927,6.243565864316736e-08,2.2298449753321847e-09,2.7873062080630007e-08
1928,5.0274582719112004e-08,5.713020612141406e-09,4.113374696412819e-08
1929,5.7930112706827686e-08,0.0,3.899142320129556e-08
1930,5.3568378732826716e-08,1.0503603542488804e-09,2.9410090585102466e-08
1931,4.676196141417677e-08,3.4216069977333063e-09,3.307553431142196e-08
1932,5.04138677470678e-08,2.1919073223131136e-09,1.8631212239661465e-08
1933,5.1617980556528664e-08,0.0,4.1294382802092855e-08
1934,4.7926322466196325e-08,0.0,2.7557634396657704e-08
1935,4.188899360713094e-08,0.0,3.351119559624749e-08
1936,5.4561213769233063e-08,1.2124714565686645e-09,2.0612014761667297e-08
1937,5.162358451826776e-08,0.0,1.2591118370153254e-08
1938,4.148868537612316e-08,1.2965214457594243e-09,1.6854778350783306e-08
1939,5.199977071157491e-08,1.5294050470515685e-09,2.5999886688055085e-08
1940,4.057252667166722e-08,0.0,1.7750480196809804e-08
1941,5.017554371988808e-08,0.0,2.6563523380929155e-08
1942,6.37184480734021e-08,0.0,1.517105907566929e-08
1943,5.2258233740332116e-08,0.0,2.6129116648121453e-08
1944,3.534504600111177e-08,3.2131861615880553e-09,2.5705489292704442e-08
1945,3.0499057057653545e-08,0.0,1.9606536394434215e-08
1946,4.733175362758857e-08,2.7842208538686464e-09,3.61948711002924e-08
1947,5.245183132274178e-08,3.5762612871081956e-09,2.1457567722649173e-08
1948,5.544662773360187e-08,1.0871887834440486e-09,2.6092530358567956e-08
1949,5.301184358152966e-08,0.0,2.35608206278215e-08
1950,5.104973377356714e-08,2.1270722960764488e-09,3.08425480710639e-08
1951,5.330700902916874e-08,1.0661401761424827e-09,3.5182626589858046e-08
1952,1.0861147714535946e-07,1.0544803918932644e-09,1.6871685715180718e-08
1953,6.572034605412114e-08,1.0773827385790469e-09,1.508335856215126e-08
1954,8.11120495214368e-08,8.795282502305213e-09,2.247683283940205e-08
1955,7.414630287527757e-08,1.8771215692936494e-09,1.6894094567732054e-08
1956,5.2326847965744605e-08,1.744228317335228e-09,2.267496790331336e-08
1957,8.393285799712658e-08,3.5340151360863103e-09,2.5621609389681055e-08
1958,8.272243556817216e-08,2.4816730892496253e-09,2.9780077070995503e-08
1959,6.82065834922696e-08,7.750747821333448e-10,2.7902692822934227e-08
1960,7.682124891772446e-08,2.076250060767393e-09,3.7372499983590046e-08
1961,7.156603754054913e-08,0.0,3.335116322000786e-08
1962,6.595634705064413e-08,2.5367825617905737e-09,4.8198870228333135e-08
1963,5.948769032926293e-08,6.466053248388448e-10,2.2631186591404173e-08
1964,6.32732706229433e-08,1.2167936658258327e-09,1.886030154274465e-08
1965,5.855086371298057e-08,5.472043373977442e-10,2.8454625877749606e-08
1966,7.477750862960875e-08,5.539074754423723e-10,2.769537443825243e-08
1967,6.21222300267732e-08,5.423369309198733e-09,3.7963582943945084e-08
1968,6.826952070326797e-08,2.6948494546985557e-09,3.099076989476757e-08
1969,6.085955606138782e-08,1.8167030935156703e-09,3.860494079965804e-08
1970,6.300253263535893e-08,9.197450023812337e-10,3.587005614757999e-08
1971,7.142372804302966e-08,5.138397485282553e-10,4.00794998300924e-08
1972,6.976999866736833e-08,1.0260293725750103e-09,2.1546616824075215e-08
1973,5.623467869142473e-08,5.513203782392395e-10,2.0398853772807257e-08
1974,7.144476388276644e-08,1.6876715580593782e-09,2.1939729311082345e-08
1975,6.282628106646371e-08,1.1422960355389478e-09,9.138367840222372e-09
1976,6.399149921065828e-08,1.142705374768127e-09,1.9425991149013555e-08
1977,9.402850631445858e-08,5.876781838942691e-10,2.3507127022703855e-08
1978,8.792075245622755e-08,0.0,2.5544542148203675e-08
1979,8.134242968083072e-08,2.925986564150662e-09,1.9311512389208474e-08
1980,8.243468130331166e-08,1.1370301367108482e-09,1.762396639737318e-08
1981,7.653914746441615e-08,6.325549528618524e-10,2.9730083506152027e-08
1982,6.952402564763815e-08,2.483000915987077e-09,2.669225906970496e-08
1983,7.767838550165607e-08,6.315316047889041e-10,2.5892796129411977e-08
1984,8.118611827256927e-08,1.739702604197646e-09,2.667543841372577e-08
1985,7.038202709530594e-08,2.4062232206745193e-09,2.8273122509858695e-08
1986,6.953603337578329e-08,1.1988970927134801e-09,2.3378493585468618e-08
1987,5.7441677192571206e-08,0.0,2.4443266632978577e-08
1988,4.8572085908915597e-08,0.0,1.978862734786091e-08
1989,5.6527657221749905e-08,1.0976244357863152e-09,2.305011270742341e-08
1990,5.394164626082443e-08,5.44865097484859e-10,2.233946816421195e-08
1991,5.0994747979871136e-08,1.1722930404189924e-09,2.3445861474513663e-08
1992,7.05272884538033e-08,1.1019888335184191e-09,1.818281553100931e-08
1993,5.649991452472136e-08,5.539207426075166e-10,2.5480353826878854e-08
1994,7.332147955452228e-08,1.0549853213248639e-09,2.268218468604033e-08
1995,5.2055527888228426e-08,1.0844901643380922e-09,1.3013882194101711e-08
1996,6.192186763342988e-08,5.338092190498855e-10,1.4412849136391515e-08
1997,5.5141286203763684e-08,9.58978896292706e-10,1.870008781157395e-08
1998,5.387985924087957e-08,2.3840645013706308e-09,2.288702072306137e-08
1999,6.261175444777223e-08,4.570201106446348e-09,2.6964187105349424e-08
2000,5.522539359148482e-08,0.0,1.8113929911578452e-08
2001,5.520326862296088e-08,8.762423564512289e-10,2.4096665079964552e-08
2002,5.651775825121774e-08,1.752488598683044e-09,2.8916062544404042e-08
2003,6.708745914352221e-08,1.6667691671301554e-09,1.666769106067889e-08
2004,7.840528759572862e-08,8.809582507929292e-10,2.819066385884028e-08
2005,7.746449259826704e-08,3.6029997874109654e-09,2.6572121947232574e-08
2006,5.6826879868410174e-08,8.235779835885637e-10,2.6766285077250984e-08
2007,8.068848655895522e-08,3.994479469415779e-10,3.1556388835340954e-08
2008,8.046560662222646e-08,1.7029758714315335e-09,1.9158478081759966e-08
2009,8.392018813196955e-08,2.384096253749135e-09,2.479460126103561e-08
2010,8.927969119554291e-08,4.723793023408973e-10,1.4643758761145875e-08
2011,7.342025876155844e-08,1.529588788962144e-09,2.6003009356845297e-08
2012,9.123397548549406e-08,6.808505426114664e-10,2.382976951875726e-08
2013,9.566698944141194e-08,0.0,2.5102124878717547e-08
2014,8.661780714902534e-08,0.0,3.269822257401245e-08
2015,9.642103071527686e-08,4.433150790905671e-10,3.125371357548534e-08
2016,9.279603618850274e-08,4.1426800878596737e-10,3.5212780691296075e-08
2017,8.024800202122151e-08,1.2578056374223934e-09,2.2892063938906304e-08
2018,9.396538480643812e-08,1.0325866828253538e-09,3.484980226620138e-08
2019,9.311104953724225e-08,7.65296326310505e-10,2.8060866019696817e-08
