year,nouveaux_ADJ yeux_NOUN,nouveaux_ADJ cieux_NOUN
1929,1.1140405931087116e-08,3.0079096546842266e-08
1930,7.352522590764465e-09,5.987053697253941e-08
1931,2.2810713318222042e-09,2.3951248095954725e-08
1932,5.4797681947604815e-09,1.53433514782364e-08
1933,1.1470662641954732e-08,2.523545639121494e-08
1934,1.0783422155213884e-08,3.9539216345474415e-08
1935,8.377798899061872e-09,2.393656917121234e-08
1936,8.487299751891442e-09,3.8799086610197264e-08
1937,5.0364472592434595e-09,2.770046048095054e-08
1938,1.1668692678767911e-08,4.019216603978748e-08
1939,9.176430282309411e-09,3.058810182920979e-08
1940,7.607348528892999e-09,3.296517903095264e-08
1941,2.9515025978810172e-09,5.9030050625352715e-08
1942,1.8205270180260413e-08,2.730790527039062e-08
1943,2.0322646676618206e-08,4.645176332473966e-08
1944,1.2852744646352221e-08,5.462416652335378e-08
1945,1.742803235060819e-08,3.703456741277478e-08
1946,1.8097434661967782e-08,5.986074569364064e-08
1947,1.7881307101674793e-08,6.437270627657199e-08
1948,1.9569398546082084e-08,4.457474189756283e-08
1949,1.2762110479513922e-08,3.6322931218357724e-08
1950,1.1698897850465073e-08,4.892266147749069e-08
1951,1.2793682557799002e-08,4.157946520422229e-08
1952,1.370824520563474e-08,6.748674508116892e-08
1953,2.0470272588113403e-08,4.632745842503283e-08
1954,1.5636057781875934e-08,5.0817188235185995e-08
1955,2.1586897602787758e-08,5.349796561304743e-08
1956,1.3081712602058815e-08,6.279222053429123e-08
1957,7.068030161150318e-09,7.774833354901034e-08
1958,6.617794756635931e-09,5.7905705119765116e-08
1959,9.300897829689347e-09,3.410329085795638e-08
1960,1.1765417085030094e-08,4.913791579186366e-08
1961,4.86371165564492e-09,6.739714275560971e-08
1962,1.5220695814832652e-08,5.136984743137063e-08
1963,8.405868889838075e-09,4.332255520989037e-08
1964,1.1559539991878864e-08,4.380457019337314e-08
1965,1.3132904541635071e-08,5.417323001299934e-08
1966,7.754704434148607e-09,5.3175119307802277e-08
1967,1.3311906243984595e-08,5.0782455296438656e-08
1968,1.4372530721118437e-08,4.760900734757101e-08
1969,1.725867981861029e-08,5.586362011866797e-08
1970,9.197449912790034e-09,4.414776166861145e-08
1971,1.284599360218408e-08,4.470405923218124e-08
1972,1.0773308467548759e-08,4.104117501402271e-08
1973,1.268036875501366e-08,2.5360736732871203e-08
1974,7.875800456247362e-09,3.094064410236186e-08
1975,9.709516746170266e-09,4.3407250682747645e-08
1976,1.1427053969725876e-08,2.4568166168137395e-08
1977,3.526069214387917e-09,3.4085333666666884e-08
1978,5.940591130126904e-09,3.148513549877663e-08
1979,9.363157360553487e-09,2.516348518444289e-08
1980,7.390696055153967e-09,2.7288722836971147e-08
1981,1.0120879245789638e-08,1.9609203150139365e-08
1982,6.2075020679230875e-09,3.9107263205551135e-08
1983,8.841442245000053e-09,3.978649121272326e-08
1984,7.538710988796993e-09,1.4497521405587577e-08
1985,1.0226449020933615e-08,3.66949031160857e-08
1986,1.2588419195935785e-08,2.5776287160272915e-08
1987,4.888653482026939e-09,1.8943532964499354e-08
1988,1.139345240375178e-08,2.3986215402782562e-08
1989,1.2073869015694072e-08,3.1282296975021495e-08
1990,9.80757164370516e-09,3.214704158427395e-08
1991,7.033758464558559e-09,2.5790447388818194e-08
1992,7.162927584403178e-09,3.5814638588149705e-08
1993,5.539207315052863e-09,3.7112691420038146e-08
1994,5.802419433820205e-09,3.112206642397197e-08
1995,9.760411145975922e-09,3.03657253786227e-08
1996,8.007138063703678e-09,4.5373784285374086e-08
1997,1.6782131240233866e-08,3.164630291152548e-08
1998,1.0966696883940585e-08,3.051602670556264e-08
1999,1.2339542720951613e-08,2.6050146595402168e-08
2000,1.0161472552283612e-08,2.8717204836326005e-08
2001,7.0099388516098315e-09,3.110660362626305e-08
2002,1.0953053575235572e-08,2.5411083903748022e-08
2003,1.3334153337041244e-08,3.375207408007341e-08
2004,8.80958239690699e-09,4.140503603866641e-08
2005,7.656374201303606e-09,2.657212228029948e-08
2006,1.7706927479821388e-08,3.211954036075326e-08
2007,1.997239706952314e-08,2.636356521978911e-08
2008,2.0009967016676455e-08,3.4059519177231934e-08
2009,1.6211854969583328e-08,4.529782815509975e-08
2010,2.3146585093059002e-08,1.9367550674331824e-08
2011,1.9502257586623273e-08,3.2503761293600775e-08
2012,3.029784778618705e-08,3.8808479208007896e-08
2013,3.904775169871755e-08,3.26327614930122e-08
2014,3.8761470477766125e-08,4.785633700432612e-08
2015,3.103205514776164e-08,4.699139743991054e-08
2016,3.5627049754793916e-08,5.364770774840544e-08
2017,3.848885299362337e-08,8.125424422189553e-08
2018,4.1561612817986315e-08,3.6656826851722e-08
2019,4.1581099452514536e-08,4.770347150628851e-08
