year,vos_DET ailes_NOUN,vos_DET selles_NOUN
1867,2.1255314130996794e-07,4.85281148598915e-09
1868,1.2744875466097483e-07,2.9639244392143382e-09
1869,4.0093693209897197e-07,6.8369265804335555e-09
1870,3.016109531017719e-07,2.2936195165357276e-09
1871,1.4232378164891202e-07,0.0
1872,1.995621921047075e-07,7.256807155187062e-09
1873,2.460247698898854e-07,2.9930022904522957e-09
1874,1.0933534611012874e-07,4.182226565063729e-09
1875,1.0985331755364314e-07,0.0
1876,2.0616910623161289e-07,6.04601479992084e-10
1877,2.393523789168128e-07,0.0
1878,2.2284237610747937e-07,0.0
1879,1.2279744032728246e-07,3.0546627449723474e-09
1880,3.940557640191855e-07,0.0
1881,6.324064436569188e-07,2.0917522713936876e-09
1882,4.5056958697387017e-07,6.655385131892899e-10
1883,8.720687816321515e-08,1.2638677882037541e-09
1884,1.0562715502260289e-07,4.621187876807653e-09
1885,9.02388994639125e-08,6.445635691854079e-10
1886,1.2003442506625106e-07,4.5174246565693466e-09
1887,8.357023251193141e-08,2.6115698492645834e-09
1888,9.447516102767395e-08,1.268122939990235e-09
1889,7.956723524493725e-08,2.5060546970934183e-09
1890,1.0355930823990889e-07,0.0
1891,8.923908190183738e-08,6.374220040683554e-10
1892,7.459529505204898e-08,0.0
1893,6.712674172071331e-08,4.310891699166319e-09
1894,7.183755035278239e-08,0.0
1895,1.0051085963524997e-07,6.018614495673091e-10
1896,4.953504206817172e-08,5.89702897624278e-10
1897,8.390467787222633e-08,0.0
1898,6.903192684148962e-08,1.6975064687230201e-09
1899,7.683333613783816e-08,5.527578395003729e-10
1900,6.073531833017398e-08,1.5573159428683425e-09
1901,6.25938768594736e-08,1.1177477832191585e-09
1902,7.512734345738181e-08,0.0
1903,7.236295429535744e-08,0.0
1904,4.568431499762937e-08,1.0749250378694342e-09
1905,6.967024823723023e-08,5.160759042333041e-10
1906,6.533114288442832e-08,0.0
1907,8.228549108757477e-08,1.028568674676933e-09
1908,6.237463856528791e-08,1.964555629285769e-09
1909,9.84676038484622e-08,5.500983557560346e-10
1910,8.336874945946704e-08,0.0
1911,8.672210205507014e-08,0.0
1912,8.751827529351885e-08,1.0418842455450772e-09
1913,7.052976247479137e-08,2.121195885607108e-09
1914,6.161004262317249e-08,6.696743715117748e-10
1915,4.005459064426731e-08,1.1780761921542648e-09
1916,4.175235646108888e-08,0.0
1917,6.250861661616369e-08,1.2063066989753679e-08
1918,6.547234754350484e-08,0.0
1919,5.800944397060803e-08,1.8415696745321952e-09
1920,6.209229796994009e-08,4.543339038320937e-09
1921,8.784387223181866e-08,0.0
1922,9.074860835012188e-08,7.377935484775833e-10
1923,7.218844810807923e-08,3.1847844361720945e-09
1924,7.6060582721027e-08,1.289162443462999e-09
1925,9.898359953908198e-08,2.1996355847875293e-09
1926,9.028371938946123e-08,1.1146138456652466e-09
1927,9.14236450988426e-08,3.3447675740205796e-09
1928,5.8272810354864646e-08,5.713020723163709e-09
1929,6.684243802901335e-08,6.684243825105796e-09
1930,5.7769820926978355e-08,1.0503603542488804e-09
1931,5.246464152008912e-08,5.7026783295555106e-09
1932,6.685317210930464e-08,0.0
1933,6.652984296806608e-08,1.1470662197865522e-09
1934,5.391711077606942e-08,2.3963160344919743e-09
1935,8.497481385205674e-08,7.180970484910176e-09
1936,6.547346176333235e-08,2.424942913137329e-09
1937,7.554671010989722e-08,0.0
1938,6.35295513973233e-08,1.2965214457594243e-09
1939,3.976453033516236e-08,0.0
1940,5.578722350740861e-08,2.5357829169792012e-09
1941,8.264207629338216e-08,0.0
1942,8.192371581117186e-08,0.0
1943,6.967764720755554e-08,2.9032352077962287e-09
1944,7.711646965447017e-08,0.0
1945,9.585417615198821e-08,6.535512131478072e-09
1946,1.2111360447875086e-07,0.0
1947,9.059861660887236e-08,2.3841741914054637e-09
1948,8.480072466454658e-08,0.0
1949,6.184715317658629e-08,7.853606653895895e-09
1950,9.35911788069177e-08,0.0
1951,6.823296816449442e-08,4.264560704569931e-09
1952,7.065018614582641e-08,0.0
1953,3.016671712430252e-08,1.0773827385790469e-09
1954,9.088458807759991e-08,9.772536113672459e-10
1955,7.226917908553787e-08,1.8771215692936494e-09
1956,1.0639793024402877e-07,5.232684729961079e-09
1957,7.244730826361234e-08,0.0
1958,1.0423026641781519e-07,1.6544486891589827e-09
1959,1.4881435161928636e-07,0.0
1960,1.4118500035742443e-07,1.3841666701708277e-09
1961,8.754680641542834e-08,1.3896318540318475e-09
1962,7.737186535905494e-08,1.9025869768540815e-09
1963,1.0281024653835402e-07,1.939815863494232e-09
1964,2.938556684650706e-07,4.867174663303331e-09
1965,5.8003660541317004e-08,2.73602163147757e-09
1966,5.095948685251983e-08,4.431259803538978e-09
1967,7.34620011488829e-08,1.4791006197611978e-09
1968,9.611629825378998e-08,4.042274071025531e-09
1969,6.81263638835361e-08,1.3625273131978588e-09
1970,9.933245692650416e-08,1.8394900047624674e-09
1971,7.193756390577732e-08,2.569198631618974e-09
1972,6.925698414761428e-08,2.565073486948677e-09
1973,6.726108936483399e-08,1.6539611902288698e-09
1974,3.094064493502913e-08,6.750685843659454e-09
1975,5.6543653315088704e-08,5.711480177694739e-10
1976,4.57082156568589e-08,1.7140580066410394e-09
1977,3.9962115061520365e-08,4.113747231748732e-09
1978,3.62376069151793e-08,4.158414057542359e-09
1979,4.447499868387439e-08,4.681578680276743e-09
1980,6.2536655076606e-08,3.411090521154847e-09
1981,6.452060852257802e-08,0.0
1982,3.662426328876478e-08,4.966001831974154e-09
1983,4.925946583966834e-08,3.157658134966823e-09
1984,2.9574942717047747e-08,4.059305780401701e-09
1985,4.3913574554466095e-08,1.2031116103372597e-09
1986,5.3350920126149504e-08,4.196139880008332e-09
1987,4.3386798154188e-08,3.6664902225425067e-09
1988,5.1570363757136306e-08,1.1993107618124554e-09
1989,5.4332410237556417e-08,1.0976244357863152e-09
1990,2.342919880327088e-08,3.814055737905164e-09
1991,3.3996499837485317e-08,2.9307325455363298e-09
1992,3.14066819218084e-08,0.0
1993,3.87744514829258e-08,3.877445031719162e-09
1994,3.6924486579437144e-08,2.1099706426497278e-09
1995,4.663307551222573e-08,7.591431483433553e-09
1996,4.270473685785703e-08,2.135236876199542e-09
1997,4.1715582321799616e-08,7.671831059319345e-09
1998,3.433052919721291e-08,4.7681290027412615e-09
1999,3.564756925755752e-08,1.8280804647829996e-09
2000,3.7553269272017076e-08,3.97622823555821e-09
2001,3.066848161537017e-08,2.1906058633724967e-09
2002,3.592601716118082e-08,3.504977197366088e-09
2003,1.500092211559334e-08,4.166922806803086e-09
2004,3.523832906027202e-08,1.7619165015858584e-09
2005,2.6121748541996226e-08,4.503749373441224e-09
2006,2.84134404893166e-08,4.529678854225949e-09
2007,4.034424422316718e-08,8.38840730210677e-09
2008,3.7039724620768766e-08,7.2376473703172906e-09
2009,3.480780486064816e-08,7.1522885392028e-09
2010,3.259417180601076e-08,1.3226620909634335e-08
2011,4.091650029902638e-08,1.3766299100659296e-08
2012,7.14893061415367e-08,1.1234034258400527e-08
2013,9.092547825773067e-08,1.645583791454186e-08
2014,7.535749069198516e-08,1.6890471910002702e-08
2015,9.730766237225907e-08,1.4851055274434088e-08
2016,1.2303759788778734e-07,2.2163338386782527e-08
2017,5.1066911255226444e-08,2.4904551865212454e-08
2018,8.415581631560087e-08,2.2458759518784177e-08
2019,1.0127421434802386e-07,2.5509877321638896e-08
