year,deux_DET eaux_NOUN,deux_DET sots_NOUN
1800,3.8673223912155663e-07,6.288328968651058e-09
1801,3.119349116786907e-07,0.0
1802,7.250602038766374e-07,2.2378401354217203e-09
1803,2.554944273924775e-07,3.900678446910888e-09
1804,2.644880510160874e-07,2.2246657849223084e-08
1805,3.0703080255989335e-07,4.548604404241985e-08
1806,1.556101381083863e-07,2.881669125542885e-09
1807,1.9074599322266295e-07,1.1387820464392462e-08
1808,3.580396992219903e-07,1.8128591960930862e-08
1809,4.947276579514437e-07,7.228897835886983e-08
1810,2.0593115834799391e-07,2.3401267590372754e-08
1811,2.1310152220621603e-07,1.0028307073639553e-08
1812,1.2802598803318688e-07,2.6672082320544632e-09
1813,3.077043686516845e-07,0.0
1814,9.125363931161701e-08,3.1466771410748606e-09
1815,1.4834729711310501e-07,8.091670444798638e-09
1816,3.383701709935849e-07,2.0858434979231788e-08
1817,1.977229260319291e-07,4.670620334934483e-09
1818,2.84916149784209e-07,8.34482416500748e-09
1819,2.6291667154509923e-07,3.1053151161586356e-09
1820,1.96983592104516e-07,4.746592452420373e-09
1821,2.1202200173320307e-07,3.352905952880292e-08
1822,1.5539704634193185e-07,2.7069162911175226e-08
1823,1.9765373338032077e-07,1.2847492847356534e-08
1824,1.8779081756292726e-07,9.263223965660927e-09
1825,2.606411271255382e-07,3.522177216552791e-09
1826,3.805049288985174e-07,2.642395191543301e-09
1827,2.562401846262219e-07,3.6869092223668076e-09
1828,1.742737225640667e-07,1.6510142586412258e-08
1829,2.734843072005333e-07,3.0863433808647756e-08
1830,2.2752301731543412e-07,2.0873671680021744e-09
1831,2.229542468423773e-07,1.2472964883158966e-08
1832,2.1783250758744543e-07,5.411987746839486e-09
1833,2.6294836175111413e-07,9.266902800675325e-09
1834,2.5016544213940506e-07,2.240287422239362e-08
1835,2.9269151013977535e-07,4.5378527602224494e-09
1836,2.1371985781115654e-07,1.2097349788575684e-08
1837,3.082345728655511e-07,8.349469338142512e-09
1838,2.379685055675651e-07,0.0
1839,1.8177836125232716e-07,1.0487212875887053e-08
1840,1.9554944685751252e-07,1.656119008597301e-08
1841,2.3370796498056734e-07,3.852329122366882e-09
1842,1.9319803179485007e-07,8.049918065466954e-09
1843,1.9374668625005143e-07,9.451057714215949e-09
1844,1.877087925095111e-07,3.2931368743049916e-09
1845,2.2209307815046486e-07,5.022204985216661e-09
1846,2.3944911009543546e-07,2.9272506640865004e-09
1847,1.65032645327301e-07,1.240441438454809e-08
1848,1.5125016261663404e-07,1.6090443422100975e-09
1849,1.5585712276333652e-07,0.0
1850,1.6904599853262425e-07,3.394498016007219e-09
1851,1.5027193001060368e-07,5.159551008659946e-09
1852,2.0833745395520964e-07,0.0
1853,2.538071157687227e-07,1.074947753032518e-08
1854,1.8964175563240815e-07,4.676098175337984e-09
1855,2.3668939874710304e-07,1.0613874223963649e-09
1856,1.8275478141926982e-07,8.28350277259915e-09
1857,2.7580525463477557e-07,3.417056471111124e-09
1858,2.025981833408963e-07,8.808616946964776e-09
1859,2.597008528226752e-07,1.884104117166885e-08
1860,2.4716792201839866e-07,1.0069804545764782e-08
1861,2.1316155418560356e-07,5.659156698811785e-09
1862,2.512000492060906e-07,3.1625904395315985e-09
1863,2.2625632700723486e-07,4.495158911765884e-09
1864,3.1932889443808676e-07,4.794728059032138e-09
1865,3.0406213258338255e-07,7.0602665935837194e-09
1866,3.0604706369175005e-07,8.271541673821048e-09
1867,2.0964146330015865e-07,7.76449837758264e-09
1868,3.7197252522602753e-07,4.93987406535723e-09
1869,2.500361775403803e-07,7.325278605918584e-09
1870,2.9645032917358094e-07,1.1468097582678638e-09
1871,3.313807326321694e-07,0.0
1872,2.3100835733202985e-07,4.23313739617015e-09
1873,2.4722197355941944e-07,1.1972009161809183e-08
1874,2.4973866263877653e-07,5.974609140757536e-10
1875,3.2269414429464405e-07,8.010138330405425e-09
1876,2.9867314310649817e-07,1.6928841217733748e-08
1877,3.6861502650253897e-07,9.277223989023753e-09
1878,2.6571990474622e-07,4.22736201599605e-09
1879,3.048553307571922e-07,8.553055375060126e-09
1880,2.7147488346201953e-07,8.343199908722454e-09
1881,3.158545851533745e-07,0.0
1882,3.108064907664243e-07,1.1314154946262533e-08
1883,3.4756363653798417e-07,1.8958017378167824e-09
1884,3.630933216314247e-07,8.582206056928499e-09
1885,2.945655560582239e-07,5.801072122668671e-09
1886,3.4913240387624e-07,5.808117542471791e-09
1887,3.832478638887693e-07,5.223139809551469e-09
1888,3.265416665954035e-07,3.1703073499755874e-09
1889,2.618827292799608e-07,0.0
1890,2.91670203989014e-07,3.277193294515257e-09
1891,2.5305653839069464e-07,6.374220040683554e-10
1892,2.3757662592771567e-07,6.268512375839919e-10
1893,2.4818419330774333e-07,1.847525021858587e-09
1894,2.6340435121952055e-07,3.780923574225881e-09
1895,2.5518925816925275e-07,1.2037228991346183e-09
1896,2.2054888337841305e-07,6.486732040400511e-09
1897,3.123118581527251e-07,2.9133566670225264e-09
1898,2.3878257504605926e-07,6.224190496340043e-09
1899,3.0346405388570474e-07,3.3165470370022376e-09
1900,2.922562937213158e-07,5.1910532539167775e-09
1901,2.0957771351692855e-07,0.0
1902,2.563168124414261e-07,3.4371988033576883e-09
1903,2.543503780927381e-07,6.480264325148255e-09
1904,3.257022891389738e-07,0.0
1905,3.158384638268785e-07,3.096455369888673e-09
1906,2.6441109790553696e-07,6.687439824126784e-09
1907,3.342848184928471e-07,9.257118349648152e-09
1908,3.153111804987674e-07,2.9468334439286537e-09
1909,3.2455802134734313e-07,2.2003934230241384e-09
1910,3.014100866671754e-07,2.137660271017694e-09
1911,2.2185960579790276e-07,2.6601871816467337e-09
1912,2.7870402474761136e-07,3.646594803896619e-09
1913,2.487102257475726e-07,2.121195885607108e-09
1914,2.2634993790404678e-07,2.678697486047099e-09
1915,4.1703897180056515e-07,1.5314990053916233e-08
1916,2.5820535798359856e-07,0.0
1917,2.9499682341338485e-07,0.0
1918,2.6533529240424514e-07,0.0
1919,2.0349345597470148e-07,1.8415696745321952e-09
1920,2.1126525950876385e-07,1.514446346106979e-09
1921,2.0219235352669784e-07,4.543648568500203e-09
1922,2.7150802139885855e-07,5.164555005876537e-09
1923,2.590291372506215e-07,5.307974060286824e-09
1924,2.6427831256725653e-07,9.02413699321869e-09
1925,2.111650161396028e-07,4.399271169575059e-09
1926,3.2546725425852685e-07,3.343841648018042e-09
1927,3.177529165343529e-07,3.3447675740205796e-09
1928,2.742249889386983e-07,4.570416489713125e-09
1929,2.428608536497734e-07,6.684243825105796e-09
1930,2.2897855211923002e-07,3.1510810627466412e-09
1931,2.2582605918586296e-07,2.2810713318222042e-09
1932,1.9727166034044785e-07,1.0959536611565568e-09
1933,2.7070761943193133e-07,0.0
1934,2.132721306224994e-07,2.3963160344919743e-09
1935,2.1901960156611722e-07,3.590485242455088e-09
1936,2.012702564613278e-07,2.424942913137329e-09
1937,2.0523522925586235e-07,1.2591118148108649e-09
1938,1.9966430764295495e-07,1.0372171566075394e-08
1939,3.3646911745677244e-07,6.117620188206274e-09
1940,3.575453888515767e-07,2.02862628917444e-08
1941,2.774412468653509e-07,2.9515025978810172e-09
1942,2.973527655214525e-07,9.102635090130207e-09
1943,3.280655676007882e-07,5.806470415592457e-09
1944,2.634812688029342e-07,0.0
1945,3.7034567412774777e-07,2.178504043826024e-09
1946,3.549881455455761e-07,6.960552134671616e-09
1947,3.0159803565688037e-07,7.152522574216391e-09
1948,2.989769223304961e-07,4.348755133776194e-09
1949,2.7487622922262034e-07,6.8719057111366055e-09
1950,2.190884502706325e-07,0.0
1951,2.9851923954993254e-07,1.0661401761424827e-09
1952,2.4463944647834523e-07,7.381362632230548e-09
1953,2.95202881805956e-07,3.232148326759443e-09
1954,3.3422074663391754e-07,9.772536113672459e-10
1955,3.0127802119750413e-07,6.569925492527773e-09
