year,deux_DET eaux_NOUN,deux_DET sots_NOUN
1956,2.9739092788361177e-07,8.72114158667614e-10
1957,2.9509026200358335e-07,4.417518850718949e-09
1958,2.4072228282934205e-07,6.617794756635931e-09
1959,2.7437647753814076e-07,1.5501495642666896e-09
1960,2.6368374606011713e-07,7.612916630428401e-09
1961,2.9668640832980486e-07,4.168895617606694e-09
1962,2.3592077491585428e-07,6.341956404476434e-10
1963,2.586421374850545e-07,4.526237162849611e-09
1964,2.482258998348641e-07,7.909158661334459e-09
1965,2.8016862541058174e-07,0.0
1966,2.902475080279743e-07,6.6468897053084675e-09
1967,2.9434104042991294e-07,8.381570493209978e-09
1968,2.748746443514971e-07,6.287982023955863e-09
1969,2.566093195155439e-07,1.8167031212712459e-09
1970,2.3085599709649074e-07,9.19745013483464e-09
1971,2.3020020112340944e-07,7.193756701440179e-09
1972,2.7189778095682016e-07,2.565073486948677e-09
1973,2.519534116895983e-07,4.410563136936219e-09
1974,2.396493653522569e-07,3.937900283634832e-09
1975,2.096113220773077e-07,4.569184142155791e-09
1976,1.8797503975598318e-07,4.570821388050206e-09
1977,2.3154519812607077e-07,1.7630346071939584e-09
1978,2.405939536487267e-07,2.970295565063452e-09
1979,2.744575454682874e-07,4.0963813452421505e-09
1980,2.4105039431177033e-07,5.116635559687666e-09
1981,2.897101820664716e-07,5.06043967840597e-09
1982,2.805791071702757e-07,8.069752865935698e-09
1983,2.5892794663917584e-07,1.2630632095778083e-09
1984,2.8705092197656157e-07,6.958810083723677e-09
1985,2.8092657089473505e-07,4.812446441349039e-09
1986,2.0680974399667207e-07,5.395036972721812e-09
1987,2.16322919133205e-07,4.888653482026939e-09
1988,2.3386559155902376e-07,1.1993107618124554e-09
1989,2.145855804158714e-07,4.390497743145261e-09
1990,2.1086279988757894e-07,1.089730194969718e-09
1991,2.2039109204285978e-07,2.9307325455363298e-09
1992,2.639263274595294e-07,0.0
1993,2.647741190742181e-07,1.661762283333701e-09
1994,2.4475659177181086e-07,2.637463358823311e-09
1995,2.2774293917393607e-07,1.626735190995987e-09
1996,2.0871940553668367e-07,2.6690460952494277e-09
1997,2.330318693566369e-07,1.917957792585412e-09
1998,2.3792964931601546e-07,4.768129335808169e-09
1999,2.170845561089152e-07,9.140402323914998e-10
2000,2.4210811866431925e-07,1.3254094488601709e-09
2001,2.760163293480389e-07,3.943090742808408e-09
2002,2.729500869769197e-07,1.3143663935011318e-09
2003,2.470985251967761e-07,2.9168461535000745e-09
2004,2.466683159951799e-07,8.809582507929292e-10
2005,2.5626335187212135e-07,1.3511248786457486e-09
2006,2.9278198265814126e-07,2.470733950765691e-09
2007,2.328781548155412e-07,2.3966877371606188e-09
2008,2.7503059163436205e-07,2.128719839289417e-09
2009,3.156543451066085e-07,4.76819250749827e-09
2010,2.9051327343765365e-07,1.8895172093635892e-09
2011,3.3612713035147124e-07,3.823972000160936e-09
2012,3.8808481539476247e-07,4.085103366691101e-09
2013,3.645386483785984e-07,3.3469500504423877e-09
2014,4.1576546716548535e-07,2.165445156521173e-09
2015,3.86127433360528e-07,2.8815480695998374e-09
2016,3.5772043593951253e-07,3.314143987021012e-09
2017,3.3457630377320413e-07,1.509366853724714e-09
2018,3.9238293014776104e-07,5.16293346963792e-09
2019,3.576484872702679e-07,3.06118530524202e-09
