year,ces_DET orties_NOUN,ces_DET sorties_NOUN
1800,3.458580977167003e-08,1.0690158980253273e-07
1801,7.143547975374531e-09,9.048493865293494e-08
1802,3.1329761895904085e-08,3.3567602031325805e-08
1803,2.3404070459420723e-08,5.070882025393075e-08
1804,9.887403784603066e-09,6.673997532402609e-08
1805,5.685755422035754e-09,1.2224374379421477e-07
1806,5.76333825108577e-09,1.152667650217154e-07
1807,2.8469551160981155e-09,4.839823830593559e-08
1808,0.0,9.290903335568146e-08
1809,0.0,6.77709186547304e-08
1810,4.680253518074551e-09,7.020380277111826e-08
1811,0.0,1.2535383575595915e-07
1812,0.0,1.1202274929900113e-07
1813,0.0,4.3136123117903935e-08
1814,2.2026739543434815e-08,2.485874848190406e-07
1815,1.0788894222457657e-08,1.348611773366315e-07
1816,9.270415546325239e-09,1.205154021022281e-07
1817,3.113746815941454e-09,1.7125606888157563e-07
1818,2.384235475716423e-08,1.263644797688812e-07
1819,0.0,1.3663385978190945e-07
1820,5.933240565525466e-09,1.3409123322816185e-07
1821,9.86148829262845e-10,1.1439326241813319e-07
1822,6.015369535816717e-09,7.719724237631453e-08
1823,2.075364236020505e-08,1.4922856772514592e-07
1824,0.0,1.7347491620967048e-07
1825,1.7610886082763955e-09,7.924898981492845e-08
1826,5.284790383086602e-09,1.497357318136494e-07
1827,9.217273055917019e-10,1.115290046982409e-07
1828,2.7516904310687096e-09,1.0456423282789729e-07
1829,0.0,1.9289645791786825e-07
1830,0.0,1.033246732617954e-07
1831,3.1182412207897414e-09,4.98918610869481e-08
1832,0.0,8.253281258419065e-08
1833,4.6334514003376626e-09,7.761031106667815e-08
1834,1.0267983796552471e-08,9.987948068612695e-08
1835,6.050470346963266e-09,8.168134968400409e-08
1836,5.376600220596828e-09,1.2231765111891946e-07
1837,7.653680356156656e-09,1.0645572778855694e-07
1838,2.7773513266993177e-08,8.963270037298798e-08
1839,6.9914751765765e-10,1.2095252088784036e-07
1840,7.64362617644565e-09,1.439549572879173e-07
1841,7.0626033910059505e-09,1.438202890113871e-07
1842,1.341653010911159e-09,1.2477373090291621e-07
1843,2.2446261738195972e-08,1.0337094558110493e-07
1844,3.841992946007622e-09,1.0922236715060762e-07
1845,5.580227946389016e-10,7.086889830532073e-08
1846,8.781752214304106e-09,1.3114082619836154e-07
1847,5.393223645455691e-10,9.330276995456188e-08
1848,1.6090443422100975e-09,7.160247150750365e-08
1849,1.6758829879393033e-09,1.2150151995626857e-07
1850,1.3577992064028876e-09,1.5071571368707737e-07
1851,3.2247193804124663e-09,9.416180368759797e-08
1852,0.0,1.1588770831849615e-07
1853,5.971931837933653e-10,1.3496565998138976e-07
1854,6.234797567117312e-09,1.200198509465622e-07
1855,2.1227748447927297e-09,1.0826151708442922e-07
1856,1.2942972915652717e-08,1.3305376178607276e-07
1857,2.489569705943495e-08,1.3326519976430973e-07
1858,6.8511463169329545e-09,1.4387407176741362e-07
1859,1.171199848215565e-08,1.0897250835029126e-07
1860,9.154367819341758e-10,1.002403244854122e-07
1861,7.073945429425521e-09,9.526246635971347e-08
1862,3.162590411776023e-09,8.584174171488712e-08
1863,4.994620828036034e-10,1.498386197340551e-07
1864,1.1507347075223606e-08,1.0548401441212718e-07
1865,6.589582213223366e-09,1.1625905482759435e-07
1866,4.379051787850585e-09,1.2699249474223961e-07
1867,5.82337378318698e-09,6.64835191344082e-08
1868,5.433861360870651e-09,1.1065317728764512e-07
1869,4.883519144627257e-10,1.4308711726584988e-07
1870,2.8670243956696595e-09,1.20988428164992e-07
1871,0.0,2.7933696600257463e-07
1872,3.6284036886158333e-09,1.7355863768386826e-07
1873,4.788803575905831e-09,1.0295927665993077e-07
1874,5.377148060148329e-09,1.9417479180106056e-07
1875,3.4329163400848017e-09,1.0928116989106229e-07
1876,6.650616279912924e-09,8.948101815065002e-08
1877,1.2369631985365004e-09,6.30851220151385e-08
1878,2.4156354694326865e-09,1.050801401447643e-07
1879,5.498392852132383e-09,1.0019293483765068e-07
1880,1.0910338410496934e-08,8.984984667392837e-08
1881,4.183504487276224e-09,9.133984768538994e-08
1882,2.6621540527571597e-09,1.1447262515673629e-07
1883,4.423537092179686e-09,1.2765064560937844e-07
1884,1.1883054540362536e-08,2.1455515586410456e-07
1885,4.511945039809007e-09,1.069975521517108e-07
1886,3.872078213618124e-09,1.0390076532473813e-07
1887,3.264462256069578e-09,9.728097971617444e-08
1888,1.5851536749877937e-08,1.2744635391470638e-07
1889,3.132568371366773e-09,1.2968832940885022e-07
1890,4.3258950199742685e-08,1.3305404422681022e-07
1891,4.461953917456185e-09,1.6254261225867594e-07
1892,3.761107425503951e-09,1.259971007527838e-07
1893,1.8475249663474358e-09,1.3055842984499577e-07
1894,3.780923574225881e-09,1.272910914451586e-07
1895,7.824199066419624e-09,1.3120579822611944e-07
1896,5.307326078618502e-09,1.3916988450546341e-07
1897,5.2440420894583895e-09,1.485811971235762e-07
1898,2.26334195829736e-09,1.3693219180765936e-07
1899,5.527578395003729e-10,1.1331535709757645e-07
1900,2.07642125715779e-09,1.2095153678615134e-07
1901,5.58873880507349e-09,1.223933825400536e-07
1902,1.4730852093691738e-09,1.3994308467601968e-07
1903,2.7001101354784396e-09,1.5174619250046817e-07
1904,0.0,1.5586413582013847e-07
1905,3.0964554253998244e-09,1.584353022110463e-07
1906,1.1317205617089598e-08,1.2963345241701063e-07
1907,7.714265115588148e-09,1.5839957434593543e-07
1908,2.4556945366072114e-09,1.3604547888235174e-07
1909,2.2003934230241384e-09,1.4137527770685665e-07
1910,3.206490406526541e-09,1.6673749669848803e-07
1911,4.2562994240213925e-09,1.2077249600395135e-07
1912,1.0418842455450772e-09,1.2085856937460449e-07
1913,4.772690798127144e-09,1.2568085949737906e-07
1914,6.696743715117748e-10,1.7076696323670149e-07
1915,4.712304768617059e-09,1.49615679845283e-07
1916,5.493730803607377e-09,1.5931819419279236e-07
1917,5.483212106582869e-09,1.9191242728311408e-07
1918,1.1486376294556067e-09,1.5621471405324883e-07
1919,5.524709134618888e-09,1.4456321295597263e-07
1920,0.0,1.423579547576992e-07
1921,0.0,1.310085320227472e-07
1922,2.2133805899215986e-09,1.202603474581565e-07
1923,2.1231896241147297e-09,1.146522397021954e-07
1924,3.867487219366694e-09,1.1731378357637823e-07
1925,1.0998178368026856e-08,1.3637740359229156e-07
1926,3.343841648018042e-09,1.7833821885915313e-07
1927,0.0,1.1929670407084814e-07
1928,5.713020723163709e-09,1.3939770582283018e-07
1929,1.4482528065684619e-08,1.2922871661658064e-07
1930,5.2518018822667045e-09,1.6070513986221613e-07
1931,2.2810713318222042e-09,1.3344267202342053e-07
1932,0.0,1.7644853578246966e-07
1933,0.0,1.2273608440693806e-07
1934,1.1981580172459871e-09,1.4617527810401043e-07
1935,0.0,1.519972130381575e-07
1936,0.0,1.7217094594457194e-07
1937,3.777335333410292e-09,1.6746187725402706e-07
1938,1.2965214457594243e-09,1.8540256974119984e-07
1939,1.5294050470515685e-09,1.5599932190468735e-07
1940,5.0715658339584024e-09,1.5214697324239523e-07
1941,5.9030051957620344e-09,1.0625409352371662e-07
1942,3.034211770724937e-09,1.5474480186128403e-07
1943,0.0,1.5387147023204761e-07
1944,3.2131861615880553e-09,2.2492303486387755e-07
1945,2.178504043826024e-09,2.113148909188567e-07
1946,5.568441707737293e-09,1.754059084646542e-07
1947,8.344609447874518e-09,1.323216700654939e-07
1948,5.435944139264848e-09,1.3589859104712332e-07
1949,9.817008317369869e-10,1.6198063690353592e-07
1950,4.2541445921528975e-09,1.8824589886889953e-07
1951,5.330700769690111e-09,1.524580390821484e-07
1952,5.272402070488624e-09,1.59226537732593e-07
1953,2.1547654771580937e-09,1.7992291923007997e-07
1954,0.0,1.8372367271979329e-07
1955,3.754243138587299e-09,1.3045994506910574e-07
1956,9.593255967388359e-09,1.5523632157510292e-07
1957,1.7670075402875796e-09,1.6256469415054653e-07
1958,1.1581140935135181e-08,1.43937036511943e-07
1959,3.100299128533379e-09,1.449389852581362e-07
1960,4.152500121534786e-09,1.9378332893893457e-07
1961,3.47407969059077e-09,1.882951217169193e-07
1962,1.0147130247162295e-08,1.712328305814026e-07
1963,6.466053248388448e-10,1.7975628097133267e-07
1964,6.083968329129164e-10,1.4358164612815472e-07
1965,3.283225968875314e-09,1.4391474323360853e-07
1966,1.1078149508847446e-09,1.6174098860233244e-07
1967,6.409436092980059e-09,1.4692399652460608e-07
1968,4.042274071025531e-09,1.684280981351094e-07
1969,2.725054681906869e-09,1.8257865974646847e-07
1970,4.59872487312829e-09,1.3566238976636669e-07
1971,4.624557736754298e-09,1.5877648351647622e-07
1972,3.5911027485013847e-09,1.4364411704548274e-07
1973,1.102640756478479e-09,1.4830518324515651e-07
1974,1.1251143350321513e-09,1.5864112157260024e-07
1975,1.1422960355389478e-09,1.6220603171746006e-07
1976,5.713526873840635e-10,1.4626628619396342e-07
1977,1.1753563677885381e-09,1.6807595670798037e-07
1978,4.752472970714905e-09,1.81188038794744e-07
1979,7.022368020415115e-09,1.5273650433300645e-07
1980,3.4110904101325445e-09,1.364436172934802e-07
1981,1.0120879245789638e-08,1.720549498429591e-07
1982,2.483000915987077e-09,1.5270455122617932e-07
1983,3.789189739755727e-09,1.515675815966233e-07
1984,4.059305780401701e-09,1.7455016276812785e-07
1985,1.8046674155058895e-09,1.4918584056999862e-07
1986,1.7983456945813714e-09,1.6364945309987888e-07
1987,5.499735167280306e-09,1.5338150305410636e-07
1988,8.994830658082265e-09,1.3552211974854345e-07
1989,4.390497743145261e-09,1.5037455014521584e-07
1990,6.538381169818308e-09,1.787157586363719e-07
1991,2.344586136349136e-09,1.858084495154344e-07
1992,2.2039776670368383e-09,1.5427843891302473e-07
1993,5.539207426075166e-10,1.611909326015848e-07
1994,1.5824779264761446e-09,1.7143511144013246e-07
1995,3.253470381991974e-09,1.5616658544104212e-07
1996,2.135236876199542e-09,1.4466229814047438e-07
1997,3.835915585170824e-09,1.745341648984322e-07
1998,2.3840645013706308e-09,1.7308309097074925e-07
1999,1.8280804925385752e-09,1.6544127845463663e-07
2000,2.2090157481002848e-09,1.7760486770157513e-07
2001,1.3143635069212678e-09,1.6648604628244357e-07
2002,1.3143663935011318e-09,1.79630085028748e-07
2003,5.416999737661854e-09,1.7917767891617586e-07
2004,2.2023955992267474e-09,1.7398925677980515e-07
2005,5.404499514582994e-09,1.9321085886758738e-07
2006,4.529678965248252e-09,1.8859935124737603e-07
2007,4.7933754743212376e-09,2.0491679464385015e-07
2008,2.1287198670449925e-09,2.154264500120462e-07
2009,2.860915504498962e-09,2.150454783134137e-07
2010,2.8342759250676863e-09,2.3477251787085152e-07
2011,3.823972000160936e-09,2.6844282530191776e-07
2012,3.0638274695071743e-09,2.5872321174347235e-07
2013,5.02042502015243e-09,2.5018451665914654e-07
2014,5.197068331241894e-09,2.7501153354592134e-07
2015,6.428068660691011e-09,2.502513574142995e-07
2016,8.285360231230499e-09,2.529106239990142e-07
2017,4.52810045015184e-09,2.5206426101931356e-07
2018,4.3884933464966025e-09,2.726028789368229e-07
2019,4.081580573522814e-09,2.622415493647168e-07
