year,tes_DET yeux_NOUN,tes_DET cieux_NOUN
1847,1.2587784326001383e-06,1.294373674909366e-08
1848,1.0032391557501796e-06,4.02261068899179e-09
1849,1.198256327938907e-06,0.0
1850,1.1527715031434127e-06,2.0366988096043315e-09
1851,1.0622225588008405e-06,1.2898877521649865e-09
1852,1.2168209622132053e-06,8.463709288974997e-09
1853,1.2630636234689518e-06,5.3747388761848924e-09
1854,1.3628228074935578e-06,2.597832227113628e-09
1855,1.934378531132097e-06,3.714855978387277e-09
1856,1.5821490819689643e-06,4.141751386299575e-09
1857,1.8012768876474183e-06,4.881508974818871e-09
1858,1.6707010175309733e-06,9.787352150958384e-09
1859,1.6468088261945013e-06,3.055304009791371e-09
1860,1.9718508639243737e-06,5.034902272882391e-09
1861,2.1429339511769285e-06,4.244367357575385e-09
1862,1.9219513234247643e-06,7.228778020618165e-09
1863,1.675695322944648e-06,5.9935452156878455e-09
1864,1.8790538618418395e-06,4.794728170054441e-09
1865,1.613506277919896e-06,2.3534221238463715e-09
1866,1.5331545739627472e-06,2.9193677475447544e-09
1867,1.3364642796886983e-06,9.7056229719783e-10
1868,1.3080786409602752e-06,1.975949626142892e-09
1869,1.584213599414852e-06,4.883519144627257e-10
1870,1.1892417148828827e-06,5.734048791339319e-10
1871,1.235242944375159e-06,4.248470908407853e-09
1872,1.2342618944671813e-06,1.2094678591978436e-09
1873,1.0307899529493625e-06,2.3944017879529156e-09
1874,1.0879763649995766e-06,5.974609140757536e-10
1875,1.3542854233605794e-06,8.58229043387837e-09
1876,1.3264956137959416e-06,2.418405919968336e-09
1877,1.5672323385729214e-06,6.184816214727107e-09
1878,1.169771493891858e-06,1.2078177347163432e-09
1879,1.2884567226478794e-06,6.109325489944695e-09
1880,1.3644341620988598e-06,1.2835692508872398e-09
1881,1.1232710050990136e-06,0.0
1882,1.1547092952923776e-06,6.655385131892899e-10
1883,1.1438003824082443e-06,5.687405213450347e-09
1884,1.2747876994012586e-06,1.3203393933736152e-09
1885,1.0557951455325565e-06,1.2891271383708158e-09
1886,1.182919916686842e-06,5.1627709884982664e-09
1887,1.0896775037849693e-06,4.570247291724172e-09
1888,1.2795360859740867e-06,1.268122939990235e-09
1889,1.1715805641188126e-06,6.265136742733546e-10
1890,1.1293207862195231e-06,5.243509182406569e-09
1891,1.1199504328374132e-06,0.0
1892,1.2085691381003016e-06,6.268512375839919e-10
1893,1.1639407446750738e-06,2.463366621796581e-09
1894,1.1676752649236732e-06,1.2603078580752936e-09
1895,1.1971024491685966e-06,4.213029924926559e-09
1896,1.243683428242548e-06,1.7691086373616827e-09
1897,1.211956451641072e-06,2.9133566670225264e-09
1898,1.105642489562797e-06,0.0
1899,1.2940061395738667e-06,4.9748205555033564e-09
1900,1.3475973332788271e-06,0.0
1901,1.1160711750335395e-06,1.6766216748287377e-09
1902,1.0159377410445813e-06,1.4730852093691738e-09
1903,1.3052332832330649e-06,5.400220270956879e-10
1904,1.143182764451467e-06,5.374625189347171e-10
1905,1.3159935008388857e-06,2.0643036169332163e-09
1906,1.3282284214710671e-06,2.0576738091193647e-09
1907,1.5675386748625897e-06,1.5428529565042481e-09
1908,1.4699786987648622e-06,4.4202499438483756e-09
1909,1.725108404571074e-06,0.0
1910,1.786549532312165e-06,3.206490406526541e-09
1911,1.5482288517887355e-06,5.320374141248863e-10
1912,1.7055644860874963e-06,1.0418842455450772e-09
1913,1.5834727662422665e-06,5.30298971401777e-10
1914,1.4297547323849358e-06,0.0
1915,9.153652058557782e-07,0.0
1916,1.230595771062326e-06,1.0987462051303964e-09
1917,1.49911026881e-06,0.0
1918,1.6804568048200963e-06,1.1486376294556067e-08
1919,1.729233972014299e-06,9.207848372660976e-10
1920,1.6143998209372512e-06,3.786115865267448e-09
1921,1.968157050669106e-06,1.5145494858259667e-09
1922,1.8644043393578613e-06,2.951174193910333e-09
1923,2.4565303533563565e-06,4.246379248229459e-09
1924,2.4661677002768556e-06,2.578324886925998e-09
1925,2.1501436719972844e-06,4.399271169575059e-09
1926,1.985127255466068e-06,1.1146138456652466e-09
1927,1.925471096342335e-06,1.1149224876660924e-09
1928,1.6876263089216081e-06,0.0
1929,1.7267630028072745e-06,1.1140406375176326e-09
1930,1.521972194495902e-06,5.2518016602221e-09
1931,1.3492536368175934e-06,0.0
1932,1.2044530990351632e-06,2.1919073223131136e-09
1933,1.15280157331199e-06,3.4411986593596566e-09
1934,1.3539186056732433e-06,2.3963160344919743e-09
1935,1.3560065923456932e-06,0.0
1936,1.3228063977521742e-06,1.2124714565686645e-09
1937,1.2679256116143733e-06,3.777335333410292e-09
1938,1.702332710351584e-06,1.2965214457594243e-09
1939,1.2005830001271534e-06,0.0
1940,1.1334949761021562e-06,5.0715658339584024e-09
1941,1.9037191805182374e-06,2.9515025978810172e-09
1942,2.0389903596651493e-06,0.0
1943,2.5780728378776985e-06,2.9032352077962287e-09
1944,2.339199596690378e-06,0.0
1945,2.1654329316334042e-06,0.0
1946,2.241297778482476e-06,5.568441707737293e-09
1947,2.2292027921366753e-06,1.1920870957027319e-09
1948,1.9699860303035166e-06,4.348755133776194e-09
1949,1.4588074179755495e-06,9.817008317369869e-10
1950,2.323826507222293e-06,4.2541445921528975e-09
1951,1.6034747716275888e-06,1.0661401761424827e-09
1952,1.7198575221755164e-06,2.1089607837865287e-09
1953,1.6613242053153954e-06,4.30953106533849e-09
1954,1.7522157236271596e-06,9.772536113672459e-10
1955,1.4885574586287476e-06,5.631364707880948e-09
1956,1.6230044508347419e-06,3.488456634670456e-09
1957,1.5620346829336995e-06,2.6505113659425206e-09
1958,1.7156633447257263e-06,1.6544486891589827e-09
1959,1.6695111355602421e-06,2.325224457422337e-09
1960,2.0181150119924496e-06,0.0
1961,1.852379227784695e-06,1.3896318540318475e-09
1962,2.083966847976626e-06,2.5367825617905737e-09
1963,2.093061368668714e-06,3.879631726988464e-09
1964,2.0156187048314678e-06,6.083968329129164e-10
1965,1.934367304556872e-06,0.0
1966,1.889378410169229e-06,1.6617224263271169e-09
1967,2.326625292425888e-06,2.9582012395223956e-09
1968,2.7038324503791955e-06,1.3474247273492779e-09
1969,1.8117071931555984e-06,2.2708789015890574e-09
1970,1.8183358463375043e-06,1.8394900047624674e-09
1971,2.4967473564174725e-06,5.138397485282553e-10
1972,1.6308737400549944e-06,1.0260293725750103e-09
1973,1.714055002821624e-06,0.0
1974,1.4874011782239904e-06,2.812785782069227e-09
1975,1.5917895694883555e-06,5.711480177694739e-10
1976,1.466662361337967e-06,0.0
1977,1.4292333787579992e-06,1.7630346071939584e-09
1978,1.9134644162477343e-06,1.7821774056514528e-09
1979,1.5800327588522123e-06,1.7555920051037788e-09
1980,1.5622794222736047e-06,1.7055452605774235e-09
1981,1.6788008849744074e-06,3.795329828193417e-09
1982,1.7256856637004603e-06,1.2415004579935385e-09
1983,1.8428092545264008e-06,0.0
1984,1.7576794704154963e-06,1.7397025486864948e-09
1985,1.514115993472842e-06,1.2031116103372597e-09
1986,1.7276106802910363e-06,2.3977941854269602e-09
1987,1.5032609681497888e-06,1.8332451112712533e-09
1988,1.3264377471955413e-06,0.0
1989,1.5092335701183401e-06,1.0976244357863152e-09
1990,1.515269843821443e-06,5.44865097484859e-10
1991,1.4301975284070068e-06,0.0
1992,1.4215656420901723e-06,5.509944167592096e-10
1993,1.5487624267507272e-06,0.0
1994,1.4595722035437575e-06,2.637463358823311e-09
1995,1.705360773485154e-06,2.1689803286761844e-09
1996,1.5822104870721887e-06,2.135236876199542e-09
1997,1.5434765572308606e-06,1.917957792585412e-09
1998,1.595416080135692e-06,2.3840646123929332e-09
1999,1.5817466305634298e-06,4.570201023179621e-09
2000,1.6019782549392403e-06,3.5344251969604557e-09
2001,1.6022091529066529e-06,4.381211837767296e-09
2002,1.7678228942941132e-06,2.6287329535357173e-09
2003,1.5300940674478625e-06,1.6667691671301554e-09
2004,1.4861765151863437e-06,1.7619165015858584e-09
2005,1.5682056186960835e-06,1.0358624180639708e-08
2006,1.638508408063899e-06,0.0
2007,1.966482216175791e-06,4.793375391054511e-09
2008,2.152987221393232e-06,1.2772318758180745e-09
2009,2.262984068579499e-06,2.384096253749135e-09
2010,2.793651106003381e-06,1.8895172093635892e-09
2011,2.7345223259089835e-06,3.059177577924288e-09
2012,3.5662952484472044e-06,2.7234021704458655e-09
2013,3.7904210046235676e-06,2.7891249310130206e-09
2014,4.074501617878923e-06,2.8150787950709244e-09
2015,4.217034529574448e-06,2.881548111233201e-09
2016,4.481965788727393e-06,6.421154274960372e-09
2017,6.119224508438492e-06,2.0124890198758294e-08
2018,4.946606509292906e-06,1.290733298020541e-09
2019,4.526217708189506e-06,3.5713829116268414e-09
