year,nouveaux_ADJ airs_NOUN,nouveaux_ADJ cerfs_NOUN
1922,1.4018077365562931e-08,0.0
1923,1.2739137300599168e-08,0.0
1924,1.5469949321555987e-08,0.0
1925,7.698724768800957e-09,0.0
1926,6.687683296036084e-09,0.0
1927,1.1149224654616319e-08,0.0
1928,7.998228745975666e-09,0.0
1929,2.4508893359254103e-08,0.0
1930,5.2518016602221e-09,0.0
1931,2.0529641986399838e-08,0.0
1932,4.38381475564853e-09,0.0
1933,9.176529758292418e-09,0.0
1934,1.1981580172459871e-08,0.0
1935,1.4361940969820353e-08,0.0
1936,8.487299751891442e-09,0.0
1937,0.0,0.0
1938,7.779128452511941e-09,0.0
1939,4.588215141154706e-09,0.0
1940,1.5214697057785997e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,1.089252066321933e-08,0.0
1946,4.1763312808029696e-09,0.0
1947,9.536696765621855e-09,1.1920870957027319e-09
1948,1.3046265401328583e-08,0.0
1949,8.835307596655184e-09,0.0
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,1.4925962799061665e-08,0.0
1952,7.381362632230548e-09,0.0
1953,1.0773827163745864e-08,0.0
1954,7.818028668893362e-09,0.0
1955,7.508486277174597e-09,0.0
1956,8.72114114258693e-09,0.0
1957,4.417518795207798e-09,0.0
1958,9.099467845885556e-09,1.6544486891589827e-09
1959,2.557746836551189e-08,0.0
1960,1.1073333361366622e-08,0.0
1961,9.03260666262895e-09,0.0
1962,1.712328223657522e-08,6.341956404476434e-10
1963,6.466053248388448e-10,0.0
1964,3.041984220075733e-09,0.0
1965,1.2859301978807025e-07,0.0
1966,1.606331601067268e-08,0.0
1967,1.3804939413830652e-08,1.9721342336964653e-09
1968,1.976223043542724e-08,4.4914158503495116e-10
1969,9.991866833924945e-09,0.0
1970,1.4256047370375668e-08,0.0
1971,1.284599360218408e-08,0.0
1972,1.0773308634082213e-08,0.0
1973,8.821125663249774e-09,0.0
1974,1.1813700240281833e-08,0.0
1975,6.282628195464213e-09,0.0
1976,1.0855701004786056e-08,0.0
1977,1.1753563455840776e-08,0.0
1978,1.2475241506493262e-08,0.0
1979,9.363157360553487e-09,0.0
1980,1.2507331226263574e-08,0.0
1981,9.488324403950088e-09,0.0
1982,8.690503427999374e-09,0.0
1983,5.052252838311233e-09,0.0
1984,3.073474585946201e-08,0.0
1985,3.8499571752836914e-08,0.0
1986,3.237022094815245e-08,0.0
1987,1.099947066762752e-08,0.0
1988,1.0793796745289796e-08,0.0
1989,1.0427432250992297e-08,0.0
1990,8.172976073694826e-09,0.0
1991,3.458264519196064e-08,0.0
1992,9.91789939064347e-09,0.0
1993,1.0524494165053966e-08,0.0
1994,8.967375009216738e-09,0.0
1995,1.7894087434022765e-08,0.0
1996,2.1352368317906212e-08,0.0
1997,1.0548768192286673e-08,4.79489448146353e-10
1998,1.859570408768718e-08,0.0
1999,1.6452723627935484e-08,0.0
2000,9.719668847552043e-09,0.0
2001,6.571817756650944e-09,0.0
2002,1.1829297652532489e-08,0.0
2003,1.0833999919412918e-08,0.0
2004,1.673820693159911e-08,8.809582507929292e-10
2005,1.0358624180639708e-08,0.0
2006,2.26483944376632e-08,0.0
2007,7.589511158423434e-09,0.0
2008,1.3198063086861112e-08,8.514879357157668e-10
2009,1.3350939020995156e-08,0.0
2010,8.97520635589899e-09,0.0
2011,8.795135286732148e-09,0.0
2012,1.4978711604385353e-08,0.0
2013,9.204112250138508e-09,2.789125042035323e-10
2014,1.2559581735738234e-08,0.0
2015,1.1304534197620342e-08,0.0
2016,1.4085112631789798e-08,2.0713400439298368e-10
2017,9.05620051172562e-09,0.0
2018,1.058401366549333e-08,2.5814667070633845e-10
2019,1.020395146156261e-08,0.0
