year,quelles_PRON ont_VERB,quelles_ADJ sont_VERB
1800,1.446315653907959e-07,7.020919383649016e-06
1801,1.04772034603684e-07,8.248416634160094e-06
1802,1.0294064622939914e-07,7.098429023244535e-06
1803,1.345734048641134e-07,7.17529815119633e-06
1804,2.0021992952479195e-07,7.786330343151349e-06
1805,1.2792949277695698e-07,7.624598083566525e-06
1806,8.068673373884394e-08,7.85831161920214e-06
1807,1.6797034518845066e-07,7.658309186808765e-06
1808,1.3369836793231116e-07,7.974314485181822e-06
1809,1.4005988901999444e-07,6.969109335841495e-06
1810,1.6380887757350138e-07,7.422881935781334e-06
1811,1.1532553045867644e-07,4.836150992559851e-06
1812,8.535066342574282e-08,7.596208888571709e-06
1813,8.91479929876482e-08,7.962928748384002e-06
1814,1.9509398097028452e-07,5.723805884372268e-06
1815,1.4834729356039134e-07,6.942653385522135e-06
1816,1.1356259221884102e-07,6.334011686703889e-06
1817,7.472992535895173e-08,5.677917329194315e-06
1818,1.81201897930805e-07,5.891445766792458e-06
1819,1.0454560595007933e-07,7.597670560244296e-06
1820,9.018526014870076e-08,6.658282586613495e-06
1821,1.8145138369618508e-07,6.776814529985131e-06
1822,1.6341753905635414e-07,6.609888714592671e-06
1823,1.4922856905741355e-07,5.826832193633891e-06
1824,9.179012749882531e-08,6.515414952446008e-06
1825,7.220463515977826e-08,5.837128128405311e-06
1826,9.95302187334346e-08,6.553140451615036e-06
1827,1.2074627520064496e-07,7.695501153648365e-06
1828,8.530240336313e-08,7.168153501879715e-06
1829,1.4060009334571077e-07,7.680708449697704e-06
1830,1.6281463643963434e-07,7.467556201845582e-06
1831,1.5279382381550022e-07,7.00980638157489e-06
1832,1.0959275087429887e-07,6.701393886032747e-06
1833,9.382739030172615e-08,7.335911959671648e-06
1834,1.2508271396427517e-07,6.740464755239373e-06
1835,1.202530981458949e-07,7.343758284150681e-06
1836,1.1156445012261429e-07,6.551387173203693e-06
1837,1.1550098477641768e-07,7.042081165309355e-06
1838,1.1235648145202504e-07,6.043894813956285e-06
1839,1.6569796201792997e-07,6.7118160131940385e-06
1840,1.426810243287946e-07,6.756965603926801e-06
1841,1.6308192840597258e-07,7.381704563158564e-06
1842,1.495943138252187e-07,7.70444262343517e-06
1843,1.394030988421946e-07,7.83020107064658e-06
1844,1.1800406696238497e-07,7.289358222806186e-06
1845,1.1606874039671311e-07,7.576275265819277e-06
1846,2.0139484746550806e-07,8.185178330677445e-06
1847,2.0008859280551405e-07,6.899011623318074e-06
1848,2.51010916940686e-07,8.218193897846504e-06
1849,1.9775418991230254e-07,8.338355655723717e-06
1850,1.7990839040749051e-07,7.2268862822966184e-06
1851,1.6833035232366456e-07,7.219501867439249e-06
1852,1.5299782063493694e-07,7.787914228174486e-06
1853,1.0749477041827049e-07,6.906539283590973e-06
1854,1.834069607298261e-07,7.089484142852598e-06
1855,1.5973880351793923e-07,6.414494805540016e-06
1856,2.2261912846488485e-07,6.5895266061488655e-06
1857,1.342415032468125e-07,6.2951938843980315e-06
1858,1.2576747465686822e-07,6.75816670536733e-06
1859,1.553112873864393e-07,6.601493282687443e-06
1860,1.235839661717364e-07,6.2441944237434654e-06
1861,1.4147890681215358e-07,7.193730880317162e-06
1862,1.640029054783554e-07,6.829388098594791e-06
1863,1.4784077961849107e-07,6.919048246345483e-06
1864,1.3137554333297885e-07,6.944683946130681e-06
1865,1.6050339368689492e-07,7.70698693486338e-06
1866,2.2819725131739688e-07,7.817580353730591e-06
1867,2.43611140149369e-07,8.097886620817007e-06
1868,2.0154686097839658e-07,7.72398720982892e-06
1869,1.6359788901354477e-07,7.531851451858529e-06
1870,1.5252570051416114e-07,7.167561307142023e-06
1871,1.678146048789131e-07,7.758769925203524e-06
1872,1.8807225643513448e-07,7.680725730097038e-06
1873,1.4545990723036084e-07,7.625571129210584e-06
1874,1.4996269115385985e-07,6.809859314671485e-06
1875,1.2873436006088923e-07,7.420820793413441e-06
1876,1.2878011190764482e-07,6.830182883277303e-06
1877,1.1256365439749061e-07,6.725987418576551e-06
1878,1.0991141508043256e-07,7.080227760525304e-06
1879,1.9610934032243676e-07,6.363473062265257e-06
1880,1.4119262203848848e-07,6.713067136843165e-06
1881,1.8407420299126898e-07,7.27720635040896e-06
1882,1.770332431760835e-07,6.8018036927242065e-06
1883,1.5545573717190564e-07,6.98855683367583e-06
1884,1.2741275412508912e-07,6.581231787095021e-06
1885,1.2826815520838863e-07,7.059260269670631e-06
1886,1.0067403621860649e-07,6.546393933604122e-06
1887,1.801983131599627e-07,7.456684670614777e-06
1888,1.0462014188306057e-07,6.940436833247077e-06
1889,1.409655752127037e-07,6.582152764167404e-06
1890,1.4419649829733316e-07,7.276679980350309e-06
1891,1.1601080274203923e-07,6.532938300551905e-06
1892,1.366535684610426e-07,6.569401080014359e-06
1893,1.6504556299423712e-07,7.262005055963527e-06
1894,1.2666093596180872e-07,6.652535148532479e-06
1895,1.877807704886436e-07,7.039973297651159e-06
1896,1.397595852381528e-07,6.895985734445276e-06
1897,1.7305339383710816e-07,7.132480277505238e-06
1898,1.4541971893322625e-07,7.037861905700993e-06
1899,1.5366667582839e-07,7.073089363984764e-06
1900,1.3912022112094746e-07,6.781072556805157e-06
1901,1.3580635283005904e-07,7.134584166124114e-06
1902,1.6154833559767212e-07,5.969432208985381e-06
1903,1.6146658765592292e-07,6.958724043215625e-06
1904,1.2737861254663585e-07,7.096117542459979e-06
1905,1.2747074507046818e-07,6.978378223720938e-06
1906,1.2603251775544777e-07,6.764088197996898e-06
1907,1.6714241013460196e-07,6.785467576264637e-06
1908,1.7140747843313875e-07,6.897554612805834e-06
1909,1.3972498180692128e-07,6.80361631566484e-06
1910,1.4642973411582716e-07,6.745387054252205e-06
1911,1.3088120454085583e-07,6.8611545884778025e-06
1912,1.4430096939577197e-07,6.927488584551611e-06
1913,1.3045354307905654e-07,6.649949000347988e-06
1914,1.3795292375107238e-07,6.608346666325815e-06
1915,1.5668413055891506e-07,6.477063152487972e-06
1916,1.1976333347263335e-07,6.307902140179067e-06
1917,1.546265835372651e-07,6.3758790247447905e-06
1918,2.0101158781926642e-07,6.5667613853293005e-06
1919,1.289098783274767e-07,6.361702162394067e-06
1920,1.2569904939141452e-07,6.781690672141849e-06
1921,1.3252308050937245e-07,6.600406550205662e-06
1922,1.143580021789603e-07,6.415114739866112e-06
1923,1.2314499642229748e-07,6.349398518068483e-06
1924,1.314945698993597e-07,6.3594384300813545e-06
1925,1.3197814041632228e-07,6.09079074820329e-06
1926,1.3263905174198953e-07,6.032290002622176e-06
1927,1.471697643751213e-07,6.091936484153848e-06
1928,1.1426040913420366e-07,5.932400540586968e-06
1929,1.0917598558535246e-07,6.176241413413663e-06
1930,1.5965477473400824e-07,6.122550757936551e-06
1931,1.6879927500212943e-07,6.578609600182972e-06
1932,1.2384276004695494e-07,6.3685865825391375e-06
1933,1.6861873319840015e-07,6.16318675383809e-06
1934,1.485715941385024e-07,6.503601753138355e-06
1935,1.4601306830286376e-07,5.582007815974066e-06
1936,1.309469190857726e-07,6.695267529721605e-06
1937,1.5738897829464804e-07,6.421470516215777e-06
1938,1.426173596996705e-07,6.277756938288803e-06
1939,1.3917586016987116e-07,6.025856009728159e-06
1940,1.420038451271921e-07,5.746084070779034e-06
1941,1.357691203907052e-07,5.171032626094529e-06
1942,1.5777901296587515e-07,5.276494334793824e-06
1943,1.2483911859817454e-07,5.3332429388319724e-06
1944,1.2531426563100467e-07,5.8415726016392e-06
1945,2.0042237380835104e-07,5.766500180470757e-06
1946,1.419952653236578e-07,6.388394922396401e-06
1947,1.6450802320377989e-07,7.13940949026437e-06
1948,1.152420132655152e-07,7.000408459134633e-06
1949,1.2762110657149606e-07,7.119294423318934e-06
1950,1.3187847969220456e-07,7.495802492485382e-06
1951,1.5459032454145927e-07,6.781717729609227e-06
1952,1.4657277347396303e-07,6.6474444793129805e-06
1953,1.6160741012072322e-07,7.078404451021925e-06
1954,1.8176917393475378e-07,7.205290785350371e-06
1955,1.3609131599423563e-07,6.901237384226988e-06
1956,1.2907289459462845e-07,6.893190629853052e-06
1957,1.5726367053048307e-07,6.5202577843592735e-06
1958,1.5634540417863718e-07,6.467240154961473e-06
1959,1.6121555290737888e-07,7.596508112328593e-06
1960,1.4395333636230134e-07,7.325701972149545e-06
1961,1.5980766221446174e-07,6.857833113826928e-06
1962,1.534753444332182e-07,6.652712045251974e-06
1963,1.6423775051066514e-07,6.965879265408148e-06
1964,1.7460989099049584e-07,7.287377457032562e-06
1965,1.5978366718627512e-07,7.188076324382564e-06
1966,1.6838787075812434e-07,7.148729991968139e-06
1967,1.6812444414426864e-07,7.046928658382967e-06
1968,1.4013217253250332e-07,6.713768243571394e-06
1969,1.6577416062091288e-07,7.276350061147241e-06
1970,1.5911588491235307e-07,7.397048875645851e-06
1971,1.700809519888935e-07,6.889049245728529e-06
1972,1.7032087384905026e-07,6.976486702114926e-06
1973,1.6208819175744793e-07,6.824795036664e-06
1974,1.676420424701064e-07,7.4797601428144844e-06
1975,1.427870017778332e-07,6.8686263148265425e-06
1976,1.6055010831905747e-07,6.992785756665398e-06
1977,1.6454988838177087e-07,6.701294296362903e-06
1978,1.592078504586425e-07,6.163957777971518e-06
1979,1.7907039051578977e-07,6.2768265252088895e-06
1980,1.836303695768038e-07,6.629453991990886e-06
1981,1.916641494403848e-07,6.5520041516720084e-06
1982,1.7443080935208854e-07,6.73576050758129e-06
1983,1.755657841329139e-07,6.430886514863232e-06
1984,1.4671491221918131e-07,6.603330803045537e-06
1985,1.6903717536820295e-07,6.347015187202487e-06
1986,1.9781802507168322e-07,6.6616717049328145e-06
1987,1.8576883675791578e-07,6.294141257967567e-06
1988,1.8709247839865384e-07,6.562628414030769e-06
1989,1.844009034357441e-07,6.671361461485503e-06
1990,1.917925160910272e-07,6.554726951435441e-06
1991,1.7408551755693225e-07,6.825090167694725e-06
1992,1.5427843536031105e-07,6.390433100023074e-06
1993,1.8888697184138437e-07,6.4736716467450606e-06
1994,1.8145747304743054e-07,6.556206244567875e-06
1995,1.648425040912116e-07,6.6083407546102535e-06
1996,1.5533848696236419e-07,6.775106612622039e-06
1997,1.8748037078353263e-07,6.898414767420036e-06
1998,2.3125426906744906e-07,7.13502845428593e-06
1999,2.0977222803253426e-07,7.300439165192074e-06
2000,2.067638718017406e-07,7.195206308097113e-06
2001,1.962782931741458e-07,7.673254003748298e-06
2002,1.79630085028748e-07,7.302620133486926e-06
2003,2.0417922286242174e-07,7.997991815500427e-06
2004,2.057037491454139e-07,7.807052043062868e-06
2005,2.2113411191071464e-07,8.110352155199507e-06
2006,2.0877702411326027e-07,7.917878519947408e-06
2007,1.7535765550746873e-07,7.69496500652167e-06
2008,1.864758552017065e-07,7.920541065686848e-06
2009,1.7689993825342754e-07,7.806484518368961e-06
2010,1.3510048191278656e-07,8.116893241094658e-06
2011,1.3728059755635513e-07,8.557284218113637e-06
2012,1.470637194245228e-07,7.902292054495774e-06
2013,1.4698689199121873e-07,7.581120826216647e-06
2014,1.3534032561324238e-07,6.529900019813795e-06
2015,1.0484401613553018e-07,6.9751195042044856e-06
2016,1.0480980527916017e-07,6.8996334903204115e-06
2017,1.0892597046563424e-07,7.0452210820803884e-06
2018,1.363014376920546e-07,7.114264235497103e-06
2019,1.4744709631031583e-07,6.94812547408219e-06
