year,les_DET antennes_NOUN,les_DET centaines_NOUN
1800,3.7226907352305716e-06,5.062104677655554e-07
1801,8.019823098948109e-06,3.9765749448861243e-07
1802,7.733975508017465e-06,2.528759353026544e-07
1803,1.6940646901275613e-05,1.3847407842604298e-07
1804,4.251583561654115e-06,2.892065573689706e-07
1805,1.1087223015238123e-06,1.9900143399809167e-07
1806,2.5070520308645428e-06,1.152667650217154e-07
1807,9.972883617592743e-06,2.761546600282827e-07
1808,8.552163080821629e-06,2.628645967561738e-07
1809,1.3215329062177261e-06,1.3780085539316644e-07
1810,1.35493344544102e-06,3.25277625279341e-07
1811,2.248847863484116e-06,1.4290337224664995e-07
1812,1.680341199516988e-07,1.440292436427626e-07
1813,6.326631449837805e-07,2.6169249167651287e-07
1814,6.954156503979902e-07,8.810695817373926e-08
1815,1.9420009422788098e-07,1.2407228666688752e-07
1816,9.040972599905217e-06,1.46009039525552e-07
1817,1.607316107765655e-05,2.2886039552361126e-07
1818,3.7122545677448215e-06,1.633201305306642e-07
1819,2.679886762280148e-06,1.1282644862831148e-07
1820,9.564383560700662e-07,1.1510486697119404e-07
1821,1.7947908190762973e-06,5.719663320746804e-08
1822,2.4572784695919836e-06,8.321261191213125e-08
1823,1.8332384286168235e-06,1.2155705064742506e-07
1824,1.1166395097461645e-06,1.288430269141827e-07
1825,5.544787654798711e-06,8.629334469212324e-08
1826,4.562535877994378e-06,2.2900759732991105e-07
1827,2.706191310153372e-06,1.4931981695553986e-07
1828,6.180296850288869e-06,1.3299836965074974e-07
1829,1.3099813031658414e-05,9.687688679038686e-08
1830,5.2831263701591524e-06,1.9412514973282669e-07
1831,7.373081189143704e-06,1.4811645598911127e-07
1832,3.900690103364468e-06,1.718306066322839e-07
1833,2.3005085836302896e-06,2.583149036894383e-07
1834,5.877954208699521e-06,1.456186851100938e-07
1835,3.99709199427889e-06,2.3143048366591756e-07
1836,5.786565907328622e-06,2.0027835345715062e-07
1837,3.7301253996702144e-06,2.0108305420762917e-07
1838,3.955831914481678e-06,2.3607485566401465e-07
1839,3.4174329925917846e-06,2.0275278611592285e-07
1840,2.58418276644079e-06,1.879058131315503e-07
1841,1.956983226136799e-06,1.5601932457087742e-07
1842,2.0265668467800424e-06,1.0397811012197167e-07
1843,2.1979615780765016e-06,2.1501156632908192e-07
1844,1.849096292971808e-06,2.1624931889618892e-07
1845,2.185775258567446e-06,1.6963892424115556e-07
1846,5.674768317476264e-06,2.2715464886857717e-07
1847,1.4254290476856113e-06,1.5910010109365658e-07
1848,2.0418773090113973e-06,2.3492047862561094e-07
1849,4.077423341186659e-06,2.0194390049077526e-07
1850,1.6666984947733e-06,1.5614691317722418e-07
1851,1.2944024092576e-06,1.9541798867983573e-07
1852,3.2429026646241255e-06,2.4805177645248477e-07
1853,1.7623170833758195e-06,2.0901761876856995e-07
1854,1.4137402786218445e-06,2.436766610713903e-07
1855,1.1340924714886569e-06,2.653468449409502e-07
1856,1.2207812005726737e-06,1.822370609971813e-07
1857,2.9962703820274328e-06,2.0648783349841437e-07
1858,1.5072522501213825e-06,1.776404427999978e-07
1859,1.9691434545165976e-06,2.1081597623151538e-07
1860,4.745624323732045e-06,2.9339747698031715e-07
1861,2.140104356840311e-06,2.4475851745364707e-07
1862,9.117296286831333e-07,1.8614103014513717e-07
1863,2.2860379544908938e-06,2.6371597350305365e-07
1864,1.9548105569811014e-06,2.224753821167269e-07
1865,2.3764856678099022e-06,2.202803148776411e-07
1866,2.9062305770821695e-06,2.1116759763017967e-07
1867,2.4409641241618374e-06,2.1983236209166535e-07
1868,3.029130766663002e-06,2.519335851047799e-07
1869,2.9633195026690373e-06,2.4661772002332327e-07
1870,2.633075240510152e-06,2.7122050560990374e-07
1871,1.9096876258117845e-06,2.899581410531482e-07
1872,2.9039322839707893e-06,2.527787854589292e-07
1873,3.0971587534622813e-06,2.6338418557259047e-07
1874,4.4068717670597835e-06,2.4495897754661655e-07
1875,3.1250980327968136e-06,2.1856233001216196e-07
1876,3.0786307547714387e-06,2.756982642182493e-07
1877,3.3806203987296612e-06,2.4306326862344463e-07
1878,3.991837616013072e-06,2.566612735677154e-07
1879,2.225627213192638e-06,2.4192928016475435e-07
1880,3.4880993666774884e-06,2.9201199147621537e-07
1881,2.4341024413843115e-06,2.4822126754031615e-07
1882,2.654167474247515e-06,3.2811047923075876e-07
1883,2.2383098041700578e-06,3.431401003339829e-07
1884,2.072272650366358e-06,4.1326623545501207e-07
1885,2.355235352524687e-06,3.951174623040288e-07
1886,2.1431953314277052e-06,4.4787040565097413e-07
1887,1.832669113355223e-06,3.6104952982896066e-07
1888,1.6168567356089625e-06,3.759984537055061e-07
1889,2.080651881897211e-06,3.4771508872211143e-07
1890,2.0456240861221886e-06,3.703228497187183e-07
1891,3.227267541205947e-06,3.5695631517285165e-07
1892,1.834793522448308e-06,3.8175240746340933e-07
1893,2.1018675226969208e-06,3.7381588136042865e-07
1894,2.0511510854248627e-06,3.0877543544249875e-07
1895,2.3683248286943126e-06,3.6472803088827277e-07
1896,2.6153323915423243e-06,3.956906375890412e-07
1897,1.8220132744772854e-06,4.3059412391244223e-07
1898,1.90460224303024e-06,3.762806084495196e-07
1899,2.015907796248939e-06,3.74769802746755e-07
1900,1.908231183733733e-06,3.5558715438810395e-07
1901,1.8331063813548099e-06,3.750043848782525e-07
1902,2.678559837931971e-06,4.1688309160292647e-07
1903,3.0257433536462486e-06,3.8071552665996933e-07
1904,2.121902070939541e-06,3.4075123878096747e-07
1905,1.6834395353271248e-06,4.835631113309091e-07
1906,1.8086952593421302e-06,3.7603987479428724e-07
1907,1.319653648579333e-06,4.4794166242922984e-07
1908,1.42479390774497e-06,4.3760477552723387e-07
1909,2.0991753331145446e-06,3.900197214079526e-07
1910,1.7470028694788198e-06,4.3234179258888616e-07
1911,2.751697536496067e-06,4.1552121032850664e-07
1912,2.4770797608653083e-06,4.532196484774431e-07
1913,2.2961945660426863e-06,4.3537546012828443e-07
1914,1.7244115042558406e-06,4.7011139869823637e-07
1915,1.4030887030003214e-06,7.940233501813054e-07
1916,1.997520627128324e-06,7.856035360020996e-07
1917,1.3806728986764938e-06,6.897881235090608e-07
1918,1.2347854010386072e-06,6.949257453925384e-07
1919,1.931806536958902e-06,6.491533071084632e-07
1920,1.6393881310250435e-06,5.997207672692184e-07
1921,1.6016360291359888e-06,4.263456858666359e-07
1922,2.1263210499000706e-06,5.157177191961182e-07
1923,2.0626786749744497e-06,4.809024485297186e-07
1924,2.7317352646605286e-06,4.5636351941880093e-07
1925,2.7308475409881794e-06,4.575242016358061e-07
1926,1.7488291348399798e-06,4.4696014089851133e-07
1927,2.156260080710126e-06,5.06174810510629e-07
1928,1.9081488744632225e-06,4.901771770704499e-07
1929,2.6948642926072353e-06,4.433881706233933e-07
1930,1.8738428764208948e-06,4.6951109133885893e-07
1931,1.7997653003476444e-06,4.584953252617652e-07
1932,1.5244715143580834e-06,5.150982218538047e-07
1933,1.6311281569869607e-06,5.104444724679524e-07
1934,2.860003178284387e-06,5.176042705556938e-07
1935,2.1554879481300304e-06,4.260709154380038e-07
1936,1.8538689232627803e-06,4.971133016340445e-07
1937,2.443936068630137e-06,4.633531531794688e-07
1938,2.3972681901796022e-06,4.965677149471048e-07
1939,1.998932390279151e-06,4.894096079510746e-07
1940,2.525639786199463e-06,5.071565851721971e-07
1941,4.078976530763612e-06,6.198155375614078e-07
1942,7.555187494290294e-06,4.703028224639638e-07
1943,2.220974920419394e-06,4.877435237915506e-07
1944,2.567335798175918e-06,6.169317643411887e-07
1945,1.904012549402978e-06,6.7751474830402e-07
1946,1.683061540802555e-06,5.429230967024523e-07
1947,1.900186873626808e-06,5.55512567501637e-07
1948,3.0865289772918914e-06,6.26220760580054e-07
1949,3.3642886592133436e-06,5.615328682040399e-07
1950,2.7024453856938635e-06,5.445305220064256e-07
1951,2.5949851760742604e-06,5.83178660917838e-07
1952,2.8861128384960466e-06,6.369061793520814e-07
1953,2.072884342396719e-06,5.860962168924289e-07
1954,2.310227500856854e-06,6.303285680075987e-07
1955,1.9034013121199678e-06,5.575051176265333e-07
1956,2.508200282136386e-06,5.790837782626568e-07
1957,2.081534859144085e-06,6.334721831535717e-07
1958,2.10942212675036e-06,5.749209250893728e-07
1959,1.9477629678021913e-06,4.944977085585833e-07
1960,1.5654925107355666e-06,5.578191455413162e-07
1961,1.7495465272077126e-06,5.801713207631565e-07
1962,1.7446722608838172e-06,6.075594427557007e-07
1963,1.5602585961005389e-06,5.48321331450552e-07
1964,1.265465456867787e-06,5.59725094717578e-07
1965,1.2536451521327763e-06,4.771621817667437e-07
1966,1.5769745829175008e-06,5.56677001384287e-07
1967,1.2261744757324777e-06,5.275458967446411e-07
1968,1.2647826963529951e-06,5.699606688835956e-07
1969,1.3965904912538463e-06,5.368357847146399e-07
1970,1.0259755356401001e-06,5.601246861886011e-07
1971,8.632507757511121e-07,5.128120719177787e-07
1972,1.1640303654303352e-06,5.427695128901178e-07
1973,9.482710510155812e-07,5.684113268955571e-07
1974,1.0542321149387135e-06,5.951854760155584e-07
1975,1.1028868271978354e-06,5.665788584963138e-07
1976,1.08956956523798e-06,6.290593077551421e-07
1977,1.068398930215153e-06,6.611379745891099e-07
1978,1.019405473812185e-06,6.04752216304405e-07
1979,8.842332022140909e-07,6.179684106655259e-07
1980,8.902945722866207e-07,6.469701361311309e-07
1981,9.67176518429369e-07,6.616524856895012e-07
1982,9.56576087673966e-07,6.890327455266743e-07
1983,8.753028026831089e-07,6.984739755466762e-07
1984,7.509716084541651e-07,6.402105157121696e-07
1985,8.421781529932559e-07,7.044218577334505e-07
1986,8.889821856428171e-07,7.055509634312784e-07
1987,7.937950883274425e-07,7.204653158510155e-07
1988,8.760965073406624e-07,7.423733663358689e-07
1989,7.04674889107082e-07,8.506589210810489e-07
1990,9.148285187166039e-07,8.004068163813827e-07
1991,8.100544945932597e-07,8.229496870626463e-07
1992,6.865390460575327e-07,7.829630916944552e-07
1993,8.558075279552213e-07,7.882292436534044e-07
1994,7.870190614767125e-07,8.334384276054152e-07
1995,7.981847360838401e-07,7.884243444777894e-07
1996,7.24912922578369e-07,7.233114871496582e-07
1997,6.847109546015417e-07,8.213654396627135e-07
1998,6.618163297389401e-07,7.981848071381137e-07
1999,6.919284345485721e-07,7.906447834216124e-07
2000,7.104194708063005e-07,8.327989249323764e-07
2001,6.865358770369312e-07,7.750363479885891e-07
2002,6.85661149191219e-07,8.354989304848459e-07
2003,6.054539198885323e-07,8.292176829627351e-07
2004,5.470750608083108e-07,8.518866394524593e-07
2005,6.417843323447414e-07,8.755288973816278e-07
2006,7.589271007191201e-07,8.989353474930795e-07
2007,5.772022788619324e-07,8.943639642211565e-07
2008,5.973187668928404e-07,9.821913096175194e-07
2009,6.232027800479045e-07,9.80817191020833e-07
2010,7.430526380858282e-07,1.0685219677952773e-06
2011,5.930980719881518e-07,1.2190822360480524e-06
2012,6.297867329863038e-07,1.2544670866532215e-06
2013,6.833356351876319e-07,1.1159289456941224e-06
2014,5.268528013857576e-07,1.156997399220927e-06
2015,5.122505655208442e-07,1.0825754159782264e-06
2016,4.7309407591455965e-07,9.849221882518577e-07
2017,5.051347677920148e-07,1.1317735442162302e-06
2018,5.483035181441664e-07,1.1304242732990133e-06
2019,4.5509620960615393e-07,1.1107000190690997e-06
