year,peux_VERB aider_VERB,peux_VERB céder_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,1.152667650217154e-08
1807,0.0,5.693910232196231e-09
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,1.4040760554223652e-08
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,4.930744257336528e-09,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,8.805443041381977e-10,0.0
1826,0.0,0.0
1827,0.0,6.452091305675367e-09
1828,5.503380862137419e-09,0.0
1829,8.57317605795771e-10,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,4.667265685043276e-09,5.600718555598405e-09
1835,0.0,6.806779140333674e-09
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,6.312161904276081e-10
1839,4.894032734625853e-09,0.0
1840,1.9109065441114126e-09,1.0191501864653674e-08
1841,1.926164561183441e-09,0.0
1842,2.0124795163667386e-09,6.708265054555795e-10
1843,1.7720733769266417e-09,1.1813822142769936e-09
1844,5.488561272137815e-10,4.9397050894128824e-09
1845,0.0,2.7901139176833567e-09
1846,0.0,0.0
1847,5.393223645455691e-10,1.0786447290911383e-09
1848,0.0,8.045221711050488e-10
1849,5.02764896381791e-09,0.0
1850,6.788996032014438e-10,0.0
1851,0.0,1.1608989325395669e-08
1852,0.0,6.510545436100301e-10
1853,0.0,8.360704129017904e-09
1854,0.0,1.0391328908454511e-09
1855,5.306937111981824e-10,2.1227748447927297e-09
1856,2.0708756931497874e-09,0.0
1857,0.0,4.881509085841174e-10
1858,9.787352039936081e-10,1.9574704079872163e-09
1859,5.092173349652285e-10,4.582956236731661e-09
1860,2.746310290291376e-09,0.0
1861,7.073945429425521e-09,0.0
1862,3.162590411776023e-09,2.710791813242963e-09
1863,2.4973103585068657e-09,1.0988165932701577e-08
1864,9.589455896019672e-10,1.2945765348604255e-08
1865,0.0,2.8241067262513297e-09
1866,0.0,0.0
1867,0.0,1.455843445796745e-09
1868,9.87974813071446e-10,3.951899252285784e-09
1869,2.441759683335931e-09,2.441759683335931e-09
1870,0.0,1.1468097582678638e-09
1871,1.0621177271019633e-09,2.1242354542039266e-09
1872,4.23313739617015e-09,3.628403577593531e-09
1873,1.1972008939764578e-09,5.986004469882289e-10
1874,7.766991494406739e-09,0.0
1875,1.716458086775674e-09,1.1443054281912168e-09
1876,0.0,4.836811839936672e-09
1877,0.0,6.184815992682502e-10
1878,1.2078177347163432e-09,3.6234530931267273e-09
1879,0.0,3.0546627449723474e-09
1880,3.2089231272180996e-09,0.0
1881,7.669758161910067e-09,2.091752326904839e-09
1882,0.0,0.0
1883,0.0,6.319338941018771e-10
1884,0.0,6.601696966868076e-10
1885,0.0,0.0
1886,0.0,6.453463874400711e-10
1887,0.0,0.0
1888,1.268122939990235e-09,2.53624587998047e-09
1889,0.0,4.385595886446936e-09
1890,6.554386478008212e-10,0.0
1891,0.0,1.9122659011827636e-09
1892,0.0,6.268512375839919e-10
1893,1.2316833108982905e-09,0.0
1894,1.2603078580752936e-09,6.301539290376468e-10
1895,0.0,0.0
1896,5.89702897624278e-10,4.1279202278587945e-09
1897,1.1653427112179315e-09,1.1653427112179315e-09
1898,4.52668391659472e-09,0.0
1899,0.0,0.0
1900,5.191053142894475e-10,0.0
1901,0.0,0.0
1902,0.0,0.0
1903,5.400220270956879e-10,0.0
1904,2.1498500757388683e-09,5.374625189347171e-10
1905,5.160759042333041e-10,0.0
1906,0.0,5.144184522798412e-10
1907,0.0,0.0
1908,6.384805573134145e-09,0.0
1909,3.300590023513905e-09,3.300590023513905e-09
1910,0.0,0.0
1911,0.0,0.0
1912,0.0,5.209421227725386e-10
1913,3.71209285532359e-09,5.30298971401777e-10
1914,0.0,0.0
1915,0.0,0.0
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,0.0
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,7.572231730534895e-10,6.815008557481406e-09
1921,0.0,0.0
1922,7.377935484775833e-10,0.0
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,0.0
1925,7.698724324711748e-09,0.0
1926,4.458455382660986e-09,2.229227691330493e-09
1927,4.4596899506643695e-09,2.2298449753321847e-09
1928,4.570416489713125e-09,0.0
1929,0.0,1.1140406375176326e-09
1930,3.1510811737689437e-09,0.0
1931,9.124285327288817e-09,3.4216069977333063e-09
1932,1.0959536611565568e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,2.3963160344919743e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,0.0,1.2124714565686645e-09
1937,2.5182236296217297e-09,0.0
1938,2.5930428915188486e-09,1.2965214457594243e-09
1939,0.0,0.0
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,0.0,5.568441707737293e-09
1947,3.5762612871081956e-09,8.344609447874518e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,9.817008317369869e-10,0.0
1950,7.444753258312176e-09,2.1270722960764488e-09
1951,5.330700769690111e-09,2.1322803522849654e-09
1952,6.326882129314981e-09,1.2653764258629963e-08
1953,0.0,0.0
1954,4.886268278880834e-09,0.0
1955,2.815682353940474e-09,0.0
1956,6.976913269340912e-09,0.0
1957,5.301022731885041e-09,7.951533653738352e-09
1958,3.3088973783179654e-09,0.0
1959,3.8753737996444215e-09,1.5501495642666896e-09
1960,6.920833350854139e-10,0.0
1961,5.55852741612739e-09,2.779263708063695e-09
1962,6.976152100435229e-09,0.0
1963,5.1728425987107585e-09,3.2330267352165265e-09
1964,3.041984220075733e-09,1.8251904432275978e-09
1965,1.6416130677043839e-09,5.472043373977442e-10
1966,7.754704434148607e-09,1.6617224263271169e-09
1967,4.437302081328198e-09,2.465167847631733e-09
1968,8.533690198930799e-09,1.7965663401398047e-09
1969,5.904285060864822e-09,4.541757636644661e-09
1970,4.1388523719376735e-09,3.219107425067591e-09
1971,3.083038491169532e-09,5.138397485282553e-10
1972,4.104117490300041e-09,1.5390440033513642e-09
1973,8.269805285010534e-09,3.859242703185828e-09
1974,7.313243344242437e-09,0.0
1975,5.711480177694739e-09,0.0
1976,7.427584769459372e-09,7.998937512354587e-09
1977,1.23412418062685e-08,5.289103821581875e-09
1978,4.752473081737207e-09,0.0
1979,9.948355028654987e-09,1.1703946700691858e-09
1980,1.3075846183596695e-08,2.8425752862659692e-09
1981,1.3283654176632353e-08,1.8976649140967083e-09
1982,1.4277254933858785e-08,2.483000915987077e-09
1983,1.326216381158929e-08,1.2630632095778083e-09
1984,7.538710988796993e-09,1.1598016991243298e-09
1985,1.564045071233977e-08,0.0
1986,1.1389522214244607e-08,1.1988970927134801e-09
1987,1.2832715334809564e-08,1.2221633705067347e-09
1988,8.395175221664886e-09,0.0
1989,1.2622680678475717e-08,4.390497743145261e-09
1990,1.3076762783725826e-08,2.179460389939436e-09
1991,1.1136783939491579e-08,5.861465202094962e-10
1992,1.5427843891302473e-08,1.65298330578878e-09
1993,1.827938511667071e-08,2.2156829704300662e-09
1994,1.6879765141197822e-08,2.1099706426497278e-09
1995,9.21816667442954e-09,5.422450821690461e-10
1996,2.081855932090093e-08,4.270473752399084e-09
1997,1.5343662340683295e-08,9.58978896292706e-10
1998,2.1456582288692516e-08,2.3840645013706308e-09
1999,1.4624643718263997e-08,5.0272213059088244e-09
2000,1.767212509662386e-08,5.3016377954406835e-09
2001,2.3220422917802352e-08,2.190605918883648e-09
2002,1.7963008858146168e-08,1.3143663935011318e-09
2003,2.5001536840818517e-08,8.333845835650777e-10
2004,3.171449591832243e-08,1.3214374039449694e-09
2005,3.1976622238971686e-08,1.3511248786457486e-09
2006,3.1295964930677656e-08,4.1178899179428186e-10
2007,5.1928232380760164e-08,3.1955835755326234e-09
2008,4.8109068728763305e-08,3.8316958494988285e-09
2009,4.100645512039591e-08,9.53638501499654e-10
2010,8.077685720309091e-08,7.085689368580006e-09
2011,8.106820814646198e-08,4.971163480860241e-09
2012,1.1063821148127317e-07,4.425528388196653e-09
2013,1.333201709030618e-07,7.80955033974351e-09
2014,1.2537927318589936e-07,7.795602385840539e-09
2015,1.1836512925356146e-07,4.876465897751814e-09
2016,1.4706513695728063e-07,4.764082017771898e-09
2017,1.7382873807036958e-07,9.30776167251679e-09
2018,2.021288452169756e-07,4.3884935685412074e-09
2019,2.0229333586030407e-07,6.632568272380013e-09
