year,ces_DET airs_NOUN,ces_DET serres_NOUN
1800,4.181738866293472e-07,7.231578402766559e-08
1801,4.238504889286787e-07,3.333655596016172e-08
1802,3.6700578220916213e-07,4.4756802708434407e-08
1803,4.0567054426787763e-07,9.361628094950447e-08
1804,7.786330371573058e-07,1.4831105676904599e-08
1805,6.02690079176682e-07,4.5486042488107614e-08
1806,7.405889590472725e-07,3.1698359492793315e-08
1807,3.3024679169102455e-07,2.8469551160981155e-09
1808,3.3991110370834576e-07,2.4926814390369145e-08
1809,3.998484032763372e-07,9.487927998819146e-08
1810,4.5632472378542843e-07,8.89248141788812e-08
1811,4.061464267124393e-07,1.6045290962551917e-07
1812,6.027890364634914e-07,2.6672082320544632e-09
1813,6.039057396378666e-07,0.0
1814,7.457624633389059e-07,2.5173417128598885e-08
1815,2.643279088943018e-07,1.8610842289490392e-07
1816,3.036061109185084e-07,2.3176038865813098e-09
1817,4.110145797042719e-07,6.071806135654612e-08
1818,3.9339886015454795e-07,2.98029441125891e-08
1819,4.5958660876976865e-07,2.5877625375869684e-08
1820,5.541646501683317e-07,2.0173017922786585e-08
1821,5.216727174683911e-07,0.0
1822,4.4513735986129177e-07,7.017931125119503e-09
1823,3.014219576158439e-07,2.174191138237802e-08
1824,3.7558162802042716e-07,5.894778887238772e-09
1825,5.151184421237076e-07,4.226612659863349e-08
1826,3.8138572833190665e-07,3.87551304381617e-08
1827,2.7283126868837826e-07,3.502563838964079e-08
1828,3.6689204740980585e-07,3.852366364798243e-08
1829,3.7379047057584103e-07,5.572564276690173e-08
1830,5.89681221185856e-07,6.366469973428934e-08
1831,2.806417143119688e-07,2.9623292041591753e-08
1832,4.4784197683611637e-07,2.841293600397421e-08
1833,5.965568661281395e-07,1.3900353978968383e-08
1834,3.2857548859510644e-07,4.293884203754317e-08
1835,4.363901808801529e-07,3.2521278114927554e-08
1836,3.790502951517283e-07,3.696412598230836e-08
1837,2.845777480331435e-07,4.80094488608529e-08
1838,3.1118958787601514e-07,1.4517972157790382e-08
1839,4.1809022022221143e-07,2.7965900262216792e-08
1840,3.40141363963653e-07,3.057450514987181e-08
1841,3.6918153512033314e-07,1.926164561183441e-08
1842,3.481589700982113e-07,1.2745703603656011e-08
1843,3.691819294715515e-07,3.1306629344474146e-08
1844,3.9956725217393796e-07,1.9758820468673832e-08
1845,3.7499130378648715e-07,1.7298706023183286e-08
1846,3.4424467898475086e-07,3.2785207437768804e-08
1847,2.998632275819091e-07,4.368511064001268e-08
1848,3.041093847855336e-07,2.896279749364794e-08
1849,3.578010066007664e-07,6.368355287555971e-08
1850,2.966791328162799e-07,4.277067588986938e-08
1851,2.7281125092315506e-07,4.901573436022488e-08
1852,5.546984809257083e-07,4.166749079104193e-08
1853,3.702597801691354e-07,4.120632901560839e-08
1854,5.268403597824545e-07,2.5978323048292395e-08
1855,3.5184992697168127e-07,2.2819829581521844e-08
1856,4.498977546063543e-07,3.9346637059622935e-08
1857,4.266438917710502e-07,2.0990489790762012e-08
1858,3.4402541970735e-07,3.866003872587953e-08
1859,5.356966497060967e-07,2.495164874716238e-08
1860,3.712096017238764e-07,2.1970483210509428e-08
1861,4.456585642742539e-07,4.998921721011129e-08
1862,3.194216411372963e-07,2.6204320713318907e-08
1863,3.041724134789092e-07,3.596126973981484e-08
1864,3.490561972796513e-07,3.21246771406436e-08
1865,4.2079188133925527e-07,1.3649848806807086e-08
1866,3.649209681100274e-07,3.35727279310305e-08
1867,3.3532926302370925e-07,6.939520602600169e-08
1868,3.665386465456777e-07,3.6061082231420016e-08
1869,4.2193605054308136e-07,1.8069020835120853e-08
1870,2.712205091626174e-07,1.834895613228582e-08
1871,2.655294260023311e-07,5.629223798209182e-08
1872,3.319989190231354e-07,2.2979889657825936e-08
1873,3.3162464418978743e-07,2.514121955066173e-08
1874,3.0231522352153206e-07,1.7326366563708007e-08
1875,2.4888642258247273e-07,4.0050691652027126e-08
1876,2.6844305978102057e-07,4.9577321581395495e-08
1877,3.117147393538744e-07,1.7317484779511005e-08
1878,3.907290277993525e-07,3.865016773296759e-08
1879,3.097427843101741e-07,5.1929263444883134e-08
1880,2.5350492194320395e-07,2.438781643299137e-08
1881,3.249188438303463e-07,3.974329332301352e-08
1882,2.622221639825284e-07,9.517200538766701e-08
1883,2.4076681448548243e-07,7.520013411976834e-08
1884,3.129204415586173e-07,4.159069089126888e-08
1885,2.391330813367176e-07,4.254119634339304e-08
1886,3.175104374975035e-07,2.774989527054572e-08
1887,2.872726856395502e-07,5.157850413439746e-08
1888,2.460158547989977e-07,6.784457617925455e-08
1889,3.0887123614320444e-07,6.014531273024204e-08
1890,2.5758738786407775e-07,6.554386322576988e-08
1891,2.2373512464923806e-07,6.565446497575067e-08
1892,2.3506920854288182e-07,4.7013843484933204e-08
1893,1.9460596156761767e-07,6.40475317226219e-08
1894,2.350474090917487e-07,1.0649601733803138e-07
1895,2.4194829784107696e-07,7.282523384333217e-08
1896,2.1642096648122333e-07,4.9535042734305534e-08
1897,2.1966709518039806e-07,1.0429816976742501e-07
1898,2.2633420115880654e-07,5.488604415404552e-08
1899,2.5150482407809704e-07,9.12050417412047e-08
1900,2.3515470104484848e-07,7.059832363154328e-08
1901,2.1851968501351848e-07,3.2414686546022864e-08
1902,1.9935752160193942e-07,5.548620851669739e-08
1903,2.694710055095584e-07,7.236294941037613e-08
1904,1.9348650681649815e-07,5.589610108103216e-08
1905,1.9610884827159225e-07,4.076999715607599e-08
1906,1.8879157437368121e-07,4.3725569554009525e-08
1907,2.000566077242638e-07,6.788553319481139e-08
1908,2.681618447297751e-07,4.9605031193777904e-08
1909,2.2884090888908304e-07,4.8958753495753626e-08
1910,2.933938674232195e-07,3.4202564336283103e-08
1911,2.0270625533669318e-07,3.298631934267604e-08
1912,2.9745795515623286e-07,3.2819353457114175e-08
1913,2.6196769375985696e-07,4.08330218526487e-08
1914,2.270196119980028e-07,2.8795997586428257e-08
1915,1.684648918143239e-07,8.246533456102156e-09
1916,1.4173825491070602e-07,2.9666147538520704e-08
1917,2.5771097966753587e-07,8.773139770212879e-09
1918,2.63038021586226e-07,2.756730399511298e-08
1919,2.2282992784283806e-07,5.4326305232166305e-08
1920,2.559414298275442e-07,4.0890052233066854e-08
1921,3.612200565328294e-07,1.438822039290244e-08
1922,3.1430005975607855e-07,4.648099566351149e-08
1923,2.6964508137439225e-07,3.078624910557437e-08
1924,3.0166401998599213e-07,5.0277335628123865e-08
1925,3.1894715490921044e-07,2.749544547597793e-08
1926,3.35498771875109e-07,2.7865346141631164e-08
1927,3.7015426102016136e-07,2.0068605000034268e-08
1928,2.685119735446051e-07,2.7422498716234145e-08
1929,3.130454260258375e-07,3.119313696231529e-08
1930,3.445182059635954e-07,2.7309369876604705e-08
1931,2.919771411313832e-07,2.8513392535955973e-08
1932,2.1590287069273018e-07,3.287860927958519e-08
1933,2.2253084708268034e-07,2.867665616079762e-08
1934,2.1447027975796118e-07,2.156684431042777e-08
1935,2.5492445665520336e-07,2.992071124197082e-08
1936,3.0918022098092024e-07,1.2124714565686645e-08
1937,1.586480848914107e-07,1.888667711114067e-08
1938,1.970712553145404e-07,3.759912203804561e-08
1939,1.529405118105842e-07,2.4470480752825097e-08
1940,1.3946805843545462e-07,1.5214697057785997e-08
1941,3.5418031529843574e-07,1.4757512989405086e-08
1942,1.8205270713167465e-07,1.2136847082899749e-08
1943,1.9451676003257035e-07,2.6129116870166058e-08
1944,2.7954719428180397e-07,2.8918675454292497e-08
1945,2.091363882072983e-07,1.9606535950345005e-08
1946,2.0324812055605435e-07,5.568441707737293e-09
1947,1.8954184177744082e-07,2.5033828343623554e-08
1948,2.58750922910167e-07,1.7395020091015567e-08
1949,2.130290823743053e-07,1.570721330779179e-08
1950,1.7441992206101986e-07,2.0207186812726263e-08
1951,2.1855874088316796e-07,2.98519241548334e-08
1952,1.6660790080891275e-07,1.3708245316657042e-08
1953,1.853098279269716e-07,1.9392889738512054e-08
1954,2.277000969996834e-07,3.4203876841942815e-08
1955,2.017905682549781e-07,1.8771216581114913e-08
1956,2.2936601773437815e-07,1.5698055300106262e-08
1957,1.899533081939353e-07,3.6223654742428835e-08
1958,1.7537156615787808e-07,7.445018934681968e-09
1959,1.8524288059040828e-07,2.402731924533441e-08
1960,2.159299992143815e-07,1.5225833704946012e-08
1961,1.9732772749136984e-07,2.153929301584867e-08
1962,1.953322588121864e-07,1.5220695814832652e-08
1963,2.3342452060148844e-07,3.427008188339187e-08
1964,1.898198114247407e-07,1.8860302208878466e-08
1965,1.931631334883832e-07,1.1491291029841477e-08
1966,1.9275980278621319e-07,9.970334557962701e-09
1967,2.760987953820404e-07,1.9228308723029386e-08
1968,3.265259405083043e-07,2.874506185857051e-08
1969,1.7349514536135757e-07,1.3171097323905201e-08
1970,1.9590568989258372e-07,1.011719477639339e-08
1971,2.3585244868229438e-07,1.5415192677892264e-08
1972,3.539801411989174e-07,1.7955514408640738e-08
1973,1.6429347304836028e-07,8.269805895633198e-09
1974,1.4176440465973883e-07,6.18812873165453e-09
1975,1.2565256346519504e-07,2.341706828445922e-08
1976,1.142705370327235e-07,1.3712464885795583e-08
1977,1.3575366342166717e-07,9.402850609241398e-09
1978,1.841583285866477e-07,1.663365600812483e-08
1979,1.4805492387637287e-07,1.287434114871644e-08
1980,1.4553986193988067e-07,2.1035057695684145e-08
1981,1.3030631418331495e-07,1.4548763749289151e-08
1982,1.502215489779246e-07,1.6139506175960605e-08
1983,1.591459621863578e-07,1.8314416205811312e-08
1984,2.1456332177649529e-07,2.493573642015079e-08
1985,1.3715471602893103e-07,1.864822929409371e-08
1986,1.492626822141574e-07,1.9781801752216666e-08
1987,1.796580146873339e-07,2.688759348501435e-08
1988,1.3192418135687944e-07,1.2592762999030782e-08
1989,1.388494963450171e-07,1.9757239844153673e-08
1990,1.422097835046543e-07,1.6345953091079224e-08
1991,1.9460065026066786e-07,9.37834437886309e-09
1992,1.3885059324536542e-07,1.2672871696484123e-08
1993,1.5066644287742292e-07,6.09312805766038e-09
1994,1.329281484885314e-07,1.2132331139724783e-08
1995,1.5887781223966613e-07,1.4098371803328291e-08
1996,1.564061022918395e-07,1.5480467130402076e-08
1997,1.3138010679369927e-07,1.678213057410005e-08
1998,1.320771794155462e-07,1.0489884627595814e-08
1999,1.5584385515410304e-07,2.0565905978209287e-08
2000,1.586073281600875e-07,1.2370487745272385e-08
2001,1.349413158990842e-07,1.1829272117402923e-08
2002,1.5991459179076628e-07,1.2267419968736704e-08
2003,1.6084323029019743e-07,1.4584230267900011e-08
2004,1.6870350627584685e-07,1.67382065985322e-08
2005,1.4186810837202302e-07,1.1259373877692269e-08
2006,1.8365789244967345e-07,9.47114714433539e-09
