year,ces_DET airs_NOUN,ces_DET serres_NOUN
2007,1.633742110485059e-07,9.18730291843417e-09
2008,1.8775308419094472e-07,9.79211156604265e-09
2009,1.7165492316451036e-07,1.1443662240040453e-08
2010,1.620261036450188e-07,3.49560682622041e-08
2011,1.5181169388256421e-07,1.3383901931174336e-08
2012,1.9846793719580091e-07,1.3617011296318537e-08
2013,1.676264123062765e-07,2.20340876655456e-08
2014,2.7154682591401524e-07,2.0571729847373987e-08
2015,2.4138505594351045e-07,2.0614150830766675e-08
2016,2.479394041188243e-07,1.781352365615163e-08
2017,1.5395541641538557e-07,2.0628012298296028e-08
2018,2.1632690661022025e-07,2.5814667070633845e-08
2019,2.522926862980057e-07,2.44894819423358e-08
