year,dernières_ADJ antennes_NOUN,dernières_ADJ centaines_NOUN
1934,0.0,3.5944740517379614e-09
1935,0.0,1.196828414151696e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,7.554670666820584e-09
1938,2.5930428915188486e-09,5.186085783037697e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,9.102635090130207e-09
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,1.089252066321933e-08
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,0.0,1.549713246618012e-08
1948,1.0871887834440486e-09,5.435944139264848e-09
1949,9.817008317369869e-10,2.945102384188658e-09
1950,0.0,8.508289184305795e-09
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,0.0,3.1634410646574906e-09
1953,0.0,2.1547654771580937e-09
1954,5.863521668203475e-09,7.818028890937967e-09
1955,0.0,9.385607846468247e-10
1956,0.0,4.360570571293465e-09
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,0.0,4.9633461784992505e-09
1959,7.750747821333448e-10,1.5501495642666896e-09
1960,1.3841666701708277e-09,1.1765417085030094e-08
1961,1.3896318540318475e-09,2.08444772553662e-09
1962,1.2683912808952869e-09,6.341956293454132e-09
1963,0.0,3.2330267352165265e-09
1964,0.0,6.6923653285755336e-09
1965,0.0,7.660860390501512e-09
1966,0.0,7.754704434148607e-09
1967,0.0,3.944268467392931e-09
1968,0.0,4.940557296606585e-09
1969,4.5417578031781147e-10,2.2708788183223305e-09
1970,0.0,5.518470125309705e-09
1971,5.138397485282553e-10,6.166076982339064e-09
1972,0.0,3.5911027485013847e-09
1973,1.6539611902288698e-09,1.1026407342740185e-08
1974,0.0,3.937900228123681e-09
1975,0.0,8.567219822452898e-09
1976,0.0,2.285410749536254e-09
1977,0.0,5.876781727920388e-09
1978,0.0,1.1881182704343018e-09
1979,0.0,7.022368020415115e-09
1980,1.1370301367108482e-09,7.390696055153967e-09
1981,0.0,3.795329828193417e-09
1982,2.483000915987077e-09,2.483000915987077e-09
1983,6.315316047889041e-10,9.47297440490047e-09
1984,1.1598016991243298e-09,7.538710988796993e-09
1985,6.015558051686298e-10,1.2031116103372597e-09
1986,1.1988970927134801e-09,4.7955883708539204e-09
1987,0.0,1.8943532964499354e-08
1988,5.996553809062277e-10,5.99655392008458e-09
1989,0.0,9.329808037250586e-09
1990,0.0,7.083246433836621e-09
1991,0.0,9.37834432335194e-09
1992,0.0,6.61193322315512e-09
1993,0.0,7.754890063438324e-09
1994,0.0,3.6924485691258724e-09
1995,0.0,9.760411145975922e-09
1996,0.0,1.3345230698291743e-08
1997,0.0,7.192341833217597e-09
1998,0.0,4.291316191284977e-09
1999,0.0,7.312321859131998e-09
2000,0.0,9.277866475088103e-09
2001,0.0,5.257454027685071e-09
2002,0.0,4.381221607729913e-09
2003,0.0,1.3334153337041244e-08
2004,0.0,6.166707589017051e-09
2005,4.5037495954858286e-10,6.7556245042510454e-09
2006,0.0,1.4412615101377924e-08
2007,0.0,1.4380126422963713e-08
2008,4.257439678578834e-10,1.7881246705542253e-08
2009,4.76819250749827e-10,8.582746957586096e-09
2010,0.0,2.1257068993918438e-08
2011,3.82397197240536e-10,1.606068167347985e-08
2012,3.404252713057332e-10,1.872338906139248e-08
2013,0.0,2.2034088331679413e-08
2014,0.0,2.7501153354592134e-08
2015,4.433150790905671e-10,2.4160671685535817e-08
2016,1.0356699942093428e-09,1.905632807108759e-08
2017,0.0,2.3646746782901573e-08
2018,0.0,2.5298373174109656e-08
2019,5.1019755087367e-10,2.3724185282958388e-08
