year,jeunes_ADJ herbes_NOUN,jeunes_ADJ serbes_NOUN
1964,4.258777774879263e-09,2.4335873316516654e-09
1965,1.4227312661319047e-08,1.0944086747954884e-09
1966,4.431259803538978e-09,2.215629901769489e-09
1967,1.9721342336964653e-09,4.930335584241163e-10
1968,2.6948494546985557e-09,8.533689727086013e-09
1969,2.2708788183223305e-09,1.3625273131978588e-09
1970,4.1388523719376735e-09,3.6789800095249348e-09
1971,2.569198631618974e-09,4.624557625731995e-09
1972,1.0260293725750103e-09,3.5911027485013847e-09
1973,2.205281512956958e-09,0.0
1974,0.0,3.3753429495853027e-09
1975,1.1422960355389478e-09,0.0
1976,2.285410749536254e-09,3.9994687561772935e-09
1977,1.7630346071939584e-09,0.0
1978,0.0,5.940591352171509e-10
1979,7.022368020415115e-09,3.511183899185255e-09
1980,4.548120546843393e-09,0.0
1981,3.795329828193417e-09,1.8976649140967083e-09
1982,6.207502289967692e-10,0.0
1983,3.157658134966823e-09,3.1576580239445207e-09
1984,2.8995041922996734e-09,2.8995041922996734e-09
1985,2.4062232206745193e-09,0.0
1986,1.7983456945813714e-09,1.1988970927134801e-09
1987,4.277571630240118e-09,1.2221633705067347e-09
1988,1.798966087207532e-09,2.3986214681137596e-09
1989,3.2928733073589456e-09,1.6464366536794728e-09
1990,2.179460389939436e-09,7.083246489347772e-09
1991,4.10302547493302e-09,4.10302547493302e-09
1992,3.30596661157756e-09,1.377486047449139e-08
1993,4.4313659408601325e-09,9.416652624327781e-09
1994,3.164955852952289e-09,7.384897027229442e-09
1995,3.795715741716776e-09,5.964695848348356e-09
1996,5.871901187504136e-09,5.871901409548741e-09
1997,2.876936688878118e-09,4.315405033317177e-09
1998,2.3840645013706308e-09,2.3840645013706308e-09
1999,2.285100553223174e-09,1.2339543442596579e-08
2000,1.3254094488601709e-09,1.1486881668076876e-08
2001,3.943090742808408e-09,6.571817756650944e-09
2002,1.3143663935011318e-09,5.695587890208742e-09
2003,3.333538334260311e-09,5.416999737661854e-09
2004,1.7619165015858584e-09,1.4535811498905815e-08
2005,4.503749373441224e-09,9.007499190971657e-09
2006,1.6471559671771274e-09,6.588623757686207e-09
2007,2.3966877371606188e-09,1.5977918155218873e-09
2008,2.554463751636149e-09,3.405951742863067e-09
2009,1.907277002999308e-09,2.860915504498962e-09
2010,3.3066551718974324e-09,4.7237931344312756e-09
2011,3.823971805871906e-09,6.1183551280930004e-09
2012,2.382976926895708e-09,6.468080099297779e-09
2013,6.136075203500013e-09,8.925200245535336e-09
2014,3.897801192920269e-09,4.763979391531059e-09
2015,3.32486305154589e-09,7.093041182182347e-09
2016,7.2496901815100045e-09,1.4499380585064614e-09
2017,3.5218559180094644e-09,5.534344982294215e-09
2018,4.3884935685412074e-09,2.839613377769723e-09
2019,1.7856913725466939e-09,2.04079020349468e-09
