year,deux_DET iles_NOUN,deux_DET cils_NOUN
1889,2.1927978266500503e-08,1.440981520772766e-07
1890,1.4419650584684973e-08,7.144280955717619e-08
1891,1.2748439637277897e-08,1.905891764408807e-07
1892,2.0059238936553925e-08,1.4229522760089708e-07
1893,3.3871290439080326e-08,6.096832549928877e-08
1894,1.8274463942091757e-08,7.05772384979042e-08
1895,1.865770427045277e-08,5.838056083007359e-08
1896,7.666137447071009e-09,8.963483977275644e-08
1897,1.0488084623005989e-08,9.089673369544471e-08
1898,2.150174893689183e-08,7.582195848954143e-08
1899,8.844125432005967e-09,8.457194589084338e-08
1900,2.1283317330755835e-08,8.149953711900082e-08
1901,1.6207343189744705e-08,9.500855924216012e-08
1902,9.820567470342212e-09,7.561836956604395e-08
1903,1.944079364157858e-08,4.3741785304973746e-08
1904,1.9886113200584532e-08,5.6433564488145294e-08
1905,1.23858218126216e-08,4.335037573355294e-08
1906,1.9547901686234326e-08,4.8869754465385995e-08
1907,9.257117905558943e-09,2.0057088434555226e-08
1908,5.893666887857307e-09,2.2101250607420297e-08
1909,3.850688656825696e-09,3.960708028216686e-08
1910,8.550640973048473e-09,3.7943468811363346e-08
1911,1.6493159393782264e-08,4.362706818028528e-08
1912,5.2094213387476884e-09,4.584290697051685e-08
1913,5.833288574397244e-09,5.24995995565547e-08
1914,8.036092680185902e-09,4.218948657097599e-08
1915,1.1780761699498044e-08,4.0054590533245005e-08
1916,1.3184954461564757e-08,2.6369908923129515e-08
1917,8.773139770212879e-09,3.509255963596303e-08
1918,6.89182577673364e-09,8.499918635607173e-08
1919,6.445493860862683e-09,2.8544329566670967e-08
1920,9.086678076641874e-09,1.9687802943479937e-08
1921,3.0290989716519334e-09,4.3164660068484295e-08
1922,8.115729144275718e-09,2.87739485571592e-08
1923,3.1847844361720945e-09,3.290944050604594e-08
1924,5.156649773851996e-09,9.539801792968206e-08
1925,1.5397449537601915e-08,3.7393804941388e-08
1926,7.802296808634424e-09,3.343841470382358e-08
1927,4.4596899506643695e-09,1.783875902550136e-08
1928,5.713020723163709e-09,4.570416578530967e-08
1929,1.0026365737658693e-08,4.233354333749162e-08
1930,1.2604324250986565e-08,3.4661891690213054e-08
1931,7.983749661377715e-09,5.5886246741465584e-08
1932,9.863582839386709e-09,4.274219378430644e-08
1933,1.8353059516584835e-08,4.81767814530798e-08
1934,2.3963160344919743e-08,3.354842448288764e-08
1935,1.3165112555668657e-08,3.2314365405738954e-08
1936,1.9399543305098632e-08,3.3949201672101026e-08
1937,8.813782481631449e-09,7.051026074123001e-08
1938,1.5558257460135394e-08,3.3709557811789637e-08
1939,1.5294050470515685e-09,1.2235240376412548e-08
1940,2.0286263113789005e-08,2.7893612752905028e-08
1941,1.1806010391524069e-08,7.083606590185809e-08
1942,9.102635090130207e-09,1.4260794989340297e-07
1943,5.806470415592457e-09,2.0322646676618206e-08
1944,1.2852744646352221e-08,3.1167907010853924e-07
1945,4.357008087652048e-09,1.089252066321933e-08
1946,2.7842208538686464e-09,2.9234318965620787e-08
1947,9.536696765621855e-09,1.4305045592521992e-08
1948,6.523132700664291e-09,3.696441908118686e-08
1949,3.9268033269479474e-09,6.282885478547939e-08
1950,9.571825110299415e-09,2.1270723182809093e-08
1951,7.462981232997379e-09,2.0256663901818683e-08
1952,4.2179215675730575e-09,1.7926167217297007e-08
1953,3.2321482157371406e-09,5.602390196202123e-08
1954,1.074978994708431e-08,3.518112845490862e-08
1955,7.508486277174597e-09,2.0648336374051723e-08
1956,9.593255523299149e-09,5.232684952005684e-09
1957,5.3010225653515874e-09,6.979679767482594e-08
1958,3.3088973783179654e-09,5.2942358053087446e-08
1959,6.200598479111363e-09,4.650448914844674e-09
1960,8.304999965513815e-09,4.429333344546649e-08
1961,1.3896318873385383e-08,5.0721561339894805e-08
1962,8.878738855244706e-09,1.1415521861124489e-08
1963,5.1728423766661535e-09,3.556329275511416e-08
1964,1.034274621503073e-08,2.1293889318485526e-08
1965,9.849678184181698e-09,1.3132904541635071e-08
1966,1.0524241811360469e-08,5.539074976468328e-09
1967,1.627010748350699e-08,4.930335695263466e-09
1968,1.077939790206095e-08,1.257596426995633e-08
1969,7.26681231855153e-09,2.180043701116574e-08
1970,1.0577067277584007e-08,6.898087434592526e-09
1971,1.0276795192609711e-08,4.1107179882260425e-09
1972,6.156176124427759e-09,4.104117490300041e-09
1973,1.488565032348177e-08,3.3079223804577396e-09
1974,1.5751600412894362e-08,3.937900228123681e-09
1975,1.77055889949429e-08,1.028066431985053e-08
1976,6.856232415142216e-09,2.8567634369203176e-09
1977,3.526069047854463e-09,5.289103488514968e-09
1978,9.504946163474415e-09,5.940591130126904e-09
1979,1.1118749254634963e-08,8.192762912528906e-09
1980,5.68515062804309e-09,1.7055452605774235e-09
1981,5.692994575756671e-09,1.0120879245789638e-08
1982,9.311253434951539e-09,5.586751949948621e-09
1983,5.68378455412244e-09,1.8945948143667124e-09
1984,1.0438215403141271e-08,6.958810083723677e-09
1985,1.0828004493035337e-08,6.015557940663996e-09
1986,1.0790073612376716e-08,1.1988970927134801e-09
1987,5.49973533381376e-09,6.110816852533674e-10
1988,5.396898372644898e-09,3.597932174415064e-09
1989,5.488122289953878e-09,2.7440609784434855e-09
1990,7.62811153132148e-09,3.2691906959314565e-09
1991,2.9307326565586322e-09,0.0
1992,4.407955389584828e-09,6.060938417817852e-09
1993,5.539207537097468e-09,3.323524566667402e-09
1994,4.7474339459618875e-09,1.5824779264761446e-09
1995,3.2534704930142766e-09,2.1689803286761844e-09
1996,5.871901409548741e-09,2.135236876199542e-09
1997,1.438468344439059e-09,1.438468344439059e-09
1998,5.244942036242151e-09,1.9072516899143466e-09
1999,1.3710603485872497e-09,1.3710603763428253e-09
2000,3.97622823555821e-09,8.836062992401139e-10
2001,5.257454249729676e-09,3.94309060403053e-09
2002,4.8193437018895224e-09,6.133709984368352e-09
2003,2.500153750695233e-09,2.083461403401543e-09
2004,2.2023956547378987e-09,7.047666006343434e-09
2005,4.503749706508131e-09,9.007499190971657e-10
2006,3.7061009261485367e-09,2.0589449589714093e-09
2007,3.994479441660204e-09,1.1983438685803094e-09
2008,3.831695738476526e-09,8.514879357157668e-10
2009,2.860915504498962e-09,9.53638501499654e-10
2010,4.723792967897822e-09,1.4171379625338432e-09
2011,7.64794394481072e-10,9.177532511728259e-09
2012,3.404252713057332e-10,3.4042526575461807e-09
2013,0.0,4.183687674075287e-09
2014,6.496335691608124e-10,3.0316233134985993e-09
2015,1.5516027768169849e-09,5.098123256885856e-09
2016,1.657072062899445e-09,4.142679976837371e-09
2017,1.0062445321423752e-09,1.2578056374223934e-09
2018,1.0325866828253538e-09,3.0977600484760615e-09
2019,1.2754939326953263e-09,1.7856913725466939e-09
