year,belles_ADJ ailes_NOUN,belles_ADJ selles_NOUN
1920,8.329454459499175e-09,6.057785384427916e-09
1921,9.844571380313027e-09,7.572747429129834e-10
1922,8.115729421831475e-09,7.377935484775833e-10
1923,1.5923921736771263e-08,1.0615948120573648e-09
1924,1.0313299547703991e-08,1.289162443462999e-09
1925,8.798542339150117e-09,8.798542339150117e-09
1926,1.7833821530643945e-08,6.687683296036084e-09
1927,2.0068604555945058e-08,0.0
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,6.684243825105796e-09,4.4561625500705304e-09
1930,1.2604324695075775e-08,5.2518016602221e-09
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,1.0959536611565568e-09,2.1919073223131136e-09
1933,3.4411986593596566e-09,0.0
1934,1.4377896206951846e-08,5.990790086229936e-09
1935,2.393656828303392e-09,5.98414207075848e-09
1936,6.0623572828433225e-09,1.2124714565686645e-09
1937,2.5182236296217297e-09,0.0
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,1.2235240376412548e-08,1.8352860564618823e-08
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,2.1239483061208375e-08,0.0
1943,0.0,2.9032352077962287e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,1.089252066321933e-08,0.0
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,1.1920871401116528e-08,3.5762612871081956e-09
1948,7.610321262063735e-09,3.2615663503321457e-09
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,5.317680518146517e-09,0.0
1951,4.264560704569931e-09,0.0
1952,1.0544804140977249e-08,1.0544803918932644e-09
1953,9.69644453618912e-09,2.1547654771580937e-09
1954,1.07497895029951e-08,9.772536113672459e-10
1955,8.447047505910632e-09,3.754243138587299e-09
1956,5.232684952005684e-09,8.72114158667614e-10
1957,6.184526224473075e-09,8.835037701437898e-10
1958,4.1361216673863055e-09,0.0
1959,6.200598257066758e-09,1.5501495642666896e-09
1960,6.2287499602575735e-09,1.3841666701708277e-09
1961,7.64297514166401e-09,6.948159270159238e-10
1962,9.512934440181198e-09,5.0735651235811474e-09
1963,7.759263453976928e-09,1.2932106496776896e-09
1964,1.0951143103454797e-08,0.0
1965,1.0396882466068291e-08,2.188817349590977e-09
1966,8.862519607077957e-09,2.215629901769489e-09
1967,3.944268467392931e-09,1.4791006197611978e-09
1968,1.4372530721118437e-08,5.838840522187638e-09
1969,9.083515273289322e-09,2.7250546263957176e-09
1970,8.7375777724219e-09,9.197450023812337e-10
1971,9.762954888969944e-09,3.083038491169532e-09
1972,7.69522046084603e-09,2.565073486948677e-09
1973,7.718485406371656e-09,0.0
1974,5.625571564138454e-09,5.06301445213353e-09
1975,9.709516746170266e-09,2.2845920710778955e-09
1976,1.142705374768127e-09,2.856763492431469e-09
1977,2.3507127355770763e-09,2.938390863960194e-09
1978,9.504946163474415e-09,5.940591352171509e-10
1979,8.192762912528906e-09,2.3407893401383717e-09
1980,5.6851505725319385e-09,1.1370301367108482e-09
1981,3.1627747087981106e-09,8.223214109648325e-09
1982,4.345251713999687e-09,4.966001831974154e-09
1983,3.157658134966823e-09,3.157658134966823e-09
1984,6.378909400694965e-09,3.479405208395292e-09
1985,3.0077789148208467e-09,1.2031116103372597e-09
1986,5.395036861699509e-09,4.7955883708539204e-09
1987,5.49973533381376e-09,2.4443267410134695e-09
1988,5.396898483667201e-09,1.1993107618124554e-09
1989,3.2928733073589456e-09,1.6464366536794728e-09
1990,5.993515905799995e-09,2.179460389939436e-09
1991,4.10302547493302e-09,1.7584396161396398e-09
1992,3.30596661157756e-09,2.7549720282848966e-09
1993,3.877445031719162e-09,0.0
1994,2.1099706426497278e-09,2.1099706426497278e-09
1995,3.253470381991974e-09,3.253470381991974e-09
1996,2.6690460952494277e-09,0.0
1997,7.671831170341648e-09,9.58978896292706e-10
1998,3.337690568372409e-09,1.9072516899143466e-09
1999,2.7421207526856506e-09,4.570201106446348e-09
2000,5.3016377954406835e-09,8.836062992401139e-10
2001,5.695575122643959e-09,2.6287270138425356e-09
2002,5.257465574004527e-09,8.76244299341522e-10
2003,7.083769126836614e-09,8.333845835650777e-10
2004,9.250062049659391e-09,1.3214374039449694e-09
2005,5.404499514582994e-09,4.053374524914943e-09
2006,5.7650457740976435e-09,2.0589450144825605e-09
2007,9.586750948642475e-09,1.997239706952314e-09
2008,4.257439734089985e-09,8.514879357157668e-10
2009,3.814554005998616e-09,2.860915504498962e-09
2010,1.0864724231396394e-08,1.4171379625338432e-09
2011,1.185431308670104e-08,4.5887662558641296e-09
2012,1.7021264397953928e-08,2.382976926895708e-09
2013,1.6734750474256543e-08,3.0680376017500066e-09
2014,1.4725027419615344e-08,7.57905826986871e-09
2015,1.906254887273917e-08,5.319781060109108e-09
2016,1.9677729667932908e-08,3.5212781579474495e-09
2017,1.0314006537726073e-08,2.7671724911471074e-09
2018,2.5298373174109656e-08,3.614053500911041e-09
2019,1.632632162795744e-08,3.3162841361900064e-09
