year,mais_CONJ en_PRON
1800,1.597235609551717e-06
1801,1.6239664546446875e-06
1802,2.2691698404742056e-06
1803,1.5583210881686682e-06
1804,1.8934378545054642e-06
1805,1.84218481535936e-06
1806,1.440834523691592e-06
1807,1.4889574799781258e-06
1808,1.6700965375093801e-06
1809,1.6671644971211208e-06
1810,1.9563460114113695e-06
1811,1.2435100984475866e-06
1812,2.109761680912925e-06
1813,1.8778592902890523e-06
1814,1.5796318848515511e-06
1815,1.761286966939224e-06
1816,1.6084170795238606e-06
1817,1.7577100948074076e-06
1818,1.8382455380105966e-06
1819,1.74311679757011e-06
1820,1.7253864257327223e-06
1821,2.0620372538360243e-06
1822,1.936948990532983e-06
1823,1.828297058636963e-06
1824,1.872013399406569e-06
1825,1.9521667695698852e-06
1826,1.837345564581483e-06
1827,2.1393290694504685e-06
1828,2.106877616370184e-06
1829,1.9898341747648374e-06
1830,1.96212516812011e-06
1831,1.8054616930385237e-06
1832,1.8062509070659871e-06
1833,1.7977791912926477e-06
1834,1.7838289068095037e-06
1835,1.593542606315168e-06
1836,1.8058655655295297e-06
1837,1.8528863279243524e-06
1838,1.6007642784643394e-06
1839,1.6395008515246445e-06
1840,1.7656776662988705e-06
1841,1.7560199694344192e-06
1842,1.7072534319595434e-06
1843,1.7844778312792187e-06
1844,1.8375703234596585e-06
1845,2.022274543378444e-06
1846,1.8564624042483047e-06
1847,1.532214810140431e-06
1848,1.8093703602062305e-06
1849,1.760515090154513e-06
1850,1.7590288621249783e-06
1851,1.6852383737386845e-06
1852,1.6328447713931382e-06
1853,1.709166838281817e-06
1854,1.7743194007380225e-06
1855,1.672746577696671e-06
1856,1.7514431647214224e-06
1857,1.767594426382857e-06
1858,1.7450848872613278e-06
1859,1.734903435135493e-06
1860,1.6052183582360158e-06
1861,1.7986686202675628e-06
1862,1.7855081182460708e-06
1863,1.6262485473816923e-06
1864,1.7692546521175245e-06
1865,1.8643810335561284e-06
1866,1.756972835664783e-06
1867,1.7125571503129322e-06
1868,1.5165413174145215e-06
1869,1.6911626516957767e-06
1870,1.729962491481274e-06
1871,1.6473445896281191e-06
1872,1.5015543795016129e-06
1873,1.4348452737067419e-06
1874,1.4739360381099686e-06
1875,1.6506605788890738e-06
1876,1.5018300700830878e-06
1877,1.4812633821748022e-06
1878,1.5242659401337733e-06
1879,1.5597107676512678e-06
1880,1.6404014786530752e-06
1881,1.5311626953007362e-06
1882,1.4788266184950771e-06
1883,1.4692463423671143e-06
1884,1.5870479046498076e-06
1885,1.599806807917048e-06
1886,1.567546348724136e-06
1887,1.6126443824759917e-06
1888,1.5477440058475622e-06
1889,1.4942351072022575e-06
1890,1.5914049527054885e-06
1891,1.529175420955653e-06
1892,1.4925327889159234e-06
1893,1.5168180311775359e-06
1894,1.5300137476970121e-06
1895,1.5744695360808691e-06
1896,1.627579990781669e-06
1897,1.5015440339993802e-06
1898,1.4598555821976333e-06
1899,1.616263972437082e-06
1900,1.499176136121605e-06
1901,1.6380593592657533e-06
1902,1.3989398439662182e-06
1903,1.5790244560776046e-06
1904,1.4903835108270869e-06
1905,1.4506893251109432e-06
1906,1.5628033054326806e-06
1907,1.5593101352351368e-06
1908,1.5618217616975016e-06
1909,1.5287233736671624e-06
1910,1.4717791145812953e-06
1911,1.5668501589516382e-06
1912,1.6711823889181687e-06
1913,1.4652160018613358e-06
1914,1.6172636208011681e-06
1915,1.4631706335421768e-06
1916,1.6118606822601578e-06
1917,1.3598366308542609e-06
1918,1.5150530146001984e-06
1919,1.4189294574862288e-06
1920,1.462955168562985e-06
1921,1.5501413770380168e-06
1922,1.5722380624083598e-06
1923,1.6582110617946455e-06
1924,1.6295013551825832e-06
1925,1.5034508749067754e-06
1926,1.6986714683753235e-06
1927,1.5709258036622487e-06
1928,1.5505137866966834e-06
1929,1.653236353149623e-06
1930,1.6921305245887197e-06
1931,1.670884728355304e-06
1932,1.537623006697686e-06
1933,1.3730382590892987e-06
1934,1.5623980402779125e-06
1935,1.4445719500599807e-06
1936,1.5034646594358492e-06
1937,1.4278327569172689e-06
1938,1.6854778834840545e-06
1939,1.477405277228172e-06
1940,1.5341486800934945e-06
1941,1.7443379647374968e-06
1942,1.6900559387522662e-06
1943,1.6780699354512763e-06
1944,1.542329329140557e-06
1945,1.694876146984825e-06
1946,1.7276090034101799e-06
1947,1.8930342662315525e-06
1948,1.7753793031261011e-06
1949,1.76411637653473e-06
1950,1.6878319115676277e-06
1951,1.8380256960881525e-06
1952,1.8738116409622307e-06
1953,1.8110803239324014e-06
1954,1.8714407019615464e-06
1955,1.778572737975992e-06
1956,1.7677754442502192e-06
1957,1.8739114580057503e-06
1958,1.910888300926672e-06
1959,1.8508785615267698e-06
1960,1.9655166738630214e-06
1961,1.910048922582064e-06
1962,2.015473739902518e-06
1963,1.9475752992548223e-06
1964,2.025961464369175e-06
1965,2.0087871348550834e-06
1966,1.9868660956490203e-06
1967,2.1072254412501934e-06
1968,2.0835677787545137e-06
1969,1.874837636250959e-06
1970,2.0091829355806112e-06
1971,1.9690339172484528e-06
1972,1.92277909150107e-06
1973,1.8976447790919337e-06
1974,1.920570156244139e-06
1975,1.9613222548287013e-06
1976,1.89860500654504e-06
1977,1.9616697954916162e-06
1978,2.099405037370161e-06
1979,2.0318051952017413e-06
1980,2.001173072585516e-06
1981,2.0855337083958148e-06
1982,1.9764687237966427e-06
1983,1.9634317425243353e-06
1984,1.939188450705842e-06
1985,1.9520485921020736e-06
1986,1.933820982458201e-06
1987,1.920629728147105e-06
1988,1.977663458774259e-06
1989,1.9641988728835713e-06
1990,1.8928613201296685e-06
1991,1.958315522188059e-06
1992,1.9753150013457343e-06
1993,1.978051017204052e-06
1994,1.9248207081545843e-06
1995,1.956962478288915e-06
1996,2.024204604822444e-06
1997,1.912203913434496e-06
1998,2.025501288471787e-06
1999,2.023685112817475e-06
2000,2.00401905203762e-06
2001,2.055664594990958e-06
2002,2.0569834759953665e-06
2003,2.074710920396683e-06
2004,1.975989391667099e-06
2005,1.9748941610941984e-06
2006,2.092299865807945e-06
2007,1.9529009591678914e-06
2008,2.0035511738569767e-06
2009,1.9864289697579807e-06
2010,2.0737451222885284e-06
2011,1.8997492929884174e-06
2012,1.896509189691642e-06
2013,1.9440201128873014e-06
2014,1.9945915425978455e-06
2015,1.964994055470015e-06
2016,1.937738659307797e-06
2017,1.9893454066277627e-06
2018,1.994441220176668e-06
2019,1.8828840779860911e-06
