year,petites_ADJ antennes_NOUN,petites_ADJ centaines_NOUN
1800,7.231578535993322e-08,0.0
1801,9.524730160137551e-08,0.0
1802,8.727576528144709e-08,0.0
1803,3.491107349873346e-07,0.0
1804,8.898663139689234e-08,0.0
1805,1.1371510844071508e-08,0.0
1806,3.458002950651462e-08,0.0
1807,2.8469551160981155e-09,0.0
1808,5.891792298484688e-08,0.0
1809,4.518061036407062e-09,0.0
1810,2.8081521108447305e-08,0.0
1811,0.0,0.0
1812,1.3336041604361526e-08,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,1.3905622608945123e-07,0.0
1817,2.2263289167767653e-07,0.0
1818,4.530047448270125e-08,0.0
1819,6.417651121637391e-08,0.0
1820,1.3053129244156025e-08,0.0
1821,9.86148829262845e-10,0.0
1822,8.02049271442229e-09,0.0
1823,2.9648060007048116e-08,0.0
1824,1.1789557774477544e-08,0.0
1825,2.4655239627691117e-08,0.0
1826,8.80798456392995e-09,0.0
1827,3.3182182335167454e-08,0.0
1828,3.118582370120748e-08,0.0
1829,6.68707736406482e-08,0.0
1830,5.114049628218709e-08,2.0873671680021744e-09
1831,2.6505050598757407e-08,0.0
1832,4.19429042608499e-08,0.0
1833,7.066013552048389e-08,0.0
1834,1.540197533955734e-07,0.0
1835,3.2521278114927554e-08,0.0
1836,4.771732520225669e-08,0.0
1837,3.339787468803479e-08,0.0
1838,3.3454458758797045e-08,0.0
1839,2.027527834513876e-08,0.0
1840,4.9046601446889326e-08,0.0
1841,1.926164472365599e-08,0.0
1842,7.110760913420222e-08,0.0
1843,4.784597962270709e-08,0.0
1844,2.360081374774836e-08,0.0
1845,3.0691253982695343e-08,0.0
1846,5.093416177714971e-08,0.0
1847,3.235934187273415e-09,0.0
1848,2.815827571112095e-08,0.0
1849,2.5976186535103807e-08,0.0
1850,1.4935791270431764e-08,0.0
1851,2.1283147688677673e-08,0.0
1852,3.059956199535918e-08,0.0
1853,9.555090940693844e-09,0.0
1854,9.352196350675968e-09,0.0
1855,3.1841622671890946e-09,0.0
1856,7.248064815001953e-09,0.0
1857,1.1715622250108026e-08,0.0
1858,1.1255455234504552e-08,0.0
1859,6.619825576592575e-09,0.0
1860,4.622955884769908e-08,0.0
1861,4.1500481273715195e-08,0.0
1862,9.487771457372673e-09,0.0
1863,1.4983863039219614e-09,0.0
1864,1.6781548595190543e-08,0.0
1865,6.213034708935083e-08,0.0
1866,3.843834051053818e-08,0.0
1867,5.28956434209249e-08,0.0
1868,6.026646559575966e-08,0.0
1869,2.490594752657671e-08,0.0
1870,2.9243649279919737e-08,0.0
1871,4.248470908407853e-09,0.0
1872,1.5118347462816928e-08,0.0
1873,2.1549615425442425e-08,0.0
1874,3.345781252050983e-08,0.0
1875,9.154443425529735e-09,0.0
1876,4.655431573574731e-08,0.0
1877,2.968711676487601e-08,0.0
1878,2.294853729267743e-08,0.0
1879,1.3440515367335593e-08,0.0
1880,8.343199908722454e-09,0.0
1881,2.022027167924989e-08,0.0
1882,1.7969540522244642e-08,0.0
1883,1.7062214752172622e-08,0.0
1884,1.0562715146988921e-08,0.0
1885,1.933690718658454e-08,0.0
1886,4.1947515683204983e-08,0.0
1887,1.6322312390570914e-08,2.6115698492645834e-09
1888,2.8532765483646472e-08,0.0
1889,3.759081934617825e-09,0.0
1890,3.2771931834929546e-09,2.6217545912032847e-09
1891,1.8485238229004608e-08,0.0
1892,1.3790726782758611e-08,0.0
1893,1.6011883374744684e-08,0.0
1894,1.5753848003896564e-08,0.0
1895,1.8055843042930064e-08,0.0
1896,7.66613794667137e-09,0.0
1897,6.992056267307589e-09,0.0
1898,3.225262190653666e-08,0.0
1899,9.39688327150634e-09,0.0
1900,9.34389543516545e-09,0.0
1901,1.620734302321125e-08,0.0
1902,4.910283735171106e-09,1.9641135384773634e-09
1903,5.400220270956879e-09,0.0
1904,1.3436562973367927e-08,0.0
1905,6.708986699521802e-09,0.0
1906,7.201858220895474e-09,0.0
1907,3.599990305858114e-09,0.0
1908,5.40252820258047e-09,0.0
1909,1.1552065082298668e-08,0.0
1910,1.7101282168141552e-08,0.0
1911,1.755723388896513e-08,1.0640748282497725e-09
1912,1.7712032729377825e-08,0.0
1913,1.3257474229533273e-08,0.0
1914,1.4063162190325329e-08,0.0
1915,1.4136913861761968e-08,0.0
1916,2.8567400889301098e-08,0.0
1917,1.6449636319748606e-08,0.0
1918,9.189101035644853e-09,0.0
1919,1.1049418269237776e-08,0.0
1920,2.8017257847068322e-08,0.0
1921,9.844571380313027e-09,0.0
1922,1.696925089333945e-08,0.0
1923,1.985182289665488e-07,0.0
1924,3.609654797287476e-08,0.0
1925,7.698724324711748e-09,0.0
1926,1.0031524944054127e-08,0.0
1927,1.7838759802657478e-08,1.1149224876660924e-09
1928,2.399468712610542e-08,0.0
1929,1.7824650200282122e-08,0.0
1930,2.4158287814657342e-08,0.0
1931,1.3686427990933225e-08,0.0
1932,5.4797681947604815e-09,0.0
1933,5.735331320977366e-09,0.0
1934,7.188948103475923e-09,0.0
1935,1.4361940969820353e-08,0.0
1936,8.487299751891442e-09,0.0
1937,1.0072894518486919e-08,0.0
1938,1.0372171566075394e-08,0.0
1939,3.058810094103137e-09,0.0
1940,0.0,0.0
1941,2.3612020783048138e-08,0.0
1942,9.102635090130207e-09,0.0
1943,0.0,0.0
1944,0.0,6.4263723231761105e-09
1945,1.089252066321933e-08,0.0
1946,8.352662561605939e-09,0.0
1947,2.1457568166738383e-08,0.0
