year,petites_ADJ antennes_NOUN,petites_ADJ centaines_NOUN
1948,1.6307831529616124e-08,0.0
1949,4.908504269707237e-09,0.0
1950,3.828730044119766e-08,0.0
1951,1.4925962688039363e-08,0.0
1952,1.4762725264461096e-08,0.0
1953,1.185120990232491e-08,0.0
1954,1.2704297169818801e-08,0.0
1955,1.3139850985055546e-08,0.0
1956,1.1337483840634377e-08,8.72114158667614e-10
1957,1.3252556385623393e-08,0.0
1958,1.737171084759126e-08,0.0
1959,8.525822714489095e-09,0.0
1960,1.1073332972788563e-08,2.076250060767393e-09
1961,6.94815938118154e-09,1.3896318540318475e-09
1962,5.7077609305622445e-09,0.0
1963,1.357871226570495e-08,6.466053248388448e-10
1964,7.909158994401366e-09,1.2167936658258327e-09
1965,1.2585699593614663e-08,1.0944086747954884e-09
1966,4.985167390003653e-09,0.0
1967,1.5284040699725665e-08,0.0
1968,8.982831367632116e-09,8.982831700699023e-10
1969,2.9975601889553616e-08,9.083515606356229e-10
1970,6.438214850135182e-09,9.197450023812337e-10
1971,1.0790635052160269e-08,5.138397485282553e-10
1972,2.667676390899487e-08,2.0520587451500205e-09
1973,1.3231689521830958e-08,0.0
1974,1.3501371687318908e-08,0.0
1975,1.1994108373158952e-08,5.711480177694739e-10
1976,1.3712464885795583e-08,1.7140580066410394e-09
1977,9.99052895966912e-09,1.7630346071939584e-09
1978,1.544553740462362e-08,1.1881182704343018e-09
1979,1.462993326484252e-08,0.0
1980,1.0801786132219604e-08,2.2740602734216964e-09
1981,1.3283653788054295e-08,2.5302198114474095e-09
1982,1.6139506286982908e-08,6.207502289967692e-10
1983,2.3366670376390175e-08,1.2630632095778083e-09
1984,1.8556827185989277e-08,3.479405208395292e-09
1985,1.4437339324047116e-08,2.4062232206745193e-09
1986,2.6975184752586756e-08,1.1988970927134801e-09
1987,3.116516611445519e-08,3.0554083707556856e-09
1988,2.6384837426007834e-08,2.398621523624911e-09
1989,1.8110803523541108e-08,3.2928733073589456e-09
1990,1.4166492867673242e-08,4.90378582185258e-09
1991,1.4067516929117119e-08,3.5168792322792797e-09
1992,1.597883780846132e-08,3.30596661157756e-09
1993,1.606370148010683e-08,2.7696036575264316e-09
1994,1.8989736005892155e-08,3.164955852952289e-09
1995,1.7894087989134277e-08,3.253470381991974e-09
1996,1.7081895009596337e-08,5.871901187504136e-09
1997,1.1507746755512471e-08,3.3564262480467733e-09
1998,1.621164003040576e-08,3.337690568372409e-09
1999,1.0968483010742602e-08,4.113180906983871e-09
2000,9.719669513685858e-09,6.185244316725402e-09
2001,8.324302136486494e-09,2.190605918883648e-09
2002,8.324320788233308e-09,9.63868718173444e-09
2003,1.1667384391955693e-08,4.166922806803086e-09
2004,6.6071867144135155e-09,6.166707589017051e-09
2005,1.306087415997581e-08,4.503749373441224e-09
2006,7.823991232669414e-09,3.294311934354255e-09
2007,6.391167151065247e-09,1.997239706952314e-09
2008,1.2772319202269955e-08,2.5970381400952647e-08
2009,1.2397300741540107e-08,4.291373478793048e-09
2010,1.9367551118421034e-08,1.1337103700270745e-08
2011,1.682547606796092e-08,5.7359579308524644e-09
2012,2.0765940772493607e-08,6.468080293586809e-09
2013,2.119734965333464e-08,6.9728125495771565e-09
2014,1.7323561252169384e-08,7.145969149746634e-09
2015,1.684597350504191e-08,8.422986752520956e-09
2016,1.6156452176119274e-08,5.59261792432153e-09
2017,2.213737992917686e-08,6.037467414898856e-09
2018,2.0135440537139004e-08,5.162933192082164e-09
2019,1.811201238988147e-08,5.3570743396846865e-09
