year,gros_ADJ airs_NOUN,gros_ADJ cerfs_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,0.0
1802,0.0,6.713520406265161e-09
1803,0.0,7.216254971353919e-08
1804,9.887403784603066e-09,3.9549615138412264e-08
1805,0.0,1.9900143755080535e-08
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,4.5321479902327155e-09
1809,0.0,0.0
1810,2.3401267590372754e-09,3.042164919975221e-08
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,1.2051540920765547e-07
1817,1.556873407970727e-09,1.5568733857662664e-08
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,1.1866481131050932e-09
1821,6.903041693817613e-09,6.903041693817613e-09
1822,0.0,7.017931125119503e-09
1823,0.0,5.929612356680991e-09
1824,0.0,8.421112696055388e-10
1825,0.0,4.4027217427355936e-09
1826,2.642395191543301e-09,1.7615968683770689e-09
1827,0.0,4.608636583469661e-09
1828,3.668920500743411e-09,2.7516904310687096e-09
1829,2.571952872898464e-09,3.429270423183084e-09
1830,2.0873671680021744e-09,1.0436835840010872e-09
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,1.1583628500844156e-09
1834,0.0,3.733812370398937e-09
1835,0.0,9.075705520444899e-09
1836,0.0,6.720750067579218e-10
1837,0.0,6.957891152126194e-09
1838,1.2624323808552163e-09,4.418513555037862e-09
1839,0.0,1.3982950353153e-09
1840,0.0,1.2739377330817092e-09
1841,0.0,1.2841097074556274e-09
1842,0.0,4.695785538189057e-09
1843,1.1813822142769936e-09,1.1813822142769936e-09
1844,0.0,0.0
1845,3.9061593959388574e-09,8.928364714222425e-09
1846,2.3418005312692003e-09,4.6836010625384006e-09
1847,0.0,6.47186837454683e-09
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,6.788996032014438e-10
1851,0.0,0.0
1852,0.0,0.0
1853,5.971931837933653e-10,6.569124799682413e-09
1854,2.0782657816909023e-09,2.0782657816909023e-09
1855,0.0,1.5920811335945473e-09
1856,0.0,1.1907535402144731e-08
1857,9.763018171682347e-10,0.0
1858,0.0,1.0276719919488642e-08
1859,0.0,9.165912473463322e-09
1860,4.577183909670879e-10,9.154367819341758e-10
1861,4.715963730639317e-10,1.4147891747029462e-09
1862,0.0,0.0
1863,0.0,1.9978483312144135e-09
1864,9.589455896019672e-10,4.794727948009836e-10
1865,0.0,2.8241067262513297e-09
1866,0.0,9.731225825149181e-10
1867,0.0,4.85281148598915e-09
1868,1.4819622196071691e-09,6.421836395986702e-09
1869,0.0,9.767038289254515e-10
1870,0.0,2.8670243956696595e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,4.8378714367913744e-09,1.8142017887967654e-09
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,5.721527140956084e-10
1876,4.836811839936672e-09,0.0
1877,6.184815992682502e-10,1.0514186854493346e-08
1878,0.0,2.4156354694326865e-09
1879,0.0,6.10932526790009e-10
1880,0.0,0.0
1881,0.0,0.0
1882,0.0,3.3276925659464496e-09
1883,1.2638677882037541e-09,6.319338941018771e-10
1884,6.601696966868076e-10,6.601696966868076e-10
1885,6.445635691854079e-10,3.2228177904158883e-09
1886,0.0,9.680196200179125e-09
1887,0.0,1.9586774424595887e-09
1888,0.0,0.0
1889,0.0,3.759081934617825e-09
1890,0.0,1.1797895993481688e-08
1891,0.0,0.0
1892,0.0,6.268512375839919e-10
1893,0.0,6.158416554491453e-10
1894,0.0,0.0
1895,1.2037228991346183e-09,1.2037228991346183e-09
1896,0.0,7.076434549446731e-09
1897,5.826713556089658e-10,0.0
1898,0.0,1.6975064687230201e-09
1899,0.0,5.527578395003729e-10
1900,0.0,1.5573159428683425e-09
1901,0.0,5.588738916095792e-10
1902,0.0,4.419255628107521e-09
1903,0.0,0.0
1904,5.374625189347171e-10,0.0
1905,1.0321518084666081e-09,2.580379465655369e-09
1906,0.0,2.0576738091193647e-09
1907,0.0,0.0
1908,1.964555629285769e-09,0.0
1909,1.1001967115120692e-09,5.500983557560346e-10
1910,0.0,0.0
1911,5.320374141248863e-10,1.0640748282497725e-09
1912,0.0,6.772247651554153e-09
1913,2.6514948014977335e-09,5.30298971401777e-10
1914,1.3393487430235496e-09,0.0
1915,0.0,2.3561523843085297e-09
1916,0.0,8.789969641043172e-09
1917,2.1932848870420685e-09,0.0
1918,0.0,1.1486376294556067e-09
1919,0.0,9.207848372660976e-10
1920,0.0,3.028892692213958e-09
1921,0.0,0.0
1922,0.0,7.377935595798135e-09
1923,0.0,4.246379248229459e-09
1924,0.0,5.156649773851996e-09
1925,0.0,0.0
1926,0.0,0.0
1927,3.3447675740205796e-09,8.919379901328739e-09
1928,0.0,0.0
1929,0.0,1.1140406375176326e-09
