year,aux_ADP eaux_NOUN,aux_ADP sauts_NOUN
1800,3.361111790667337e-06,1.8864987794131594e-08
1801,2.771696440362348e-06,1.4287095950749062e-08
1802,3.0389869323244056e-06,4.475680270843441e-09
1803,3.5242629508047685e-06,1.5602713787643552e-08
1804,3.8115940714789076e-06,1.4831105232815389e-08
1805,3.5933974196211693e-06,3.980028751016107e-08
1806,3.942123427691513e-06,5.76333825108577e-09
1807,2.7359237684265736e-06,2.8469551160981155e-09
1808,2.984419516849357e-06,4.5321479902327155e-09
1809,3.535382673724996e-06,0.0
1810,3.3908437382379475e-06,2.106114038724627e-08
1811,2.9458152894790146e-06,4.512738271955641e-08
1812,3.7740995573187774e-06,6.13457871168066e-08
1813,3.3847480125359652e-06,2.8757416448144113e-09
1814,3.2379308390062533e-06,2.2026739543434815e-08
1815,3.1935125974769107e-06,5.394447111228828e-09
1816,2.6374332460221694e-06,2.3176038865813098e-09
1817,2.7930308359458422e-06,2.490997452753163e-08
1818,3.6979491540023446e-06,7.152706427149269e-09
1819,2.961435393800116e-06,1.035105001712111e-09
1820,2.535867004382908e-06,1.1866481131050932e-09
1821,3.0827011983092234e-06,9.861488514673056e-09
1822,3.5129758657603816e-06,3.0076847679083585e-09
1823,2.967770878825604e-06,0.0
1824,2.752019703677888e-06,4.210556348027694e-09
1825,3.0484444017986334e-06,8.805443485471187e-09
1826,2.805343047640463e-06,0.0
1827,3.2039241801840035e-06,9.217273055917019e-10
1828,3.0020940897657056e-06,5.503380862137419e-09
1829,3.2749532152820393e-06,2.571952872898464e-09
1830,3.222894797261233e-06,4.383471008395645e-08
1831,4.0007034911582195e-06,3.1182412207897414e-09
1832,3.7302125157623323e-06,2.705993829010822e-08
1833,4.814155886379012e-06,1.1583628278799551e-08
1834,3.110265744510343e-06,1.120143755528602e-08
1835,3.806502121506128e-06,7.563087933704082e-09
1836,2.7373615081316416e-06,1.747394939854985e-08
1837,3.3655317466241286e-06,1.6698937344017395e-08
1838,3.2791682169630576e-06,4.418513555037862e-09
1839,2.9154452469981607e-06,9.788065469251706e-09
1840,2.9867470612288116e-06,1.592422194107712e-08
1841,3.1569836771438986e-06,1.6693427085101575e-08
1842,2.960357287307147e-06,1.0733224087289273e-08
1843,2.984171503683797e-06,8.269675610961258e-09
1844,3.0132201809252024e-06,1.3721403624433748e-08
1845,3.1840780287950565e-06,1.2834524554250493e-08
1846,3.3522874929303725e-06,1.1709002656346001e-08
1847,2.8972396854953786e-06,5.3932236454556914e-09
1848,2.8616852807417104e-06,1.126331028444838e-08
1849,3.248699144364764e-06,7.54147322368226e-09
1850,2.825580084575563e-06,3.394498016007219e-09
1851,3.3221058104437873e-06,5.159551008659946e-09
1852,3.4011089322660837e-06,2.539112742283578e-08
1853,3.696625697102718e-06,1.6721408258035808e-08
1854,3.664502229661082e-06,1.610655964157104e-08
1855,3.744044054343476e-06,9.552486801567284e-09
1856,3.5986641719887302e-06,1.5531567143511893e-08
1857,4.2073725019520225e-06,6.345962033638131e-09
1858,3.873833929191051e-06,1.3212924976357954e-08
1859,4.611981612612226e-06,2.3423996742266695e-08
1860,4.119007746439252e-06,1.2816115280145368e-08
1861,3.6874119793139926e-06,1.6505872502126095e-08
1862,3.82718618041622e-06,2.1234535907410645e-08
1863,3.674542448095508e-06,7.491931353076353e-09
1864,3.6171427453268734e-06,1.2466292664825573e-08
1865,3.7061691671169683e-06,7.530951195988678e-09
1866,3.5197844674428325e-06,1.702964524952222e-08
1867,3.5323615446003487e-06,4.367530337390235e-09
1868,3.5329979581888438e-06,1.1361710683388537e-08
1869,3.425300214132676e-06,1.3673853160867111e-08
1870,3.923236146619047e-06,1.6628741050794815e-08
1871,3.2256515467565805e-06,2.3366590440332402e-08
1872,3.2159749991933495e-06,1.814201766592305e-08
1873,4.123159801139309e-06,1.4366410450161737e-08
1874,3.550112662509264e-06,1.3144139998644278e-08
1875,3.733296491503779e-06,1.1443054281912168e-09
1876,4.018786015080877e-06,6.04601479992084e-09
1877,3.7486169475187125e-06,2.8450154232473324e-08
1878,3.6820324211817024e-06,1.0266450578555464e-08
1879,3.814662775880606e-06,1.3440515367335593e-08
1880,3.3039072224738675e-06,2.4387816210946767e-08
1881,3.977118396392143e-06,2.091752193678076e-08
1882,3.624522761924709e-06,7.986462158271479e-09
1883,3.839630316804232e-06,8.847074184359371e-09
1884,3.39525268344687e-06,1.7164412113856997e-08
1885,3.6933492033597304e-06,1.0957580620640783e-08
1886,3.4371147457079587e-06,7.098810428374236e-09
1887,3.7286687710746946e-06,1.2404957061562527e-08
1888,3.3586235552718335e-06,1.9655905125759432e-08
1889,3.472138734750274e-06,2.6940087494153886e-08
1890,3.6737336674974586e-06,1.6385966916665495e-08
1891,3.140578314742015e-06,1.784781655800316e-08
1892,3.5279188104198056e-06,1.8805536683430546e-08
1893,3.449329160076786e-06,1.5396041053161724e-08
1894,3.5118477423878858e-06,2.142523314319078e-08
1895,3.2873672566324785e-06,2.3472597421303476e-08
1896,3.3837152635385337e-06,1.2383760683576384e-08
1897,3.165653367886989e-06,1.748014055724667e-08
1898,3.2614757063953448e-06,1.640922953072277e-08
1899,3.372928309985923e-06,1.4371703827009696e-08
1900,3.1634277384284815e-06,2.6474371139784125e-08
1901,3.0631878296105697e-06,1.2295225282343836e-08
1902,2.8243951923911936e-06,1.718599307309887e-08
1903,3.4285998609107082e-06,1.6200660368781428e-08
1904,3.286045743067234e-06,1.5586413049106795e-08
1905,3.0236887518242384e-06,2.6835946798087207e-08
1906,3.360181295875009e-06,1.2860461140462576e-08
1907,2.879992280213628e-06,1.131425531042396e-08
1908,3.0941751774093973e-06,9.331639461152008e-09
1909,3.0101382684222244e-06,2.1453836041018803e-08
1910,3.3903293044090788e-06,2.1911017000775246e-08
1911,2.9544037545292667e-06,1.276889793899727e-08
1912,3.0068778951175545e-06,1.146072631241779e-08
1913,2.7899029930722463e-06,1.1666577037772186e-08
1914,2.698787728405705e-06,6.027069510139427e-09
1915,2.220673532615791e-06,2.2383447761953335e-08
1916,2.2172698876943286e-06,1.3184954461564757e-08
1917,2.071557680949354e-06,1.973956464951243e-08
1918,2.064101794374551e-06,1.2635013924011673e-08
1919,2.204358924728922e-06,1.012863304339362e-08
1920,2.267883445483676e-06,1.2872793941909322e-08
1921,2.3990464246281817e-06,3.104826579169995e-08
1922,2.7563966220611746e-06,1.8444839211539943e-08
1923,2.380095640575064e-06,7.431163684401554e-09
1924,2.5615658660882445e-06,2.9650736976805092e-08
1925,2.5691744021116847e-06,1.0998178368026856e-08
1926,2.1980185849201916e-06,7.802296586589819e-09
1927,2.65909023866584e-06,1.7838760246746688e-08
1928,2.3274845055709648e-06,2.742249805010033e-08
1929,2.3829329673930033e-06,2.4508894469477127e-08
1930,2.5124620428584876e-06,2.7309368988426286e-08
1931,2.185266243515116e-06,2.3951248095954725e-08
1932,2.266432183262168e-06,2.7398842306070037e-08
1933,2.4696335252372137e-06,2.523545639121494e-08
1934,2.4358552295211666e-06,2.036868629318178e-08
1935,2.161472160366884e-06,4.547947884958603e-08
1936,2.2600467524114265e-06,2.5461901032031165e-08
1937,2.116566883980653e-06,2.2664012888640173e-08
1938,2.1651907946562687e-06,2.2040865133021725e-08
1939,2.2145785747440527e-06,2.7529290846928234e-08
1940,2.426744296180061e-06,2.5357829391836617e-08
1941,2.2815115485741444e-06,8.854508237732261e-09
1942,2.4273693295384646e-06,3.034211770724937e-09
1943,2.4416208086464053e-06,1.7419411690866582e-08
1944,1.7351205627846866e-06,6.4263723231761105e-09
1945,1.8582639409459034e-06,2.178504132643866e-08
1946,1.8501147280858277e-06,1.9489545977080525e-08
1947,1.80243573399963e-06,3.2186353138285995e-08
1948,1.9960786410422315e-06,2.8266908813634473e-08
1949,1.848542678928311e-06,2.748762362170254e-08
1950,2.0292270388466704e-06,1.4889506516624351e-08
1951,2.0757748222521855e-06,1.9190522948520083e-08
1952,2.1015794349210637e-06,1.7926167217297007e-08
1953,1.87787811967155e-06,2.2625037843226892e-08
1954,2.0688458768347573e-06,2.5408594117592997e-08
1955,1.8911999255522005e-06,1.783265579646809e-08
1956,1.823590656258034e-06,2.6163424537983815e-08
1957,2.0585638385028915e-06,2.03205861026845e-08
1958,2.0589614422306113e-06,2.3162280982091943e-08
1959,1.926835943244498e-06,1.8601794438133368e-08
1960,1.8630882969716822e-06,2.629916728835724e-08
1961,1.9711927397025875e-06,2.4318557279023878e-08
1962,1.7319882541499965e-06,1.2049716779927166e-08
1963,1.8292464885050208e-06,2.3924396463925746e-08
1964,1.8750789969601556e-06,3.224503331011874e-08
1965,1.7395626281668797e-06,2.188817360693207e-08
1966,1.699942078658978e-06,2.6033651678858405e-08
1967,1.5688328369733995e-06,3.1554146351364665e-08
1968,1.7224580073360585e-06,1.2575964686289964e-08
1969,1.5637272010593506e-06,1.725867981861029e-08
1970,1.7167040438081926e-06,8.7375777724219e-09
1971,1.678200632682092e-06,2.7233506338930624e-08
1972,1.6442120243098657e-06,1.5903454553267693e-08
1973,1.5420430745649583e-06,2.1501494917863795e-08
1974,1.4710869749023914e-06,2.7002743430148968e-08
1975,1.5980722078978715e-06,1.8847884586392638e-08
1976,1.4443795803842363e-06,2.6853577139718254e-08
1977,1.3710532495991856e-06,2.52701610747863e-08
1978,1.448316185648224e-06,3.267325099365337e-08
1979,1.7269173215872513e-06,1.9311512389208474e-08
1980,1.5548887062344363e-06,1.9329512213062117e-08
1981,1.3789697419497315e-06,2.783241725978769e-08
1982,1.544426535993182e-06,2.110550845202397e-08
1983,1.343899265648929e-06,1.64198213914446e-08
1984,1.3813238100013336e-06,2.6095538452342026e-08
1985,1.6097633457334837e-06,1.9851341903631692e-08
1986,1.5879391597195536e-06,3.1770774455708306e-08
1987,1.4452081895655056e-06,1.7110287242605438e-08
1988,1.2604755763589992e-06,1.9788627625416666e-08
1989,1.3753234755498056e-06,3.951447880012893e-08
1990,1.4270017452133743e-06,3.269190590460269e-08
1991,1.3768581208495334e-06,2.2859714399192654e-08
1992,1.428728560348702e-06,1.5978838308061682e-08
1993,1.2668167705953692e-06,2.381859270927933e-08
1994,1.433197537537012e-06,2.0572214043390602e-08
1995,1.2363187735786596e-06,1.6809597269684673e-08
1996,1.254451706955706e-06,3.0427125041754266e-08
1997,1.1771465757703936e-06,1.8700088033618556e-08
1998,1.1305234552949628e-06,2.1456582288692516e-08
1999,1.268687850775052e-06,2.605014595702393e-08
2000,1.173870980863967e-06,2.6066386382694873e-08
2001,1.1649642326361231e-06,3.0230360437144554e-08
2002,1.1776723436440761e-06,2.5411083959259173e-08
2003,1.1921566098749281e-06,1.7917768602160322e-08
2004,1.191495990759961e-06,3.2595454169115357e-08
2005,1.1597155742393284e-06,2.2518748199473748e-08
2006,1.1707160831875285e-06,1.7706926758176422e-08
2007,1.119253095094308e-06,2.3966877149561583e-08
2008,1.3449252431740888e-06,2.4693149830445904e-08
2009,1.325557462017457e-06,2.47946008169464e-08
2010,1.300460217734667e-06,3.117703428756613e-08
2011,1.3873370336980884e-06,2.141424282342541e-08
2012,1.4781264763286117e-06,3.165955103634488e-08
2013,1.2366980790545767e-06,2.4823212541047468e-08
2014,1.382203651090208e-06,2.988314340424125e-08
2015,1.5352001083712707e-06,2.3274041749399288e-08
2016,1.8057942234861457e-06,2.6513151896168097e-08
2017,1.313400698421674e-06,2.8426407866488645e-08
2018,1.3883128469061035e-06,2.8137987828635858e-08
2019,1.5050827668616762e-06,2.3213988398218532e-08
