year,mes_DET heures_NOUN,mes_DET soeurs_NOUN
1898,2.093591349172641e-07,1.697506502029711e-08
1899,2.669820347023233e-07,2.65323762960179e-08
1900,2.117949740032543e-07,2.1283318107911953e-08
1901,1.5872018438445323e-07,1.2295225726433046e-08
1902,1.4338028186955398e-07,1.7677022512430085e-08
1903,1.598465193541898e-07,1.8900771392438287e-08
1904,1.5263935893017333e-07,2.042357571951925e-08
1905,1.6617643777694369e-07,2.8384173955675607e-08
1906,2.829301459783551e-07,1.800464577428329e-08
1907,2.44799348236846e-07,2.2114227227199024e-08
1908,1.7779228111969303e-07,2.1610112588277275e-08
1909,2.3379179497906577e-07,4.180747603665935e-08
1910,2.81102315091708e-07,1.8704527371404822e-08
1911,2.032382947492195e-07,2.5537796100039145e-08
1912,1.8962293191204793e-07,2.3963338202648288e-08
1913,2.2696795665133607e-07,3.234823653386343e-08
1914,2.0960808377878948e-07,3.28140435934543e-08
1915,1.8967026615968052e-07,3.2986132492140996e-08
1916,1.5162697253323643e-07,4.944358056313547e-08
1917,1.7546279407198995e-07,5.0445551069699945e-08
1918,2.0675477507836604e-07,2.8715939848211747e-08
1919,2.26513067025369e-07,3.3148254141579514e-08
1920,2.1353693080428116e-07,4.39189444811916e-08
1921,1.976487059018872e-07,5.225195631730628e-08
1922,2.1322234111664784e-07,3.467629738906908e-08
1923,2.399204332981242e-07,7.643482957675474e-08
1924,2.6169997846547943e-07,2.7072411312722977e-08
1925,2.9255152123042194e-07,4.619234883485035e-08
1926,2.652780834999646e-07,4.235532657936858e-08
1927,3.077186199185178e-07,5.0171510945773434e-08
1928,2.765101863033692e-07,3.656333136259349e-08
1929,2.2726429604880138e-07,4.0105462950634774e-08
1930,2.3633107382181606e-07,2.7309368877403983e-08
1931,1.9160999187306516e-07,3.9918748306888574e-08
1932,2.0603928763129886e-07,3.6166471706344794e-08
1933,2.580899030046879e-07,3.4411986593596566e-08
1934,1.8451633110316834e-07,3.834105832822843e-08
1935,1.7593377688029932e-07,4.547948062594287e-08
1936,2.679561883489612e-07,2.42494295754625e-08
1937,1.7879387070873776e-07,2.266401277761787e-08
1938,2.1133298966358183e-07,2.7226949583791793e-08
1939,1.8964622849892976e-07,1.6670514835226413e-07
1940,1.3439649393376385e-07,3.803674331059881e-08
1941,2.0660517563442227e-07,9.73995826214491e-08
1942,2.0936061218002067e-07,3.944475457373642e-08
1943,2.0032322911589517e-07,5.2258234184421326e-08
1944,2.0243073173276116e-07,6.105053707017305e-08
1945,2.701345063194083e-07,3.267756021330115e-08
1946,3.0348008639435875e-07,4.454753277371992e-08
1947,3.2305558961276404e-07,3.8146786174309e-08
1948,2.652740702657752e-07,4.7836307359716557e-08
1949,1.983035655683807e-07,3.7304632272139315e-08
1950,2.4780392937628903e-07,4.573205480973286e-08
1951,2.622704813326493e-07,1.7058242041123606e-08
1952,2.2354983586492239e-07,2.214408867384776e-08
1953,2.165539290110985e-07,2.370241936056061e-08
1954,2.2965459312018766e-07,3.3226624340798594e-08
1955,2.0460624483575884e-07,3.191106623390283e-08
1956,1.8663242884464637e-07,7.674604596275003e-08
1957,1.7139972774415924e-07,2.8272119978467458e-08
1958,2.1673277772471522e-07,2.8125628492858823e-08
1959,2.02294522910762e-07,3.565343908995544e-08
1960,2.3254000058869906e-07,6.920833506285362e-08
1961,2.1608775280235193e-07,3.265634784810345e-08
1962,2.1816329992541128e-07,5.010145387451814e-08
1963,2.0497389086049367e-07,4.008952880774075e-08
1964,2.5552666710337846e-07,3.893739841664967e-08
1965,2.0082399615484192e-07,5.5267639353928644e-08
1966,2.0716140014531703e-07,3.212663335361299e-08
1967,2.5834957928516644e-07,6.064312829678897e-08
1968,2.456804503170318e-07,3.5033043549459464e-08
1969,2.1119174009598396e-07,4.042164380990698e-08
1970,1.8808785734458766e-07,5.28853372205873e-08
1971,2.348247609695875e-07,5.600853314469134e-08
1972,2.005887482781077e-07,4.104117623526804e-08
1973,1.8855157646324727e-07,8.490333691657526e-08
1974,1.642666954126959e-07,5.3442929415226104e-08
1975,1.51925378943929e-07,1.582079978135198e-07
1976,2.165426626898892e-07,7.770396304174199e-08
1977,1.5103329770171925e-07,7.052138412122488e-08
1978,2.0257416899482905e-07,7.306927118921891e-08
1979,1.6268485891757223e-07,6.788288997583436e-08
1980,1.6714342360169e-07,9.153092350722147e-08
1981,1.8154326669739262e-07,9.298557523962359e-08
1982,1.5208380022002643e-07,9.249178134496105e-08
1983,1.503045268247405e-07,8.399370510225879e-08
1984,1.9078737906186305e-07,1.2931788673231637e-07
1985,1.6723251283767837e-07,1.3294383127693266e-07
1986,1.552571682328363e-07,1.1869081140147841e-07
1987,1.6682530434852794e-07,1.0632821512146506e-07
1988,1.577093650673156e-07,1.4991384289508858e-07
1989,1.5805792219492076e-07,1.3171492962982256e-07
1990,1.6291465926299153e-07,1.367611413005676e-07
1991,1.6646561740163435e-07,1.6353488041520592e-07
1992,1.6529832641554165e-07,1.3058567610579885e-07
1993,1.77808559542747e-07,1.4069587095377756e-07
1994,1.651052047302315e-07,1.598302747929381e-07
1995,1.5453984153479539e-07,1.6213127496111923e-07
1996,1.7562323928466128e-07,2.2473368677111694e-07
1997,1.448058128961094e-07,3.1022967661442635e-07
1998,1.9740055656747302e-07,1.9740055456907157e-07
1999,1.8874930513002042e-07,1.6407022213060785e-07
2000,1.8688273351052942e-07,1.3916799090907261e-07
2001,1.86639629168317e-07,1.4282750782079745e-07
2002,1.7831571896831377e-07,1.1172114761093255e-07
2003,1.762608449196179e-07,1.250076875902728e-07
2004,1.894060176477197e-07,1.4007235815682861e-07
2005,1.7609660218909085e-07,1.7474548308360482e-07
2006,2.0260019029105791e-07,1.1324197113360412e-07
2007,2.4046767116425727e-07,7.98895900544494e-08
2008,2.7247613967884554e-07,1.3283211186543298e-07
2009,2.765551756489515e-07,8.535064388581759e-08
2010,3.8168246474512557e-07,3.87351014041748e-08
2011,3.4071589444240047e-07,3.594533781736686e-08
2012,4.1191456498501644e-07,3.676592774670695e-08
2013,4.523960927538262e-07,4.490491406494712e-08
2014,4.755317581373042e-07,9.571267933772276e-08
2015,5.022760085626743e-07,7.913174152052171e-08
2016,5.532549455511404e-07,3.1898637509186756e-08
2017,4.7218025456263746e-07,3.597324038651095e-08
2018,5.908977176449781e-07,7.46043848920408e-08
2019,5.397889933922428e-07,7.321334799526014e-08
