year,grandes_ADJ ailes_NOUN,grandes_ADJ selles_NOUN
1800,3.364255860560661e-07,0.0
1801,1.619204113012529e-07,0.0
1802,2.64065135979763e-07,2.2378401354217203e-08
1803,5.051378479947743e-07,0.0
1804,4.202146612897195e-07,0.0
1805,4.150601569108403e-07,0.0
1806,3.659719709503406e-07,8.645007376628655e-09
1807,2.733077053562738e-07,0.0
1808,2.1754310353117035e-07,0.0
1809,2.1460789412230952e-07,0.0
1810,3.416585059312638e-07,0.0
1811,3.1087751040104195e-07,7.521229861140455e-09
1812,1.7336853375127248e-07,0.0
1813,1.581657897986588e-07,0.0
1814,1.8565394555025705e-07,0.0
1815,2.454473531088297e-07,0.0
1816,2.062667476820934e-07,0.0
1817,4.779601567861391e-07,1.556873407970727e-09
1818,4.363151049346925e-07,0.0
1819,2.0288058522055508e-07,0.0
1820,2.2427649071232736e-07,0.0
1821,3.7375039596554416e-07,1.97229765852569e-09
1822,2.7971469762633205e-07,5.012807946513931e-09
1823,2.1247777226562903e-07,5.929612356680991e-09
1824,2.0379093257361092e-07,8.421112696055388e-10
1825,3.7247025375108933e-07,0.0
1826,3.558425589744729e-07,0.0
1827,1.7973682986394124e-07,0.0
1828,2.2747306616111018e-07,9.172301251858528e-10
1829,2.426208709493949e-07,1.457439946506156e-08
1830,1.6907674194044375e-07,5.218417697960831e-09
1831,1.7618063452573551e-07,1.4032085715598441e-08
1832,2.3948047100930125e-07,0.0
1833,2.9769924481115595e-07,0.0
1834,2.8283628239478276e-07,0.0
1835,2.6546439357844065e-07,3.025235173481633e-09
1836,4.3483254330567433e-07,0.0
1837,5.260165494291869e-07,0.0
1838,2.486991661498905e-07,5.680945491803868e-09
1839,1.7338858526727563e-07,2.7965900706306e-09
1840,1.961864057875573e-07,0.0
1841,3.178171539275354e-07,1.1556987367100646e-08
1842,1.8179397898165917e-07,3.3541325272778977e-09
1843,3.502798335830448e-07,1.1813822142769936e-09
1844,2.3436156482148363e-07,2.195424508855126e-09
1845,2.1762889446108602e-07,0.0
1846,2.0666389843881916e-07,5.854501328173001e-10
1847,1.736618031600301e-07,5.393223645455691e-10
1848,1.3194163273055892e-07,6.43617736884039e-09
1849,2.430030292543961e-07,1.6758829879393033e-09
1850,2.566240482337889e-07,0.0
1851,2.2186068804330716e-07,6.449438760824933e-10
1852,3.0339143108903954e-07,0.0
1853,2.47237977646364e-07,2.9859659189668264e-09
1854,2.2705053481786308e-07,1.3508727469968562e-08
1855,1.714140722697266e-07,9.552486801567284e-09
1856,2.0967615910194581e-07,0.0
1857,2.1429825380891998e-07,6.345961978126979e-09
1858,2.5202430720128177e-07,4.404308473482388e-09
1859,2.85161718238669e-07,8.656694916453489e-09
1860,2.970592447582021e-07,4.57718396518203e-09
1861,2.3532659554348356e-07,7.545541969022906e-09
1862,2.8960292297597334e-07,1.1114246234456004e-07
1863,2.672122150215728e-07,2.9967726078439227e-09
1864,3.332336007133563e-07,7.1920918109924514e-09
1865,2.885295486976247e-07,2.3534221238463715e-09
1866,2.4522688590877806e-07,1.4596839292835284e-09
1867,4.6344348447746597e-07,5.82337378318698e-09
1868,3.3788739983720006e-07,3.951899252285784e-09
1869,2.7152367465532734e-07,2.441759683335931e-09
1870,2.740875402196252e-07,4.587239033071455e-09
1871,3.834244921563368e-07,0.0
1872,2.5640719059083494e-07,1.8142017887967654e-09
1873,3.884916850438458e-07,7.183205141814142e-09
1874,3.6445115370042913e-07,5.974609251779839e-09
1875,2.900814308759436e-07,8.010138330405425e-09
1876,4.0568758663539484e-07,0.0
1877,3.7912923289695755e-07,1.2369631985365004e-09
1878,3.079935311234294e-07,2.4156354694326865e-09
1879,4.074919957020029e-07,0.0
1880,3.9662290873820893e-07,3.2089231272180996e-09
1881,3.221298356947955e-07,2.7890030285249168e-09
1882,4.3193449528189376e-07,1.9966155395678697e-09
1883,3.6020230709254974e-07,1.8958017378167824e-09
1884,3.1160010394160054e-07,3.300848483434038e-09
1885,3.480643329112354e-07,2.5782542767416317e-09
1886,3.12347651743039e-07,5.162771099520569e-09
1887,2.768263982488861e-07,8.48760173255414e-09
1888,3.512700459396001e-07,1.268122939990235e-09
1889,3.195219733242993e-07,3.759081934617825e-09
1890,3.460716015979415e-07,0.0
1891,2.874773201710923e-07,5.099376032546843e-09
1892,2.820830502514582e-07,1.8805537127519756e-09
1893,2.900614219925046e-07,6.158416554491453e-10
1894,3.2389911552854755e-07,6.301539290376468e-09
1895,3.1657913268645643e-07,6.018614495673091e-10
1896,2.966205556731438e-07,1.179405795248556e-09
1897,3.1405986078425485e-07,1.1653427112179315e-09
1898,2.800885567921796e-07,5.6583548957434e-10
1899,3.0291130315163173e-07,0.0
1900,2.953709099529078e-07,4.671947717582725e-09
1901,3.146460016978381e-07,1.676621730339889e-09
1902,2.6270018338436785e-07,1.4730852093691738e-09
1903,3.369737555658503e-07,0.0
1904,2.526073785702465e-07,0.0
1905,2.91582892941733e-07,2.580379465655369e-09
1906,2.7109851430395793e-07,0.0
1907,3.023992007911147e-07,0.0
1908,3.3200990401383024e-07,0.0
1909,4.103733601823478e-07,1.6502950117569526e-09
1910,4.2753205775625247e-07,2.137660271017694e-09
1911,3.3624763773332234e-07,1.0640748282497725e-09
1912,3.0787680316279875e-07,2.0837684910901544e-09
1913,2.566646912782744e-07,5.833288518886093e-09
1914,3.033624977888394e-07,1.3393487430235496e-09
1915,3.487105573185545e-07,1.1780761921542648e-09
1916,3.5599376246864267e-07,0.0
1917,4.123375560993736e-07,0.0
1918,3.583749332847219e-07,0.0
1919,2.836017358731624e-07,0.0
1920,3.286348544406792e-07,0.0
1921,3.4607455745572224e-07,0.0
1922,3.770124976654188e-07,7.377935484775833e-10
1923,3.2272481576001155e-07,0.0
1924,3.31314737422872e-07,0.0
1925,3.299453510408057e-07,1.0998177923937646e-09
1926,3.009457429925533e-07,0.0
1927,3.422811971631745e-07,5.574612327308159e-09
1928,2.1709477948661515e-07,1.1426041224282812e-09
1929,2.941067407391529e-07,0.0
1930,2.646908114911639e-07,2.100720708497761e-09
1931,2.4407464138676005e-07,0.0
1932,2.4878147542040097e-07,7.6716757391182e-09
1933,2.4547216526116244e-07,0.0
1934,2.911523893089907e-07,0.0
1935,2.3936567572491185e-07,0.0
1936,2.897806723467511e-07,0.0
1937,2.2538101518421172e-07,0.0
