year,grandes_ADJ ailes_NOUN,grandes_ADJ selles_NOUN
1938,2.618973269363778e-07,1.2965214457594243e-09
1939,2.0952849411060015e-07,0.0
1940,2.611856473322405e-07,0.0
1941,2.508777185994404e-07,0.0
1942,3.064553766307654e-07,3.034211770724937e-09
1943,6.067761546546535e-07,0.0
1944,3.3417137501601246e-07,3.2131861615880553e-09
1945,2.461709698309278e-07,2.178504043826024e-09
1946,2.519719828342204e-07,0.0
1947,2.706037776079029e-07,0.0
1948,3.022384760242858e-07,0.0
1949,1.9830356734473753e-07,0.0
1950,2.4993099145831366e-07,0.0
1951,2.420138116576709e-07,1.0661401761424827e-09
1952,2.6362010885350173e-07,2.1089607837865287e-09
1953,2.0685749291260436e-07,0.0
1954,2.2183657222285547e-07,1.9545072227344917e-09
1955,2.3276307103969884e-07,0.0
1956,2.2064487836814806e-07,8.72114158667614e-10
1957,2.1469141131547076e-07,3.534015080575159e-09
1958,1.7619878178720683e-07,0.0
1959,1.8369271970186674e-07,7.750747821333448e-10
1960,1.9101500470242172e-07,0.0
1961,2.2998406734586752e-07,0.0
1962,2.2006588551448658e-07,1.9025869768540815e-09
1963,2.282516788909561e-07,0.0
1964,1.8677782520626351e-07,0.0
1965,2.177873312803058e-07,5.472043373977442e-10
1966,2.1990126697346568e-07,2.769537488234164e-09
1967,2.53419244700126e-07,1.4791006197611978e-09
1968,2.119948305789876e-07,1.3474247273492779e-09
1969,2.034707478060227e-07,1.8167031212712459e-09
1970,1.673935940971205e-07,9.197450023812337e-10
1971,2.1632654068071133e-07,5.138397485282553e-10
1972,1.985366822054857e-07,2.0520587451500205e-09
1973,2.0453985882795678e-07,0.0
1974,1.6932970936522906e-07,5.625571675160757e-10
1975,1.5306767409128952e-07,0.0
1976,1.4912305346115318e-07,0.0
1977,1.4280580273862142e-07,0.0
1978,1.788118026979646e-07,0.0
1979,1.825815729716851e-07,0.0
1980,1.6600640151409607e-07,0.0
1981,1.60036407237385e-07,0.0
1982,1.874665684908905e-07,0.0
1983,1.6798740887224994e-07,0.0
1984,1.4381541291186295e-07,5.799008495621649e-10
1985,1.377562739435234e-07,0.0
1986,1.9362188652394252e-07,0.0
1987,1.5399258757042844e-07,0.0
1988,1.5710971013049857e-07,0.0
1989,1.4159354577714112e-07,1.0976244357863152e-09
1990,1.7490170023393148e-07,2.179460389939436e-09
1991,1.3774443630154565e-07,5.861465202094962e-10
1992,1.4325854635899304e-07,0.0
1993,1.434654706145011e-07,1.1078414852150331e-09
1994,1.6035777150591457e-07,0.0
1995,1.4911739754097653e-07,5.422450821690461e-10
1996,1.5907514239188458e-07,2.135236876199542e-09
1997,1.6158794835519075e-07,9.58978896292706e-10
1998,1.339844288850145e-07,0.0
1999,1.4578941431864223e-07,2.7421207526856506e-09
2000,1.391679944617863e-07,4.4180314962005696e-10
2001,1.4939932668767142e-07,1.3143635069212678e-09
2002,1.6035271244163596e-07,1.752488598683044e-09
2003,1.4792576052968798e-07,8.333845835650777e-10
2004,1.3522709707558533e-07,1.3654853248112886e-08
2005,1.5537936803866614e-07,4.5037495954858286e-10
2006,1.6883348052942893e-07,8.235779835885637e-10
2007,1.841455059548025e-07,3.994479469415779e-10
2008,1.9499073289352964e-07,8.514879357157668e-10
2009,2.093236446398805e-07,0.0
2010,1.9887168889454188e-07,4.723793023408973e-10
2011,3.487462549855991e-07,0.0
2012,3.234040093502699e-07,0.0
2013,3.494773750389868e-07,2.789125042035323e-10
2014,3.3347856742693693e-07,4.330890368553497e-10
2015,3.896739428910223e-07,1.329945265027277e-09
2016,3.7698387700402236e-07,8.285359953674742e-09
2017,3.3759505413399893e-07,2.515611330355938e-10
2018,3.8489667986141285e-07,5.162933414126769e-10
2019,3.5662807817971043e-07,7.65296326310505e-10
