year,les_DET honnêtes_ADJ,les_DET sonnettes_NOUN
1800,2.0971578180706274e-06,1.4148740357100564e-07
1801,2.614538374245967e-06,1.166779455274991e-07
1802,2.025245265713238e-06,1.1412984690650774e-07
1803,2.0849126514121963e-06,1.4627543798440001e-07
1804,2.3630895356063775e-06,6.673997310358004e-08
1805,2.720633943908979e-06,8.812921237222326e-08
1806,1.910546643557609e-06,1.5272846543012975e-07
1807,2.066889450702547e-06,6.547996633798903e-08
1808,1.8196574558260181e-06,9.74411822340926e-08
1809,2.1528561262584844e-06,1.603911625736032e-07
1810,2.2558821939355767e-06,3.7910054651035807e-07
1811,1.5894867146926117e-06,1.4039630524820268e-07
1812,2.1551041839984464e-06,1.093555379583222e-07
1813,2.5105224707999696e-06,1.2940837734731758e-07
1814,1.5041116512293229e-06,5.97868634599763e-08
1815,3.1152931256883676e-06,6.47333635583891e-08
1816,2.8390647059950425e-06,1.4832665051756067e-07
1817,3.4951808913774585e-06,8.251429228778306e-08
1818,3.322432093000316e-06,3.3260085041675325e-07
1819,3.200544767878455e-06,9.212434726180163e-08
1820,2.978486776328282e-06,6.882559144827383e-08
1821,4.788738834804462e-06,1.0255948001969273e-07
1822,3.1340075423713643e-06,6.015369535816717e-08
1823,2.7790114529580023e-06,1.9864200240249374e-07
1824,2.7435986140744717e-06,1.0947446327236321e-07
1825,2.4611214115566327e-06,1.4705090300992651e-07
1826,2.1861416286128588e-06,5.460950347480065e-08
1827,2.6610266417037565e-06,6.91295483079557e-08
1828,2.5544857891190986e-06,9.630916270042533e-08
1829,2.4699320988474938e-06,6.60134547025848e-08
1830,2.5361510296306733e-06,1.1376150865771706e-07
1831,2.943619676898379e-06,1.4032085804416283e-07
1832,3.957516099717395e-06,1.6371263300563044e-07
1833,2.5912577257258818e-06,9.382739318830602e-08
1834,2.2738917806464087e-06,8.774459381299948e-08
1835,2.05564727195906e-06,1.368918916000439e-07
1836,1.667418118245223e-06,1.18285197803214e-07
1837,1.7874821338637048e-06,7.931995671395242e-08
1838,1.762355559264961e-06,9.468242567756135e-08
1839,1.5660904040259993e-06,8.669429130137019e-08
1840,1.740198889876865e-06,1.40133157244815e-07
1841,1.4959878598119758e-06,1.5345110782050142e-07
1842,1.4885640311490533e-06,1.301403402820256e-07
1843,1.7324970400522943e-06,9.864541539172933e-08
1844,1.5966224751196023e-06,1.218460605745264e-07
1845,1.650631375582634e-06,1.6573277311637824e-07
1846,1.994628590296088e-06,1.0303922159948797e-07
1847,1.6492477499241431e-06,8.84488704500086e-08
1848,1.925221553733536e-06,8.608387602748735e-08
1849,2.451816854431854e-06,1.474777033827479e-07
1850,2.063854864786663e-06,9.844044068785252e-08
1851,2.4901282387190804e-06,1.6123596502382043e-07
1852,1.942746735039691e-06,1.204450916780786e-07
1853,1.998805601033382e-06,1.3556284983451405e-07
1854,1.7270388354972965e-06,1.4236121154143078e-07
1855,1.8484061428125642e-06,1.3744967120032925e-07
1856,1.902099313610961e-06,1.4444358542586855e-07
1857,2.3977973455657775e-06,1.0055909088757531e-07
1858,2.1586005232165917e-06,1.389804049622967e-07
1859,2.7823635520007883e-06,1.1711998992858241e-07
1860,2.5403371068932756e-06,1.1122557208587125e-07
1861,2.422118953404606e-06,1.5421200988408046e-07
1862,2.2549269402816208e-06,1.1972663749304502e-07
1863,2.0652757370953623e-06,9.190101951661589e-08
1864,2.235781707327078e-06,1.3089607397986924e-07
1865,2.487567201114871e-06,1.0731605037950231e-07
1866,2.2542384527923787e-06,1.5083400528581592e-07
1867,2.215793770687924e-06,1.4315793883667993e-07
1868,2.3350783919795504e-06,1.1855698023310879e-07
1869,2.553103755076336e-06,9.425191915823916e-08
1870,2.4008462133906505e-06,1.3073631155435805e-07
1871,3.4093979195404245e-06,7.328612428025849e-08
1872,3.0049229735595873e-06,1.3848407276473296e-07
1873,2.3010202312434558e-06,1.3049489622218857e-07
1874,2.0773715476707366e-06,1.3203886178869695e-07
1875,2.2886107444719528e-06,1.3846095825442717e-07
1876,2.4607279272004234e-06,1.7654363659858063e-07
1877,2.2531284429305742e-06,1.6389761814394888e-07
1878,2.2483527288841287e-06,1.3346385996371168e-07
1879,2.3105468329731593e-06,1.3868168302622053e-07
1880,2.2359777318570195e-06,9.883483342854049e-08
1881,2.374138915683943e-06,1.429364122618182e-07
1882,2.282797112229673e-06,1.2112801250907523e-07
1883,1.9261345585164236e-06,1.1753970774464051e-07
1884,2.1046210179065383e-06,1.6900344768089326e-07
1885,1.7680378903150995e-06,1.7532129081843095e-07
1886,1.803097781305496e-06,1.1616234707467754e-07
1887,1.7027435745831099e-06,1.7105782101900502e-07
1888,1.7880533818015465e-06,1.1539918975955743e-07
1889,1.8062388704720433e-06,9.14709976651551e-08
1890,1.7952464759218856e-06,1.0224842550421442e-07
1891,1.6005666125806783e-06,1.325837759580395e-07
1892,1.847330651116863e-06,8.525176609097684e-08
1893,1.6172001693348648e-06,8.806535811700655e-08
1894,1.5350549560366744e-06,1.3044186175648065e-07
1895,1.7646577816776698e-06,1.0773320013868215e-07
1896,1.4512588109028002e-06,6.899523913306282e-08
1897,1.7905490494740661e-06,8.040864862834951e-08
1898,1.6256454102858697e-06,1.2222046530396824e-07
1899,1.7621919568000521e-06,8.512470905941427e-08
1900,1.43480706782384e-06,1.4223485766962085e-07
1901,1.506165169473661e-06,1.1959900958480318e-07
1902,1.2830571307631544e-06,1.1342755978915875e-07
1903,1.4666997998347142e-06,8.694354769467338e-08
1904,1.3130209310929786e-06,9.029370318103247e-08
1905,1.4228212137368246e-06,6.657379181262968e-08
1906,1.3385167889623517e-06,8.487904512577416e-08
1907,1.4009104916112847e-06,1.1519969467244096e-07
1908,1.3776446294855305e-06,7.41619758937162e-08
1909,1.6238903555176876e-06,1.056188823067572e-07
1910,1.6502736741585977e-06,1.442920661842706e-07
1911,1.332221714278603e-06,9.470265882605133e-08
1912,1.3362165915964397e-06,8.491356906503711e-08
1913,1.3390049602435283e-06,6.946916641936696e-08
1914,1.2509517262060399e-06,8.571831805470609e-08
1915,9.931182347600043e-07,7.421879955060717e-08
1916,9.77884106134752e-07,8.02084709761175e-08
1917,1.169020876545801e-06,5.263883773309885e-08
1918,1.0992461838554846e-06,6.317507050823679e-08
1919,1.0211503393975363e-06,6.353415316073807e-08
1920,1.0896441722252348e-06,1.5750242043921503e-07
1921,1.2275423486585169e-06,8.330022005509363e-08
1922,1.330979557678802e-06,9.22241953915659e-08
1923,1.3482253606866834e-06,1.1571383229380672e-07
1924,1.2582225750179532e-06,8.895220826588002e-08
1925,1.424264041816059e-06,8.468597045840909e-08
1926,1.3876942261958902e-06,8.916910898548736e-08
1927,1.404802318916154e-06,7.91594937377127e-08
1928,1.1380337596733625e-06,7.88396840034622e-08
1929,1.4259720373388518e-06,1.0806193939671971e-07
1930,1.215266884457833e-06,6.302162081084361e-08
1931,1.084649390747927e-06,6.729160517693344e-08
1932,1.0137571422319525e-06,5.479768172556021e-08
1933,9.428884268913862e-07,8.488290226260631e-08
1934,1.1035035214490563e-06,7.907843269094883e-08
1935,9.562659073480972e-07,5.0266792506192814e-08
1936,8.996538412020527e-07,7.759817233221611e-08
1937,8.070906467594341e-07,6.547381392607576e-08
1938,8.907102255761856e-07,5.186085649810934e-08
1939,7.845847669329942e-07,4.5882152299725476e-08
1940,9.128818376780146e-07,9.889553265196582e-08
1941,8.116632201904395e-07,7.67390653244604e-08
1942,1.0225293465282448e-06,6.978686917236132e-08
1943,1.0625841113665047e-06,4.064529335323641e-08
1944,8.83626185554931e-07,9.960876923287287e-08
1945,9.040791653092128e-07,6.317661860322232e-08
1946,9.591640832695703e-07,6.682130226920435e-08
1947,1.0847992584217536e-06,1.1086409879013104e-07
1948,9.806442946569405e-07,9.89341781831854e-08
1949,8.167750848997457e-07,6.47922532293066e-08
1950,1.0731079598258475e-06,8.295582198947216e-08
1951,1.1461006792501394e-06,1.0021717955499554e-07
1952,1.1072043619719807e-06,1.0439356179503534e-07
1953,7.466262417210601e-07,6.787511175332384e-08
1954,7.524852954077232e-07,9.381634447080955e-08
1955,8.418890118377931e-07,8.540903451148552e-08
1956,8.154267163718032e-07,6.540856212211565e-08
1957,7.986873953313989e-07,6.714628764115105e-08
1958,9.190462684216527e-07,8.27224354016387e-08
1959,9.796944979711952e-07,5.890568177679967e-08
1960,9.28083732532059e-07,6.505583283189509e-08
1961,1.029022413945313e-06,6.461788187861472e-08
1962,1.1035004519044378e-06,7.864025602932756e-08
1963,9.000746032938878e-07,7.629942633258224e-08
1964,1.21010133824484e-06,8.213357494124551e-08
1965,1.0199888365036713e-06,8.317505928445712e-08
1966,9.959256175307019e-07,6.314545253349735e-08
1967,1.0580500173773544e-06,9.318334048824539e-08
1968,1.1057865307861903e-06,8.533690307177544e-08
1969,1.0014575764216715e-06,6.903471783115123e-08
1970,9.588341498556474e-07,7.44993462475918e-08
1971,9.357021539813104e-07,7.91313207182398e-08
1972,8.105631863486451e-07,7.79782355908587e-08
1973,7.95555315846741e-07,6.670976354650193e-08
1974,6.615672454302057e-07,5.231781630143928e-08
1975,6.665297362928868e-07,5.0832173581483175e-08
1976,6.330587645209107e-07,5.999203217532667e-08
1977,5.759246199943391e-07,7.992423523006664e-08
1978,6.23762062446076e-07,9.326728545033802e-08
1979,6.653693880309675e-07,8.777960047723354e-08
1980,6.890402737269596e-07,8.470874268695638e-08
1981,5.69931994931494e-07,7.274382141098101e-08
1982,5.859882392655891e-07,9.683703394713916e-08
1983,5.513270693313643e-07,8.020451236490089e-08
1984,5.770013551398279e-07,7.422730874395711e-08
1985,6.508834040630518e-07,8.54209269984807e-08
1986,6.096391480525654e-07,7.672941171321668e-08
1987,5.884716784976263e-07,6.416357800631545e-08
1988,5.984560935701211e-07,7.435726628868267e-08
1989,7.414452838361285e-07,7.463846107835792e-08
1990,5.552175146306126e-07,6.483894626763131e-08
1991,5.445301276552073e-07,7.385446354479797e-08
1992,4.782631499722356e-07,8.209816826365568e-08
1993,6.630431492737898e-07,8.419595021180726e-08
1994,5.876268112103844e-07,6.910153782513362e-08
1995,5.807445084826668e-07,7.808329377523293e-08
1996,4.980440024837662e-07,5.8719015205710434e-08
1997,5.538103167168629e-07,5.897720267711293e-08
1998,5.588247411481007e-07,7.819732283920189e-08
1999,5.374556604209602e-07,7.220918143979738e-08
2000,5.416506461131121e-07,7.466472906614285e-08
2001,5.077824329902114e-07,1.2004519955866044e-07
2002,5.524720236849134e-07,7.623325437577932e-08
2003,6.012869739890903e-07,5.750353482270043e-08
2004,4.783603237967782e-07,6.871474483860496e-08
2005,5.062214398776632e-07,7.070887197979658e-08
2006,5.069122455125807e-07,8.400495543625652e-08
2007,5.248745829078416e-07,5.512381617833739e-08
2008,4.61506466820083e-07,7.791114553512557e-08
2009,4.787265162065069e-07,7.343016394933954e-08
2010,4.190004467830022e-07,7.18016564538182e-08
2011,4.527582753155457e-07,9.483450313929609e-08
2012,5.74978272993576e-07,1.2663820125879965e-07
2013,5.974305885558806e-07,1.2495280427016198e-07
2014,8.588155822053523e-07,1.3447414659584211e-07
2015,8.602529248946666e-07,1.4363409184259268e-07
2016,1.0543120581019139e-06,1.4437239725939577e-07
2017,4.5104910384452523e-07,9.383230548110078e-08
2018,6.074191389870975e-07,1.1797302712501789e-07
2019,8.482034417056639e-07,1.158148418833882e-07
