year,serions_VERB en_ADP,serions_VERB sans_ADP
1916,1.7909563609919132e-07,3.4061130804730055e-08
1917,2.3906804358375666e-07,4.276905585243185e-08
1918,1.780388316774406e-07,4.709414369585829e-08
1919,1.9888952351720945e-07,3.498982437122322e-08
1920,1.5674520170705364e-07,2.0445025228355007e-08
1921,1.522122232699985e-07,3.634918854800162e-08
1922,1.7338147983991803e-07,1.623145884366295e-08
1923,1.9639503534563119e-07,5.201814445854325e-08
1924,2.3720589581444074e-07,1.804827398643738e-08
1925,1.8696901804560184e-07,3.739380360912037e-08
1926,1.7387975503879716e-07,4.0126099776216506e-08
1927,1.79502521291397e-07,2.4528294062520217e-08
1928,1.428255131941114e-07,3.7705934374798744e-08
1929,1.7044821731815318e-07,3.676334259239411e-08
1930,1.5650368823116878e-07,2.520864939015155e-08
1931,2.1670177829946624e-07,2.737285598186645e-08
1932,1.8521616595990054e-07,5.698959171240858e-08
1933,1.5944220876917825e-07,4.01473165823063e-08
1934,1.7133659468981932e-07,2.3963160344919743e-08
1935,1.4361941680363088e-07,2.8723881939640705e-08
1936,1.6489612164605205e-07,3.6374142808881516e-08
1937,1.951623289642157e-07,2.895957251780601e-08
1938,1.9577473153731262e-07,3.630260181353151e-08
1939,1.7129336526977568e-07,3.5176316970364496e-08
1940,1.3186071612381056e-07,1.7750480196809804e-08
1941,1.0035108743977617e-07,2.9515025090631752e-08
1942,1.7295006671247393e-07,3.3376331032286544e-08
1943,1.7709734834170376e-07,4.064529335323641e-08
1944,1.8957798886276578e-07,3.855823393905666e-08
1945,2.2656442411062017e-07,3.267756198965799e-08
1946,2.0881655871107796e-07,3.7586982415405146e-08
1947,2.0503898667811882e-07,3.457052599742383e-08
1948,1.6742707487082953e-07,3.044128504825494e-08
1949,1.5903553673979332e-07,2.7487622844546422e-08
1950,2.1483430145963212e-07,3.403315673722318e-08
1951,1.9190522948520083e-07,3.4116485636559446e-08
1952,1.7715269962081948e-07,2.5307528517259925e-08
1953,2.0793487465198268e-07,4.417269394707546e-08
1954,1.9838248022097105e-07,4.788542540268281e-08
1955,1.604938972832315e-07,2.9095383879962355e-08
1956,1.7529494300561055e-07,4.098936656760088e-08
1957,1.7405024266281544e-07,4.240818185508033e-08
1958,1.9357050007329235e-07,2.3989505493204888e-08
1959,1.4571405415608751e-07,4.4954337141689393e-08
1960,1.792495822883211e-07,2.8375417571169237e-08
1961,2.1469811883889633e-07,3.196153386397782e-08
1962,1.5347534088050452e-07,4.5662087444497956e-08
1963,1.6294454496801336e-07,2.8450633848819962e-08
1964,1.7521828965527675e-07,3.6503809752730376e-08
1965,1.9371033488368994e-07,3.283226135408768e-08
1966,1.567558172155259e-07,2.3818021332999706e-08
1967,1.6615230435945705e-07,2.859594694371026e-08
1968,1.6752980513956572e-07,1.8863946849023705e-08
1969,1.7394931717262807e-07,4.5871754394966047e-08
1970,2.2579739322736714e-07,3.311081897550139e-08
1971,1.700809519888935e-07,3.3913423180820246e-08
1972,1.6313866524342302e-07,2.4624704053621826e-08
1973,1.6429346771928977e-07,2.0950174928202614e-08
1974,1.575160126776609e-07,2.1377172032543967e-08
1975,1.5535226793872425e-07,1.3707552426467373e-08
1976,1.319824747270104e-07,2.2282755196556536e-08
1977,1.6454988838177087e-07,3.8786758693731826e-08
1978,1.2712865782305016e-07,2.1386128423728223e-08
1979,1.503957207660278e-07,3.043026097770962e-08
1980,1.654378820603597e-07,2.1603572264439208e-08
1981,1.4865041464418027e-07,2.1506869174459098e-08
1982,1.3718580760269106e-07,1.8622506203769262e-08
1983,1.6230362120950304e-07,3.2839643893112225e-08
1984,1.7281045927575178e-07,2.3196033538397387e-08
1985,1.6362318433493783e-07,2.3460676956688076e-08
1986,1.738400783324323e-07,1.9182353483415682e-08
1987,1.429931160146225e-07,2.0165694891716157e-08
1988,1.5111315576632478e-07,1.5591039570495013e-08
1989,1.3500780937647505e-07,3.237991919036176e-08
1990,1.5365195338290505e-07,2.9967580417178397e-08
1991,1.406751692911712e-07,2.2859714121636898e-08
1992,1.2507572932918265e-07,2.0386792698445788e-08
1993,1.6119093970701215e-07,2.3264671966671813e-08
1994,1.529728734794844e-07,3.0594573985354145e-08
1995,1.5616657833561476e-07,2.331653803366862e-08
1996,1.5747372117402847e-07,1.7081895009596337e-08
1997,1.7645211869421473e-07,3.212579358091716e-08
1998,1.492424388516156e-07,2.288702027897216e-08
1999,1.5173067424711917e-07,2.2851006420410158e-08
2000,1.6611798514531984e-07,2.2090157258958243e-08
2001,1.257407831189994e-07,1.796296800193886e-08
2002,1.5597149172208447e-07,2.6287329646379476e-08
2003,1.5667630748339434e-07,3.1251921939201566e-08
2004,1.4844145823644794e-07,3.479784993487556e-08
2005,1.5222673255266272e-07,3.0625496805214425e-08
2006,1.375375262568923e-07,3.1295964930677656e-08
2007,1.2622555800589907e-07,2.915970043204652e-08
2008,1.5837674993690598e-07,3.8316958494988285e-08
2009,1.3684712030226365e-07,3.2423709939166656e-08
2010,1.5446802592578024e-07,3.3066552163063534e-08
2011,1.594596312770591e-07,4.5887663446819715e-08
2012,1.7191476331390732e-07,4.6978687606724634e-08
2013,1.997013470145248e-07,4.825186294965533e-08
2014,1.9878787327343161e-07,4.655707286360666e-08
2015,1.810942080737732e-07,4.6104769779731214e-08
2016,1.9387742611343128e-07,5.033356131889377e-08
2017,1.972239260794595e-07,5.182159412697729e-08
2018,1.9696591380125028e-07,5.395265390006898e-08
2019,1.9413016616454115e-07,4.234639661149231e-08
