year,des_DET eaux_NOUN,des_DET sots_NOUN
1945,4.028054089388888e-06,2.3963545459082525e-07
1946,4.195820942243245e-06,3.076564132342696e-07
1947,3.857593902978351e-06,2.9206134932735495e-07
1948,4.4379048134146615e-06,2.609253091367947e-07
1949,4.915376095482316e-06,2.493520074864364e-07
1950,4.415802159485338e-06,2.4354978922502823e-07
1951,4.885054256220656e-06,2.7079961206766257e-07
1952,5.54867567714723e-06,1.9929679417884927e-07
1953,5.548521041731647e-06,1.9716104504574616e-07
1954,5.312350786823572e-06,2.1108677583647761e-07
1955,5.132050361567053e-06,2.0929905542033111e-07
1956,4.85767606051013e-06,2.755880643690034e-07
1957,5.200303036190235e-06,2.111574048946352e-07
1958,5.048550388409012e-06,2.489945245542913e-07
1959,4.817864891037971e-06,2.3562273665511668e-07
1960,4.924864803967921e-06,2.6852832846202546e-07
1961,4.858153069164928e-06,2.001069807633371e-07
1962,4.328385351470843e-06,2.6763054705725153e-07
1963,4.393036736161093e-06,2.528226845655013e-07
1964,4.560542503639908e-06,3.0724039290497274e-07
1965,4.31798943267836e-06,2.560916350091702e-07
1966,5.06160660762589e-06,2.642138721142828e-07
1967,5.0047836275268764e-06,3.081459847287249e-07
1968,4.77662083397945e-06,2.968825789650964e-07
1969,4.685277286142764e-06,2.0392493160770186e-07
1970,4.679662534812223e-06,2.6350694137811104e-07
1971,4.647680352576344e-06,2.307140407609154e-07
1972,4.618158200742073e-06,1.8314624661286416e-07
1973,4.508698193461669e-06,2.0453986060431362e-07
1974,4.984256406714849e-06,1.5582833290395115e-07
1975,4.726249731135113e-06,1.3364863971077057e-07
1976,4.724515587639644e-06,1.6055010609861142e-07
1977,4.3552831421322935e-06,1.433934793126923e-07
1978,3.976631784752271e-06,1.7405933172565113e-07
1979,4.152560173054098e-06,1.8901873222176846e-07
1980,4.253629711570284e-06,1.5008797804583196e-07
1981,3.919943097230316e-06,1.777479368691992e-07
1982,4.038600888378596e-06,1.4215179766630115e-07
1983,3.4879489696493238e-06,1.5219912330444174e-07
1984,3.709045756750129e-06,1.5077422088616288e-07
1985,4.073134419968483e-06,1.8949008051549754e-07
1986,3.33952788267311e-06,1.6664669333366078e-07
1987,3.661601468252229e-06,1.6499204980036097e-07
1988,3.44262155849151e-06,1.5471108794073984e-07
1989,3.4772741805966234e-06,1.547650521072086e-07
1990,3.6582242799454434e-06,1.5092763083757177e-07
1991,3.1874648271923434e-06,1.5825956423132226e-07
1992,3.114220390898481e-06,1.6364533506063594e-07
1993,3.0160983719440537e-06,1.4678900095432823e-07
1994,3.1296139688663516e-06,1.466429604413122e-07
1995,3.113028970602727e-06,1.3773024409857726e-07
1996,3.033103904925838e-06,1.3398611864445797e-07
1997,2.9220088073600436e-06,1.3138010590552085e-07
1998,2.8899631168144424e-06,1.44951122438286e-07
1999,3.118248304900817e-06,1.0420058704774249e-07
2000,2.7762909446948925e-06,1.2856471665045888e-07
2001,2.794336861455804e-06,1.1960708032332512e-07
2002,2.485466890078669e-06,1.257410635613354e-07
2003,2.755586173464053e-06,1.3334152981769876e-07
2004,2.3332178891166677e-06,1.3390565600790438e-07
2005,2.4833675205115924e-06,1.252042420851751e-07
2006,2.58891749460588e-06,1.297135312494646e-07
2007,2.371921908661534e-06,1.3061947679027242e-07
2008,2.570216256714275e-06,1.3112914820645472e-07
2009,2.640624948924142e-06,1.1443661751542322e-07
2010,2.650992591668455e-06,1.0297868779929331e-07
2011,3.1027709646025414e-06,1.1663114185544998e-07
2012,2.6028916657594436e-06,1.3719138935996966e-07
2013,2.386096483064648e-06,1.6093251709037304e-07
2014,2.5058532671096145e-06,2.1524525539717843e-07
2015,2.4663834317095734e-06,2.4249335206505407e-07
2016,2.929910493776333e-06,2.3364716383866835e-07
2017,2.845408030083263e-06,1.1647280162563334e-07
2018,2.4431000227309596e-06,1.5075765125160956e-07
2019,2.2912971751054556e-06,2.5892526389625914e-07
