year,dix_DET eaux_NOUN,dix_DET seaux_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,9.524730337773235e-09
1802,0.0,8.951360541686881e-09
1803,0.0,5.851017448321727e-09
1804,7.4155526164076946e-09,4.943701981119375e-08
1805,0.0,3.4114531644036106e-08
1806,1.729001475325731e-08,0.0
1807,2.8469551160981155e-09,5.693910232196231e-09
1808,4.5321479902327155e-09,0.0
1809,2.259030518203531e-09,9.036122072814123e-09
1810,1.1700633351097167e-08,7.020380277111826e-09
1811,0.0,2.5070768572277302e-08
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,3.4613449884091096e-08
1815,0.0,5.394447111228828e-09
1816,0.0,0.0
1817,3.113746815941454e-09,0.0
1818,0.0,1.3113295338484932e-08
1819,0.0,2.070210003424222e-09
1820,1.779972080839798e-08,9.493184904840746e-09
1821,0.0,1.3806083387635226e-08
1822,1.0025615893027862e-09,1.5038423839541792e-08
1823,0.0,1.8777104315859106e-08
1824,0.0,3.3684450784221553e-09
1825,0.0,4.4027217427355936e-09
1826,8.807984341885344e-10,0.0
1827,0.0,2.5808365222701468e-08
1828,0.0,9.172301251858528e-10
1829,0.0,6.858540846366168e-09
1830,1.0436835840010872e-09,0.0
1831,1.5591206103948707e-09,1.2472964883158966e-08
1832,1.8941957335982806e-08,0.0
1833,6.950177322551099e-09,5.791814139399776e-09
1834,0.0,2.8003592777992026e-09
1835,0.0,6.050470346963266e-09
1836,0.0,6.720750067579218e-10
1837,1.3915781860163179e-09,2.7831563720326358e-09
1838,6.312161904276081e-10,0.0
1839,6.9914749545318955e-09,2.0974426639952526e-09
1840,6.369688665408546e-10,0.0
1841,0.0,3.2102742686390684e-09
1842,0.0,0.0
1843,0.0,1.1813822142769936e-09
1844,2.7442805805577564e-09,1.2623690537338916e-08
1845,5.580227946389016e-10,2.2320911785556063e-09
1846,0.0,0.0
1847,5.393223645455691e-10,0.0
1848,0.0,4.02261068899179e-09
1849,0.0,0.0
1850,0.0,0.0
1851,1.9348316282474798e-09,4.514607354622058e-09
1852,6.510545436100301e-10,4.557382027314816e-09
1853,0.0,5.971931837933653e-10
1854,0.0,3.117398783558656e-09
1855,1.5920811335945473e-09,2.1227748447927297e-09
1856,5.177189232874468e-10,2.0708756931497874e-09
1857,9.763017949637742e-09,0.0
1858,0.0,0.0
1859,2.036869339860914e-09,3.055304009791371e-09
1860,1.8308735638683515e-09,3.204028820036342e-09
1861,2.8295781828724387e-09,1.8863854922557266e-09
1862,1.1294965851504912e-08,1.8071945051545413e-09
1863,1.4983862484108101e-09,3.496234635136375e-09
1864,1.9178911792039344e-09,2.8768367688059016e-09
1865,1.8827377989971694e-09,5.177528628053096e-09
1866,0.0,5.838735717134114e-09
1867,4.85281148598915e-10,3.396968040192405e-09
1868,1.4819622196071691e-09,0.0
1869,1.0255390314739543e-08,0.0
1870,5.734048791339319e-10,0.0
1871,4.248470908407853e-09,1.6993883633631413e-08
1872,1.8746751262455064e-08,0.0
1873,1.3169210166807943e-08,2.3944017879529156e-09
1874,1.9716209442854904e-08,7.766991494406739e-09
1875,1.2015207051518928e-08,0.0
1876,2.0556450319730857e-08,1.813804439976252e-09
1877,9.27722432209066e-09,4.9478527941460015e-09
1878,9.058633176906028e-09,6.039088673581716e-10
1879,8.553055375060126e-09,0.0
1880,2.5671385017744797e-09,6.417846254436199e-10
1881,2.0917522824959178e-08,2.7890030285249168e-09
1882,1.7969540522244642e-08,6.655385131892899e-10
1883,2.9700893744433188e-08,6.319338941018771e-10
1884,1.3203393933736152e-08,6.601696966868076e-10
1885,1.0957580620640783e-08,6.445635691854079e-10
1886,2.968593459939939e-08,6.453463874400711e-10
1887,3.460330111337839e-08,1.3057849246322917e-09
1888,5.706553452000662e-09,1.9021844099853524e-09
1889,2.5687060478674084e-08,6.265136742733546e-10
1890,8.520702365899524e-09,1.3108772956016423e-09
1891,9.561329950003028e-09,3.824531802365527e-09
1892,2.005923960268774e-08,6.268512375839919e-10
1893,9.23762488724833e-09,2.463366621796581e-09
1894,5.671385583383426e-09,1.8904617871129403e-09
1895,1.0833505648122355e-08,0.0
1896,2.358811590497112e-09,1.179405795248556e-09
1897,6.992056156285287e-09,0.0
1898,1.1882545614128048e-08,5.6583548957434e-10
1899,1.1055156790007459e-08,1.1055156790007459e-09
1900,1.5573159428683425e-09,5.191053142894475e-10
1901,2.235495621949468e-09,0.0
1902,1.9641135384773634e-09,9.820567692386817e-10
1903,1.0800440541913758e-09,0.0
1904,1.289910045443321e-08,3.2247751136083025e-09
1905,2.0643036169332163e-09,1.5482277682110634e-09
1906,3.086510713679047e-09,5.144184522798412e-10
1907,8.228549397415463e-09,3.599990305858114e-09
1908,6.875944702500192e-09,9.331639461152008e-09
1909,5.500983557560346e-09,6.60118004702781e-09
1910,3.2064905175488434e-09,1.068830135508847e-09
1911,1.0108711201439746e-08,0.0
1912,7.814131564032323e-09,5.209421227725386e-10
1913,1.1136278676993072e-08,2.6514948014977335e-09
1914,6.696743715117748e-10,0.0
1915,0.0,0.0
1916,2.197492410260793e-09,0.0
1917,5.483212106582869e-09,1.0966424435210342e-09
1918,9.189101035644853e-09,0.0
1919,9.207848372660976e-10,0.0
1920,7.572231730534895e-10,7.572231730534895e-10
1921,6.058197998815018e-09,3.7863738810983705e-09
1922,1.2542490157585462e-08,0.0
1923,5.307974060286824e-09,0.0
1924,7.734974771800296e-09,1.0313299547703991e-08
1925,5.499088961968823e-09,5.499089184013428e-09
1926,1.114613823460786e-08,5.57306911730393e-09
1927,1.1149225098705529e-08,0.0
1928,1.82816659588525e-08,2.2852082448565625e-09
1929,2.116677211283502e-08,3.342121912552898e-09
1930,1.7856125911208665e-08,2.100720708497761e-09
1931,1.4826963656844327e-08,0.0
1932,4.38381475564853e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,5.98414207075848e-09,1.196828414151696e-09
1936,4.849885826274658e-09,2.424942913137329e-09
1937,2.5182236296217297e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,2.4273694165799498e-08,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,8.352662561605939e-09,0.0
1947,8.344609669919123e-09,5.960435700558264e-09
1948,1.0871888278529696e-08,0.0
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,0.0,3.190608444114673e-09
1951,2.1322803522849654e-09,4.264560704569931e-09
1952,8.435843135146115e-09,0.0
1953,1.0773827385790469e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,1.8771215692936494e-09,0.0
1956,1.4825940475304833e-08,2.616342476002842e-09
1957,2.6505113659425206e-09,8.835037701437898e-10
1958,5.790570523078742e-09,8.272243445794913e-10
1959,4.650448914844674e-09,7.750747821333448e-10
1960,2.076250060767393e-09,2.7683333403416555e-09
1961,2.779263708063695e-09,6.948159270159238e-10
1962,0.0,3.805173953708163e-09
1963,1.0345685086399214e-08,6.466053248388448e-10
1964,4.867174552281028e-09,0.0
