year,dix_DET eaux_NOUN,dix_DET seaux_NOUN
1965,4.924839036579698e-09,0.0
1966,6.092982340888398e-09,1.6617224263271169e-09
1967,6.902469928959931e-09,2.9582012395223956e-09
1968,7.63540675130514e-09,1.3474247273492779e-09
1969,7.720988071113766e-09,9.083515606356229e-10
1970,2.2993624781975086e-09,1.8394900047624674e-09
1971,9.762955333059153e-09,1.541519245584766e-09
1972,9.747278983951446e-09,2.0520587451500205e-09
1973,3.859242758696979e-09,0.0
1974,9.56347201430674e-09,1.6876715580593782e-09
1975,9.138368284311582e-09,0.0
1976,9.712995630017929e-09,1.142705374768127e-09
1977,9.40285116435291e-09,1.1753563677885381e-09
1978,1.425741957827853e-08,5.940591352171509e-10
1979,1.1703946478647254e-08,1.7555920051037788e-09
1980,1.0233271230397634e-08,4.548120546843393e-09
1981,1.9609203594228575e-08,3.1627747087981106e-09
1982,4.966001831974154e-09,1.8622506869903077e-09
1983,5.052252616266628e-09,0.0
1984,2.3196033982486597e-09,1.1598016991243298e-09
1985,2.045289804186723e-08,2.4062232206745193e-09
1986,6.593933954412989e-09,1.7983456945813714e-09
1987,1.1610551853280526e-08,0.0
1988,7.195864570874733e-09,1.1993107618124554e-09
1989,3.841685636274406e-09,1.0976244357863152e-09
1990,3.8140557934163155e-09,2.179460389939436e-09
1991,8.206051171910644e-09,2.344586080837985e-09
1992,7.713921945651236e-09,1.1019888335184191e-09
1993,6.64704896680135e-09,5.539207426075166e-10
1994,4.747434001473039e-09,2.1099706426497278e-09
1995,3.79571546416102e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,0.0
1997,8.630810177656656e-09,2.876936688878118e-09
1998,3.814503268806391e-09,1.43043876743576e-09
1999,6.8553016596695215e-09,9.140402323914998e-10
2000,4.859834423776022e-09,4.4180314962005696e-10
2001,1.007678718245586e-08,2.190605918883648e-09
2002,2.190610748353805e-09,4.38122149670761e-10
2003,9.16723019717125e-09,4.1669229178253886e-10
2004,5.285749615779878e-09,0.0
2005,5.854874474131577e-09,2.251874686720612e-09
2006,5.765045940631097e-09,8.235779835885637e-10
2007,3.994479552682506e-09,1.5977917877663117e-09
2008,3.831695793987677e-09,1.7029758714315335e-09
2009,1.907277002999308e-09,0.0
2010,8.975206911010503e-09,4.723793023408973e-10
2011,2.6767803529281764e-09,0.0
2012,2.042551627834399e-09,3.404252713057332e-10
2013,3.0680376017500066e-09,3.0680376017500066e-09
2014,2.815078753437561e-09,3.4647122948427977e-09
2015,1.9949178142741886e-09,4.654808538617772e-09
2016,1.0356699942093428e-09,2.6927420293532123e-09
2017,1.0062445321423752e-09,1.0062445321423752e-09
2018,1.0325866828253538e-09,2.323319980845895e-09
2019,5.1019755087367e-10,2.5509878653906526e-09
