year,suis_VERB allemand_ADJ,suis_VERB salement_ADV
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,3.900678446910888e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,2.9367397402779716e-08,0.0
1810,7.020380277111826e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,1.7254450312975678e-08,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.2454986930698908e-08,0.0
1818,2.3842355423298045e-08,0.0
1819,0.0,0.0
1820,3.5599443393152796e-09,0.0
1821,1.577838126820552e-08,0.0
1822,0.0,0.0
1823,3.95307486744656e-09,0.0
1824,8.421112696055388e-09,0.0
1825,0.0,0.0
1826,1.2331177634550272e-08,0.0
1827,6.452091028119611e-09,0.0
1828,9.172301251858528e-10,0.0
1829,3.429270423183084e-09,7.715858174606183e-09
1830,4.174734336004349e-09,0.0
1831,1.2472964883158966e-08,0.0
1832,1.8941957335982806e-08,0.0
1833,5.791814250422078e-09,0.0
1834,1.9602514722549813e-08,0.0
1835,1.5882484660778573e-08,0.0
1836,2.688300027031687e-09,0.0
1837,1.87863058442872e-08,0.0
1838,1.8936485712828244e-09,0.0
1839,2.7965900706306e-09,0.0
1840,1.46502836528839e-08,0.0
1841,2.3113974734201292e-08,0.0
1842,8.720744570922534e-09,0.0
1843,4.134837805480629e-09,5.906911071384968e-10
1844,4.390849017710252e-09,0.0
1845,1.0044410636567136e-08,1.1160455892778032e-09
1846,1.3465353276842507e-08,0.0
1847,3.235934187273415e-09,0.0
1848,4.82713291560799e-09,0.0
1849,1.1731180915575123e-08,0.0
1850,1.3577992064028876e-08,0.0
1851,4.514607132577453e-09,0.0
1852,1.3021090872200602e-09,0.0
1853,1.6721409590303438e-08,0.0
1854,1.7145692199349583e-08,0.0
1855,2.1227748447927297e-08,0.0
1856,5.177189066341015e-09,0.0
1857,5.369660049936442e-09,4.881509085841174e-10
1858,1.7617232783706527e-08,0.0
1859,3.5645213447565993e-09,0.0
1860,1.1900677776566226e-08,0.0
1861,1.1789909493131745e-08,0.0
1862,4.517986429419807e-09,0.0
1863,6.493007020935693e-09,0.0
1864,5.274200631788517e-09,0.0
1865,1.0825741858511151e-08,0.0
1866,6.325296841858119e-09,0.0
1867,3.88224918879132e-09,0.0
1868,8.89177353968762e-09,0.0
1869,7.325278605918584e-09,0.0
1870,1.6055337059839303e-08,0.0
1871,1.805600113868877e-08,0.0
1872,1.69325495846806e-08,0.0
1873,4.788803575905831e-09,0.0
1874,6.5720701658555924e-09,0.0
1875,1.1443054226401017e-08,0.0
1876,1.0882827083946722e-08,0.0
1877,4.329371083855449e-09,0.0
1878,1.1474268590827563e-08,0.0
1879,7.94212295929242e-09,0.0
1880,1.2835692508872398e-08,0.0
1881,1.743126887276958e-08,0.0
1882,1.7969539856110828e-08,0.0
1883,1.2638677937548692e-08,0.0
1884,1.650424241717019e-08,0.0
1885,3.86738152613475e-09,0.0
1886,4.517424601058195e-09,0.0
1887,1.697520346510828e-08,0.0
1888,1.0779044989916997e-08,0.0
1889,1.879540939553337e-08,0.0
1890,6.554386478008212e-09,0.0
1891,3.1871101313640793e-09,0.0
1892,2.5074049503359674e-09,0.0
1893,1.2932674542387446e-08,0.0
1894,1.2603078580752936e-08,0.0
1895,1.083350631425617e-08,0.0
1896,1.35631669784253e-08,0.0
1897,7.574727511894253e-09,0.0
1898,1.5277557996462576e-08,0.0
1899,1.3818945987509323e-08,0.0
1900,9.34389543516545e-09,5.191053142894475e-10
1901,2.794369402536745e-09,0.0
1902,1.9641135939885146e-09,0.0
1903,7.560308379339631e-09,5.400220270956879e-10
1904,1.6123875568041512e-09,0.0
1905,3.6125313851442797e-09,0.0
1906,8.230695014432854e-09,1.0288369045596824e-09
1907,2.5714217422034835e-09,0.0
1908,8.349361202419914e-09,0.0
1909,1.1552065415365576e-08,0.0
1910,1.2291546447329438e-08,0.0
1911,2.074945903984826e-08,0.0
1912,7.814131564032323e-09,0.0
1913,5.833288574397244e-09,0.0
1914,1.3393487763302403e-08,0.0
1915,1.4019106853169205e-07,3.534228465440492e-09
1916,2.0656429278176347e-07,1.0987462051303964e-09
1917,1.655930104149661e-07,0.0
1918,8.72964598386261e-08,0.0
1919,1.1049418269237776e-08,9.207848372660976e-10
1920,9.843901249695364e-09,7.572231730534895e-10
1921,1.741731914250977e-08,0.0
1922,2.5822774141204263e-08,0.0
1923,3.1847843917631735e-08,0.0
1924,2.1915761649893284e-08,0.0
1925,8.798542117105512e-09,0.0
1926,3.343841648018042e-09,0.0
1927,2.4528294062520217e-08,0.0
1928,1.0283437212876834e-08,0.0
1929,1.3368487206122381e-08,1.1140406375176326e-09
1930,5.2518018822667045e-09,0.0
1931,2.623232031595535e-08,1.1405356659111021e-09
1932,2.8494794523936662e-08,0.0
1933,2.1794257953899887e-08,1.1470662197865522e-09
1934,3.235026646564165e-08,1.1981580172459871e-09
1935,2.393656828303392e-09,1.196828414151696e-09
1936,4.849885826274658e-09,0.0
1937,2.3923124703451037e-08,0.0
1938,1.8151300351654243e-08,0.0
1939,3.058810182920979e-08,0.0
1940,2.5357828725702802e-08,0.0
1941,2.3612021671226557e-08,0.0
1942,1.5171058853624686e-08,0.0
1943,4.0645293575281016e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.9606535950345005e-08,6.535512131478072e-09
1946,1.2528993842408909e-08,0.0
1947,2.7418004089341252e-08,2.3841741914054637e-09
1948,1.6307831529616124e-08,0.0
1949,2.2579119018928395e-08,0.0
1950,1.1698897628420468e-08,0.0
1951,2.2388944032059044e-08,2.1322803522849654e-09
1952,1.2653764702719172e-08,1.0544803918932644e-09
1953,2.1547655659759357e-08,0.0
1954,2.443134050622575e-08,1.9545072227344917e-09
1955,1.6894095011821264e-08,2.815682353940474e-09
1956,5.232684952005684e-09,8.72114158667614e-10
1957,2.5621608834569543e-08,8.835037701437898e-10
1958,3.14345241503311e-08,1.6544486891589827e-09
1959,1.3951345856355601e-08,3.100299128533379e-09
1960,1.1073333361366622e-08,2.076250060767393e-09
1961,1.389631831827387e-08,0.0
1962,1.4586500007851555e-08,0.0
1963,2.2631186702426476e-08,6.466053248388448e-10
1964,2.8594651535485127e-08,1.8251904432275978e-09
1965,2.0246560872294594e-08,5.472043373977442e-10
1966,1.1078149952936656e-08,2.769537488234164e-09
1967,1.6763141097442258e-08,9.860671168482327e-10
1968,2.5601070152703187e-08,4.042274071025531e-09
1969,1.725867981861029e-08,1.3625273131978588e-09
1970,1.609553734738256e-08,1.3796175313274261e-09
1971,1.4901352152207892e-08,6.166076982339064e-09
1972,1.282536676860957e-08,2.565073486948677e-09
1973,8.269805729099744e-09,4.410563025913916e-09
1974,1.2938814908380891e-08,0.0
1975,1.7134440533084216e-08,2.2845920710778955e-09
1976,8.570290255249802e-09,0.0
1977,9.402850942308305e-09,2.3507127355770763e-09
1978,9.504946163474415e-09,5.940591352171509e-10
1979,1.521513093294402e-08,1.1703946700691858e-09
1980,1.5349906679062997e-08,5.685150683554241e-10
1981,1.2018543937841741e-08,3.1627747087981106e-09
1982,1.6139505731871395e-08,0.0
1983,1.1999100379966876e-08,6.315316047889041e-10
1984,1.3917619945402748e-08,5.799008495621649e-10
1985,1.6242006406486098e-08,3.0077789148208467e-09
1986,1.6784559075944117e-08,1.1988970927134801e-09
1987,1.649920555735207e-08,0.0
1988,1.5591040236628828e-08,4.797243047249822e-09
1989,1.9208427737282818e-08,3.2928733073589456e-09
1990,1.3076762339636616e-08,5.44865097484859e-10
1991,1.699824903056424e-08,5.861465202094962e-10
1992,9.91789939064347e-09,2.2039776670368383e-09
1993,2.7142116110212555e-08,1.1078414852150331e-09
1994,1.8462243289718572e-08,5.274926606624319e-10
1995,1.138714633697191e-08,0.0
1996,1.7081895009596337e-08,1.6014276571496566e-09
1997,9.110299625803009e-09,9.58978896292706e-10
1998,1.9072516899143466e-08,9.536258449571733e-10
1999,2.0565904979008565e-08,2.7421207526856506e-09
2000,1.678851990760677e-08,1.3254094488601709e-09
2001,1.5772362527144423e-08,2.190605918883648e-09
2002,1.5772397610192e-08,2.1906108038649563e-09
2003,1.4167538253673229e-08,1.2500769308587678e-09
2004,1.1011977996133737e-08,1.7619165015858584e-09
2005,1.5763123251133493e-08,4.5037495954858286e-10
2006,1.6883348941121312e-08,2.0589450144825605e-09
2007,1.7975157806660036e-08,1.5977917877663117e-09
2008,2.2564430324223395e-08,2.554463751636149e-09
2009,2.0980047032992388e-08,4.291373478793048e-09
2010,2.4563724387860475e-08,4.723792912386671e-09
2011,1.606068211756906e-08,3.4415748029203996e-09
2012,2.4170193846373422e-08,9.19148224198807e-09
2013,2.7891251086487046e-08,7.2517249982695375e-09
2014,2.5985341878254076e-08,8.445236510112863e-09
2015,2.549061672851849e-08,9.97458915463767e-09
2016,2.0713399884186856e-08,6.8354220061905835e-09
2017,1.8867084783380506e-08,8.301517695485927e-09
2018,2.1684321005466245e-08,9.29327992338358e-09
2019,2.3213988953330045e-08,9.438654302584837e-09
