year,étais_VERB en_PRON,étais_VERB sans_ADP,etais_VERB sans_ADP
1800,0.0,1.2576657937302116e-08,0.0
1801,0.0,0.0,0.0
1802,0.0,2.2378401354217203e-09,2.2378401354217203e-09
1803,0.0,0.0,0.0
1804,0.0,7.4155526164076946e-09,0.0
1805,0.0,1.7057265822018053e-08,0.0
1806,0.0,2.881669125542885e-09,0.0
1807,0.0,0.0,0.0
1808,0.0,6.798221985349073e-09,0.0
1809,0.0,6.7770917766551975e-09,0.0
1810,2.3401267590372754e-09,1.4040760554223652e-08,0.0
1811,0.0,3.008491944456182e-08,0.0
1812,2.6672082320544632e-09,0.0,0.0
1813,0.0,1.7254450312975678e-08,0.0
1814,0.0,6.293354282149721e-09,3.1466771410748606e-09
1815,0.0,0.0,0.0
1816,0.0,4.6352077731626196e-09,0.0
1817,1.556873407970727e-09,3.7364962679475866e-08,0.0
1818,1.1921177378582115e-09,3.5763532135746345e-09,0.0
1819,0.0,1.1386155129855524e-08,0.0
1820,1.1866481131050932e-09,5.933240565525466e-09,0.0
1821,0.0,9.861488514673056e-09,9.86148829262845e-10
1822,1.0025615893027862e-09,1.0025615893027862e-08,0.0
1823,0.0,9.882686669016039e-09,9.882686891060644e-10
1824,0.0,1.7684335773537896e-08,0.0
1825,8.805443041381977e-10,1.937197424695114e-08,0.0
1826,2.642395191543301e-09,3.5231937367541377e-09,1.7615968683770689e-09
1827,1.8434546111834038e-09,1.8434546111834038e-09,9.217273055917019e-10
1828,0.0,7.337841001486822e-09,0.0
1829,1.0287811491593857e-08,2.571952872898464e-09,0.0
1830,1.0436835840010872e-09,1.1480519646056564e-08,0.0
1831,0.0,9.354723218280014e-09,1.5591206103948707e-09
1832,2.705993873419743e-09,1.352996914505411e-08,0.0
1833,1.1583628500844156e-09,6.486831694019202e-08,0.0
1834,1.8669061851994684e-09,2.14694217959277e-08,0.0
1835,7.563087933704082e-10,2.0420337421001022e-08,7.563087933704082e-10
1836,6.720750067579218e-10,1.008112526790228e-08,6.720750067579218e-10
1837,6.957890930081589e-10,1.3219993100221927e-08,6.957890930081589e-10
1838,1.2624323808552163e-09,3.1560809521380406e-09,0.0
1839,0.0,2.7965900706306e-09,6.9914751765765e-10
1840,3.821813088222825e-09,9.554533164646273e-09,0.0
1841,0.0,1.7977535904378783e-08,0.0
1842,6.708265054555795e-10,1.0062397137744483e-08,0.0
1843,1.1813822142769936e-09,5.31621990873532e-09,0.0
1844,1.097712254427563e-09,2.085653250105679e-08,0.0
1845,0.0,1.2834524554250493e-08,0.0
1846,1.7563503984519002e-09,1.2294452567118697e-08,0.0
1847,3.775256551818984e-09,9.168480197274675e-09,0.0
1848,0.0,2.413566457803995e-09,0.0
1849,0.0,4.1897072478036534e-09,0.0
1850,0.0,5.431196825611551e-09,0.0
1851,1.2898877521649865e-09,8.384270167027807e-09,6.449438760824933e-10
1852,1.3021090872200602e-09,1.0416872697760482e-08,0.0
1853,3.5831591027601917e-09,5.971931837933653e-09,5.971931837933653e-10
1854,5.195664454227256e-10,1.2469595134234623e-08,5.195664454227256e-10
1855,0.0,2.4942604426314574e-08,0.0
1856,2.0708756931497874e-09,1.1389816201301528e-08,0.0
1857,2.9289055625270066e-09,7.810414537345878e-09,0.0
1858,4.893676019968041e-10,1.761723389392955e-08,0.0
1859,5.092173349652285e-10,5.092173349652285e-09,0.0
1860,9.154367819341758e-10,8.696649622663699e-09,4.577183909670879e-10
1861,2.357981809808507e-09,1.2733101684148096e-08,0.0
1862,0.0,1.0843167252971853e-08,9.035972525772706e-10
1863,0.0,7.991393324857654e-09,0.0
1864,9.589455896019672e-10,1.1986819536957682e-08,0.0
1865,1.4120533631256649e-09,1.7886009118228685e-08,0.0
1866,4.865612912574591e-10,1.216403244796993e-08,4.865612912574591e-10
1867,4.85281148598915e-10,9.7056229719783e-09,0.0
1868,4.93987406535723e-10,1.2843672791973404e-08,1.4819622196071691e-09
1869,4.883519366671862e-09,1.12320943657096e-08,0.0
1870,5.734048791339319e-10,1.6055336615750093e-08,0.0
1871,1.0621177271019633e-09,1.3807530230280918e-08,0.0
1872,1.8142017887967654e-09,4.23313739617015e-09,0.0
1873,3.591602570907071e-09,9.577607151811662e-09,0.0
1874,1.1949218281515073e-09,1.1949218503559678e-08,0.0
1875,4.577221712764867e-09,1.602027666081085e-08,0.0
1876,1.813804439976252e-09,1.6324239737741664e-08,0.0
1877,2.4739263970730008e-09,3.154256233983688e-08,0.0
1878,4.831270938865373e-09,1.4493812372506909e-08,3.6234530931267273e-09
1879,1.832797580370027e-09,2.077170613290491e-08,6.10932526790009e-10
1880,1.9253538763308597e-09,1.4119262203848848e-08,0.0
1881,0.0,1.8825771164188154e-08,0.0
1882,1.9966155395678697e-09,2.0631693686823382e-08,0.0
1883,6.319338829996468e-09,1.64302811356265e-08,0.0
1884,1.3203393933736152e-09,1.650424152899177e-08,0.0
1885,0.0,1.4180398189012067e-08,6.445635691854079e-10
1886,3.2267319927115068e-09,1.097088819790315e-08,0.0
1887,3.9173548849191775e-09,1.697520346510828e-08,0.0
1888,2.53624587998047e-09,1.5851536971922542e-08,0.0
1889,1.2530273485467092e-09,1.2530273707511697e-08,0.0
1890,0.0,1.1142456735058204e-08,0.0
1891,6.374220040683554e-10,8.92390783491237e-09,0.0
1892,1.8805537127519756e-09,1.002961980134387e-08,6.268512375839919e-10
1893,1.847525021858587e-09,8.621783287310336e-09,0.0
1894,6.9316934414587195e-09,1.3863386882917439e-08,6.301539290376468e-10
1895,6.018614495673091e-10,1.2639090662958097e-08,0.0
1896,0.0,1.1204354777305525e-08,0.0
1897,5.826713556089658e-10,1.3401440845939305e-08,0.0
1898,0.0,1.7540900287826844e-08,5.6583548957434e-10
1899,5.527578395003729e-10,1.713549302451156e-08,0.0
1900,2.595526460424935e-09,1.4015843596837385e-08,0.0
1901,0.0,1.2854099118442264e-08,0.0
1902,4.910283846193408e-10,8.347482705062248e-09,0.0
1903,0.0,1.1340462791054051e-08,0.0
1904,1.0749250378694342e-09,6.449550227216605e-09,0.0
1905,5.160759042333041e-10,1.857873321853276e-08,5.160759042333041e-10
1906,2.572092316910357e-09,8.230695236477459e-09,5.144184522798412e-10
1907,3.599990305858114e-09,1.1828539925318182e-08,0.0
1908,9.822778146428846e-10,1.3751889405000384e-08,0.0
1909,5.500983557560346e-10,9.901770070541716e-09,0.0
1910,5.344150677544235e-10,1.60324518105881e-08,0.0
1911,0.0,2.4473720827700163e-08,0.0
1912,5.209421227725386e-10,1.1460726589973547e-08,0.0
1913,0.0,1.1666577037772186e-08,5.30298971401777e-10
1914,4.68772043404897e-09,9.37544086809794e-09,0.0
1915,0.0,1.1780762143587253e-08,0.0
1916,0.0,1.0987462051303964e-09,0.0
1917,1.0966424435210342e-09,1.4256351654751143e-08,0.0
1918,0.0,1.4932290071101306e-08,0.0
1919,0.0,5.524709134618888e-09,0.0
1920,7.572231730534895e-10,3.786115865267448e-09,0.0
1921,1.5145494858259667e-09,1.060184651180407e-08,0.0
1922,0.0,1.8444838545406128e-08,0.0
1923,1.0615948120573648e-09,9.554353752605493e-09,0.0
1924,0.0,9.02413699321869e-09,0.0
1925,2.1996355847875293e-09,9.898360353588487e-09,0.0
1926,2.229227691330493e-09,2.229227646921572e-08,0.0
1927,4.4596899506643695e-09,1.0034302277972529e-08,0.0
1928,0.0,2.0566874425753667e-08,0.0
1929,1.1140406375176326e-09,1.7824650200282122e-08,1.1140406375176326e-09
1930,0.0,1.7856125467119455e-08,0.0
1931,0.0,1.710803587684495e-08,0.0
1932,0.0,1.8631212128639163e-08,0.0
1933,1.1470662197865522e-09,1.7205993074753678e-08,0.0
1934,0.0,2.2765002327673756e-08,0.0
1935,1.196828414151696e-09,9.574627313213568e-09,0.0
1936,2.424942913137329e-09,1.4549657478823974e-08,0.0
1937,0.0,3.021868266728234e-08,0.0
1938,2.5930428915188486e-09,1.1668692678767911e-08,0.0
1939,0.0,1.988226472349197e-08,0.0
1940,0.0,5.0715658339584024e-09,0.0
