year,mes_DET yeux_NOUN,mes_DET cieux_NOUN
1800,1.3975810929878207e-05,3.144164484325529e-09
1801,1.8685139707486087e-05,2.3811825844433088e-09
1802,1.2914575222566782e-05,3.3567602031325805e-08
1803,1.3829855674885039e-05,1.950339223455444e-09
1804,1.7260935237572994e-05,0.0
1805,1.553064100789925e-05,0.0
1806,1.152955860561633e-05,2.305335300434308e-08
1807,1.1683903608172841e-05,0.0
1808,1.2961943184564007e-05,0.0
1809,1.1480393197871308e-05,0.0
1810,1.8075139678330743e-05,0.0
1811,1.3091954542687745e-05,0.0
1812,1.0132724298728135e-05,8.00162425207418e-09
1813,1.6345716119303688e-05,0.0
1814,1.07679288134932e-05,0.0
1815,9.715398959997401e-06,2.697223555614414e-09
1816,1.0607673061713285e-05,0.0
1817,1.6314476170009584e-05,0.0
1818,1.4174280011047813e-05,0.0
1819,1.4032918215889367e-05,5.175524897538253e-09
1820,1.7069932596314175e-05,8.306536791735653e-09
1821,1.7330580476482282e-05,0.0
1822,1.5445463645846758e-05,4.010246357211145e-09
1823,1.5090863030309265e-05,9.882686891060644e-10
1824,1.5228740267048124e-05,0.0
1825,1.3639631163187005e-05,6.163809906922779e-09
1826,1.167586361816575e-05,0.0
1827,1.020444301502721e-05,0.0
1828,1.2153298996508966e-05,1.8344602503717056e-09
1829,1.1007958050868183e-05,1.714635211591542e-09
1830,1.5031131056275626e-05,0.0
1831,1.3179246650452114e-05,3.1182412207897414e-09
1832,1.5766473325129482e-05,9.470978667991403e-09
1833,1.5020490991446422e-05,5.791814139399776e-09
1834,1.2445730021681811e-05,6.534171426153534e-09
1835,1.3130276784067973e-05,7.563087933704082e-10
1836,1.222773312292702e-05,1.008112482381307e-08
1837,1.1207075317543058e-05,4.174734336004349e-09
1838,1.1086681013239286e-05,8.837027110075724e-09
1839,1.094934947332149e-05,0.0
1840,1.0147551307682079e-05,2.5478754661634184e-09
1841,1.1194868307029537e-05,1.926164561183441e-09
1842,1.1515407436490932e-05,9.391571076378114e-09
1843,1.0542654848677557e-05,6.497602011990011e-09
1844,9.952957299219634e-06,3.2931368743049916e-09
1845,9.688950143527109e-06,1.1160455892778032e-09
1846,9.883568736768211e-06,1.7563503984519002e-09
1847,8.564438758185133e-06,5.9325460100012606e-09
1848,9.915735404320003e-06,3.218088684420195e-09
1849,1.1230091985225954e-05,8.379414939696517e-10
1850,1.0440797353794551e-05,1.3577992064028876e-09
1851,8.94666169415359e-06,5.159551008659946e-09
1852,1.0207884599822137e-05,1.3021090872200602e-08
1853,1.029561013865532e-05,3.5831591027601917e-09
1854,1.1241339905154746e-05,2.0782657816909023e-09
1855,1.182014119649466e-05,2.653468555990912e-09
1856,1.0959592202652857e-05,1.3460691838940164e-08
1857,1.2516188860445254e-05,2.4407545762272775e-08
1858,1.1976783127920498e-05,4.404308473482388e-09
1859,1.1636634098977083e-05,3.055304009791371e-09
1860,1.3280698681228387e-05,1.1900677776566226e-08
1861,1.2286028606922628e-05,8.488735048217677e-09
1862,1.3328059765171929e-05,3.162590411776023e-09
1863,1.2253802651684964e-05,8.990317823531768e-09
1864,1.2301833464789524e-05,3.835782469430171e-09
1865,1.1884782395554794e-05,1.8827377989971694e-09
1866,1.0639635320330854e-05,2.919367692033603e-09
1867,1.0304460005272631e-05,9.7056229719783e-10
1868,1.0180586286878679e-05,2.9639244392143382e-09
1869,1.174681653992593e-05,1.0743741896135361e-08
1870,1.0306379408575594e-05,2.8670243956696595e-09
1871,9.907434389333503e-06,0.0
1872,9.98597096213416e-06,3.0236697590169115e-09
1873,9.599156811646026e-06,4.190203295451056e-09
1874,9.525319285330625e-06,7.766991938495948e-09
1875,1.1034537067189376e-05,8.58229043387837e-09
1876,9.89914045135265e-06,3.627608879952504e-09
1877,1.1383154060240486e-05,3.0924081073635534e-09
1878,8.4619708786704e-06,1.2078177347163432e-09
1879,8.705788218321686e-06,1.832797580370027e-09
1880,8.999745915616586e-06,1.4761046607247863e-08
1881,9.18348968070859e-06,4.183504653809678e-09
1882,8.80307820239068e-06,1.4641846846075168e-08
1883,8.362381578308486e-06,0.0
1884,8.215812073331108e-06,3.9610181801208455e-09
1885,6.788543686297999e-06,6.445635580831777e-09
1886,7.86677233577393e-06,7.098810428374236e-09
1887,7.745916036583367e-06,6.528924623161458e-10
1888,7.3145330929946795e-06,3.804368819970705e-09
1889,7.63908127510149e-06,1.8795409673089125e-09
1890,6.899147194872057e-06,2.6217545912032847e-09
1891,7.355849987789043e-06,7.0116419337296065e-09
1892,7.3680095908912335e-06,5.641661360300532e-09
1893,6.9466939578433085e-06,3.079208221734575e-09
1894,7.271345964454667e-06,3.150769645188234e-09
1895,7.390256712369592e-06,1.2037228991346183e-09
1896,7.37600393563298e-06,2.358811590497112e-09
1897,6.913395793617383e-06,1.1653427112179315e-09
1898,6.723257200746957e-06,1.6975064687230201e-09
1899,7.186404843650962e-06,2.2110313580014918e-09
1900,7.016227300482569e-06,3.114631885736685e-09
1901,6.199587915034499e-06,1.1177477832191585e-09
1902,5.683653427013269e-06,2.9461704187383475e-09
1903,6.321498034367323e-06,1.0800440541913758e-09
1904,6.116860816973713e-06,5.912087708281888e-09
1905,6.651186254202912e-06,1.5482276793932215e-08
1906,6.6406280154751585e-06,4.629765903985117e-09
1907,6.609582442251849e-06,2.5714217422034835e-09
1908,6.807676470543811e-06,1.964555629285769e-09
1909,7.284402528284772e-06,8.801573692096554e-09
1910,7.614345918227627e-06,6.412980813053082e-09
1911,7.649101917195367e-06,6.384448969498635e-09
1912,7.912068895166158e-06,1.40654377034366e-08
1913,7.967742135406297e-06,4.242391771214216e-09
1914,7.080467327114093e-06,7.366418142140674e-09
1915,6.2167081011921255e-06,1.1780761921542648e-09
1916,7.178108944572159e-06,1.0987462051303964e-09
1917,7.728039179255575e-06,7.676496771580332e-09
1918,7.680939859255886e-06,5.743188147278033e-09
1919,8.688526008882036e-06,4.603924352863942e-09
1920,7.679757288769906e-06,0.0
1921,8.151305507908546e-06,3.0290989716519334e-09
1922,8.751707127885311e-06,6.640141769764796e-09
1923,9.295324218783207e-06,4.246379248229459e-09
1924,9.403151011611044e-06,2.578324886925998e-09
1925,9.479329776240775e-06,6.598906754362588e-09
1926,9.270243765513442e-06,3.343841648018042e-09
1927,1.0570580514013272e-05,3.3447675740205796e-09
1928,8.211895647036727e-06,7.998228745975666e-09
1929,9.332318256838334e-06,2.2280812750352652e-09
1930,8.036307178826974e-06,1.0503603542488804e-09
1931,7.026840364687814e-06,1.1405356659111021e-09
1932,6.98670461929396e-06,0.0
1933,6.354746659553712e-06,0.0
1934,6.7012977638114535e-06,0.0
1935,6.5490451959249185e-06,2.393656828303392e-09
1936,6.480660090346646e-06,3.6374143697059935e-09
1937,6.078991987124027e-06,1.2591118148108649e-09
1938,7.375910286100407e-06,1.2965214679638848e-08
1939,6.738558681718132e-06,0.0
1940,5.170461548686944e-06,0.0
1941,7.142636320622842e-06,2.9515025978810172e-09
1942,8.113482351745915e-06,1.517105907566929e-08
1943,8.808415884686838e-06,5.806470415592457e-09
1944,8.919805054574681e-06,1.927911696952833e-08
1945,8.981972371202573e-06,8.714016175304096e-09
1946,9.934099580277689e-06,2.7842208538686464e-09
1947,9.82160543117061e-06,2.3841741914054637e-09
1948,8.54530401284137e-06,2.174377566888097e-09
1949,7.46681632790569e-06,7.853606653895895e-09
1950,8.71674211566642e-06,3.190608444114673e-09
1951,9.372438569243968e-06,1.0661401761424827e-09
1952,7.297004344763991e-06,2.1089607837865287e-09
1953,7.302500108608001e-06,3.232148326759443e-09
1954,9.135366894952313e-06,2.9317608341017376e-09
1955,7.562922803572292e-06,6.569925492527773e-09
1956,8.049613882121776e-06,3.488456634670456e-09
1957,7.095418652625085e-06,3.534015080575159e-09
1958,8.25900821155301e-06,4.1361216673863055e-09
1959,7.508924454668886e-06,4.650448914844674e-09
1960,8.869048258475232e-06,7.612916519406099e-09
1961,8.532339165867597e-06,9.72742331128984e-09
1962,8.988455135749973e-06,7.610347907416326e-09
1963,8.216414073558553e-06,1.939815863494232e-09
1964,8.293057305763796e-06,7.300761772910391e-09
1965,8.62120441524894e-06,5.47204326295514e-09
1966,7.675495936609877e-06,8.308612464702492e-09
1967,8.859813078743173e-06,5.916402479044791e-09
1968,1.0162277703784639e-05,7.635406973349745e-09
1969,7.66512454219992e-06,1.3625273131978588e-09
1970,7.704703875788255e-06,5.978342709767048e-09
1971,8.745552520394995e-06,1.6956711590410123e-08
1972,7.724975262135558e-06,3.5911027485013847e-09
1973,7.306648797111848e-06,2.205281512956958e-09
1974,5.882660474298973e-06,3.937900283634832e-09
1975,6.461968837356835e-06,9.138368284311582e-09
1976,6.380866921062989e-06,2.856763492431469e-09
1977,6.3674929151602555e-06,2.3507127355770763e-09
1978,6.730690046197196e-06,4.158413835497754e-09
1979,7.92357178625025e-06,6.437170796402825e-09
1980,6.8886970439052675e-06,5.116635559687666e-09
1981,6.988466935808901e-06,6.325549417596221e-09
1982,6.565675278125127e-06,5.586752060970923e-09
1983,7.117992709027021e-06,3.157658134966823e-09
1984,7.313129742669844e-06,5.219107812592938e-09
1985,6.841494354148381e-06,2.4062232206745193e-09
1986,7.83958790862016e-06,2.3977941854269602e-09
1987,7.424642575415419e-06,1.8332450557601021e-09
1988,6.861856377327058e-06,1.7989661427186832e-09
1989,7.395244693952918e-06,5.488122178931576e-10
1990,6.852768422049849e-06,1.089730194969718e-09
1991,6.823331858640813e-06,5.861465202094962e-10
1992,6.9744873485433345e-06,4.4079553340736766e-09
1993,7.823576481769123e-06,4.985286850001103e-09
1994,7.392282213913859e-06,5.802419433820205e-09
1995,7.869602939081233e-06,9.760411145975922e-09
1996,7.072438165778294e-06,7.473328622609188e-09
1997,7.119459155546792e-06,4.794894370441227e-09
1998,7.801136462148861e-06,9.536258449571733e-10
1999,7.878112853632047e-06,4.570201161957499e-09
2000,7.710348711498227e-06,5.3016377954406835e-09
2001,7.4432406336200074e-06,4.8193329327261836e-09
2002,8.305043820655555e-06,4.8193434798449175e-09
2003,7.929654202598613e-06,2.9168460979889232e-09
2004,8.126399279717589e-06,1.3214373761893938e-09
2005,8.000460979928903e-06,4.053374524914943e-09
2006,8.485735691010632e-06,4.117890028965121e-09
2007,9.349479000775318e-06,5.592271368204393e-09
2008,9.556674797295273e-06,7.237647536850744e-09
2009,9.672755481915374e-06,8.105927262747059e-09
2010,1.2447667018022912e-05,7.085689646135762e-09
2011,1.3432466630547424e-05,7.647943611743813e-09
2012,1.624815797640622e-05,1.1234034036355922e-08
2013,1.89769286862429e-05,7.251725164802991e-09
2014,2.0392647911648965e-05,6.279791187058237e-09
2015,2.1444258891278878e-05,1.1304534419664947e-08
2016,2.3243335817824118e-05,1.0563834251797743e-08
2017,2.527233527871431e-05,6.289028409156572e-09
2018,2.85523128695786e-05,8.776986692993205e-09
2019,2.778484804366599e-05,8.673358253830088e-09
