year,ces_DET iles_NOUN,ces_DET cils_NOUN
1898,1.9012072449697826e-07,1.1033792191028624e-07
1899,2.736151341053983e-07,1.304508536748017e-07
1900,1.7805311758323228e-07,9.084342700305115e-08
1901,1.905760034226489e-07,1.3133536214127162e-07
1902,1.8609976448757948e-07,5.597723706785018e-08
1903,1.8360749054480152e-07,4.9142006020019835e-08
1904,1.2092906764848976e-07,9.674325340824907e-08
1905,1.5637099670673393e-07,5.212366716023098e-08
1906,1.7490227133265535e-07,5.2985100751357095e-08
1907,1.265139495387757e-07,7.097123866373067e-08
1908,1.1639991792655735e-07,3.1432890068572306e-08
1909,1.2322203318815284e-07,6.601180224663494e-08
1910,1.063485997043756e-07,6.626746973381614e-08
1911,1.4258602731853642e-07,4.9479480068725934e-08
1912,1.0835596098157652e-07,6.407588060142189e-08
1913,1.5802909164586154e-07,7.318125927469055e-08
1914,1.1116594267335245e-07,6.16100432893063e-08
1915,1.1309531267045259e-07,3.65203614016707e-08
1916,9.998590644322292e-08,7.801097989812433e-08
1917,8.115154259691337e-08,3.28992719733634e-08
1918,1.1371512442792664e-07,5.6283242955146306e-08
1919,1.0036554504155859e-07,6.169258526256272e-08
1920,1.7037521571339198e-07,5.073395392685143e-08
1921,1.6508589406605267e-07,4.4679211441689404e-08
1922,9.001081335835437e-08,6.640142125036164e-08
1923,9.872831530088888e-08,3.29094387296891e-08
1924,9.668718337074722e-08,4.8988172629549354e-08
1925,8.248633420748774e-08,3.189471531328536e-08
1926,9.585679239254574e-08,4.124071040223498e-08
1927,1.259862441038706e-07,3.6792441093780326e-08
1928,1.0283436902014387e-07,4.1133748851507335e-08
1929,9.580749726900706e-08,5.570203143179242e-08
1930,1.0608639833264988e-07,2.3107928015519974e-08
1931,8.55401767196895e-08,3.763767608688795e-08
1932,1.0740346167992243e-07,3.397456360687556e-08
1933,1.3076554816748853e-07,5.276504477791377e-08
1934,1.4258080227591563e-07,5.2718954535180274e-08
1935,9.095895858735048e-08,4.0692164304800826e-08
1936,1.297344409678658e-07,1.576212893539264e-08
1937,9.695160829714666e-08,2.6441347777961255e-08
1938,9.205302364811985e-08,3.8895642262559704e-08
1939,9.329370698196726e-08,3.5176316970364496e-08
1940,6.339457292448003e-08,2.789361186472661e-08
1941,7.378756494702543e-08,3.24665290207804e-08
1942,6.371844696317908e-08,3.6410541248699246e-08
1943,1.56774703663487e-07,3.4838822493554744e-08
1944,8.032965403970138e-08,5.1410976809052045e-08
1945,8.496165815330414e-08,6.317661682686548e-08
1946,1.5034792077983639e-07,3.062643028073353e-08
1947,1.084799259309932e-07,2.622591654954931e-08
1948,6.631851645622078e-08,7.284165093324191e-08
1949,6.282885378627867e-08,3.337782761292374e-08
1950,6.062156199249102e-08,2.8715475330898244e-08
1951,7.569595217304936e-08,2.0256663013640264e-08
1952,1.1388388321265097e-07,4.007025466989944e-08
1953,9.696444491780198e-08,3.878577814475648e-08
1954,9.577085613443614e-08,4.0067398288101685e-08
1955,8.916327454144835e-08,2.4402580400817442e-08
1956,1.1947964129177535e-07,3.9245136917998025e-08
1957,6.537927843552893e-08,2.4738105619537265e-08
1958,8.52041096566225e-08,4.3015665696088945e-08
1959,1.0928554283751168e-07,2.7902692600889623e-08
1960,7.612916752552934e-08,2.9759583686228552e-08
1961,6.114380102228978e-08,1.945484617849047e-08
1962,8.307962834352978e-08,7.610347574349419e-09
1963,8.147227070764984e-08,3.0390450156403404e-08
1964,7.239922172885827e-08,2.068549198597225e-08
1965,7.387258538216201e-08,2.4076991622656863e-08
1966,8.36400282366867e-08,1.7725038436999796e-08
1967,5.669885938530683e-08,2.1200443178770456e-08
1968,9.072660200892813e-08,1.3025105660702252e-08
1969,8.402251860939458e-08,1.5896152727457036e-08
1970,1.9590568678395925e-07,1.6555409931839904e-08
1971,6.885452541460779e-08,1.9525910666118307e-08
1972,7.028301163281014e-08,2.000757282072385e-08
1973,6.836372912211175e-08,1.4885649823881408e-08
1974,1.0519818893772737e-07,1.6876714692415362e-08
1975,6.910891059419555e-08,1.4849848462006321e-08
1976,6.513420647280554e-08,1.428381724011274e-08
1977,5.994317442414854e-08,1.469195476389018e-08
1978,7.366333409919434e-08,1.0099005298691566e-08
1979,6.027532428731774e-08,1.521513093294402e-08
1980,5.685150505918557e-08,2.1035057695684145e-08
1981,4.680906712239974e-08,2.846497171304918e-08
1982,6.952402453741513e-08,1.2415004135846175e-08
1983,6.06270340597348e-08,1.1999100713033783e-08
1984,4.697196881453536e-08,1.5657323104711907e-08
1985,5.353846654898575e-08,1.684356232267703e-08
1986,9.531231848214361e-08,1.978180197426127e-08
1987,4.033139089365534e-08,5.49973533381376e-09
1988,5.037105260674579e-08,9.594486094499644e-09
1989,5.049072360208129e-08,8.232183157375061e-09
1990,5.012758941269624e-08,1.4711357243513135e-08
1991,4.5133281112441637e-08,7.6199047072123e-09
1992,3.195767639407876e-08,8.815910890191958e-09
1993,2.326467091195994e-08,7.75489028548293e-09
1994,2.584714065001492e-08,7.384897138251745e-09
1995,2.7654498579998688e-08,1.0302656505700725e-08
1996,2.7224270171544163e-08,8.540947282753564e-09
1997,2.3015493511024943e-08,8.630810288678958e-09
1998,1.716526476513991e-08,6.675380692655608e-09
1999,2.5593126312672965e-08,8.683382235474824e-09
2000,2.3415566707818414e-08,1.1045078185389912e-08
2001,2.4972906631504088e-08,1.0514908582726079e-08
2002,2.0591740756970012e-08,1.708676344858162e-08
2003,2.125130676988718e-08,1.6250999657074772e-08
2004,5.0214619573552e-08,5.7262286579096155e-09
2005,2.4770622997216662e-08,7.656374423348211e-09
2006,2.058944986726985e-08,1.4824403926638752e-08
2007,2.0771293240962052e-08,1.118454240334188e-08
2008,1.2346575040123042e-08,9.79211112195344e-09
2009,1.430457752249481e-08,1.3350939020995156e-08
2010,8.502827442136152e-09,1.6533275193353347e-08
2011,8.030341003273378e-09,2.103184604251851e-08
2012,6.808505204070059e-09,2.2127642163027872e-08
2013,3.62586255464592e-09,2.6496688176891325e-08
2014,9.74450325985643e-09,2.7284610126798725e-08
2015,5.984753609356019e-09,3.3913603036950235e-08
2016,1.0978102538139467e-08,3.3348575456670915e-08
2017,9.810884216143734e-09,3.320606989376529e-08
2018,6.195520207974425e-09,2.8396134332808742e-08
2019,9.438654691162895e-09,3.035675488760603e-08
