year,deux_DET ombres_NOUN,deux_DET sombres_ADJ
1951,1.2900296297857494e-07,2.1322803522849654e-09
1952,1.2337420507435581e-07,0.0
1953,1.0773827519017232e-07,0.0
1954,1.1531592392088896e-07,0.0
1955,1.2107434521624327e-07,5.631364707880948e-09
1956,1.4128249681277794e-07,4.360570571293465e-09
1957,9.365139685968416e-08,6.184526224473075e-09
1958,1.2077475197713738e-07,6.617794756635931e-09
1959,1.371882394352042e-07,6.200598257066758e-09
1960,1.1142541644915127e-07,4.844583401109048e-09
1961,1.215927909470338e-07,0.0
1962,1.2430234797022877e-07,2.5367825617905737e-09
1963,1.4160655936734656e-07,9.052474325699222e-09
1964,1.1742058703134717e-07,2.4335873316516654e-09
1965,1.07252047243378e-07,4.377634699181954e-09
1966,1.4733938868971563e-07,3.3234448526542337e-09
1967,1.0797434768505809e-07,8.381570326676524e-09
1968,1.1857338044762855e-07,4.042274071025531e-09
1969,9.855614635512211e-08,4.541757636644661e-09
1970,7.863819817544027e-08,4.5987250119061684e-10
1971,9.300499748121638e-08,1.541519245584766e-09
1972,9.849881799084415e-08,2.565073486948677e-09
1973,7.001768764780536e-08,6.615844760915479e-09
1974,8.269590345832967e-08,2.8127858375803783e-09
1975,7.253579781263397e-08,2.2845920710778955e-09
1976,7.713261229724822e-08,2.285410749536254e-09
1977,9.814225876425553e-08,1.7630345516828072e-09
1978,8.554451191855605e-08,2.9702956760857546e-09
1979,8.60240101374643e-08,1.7555920051037788e-09
1980,1.0460676946877356e-07,2.2740603289328476e-09
1981,1.0943200479118786e-07,6.325549528618524e-10
1982,7.076552499540867e-08,6.207502289967692e-10
1983,9.788739419036574e-08,1.2630632095778083e-09
1984,1.0380225035078183e-07,4.059306002446306e-09
1985,8.060847989099784e-08,2.4062232206745193e-09
1986,8.272390061847545e-08,2.997242676272549e-09
1987,7.821845393607418e-08,2.4443267410134695e-09
1988,7.375761068573183e-08,0.0
1989,9.05540158413487e-08,5.488122178931576e-10
1990,9.099247044730419e-08,5.44865097484859e-10
1991,8.381895533204897e-08,2.9307325455363298e-09
1992,8.705712062351267e-08,5.509944167592096e-10
1993,8.696555298115527e-08,3.877445142741465e-09
1994,7.965139214860528e-08,5.274926606624319e-10
1995,7.97100305760523e-08,1.0844901643380922e-09
1996,9.39504198882446e-08,3.2028553142993132e-09
1997,7.480035435492027e-08,1.438468344439059e-09
1998,8.391907613258809e-08,1.43043876743576e-09
1999,7.769341969776633e-08,2.7421207526856506e-09
2000,6.317784873033361e-08,2.6508188977203417e-09
2001,8.587174971097511e-08,2.190605918883648e-09
2002,8.280508545510656e-08,3.504977141854937e-09
2003,1.0000615091598775e-07,2.500153695184082e-09
2004,9.514348775496728e-08,2.202395626982323e-09
2005,7.656374023667922e-08,2.251874686720612e-09
2006,9.388789123931929e-08,4.529679020759403e-09
2007,8.747909951978272e-08,7.988958938831558e-10
2008,1.1154492085552192e-07,1.7029758714315335e-09
2009,9.679430590381344e-08,4.76819250749827e-09
2010,1.4879947940471538e-07,4.723793023408973e-09
2011,1.6634277955063226e-07,2.6767803529281764e-09
2012,2.1548919448832748e-07,6.46808034909796e-09
2013,2.507423495501371e-07,5.020424964641279e-09
2014,2.6158577881574274e-07,5.630157590141849e-09
2015,2.6798396746130493e-07,5.984753692622746e-09
2016,2.3986117270169416e-07,6.214020242811813e-09
2017,1.914380263201565e-07,5.03122282724533e-09
2018,2.6640735839578156e-07,7.228106668755174e-09
2019,2.464254151846035e-07,6.632568272380013e-09
