year,deux_DET ombres_NOUN,deux_DET sombres_ADJ
1800,1.8864987794131594e-08,6.288328968651058e-09
1801,4.524246932646747e-08,0.0
1802,2.0140561218795483e-08,6.713520406265161e-09
1803,1.1702034896643454e-08,3.900678446910888e-09
1804,5.19088700912107e-08,2.4718509461507665e-09
1805,3.1271653710973624e-08,0.0
1806,4.8988376022407465e-08,0.0
1807,3.4163463169534225e-08,5.693910232196231e-09
1808,5.4385775882792586e-08,2.2660739951163578e-09
1809,4.969867006821005e-08,0.0
1810,1.3338723192646285e-07,0.0
1811,1.42903374467096e-07,2.5070767684098882e-09
1812,7.20146218213813e-08,0.0
1813,1.581657897986588e-07,0.0
1814,1.7936060103806994e-07,0.0
1815,4.855002422310406e-08,0.0
1816,3.7081663961657796e-08,0.0
1817,2.0550729296076042e-07,1.556873407970727e-09
1818,5.48374146092101e-08,0.0
1819,3.726378139390363e-08,0.0
1820,4.9839222526770754e-08,0.0
1821,3.747365440176509e-08,0.0
1822,4.110502516141423e-08,0.0
1823,6.81905376609393e-08,0.0
1824,3.2000227356832056e-08,0.0
1825,5.723537910284904e-08,1.7610886082763955e-09
1826,5.2847904608022134e-08,0.0
1827,7.650336897313537e-08,0.0
1828,5.7785497831197574e-08,0.0
1829,4.286587929058783e-08,0.0
1830,5.844628248041772e-08,3.1310507520032616e-09
1831,6.548306519249536e-08,1.4032085715598441e-08
1832,9.606278006391022e-08,0.0
1833,7.297685655771602e-08,5.791814139399776e-09
1834,3.360431133359043e-08,9.334530925997342e-10
1835,4.235329242874286e-08,1.2100940693926532e-08
1836,3.696412642639757e-08,4.704525213838906e-09
1837,6.331680857396549e-08,9.74104708006962e-09
1838,5.5547025201718725e-08,5.680945491803868e-09
1839,6.502072036340678e-08,2.0974426639952526e-09
1840,8.917564020549662e-08,1.2102408852854296e-08
1841,5.008027814668026e-08,7.0626033910059505e-09
1842,4.8299509725069356e-08,3.3541325272778977e-09
1843,5.847842032835615e-08,4.134837805480629e-09
1844,6.531387874986194e-08,1.6465684371524958e-09
1845,5.8034370642445765e-08,2.7901139176833567e-09
1846,5.386141155305779e-08,3.5127007969038004e-09
1847,6.795461438002803e-08,3.235934187273415e-09
1848,7.079795039111048e-08,6.43617736884039e-09
1849,7.876649732452279e-08,7.54147322368226e-09
1850,7.671565782629841e-08,4.073397619208663e-09
1851,6.449438849642775e-08,1.9348316282474798e-09
1852,7.617338226850734e-08,5.208436348880241e-09
1853,9.853687465977146e-08,1.1943863675867306e-09
1854,5.819144188734526e-08,1.558699391779328e-09
1855,6.421393905498007e-08,2.1227748447927297e-09
1856,6.523258466728521e-08,3.6240324075009767e-09
1857,1.7817508002337945e-07,7.322263684272912e-09
1858,1.2038443220063755e-07,5.8724113904951025e-09
1859,1.0591720389641068e-07,8.147477359443656e-09
1860,9.062824135597225e-08,4.119465657481669e-09
1861,7.073945651470126e-08,6.6023493339173456e-09
1862,1.1611224781660212e-07,1.581295272501393e-08
1863,1.1687412460048563e-07,8.490855130105501e-09
1864,8.390773587052536e-08,9.109982990196386e-09
1865,7.578019589615792e-08,9.413688495385486e-09
1866,8.758103486883329e-08,1.3137154475373336e-08
1867,1.630544730346628e-07,9.7056229719783e-10
1868,7.508608224071622e-08,9.87974813071446e-10
1869,1.1573940561504514e-07,2.441759683335931e-09
1870,7.798306134176869e-08,7.454263428741115e-09
1871,7.965882775629041e-08,0.0
1872,8.22438117609181e-08,0.0
1873,9.158586777857636e-08,1.1972008939764578e-09
1874,5.436894445765006e-08,7.766991494406739e-09
1875,1.1385838671884585e-07,1.2587359599081083e-08
1876,1.0882826817493196e-07,3.627608879952504e-09
1877,7.359930798145342e-08,4.9478527941460015e-09
1878,9.058632666203437e-08,5.435179861734696e-09
1879,8.614148461205673e-08,3.0546627449723474e-09
1880,8.343200086358138e-08,8.343199908722454e-09
1881,1.1295462087890229e-07,4.183504653809678e-09
1882,1.1247600650854395e-07,1.3310770263785798e-09
1883,1.573515469033282e-07,1.2638677882037541e-09
1884,7.988053063456846e-08,1.3203393933736152e-09
1885,9.023890101822474e-08,2.5782542767416317e-09
1886,8.324968603368177e-08,3.2267319927115068e-09
1887,9.923965738067864e-08,9.140494583448344e-09
1888,1.1920355813543893e-07,7.60873763994141e-09
1889,8.332631784568889e-08,6.891650361495749e-09
1890,8.389614869486195e-08,1.3108772956016423e-09
1891,8.668939610601001e-08,2.5496880162734215e-09
1892,5.7043463286277074e-08,8.775916882086676e-09
1893,6.774258043407144e-08,6.15841644346915e-09
1894,5.230277655421389e-08,3.150769645188234e-09
1895,6.018614517877552e-08,9.027921521465032e-09
1896,7.430256321327988e-08,4.717623180994224e-09
1897,1.0196748778668052e-07,1.7480140668268973e-09
1898,9.732370376269728e-08,2.8291773368493978e-09
1899,1.1276259925807608e-07,5.527578395003729e-10
1900,1.0849301013138302e-07,1.038210628578895e-09
1901,5.476963971240423e-08,1.1177477832191585e-09
1902,5.646826295446772e-08,1.4730852093691738e-09
1903,7.12829075766308e-08,1.1340462791054051e-08
1904,6.28831147153619e-08,5.912087708281888e-09
1905,7.43149310977742e-08,5.160758931310738e-09
1906,7.973485693923976e-08,3.0865106026567446e-09
1907,8.125692652072303e-08,1.028568674676933e-09
1908,1.0559486351979785e-07,2.4556945366072114e-09
1909,9.791750699150725e-08,1.1001967337165297e-08
1910,1.213122229337671e-07,2.67207544979442e-09
1911,8.512598737020483e-08,1.064074850454233e-08
1912,6.615964931455665e-08,2.0837684910901544e-09
1913,7.583275563050051e-08,3.181793939432964e-09
1914,8.705766951777605e-08,6.027069510139427e-09
1915,1.6257451540546697e-07,0.0
1916,1.428370044465055e-07,1.0987462051303964e-09
1917,1.2830716400458186e-07,1.0966424435210342e-09
1918,1.079719362806486e-07,5.743188147278033e-09
1919,8.931612871521111e-08,3.6831393490643904e-09
1920,1.3175683122312876e-07,3.786115865267448e-09
1921,1.2419305850386309e-07,6.058197943303867e-09
1922,1.342784328173252e-07,4.426761179843197e-09
1923,1.0509788239687623e-07,2.1231896241147297e-09
1924,1.0571132147418894e-07,1.0313299547703991e-08
1925,1.3307795398986855e-07,1.7597084678300234e-08
1926,1.103467699437033e-07,0.0
1927,1.7392790496728594e-07,3.3447675740205796e-09
1928,1.531089530715235e-07,3.4278122562625413e-09
1929,1.0471982214710351e-07,1.1140406375176326e-09
1930,1.008345975606062e-07,6.302162347537887e-09
1931,1.0835088914973312e-07,7.983749661377715e-09
1932,1.041155979208952e-07,2.1919073223131136e-09
1933,8.144170005053297e-08,6.882397318719313e-09
1934,7.069132657022692e-08,2.3963160344919743e-09
1935,1.101082123255992e-07,1.196828414151696e-09
1936,9.093535702220379e-08,2.424942913137329e-09
1937,1.0576539288820186e-07,0.0
1938,7.779128630147625e-08,0.0
1939,5.505858169385647e-08,6.117620188206274e-09
1940,5.832300775665544e-08,2.5357829169792012e-09
1941,1.0625409530007346e-07,1.7709016475464523e-08
1942,1.244026819335886e-07,3.034211770724937e-09
1943,1.0451646836884265e-07,0.0
1944,1.1246151743193877e-07,3.2131861615880553e-09
1945,1.350672516053919e-07,2.178504043826024e-09
1946,1.5034793321433426e-07,4.1763312808029696e-09
1947,1.370900175601264e-07,3.5762612871081956e-09
1948,1.087188756798696e-07,5.435944139264848e-09
1949,1.0504199110528134e-07,1.9634016634739737e-09
1950,1.3187847969220456e-07,2.1270722960764488e-09
