year,nos_DET honnêtes_ADJ,nos_DET sonnettes_NOUN
1879,1.4051448449237114e-08,2.443730107160036e-09
1880,2.5671385017744797e-09,0.0
1881,4.8807553554297556e-09,0.0
1882,6.655385131892899e-09,0.0
1883,1.0110942305630033e-08,0.0
1884,1.0562715146988921e-08,4.621187876807653e-09
1885,9.668453648803421e-09,0.0
1886,7.744156649280853e-09,1.2906927748801422e-09
1887,8.48760173255414e-09,1.3057849246322917e-09
1888,8.242799331981132e-09,1.268122939990235e-09
1889,1.2530273707511697e-08,1.8795409673089125e-09
1890,3.2771931834929546e-09,0.0
1891,1.912266012205066e-09,1.2748440081367107e-09
1892,1.002961935725466e-08,1.2537024751679837e-09
1893,3.695050043717174e-09,0.0
1894,1.4493540145821271e-08,6.301539290376468e-10
1895,1.023164486468886e-08,0.0
1896,1.0614651768658945e-08,5.89702897624278e-10
1897,5.244042200480692e-09,2.330685422435863e-09
1898,6.790025763869778e-09,3.3950129374460403e-09
1899,2.1004797901014172e-08,0.0
1900,6.748368974740515e-09,1.038210628578895e-09
1901,5.58873880507349e-09,5.588738916095792e-10
1902,9.820567470342212e-09,4.910283846193408e-10
1903,8.640352433531007e-09,1.0800440541913758e-09
1904,9.13686282189019e-09,1.0749250378694342e-09
1905,6.708986810544104e-09,0.0
1906,7.716276506641861e-09,1.0288369045596824e-09
1907,2.622850026057222e-08,0.0
1908,1.1787333331625405e-08,0.0
1909,1.4302557360679202e-08,4.400786846048277e-09
1910,8.01622590529405e-09,5.344150677544235e-10
1911,1.1704823443814405e-08,0.0
1912,2.6047106693738442e-09,1.0418842455450772e-09
1913,1.0605979205990934e-08,1.060597942803554e-09
1914,9.37544086809794e-09,0.0
1915,4.712304768617059e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,1.2063066656686772e-08,0.0
1918,6.89182577673364e-09,1.1486376294556067e-09
1919,7.366278698128781e-09,9.207848372660976e-10
1920,1.3630017114962811e-08,0.0
1921,4.543648624011354e-09,0.0
1922,1.1804696775641332e-08,0.0
1923,1.2739137744688378e-08,0.0
1924,1.2891624656674594e-08,1.2891624656674594e-08
1925,6.598906754362588e-09,2.1996355847875293e-09
1926,4.458455493683289e-09,0.0
1927,1.0034302277972529e-08,0.0
1928,6.8556245125250825e-09,0.0
1929,1.671060956276449e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,4.5621426636444085e-09,1.1405356659111021e-09
1932,6.575722188983946e-09,0.0
1933,8.029463538505865e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,7.180970484910176e-09,0.0
1936,4.849885826274658e-09,2.424942913137329e-09
1937,1.1332006222275481e-08,0.0
1938,5.186085783037697e-09,0.0
1939,1.5294050470515685e-08,0.0
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,0.0,0.0
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,0.0
1947,9.53669698766646e-09,0.0
1948,1.0871887834440486e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,5.317680518146517e-09,0.0
1951,3.1984206394497505e-09,0.0
1952,3.1634410646574906e-09,0.0
1953,8.619062019654677e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,3.754243138587299e-09,0.0
1956,1.744228317335228e-09,8.72114158667614e-10
1957,4.417518795207798e-09,1.7670075402875796e-09
1958,6.617794756635931e-09,0.0
1959,1.5501495642666896e-09,0.0
1960,4.152500121534786e-09,2.076250060767393e-09
1961,9.72742331128984e-09,6.948159270159238e-10
1962,4.4393695941558065e-09,0.0
1963,8.405869333927285e-09,1.939815863494232e-09
1964,9.734349326606662e-09,3.6503808864551957e-09
1965,4.924838870046244e-09,1.0944086747954884e-09
1966,7.75470454517091e-09,0.0
1967,6.902469928959931e-09,0.0
1968,7.63540694559417e-09,2.245707841908029e-09
1969,8.629339909305145e-09,0.0
1970,6.898087434592526e-09,0.0
1971,9.762955222036851e-09,0.0
1972,4.104117490300041e-09,5.130146862875051e-10
1973,3.859242703185828e-09,0.0
1974,2.812785782069227e-09,0.0
1975,3.4268881066168433e-09,1.7134440533084216e-09
1976,4.570821443561357e-09,0.0
1977,3.526069214387917e-09,0.0
1978,7.722768868845264e-09,0.0
1979,5.266776126333639e-09,5.851973350345929e-10
1980,4.548120546843393e-09,0.0
1981,4.427884725544118e-09,0.0
1982,3.7245013739806154e-09,0.0
1983,3.157658134966823e-09,0.0
1984,5.799008495621649e-10,0.0
1985,0.0,0.0
1986,1.7983456945813714e-09,0.0
1987,3.0554083707556856e-09,0.0
1988,3.597932174415064e-09,5.996553809062277e-10
1989,2.744061089465788e-09,0.0
1990,5.448650863826288e-09,0.0
1991,1.1722930404189924e-09,5.861465202094962e-10
1992,2.7549720282848966e-09,0.0
1993,3.877445142741465e-09,0.0
1994,1.5824779264761446e-09,1.0549853213248639e-09
1995,5.422450821690461e-10,0.0
1996,8.007137841659073e-09,2.135236876199542e-09
1997,3.835915585170824e-09,0.0
1998,9.536258449571733e-10,1.43043876743576e-09
1999,4.113181129028476e-09,4.570201161957499e-10
2000,4.418031274155965e-09,0.0
2001,1.7524847129024579e-09,4.3812117822561447e-10
2002,4.81934359086722e-09,8.76244299341522e-10
2003,4.166922806803086e-09,4.1669229178253886e-10
2004,2.202395626982323e-09,4.404791253964646e-10
2005,3.1526248278623825e-09,9.007499190971657e-10
2006,3.706100981659688e-09,8.235779835885637e-10
2007,2.396687653893892e-09,0.0
2008,2.9802078027607593e-09,0.0
2009,4.76819250749827e-09,4.76819250749827e-10
2010,1.8895172648747405e-09,4.723793023408973e-10
2011,3.0591775224131368e-09,7.64794394481072e-10
2012,4.0851031724020714e-09,0.0
2013,1.6734750252211938e-09,0.0
2014,4.763979349897696e-09,8.661780737106994e-10
2015,3.5465205910911735e-09,1.994917786518613e-09
2016,9.528164035543796e-09,6.214020409345267e-10
2017,2.0124890642847504e-09,1.0062445321423752e-09
2018,8.776987137082415e-09,1.5488800242380307e-09
2019,7.142765823253683e-09,2.55098775436835e-10
