year,es_VERB avant_ADP,es_VERB savant_ADJ
1925,3.299453377181294e-09,5.499089184013428e-09
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,0.0,0.0
1928,0.0,1.1426041224282812e-09
1929,4.4561625500705304e-09,0.0
1930,2.100720708497761e-09,0.0
1931,2.2810713318222042e-09,0.0
1932,5.4797681947604815e-09,0.0
1933,4.588264879146209e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,2.393656828303392e-09,0.0
1936,1.2124714565686645e-09,0.0
1937,3.777335333410292e-09,0.0
1938,3.8895642262559704e-09,0.0
1939,3.058810094103137e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,4.357008087652048e-09,0.0
1946,1.3921104269343232e-09,0.0
1947,5.960435700558264e-09,0.0
1948,3.2615663503321457e-09,4.348755133776194e-09
1949,9.817008317369869e-10,0.0
1950,2.1270722960764488e-09,0.0
1951,3.1984206394497505e-09,0.0
1952,1.0544803918932644e-09,0.0
1953,1.0773827385790469e-09,0.0
1954,7.818028890937967e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,0.0
1956,0.0,8.72114158667614e-10
1957,5.301022731885041e-09,0.0
1958,2.4816730892496253e-09,0.0
1959,4.650448914844674e-09,7.750747821333448e-10
1960,3.460416619915918e-09,2.7683333403416555e-09
1961,2.779263708063695e-09,0.0
1962,3.805173953708163e-09,2.5367825617905737e-09
1963,2.5864212993553792e-09,6.466053248388448e-10
1964,3.6503808864551957e-09,1.2167936658258327e-09
1965,1.6416130677043839e-09,2.188817349590977e-09
1966,3.3234448526542337e-09,4.985167390003653e-09
1967,4.930335584241163e-10,0.0
1968,8.982831700699023e-10,1.3474247273492779e-09
1969,1.8167031212712459e-09,0.0
1970,4.1388523719376735e-09,0.0
1971,2.0553589941130213e-09,0.0
1972,2.0520587451500205e-09,1.0260293725750103e-09
1973,4.410563025913916e-09,1.6539611902288698e-09
1974,3.937900228123681e-09,0.0
1975,3.998036124386317e-09,5.711480177694739e-10
1976,2.285410749536254e-09,0.0
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,4.158414057542359e-09,1.1881182704343018e-09
1979,4.681578680276743e-09,0.0
1980,5.6851505725319385e-09,0.0
1981,5.060439622894819e-09,0.0
1982,1.8622506869903077e-09,0.0
1983,4.4207211225000265e-09,0.0
1984,2.3196033982486597e-09,5.799008495621649e-10
1985,5.414002135495366e-09,0.0
1986,4.7955883708539204e-09,0.0
1987,2.4443267410134695e-09,0.0
1988,2.398621523624911e-09,0.0
1989,5.488121956886971e-09,0.0
1990,5.448650863826288e-09,5.44865097484859e-10
1991,2.9307325455363298e-09,5.861465202094962e-10
1992,2.2039776670368383e-09,5.509944167592096e-10
1993,1.661762283333701e-09,0.0
1994,2.1099706426497278e-09,0.0
1995,5.422450821690461e-10,1.626735190995987e-09
1996,1.6014276571496566e-09,0.0
1997,1.438468344439059e-09,0.0
1998,3.337690568372409e-09,9.536258449571733e-10
1999,1.8280804647829996e-09,0.0
2000,2.6508188977203417e-09,4.4180314962005696e-10
2001,3.943090742808408e-09,4.8193329327261836e-09
2002,1.752488598683044e-09,0.0
2003,4.166922806803086e-09,0.0
2004,2.642874807889939e-09,0.0
2005,3.1526248278623825e-09,1.8014998381943315e-09
2006,2.0589450144825605e-09,0.0
2007,1.997239706952314e-09,0.0
2008,3.405951742863067e-09,1.7029758714315335e-09
2009,3.814554005998616e-09,0.0
2010,9.919965293647692e-09,1.4171379625338432e-09
2011,4.971163480860241e-09,3.82397197240536e-10
2012,3.744677901096338e-09,1.0212758416727752e-09
2013,8.646287241731443e-09,1.6734750252211938e-09
2014,1.017759210242275e-08,1.5158115873603606e-09
2015,7.536356427806368e-09,6.649726325136385e-10
2016,8.492493819289848e-09,1.0356699942093428e-09
2017,9.30776167251679e-09,2.515611330355938e-10
2018,7.486253394972664e-09,7.744400121190154e-10
2019,6.377469219387422e-09,7.65296326310505e-10
