year,pouvez_VERB aider_VERB,pouvez_VERB céder_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,1.9774807569206132e-08,0.0
1805,0.0,0.0
1806,5.187004603612877e-08,0.0
1807,5.693910232196231e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,7.020380277111826e-09
1811,0.0,0.0
1812,0.0,1.0668832928217853e-08
1813,0.0,0.0
1814,3.1466771410748606e-09,9.440030979135372e-09
1815,0.0,0.0
1816,0.0,0.0
1817,3.113746815941454e-09,0.0
1818,1.1921177378582115e-09,0.0
1819,0.0,0.0
1820,0.0,2.3732962262101864e-09
1821,9.86148829262845e-10,0.0
1822,0.0,1.0025615893027862e-08
1823,0.0,1.3835761869529506e-08
1824,1.6842225392110777e-09,8.421112696055388e-10
1825,8.805443041381977e-10,8.805443485471187e-09
1826,0.0,8.807984341885344e-10
1827,9.217273055917019e-10,0.0
1828,0.0,2.7516904310687096e-09
1829,0.0,4.286587973467704e-09
1830,1.1480519646056564e-08,1.0436835840010872e-09
1831,0.0,0.0
1832,0.0,1.3529969367098715e-09
1833,0.0,0.0
1834,1.120143711119681e-08,2.8003592777992026e-09
1835,7.563087933704082e-10,8.31939672707449e-09
1836,3.36037508930076e-09,6.720750067579218e-10
1837,7.653680356156656e-09,6.957891152126194e-09
1838,2.5248647617104325e-09,3.787297142565649e-09
1839,1.8177836125232716e-08,3.4957374772659477e-09
1840,1.0191501864653674e-08,4.458782232319436e-09
1841,6.420548537278137e-10,3.2102742686390684e-09
1842,2.683306021822318e-09,4.695785538189057e-09
1843,0.0,2.953455480181333e-09
1844,6.586273748609983e-09,9.879410178825765e-09
1845,7.254296274794569e-09,5.580227946389016e-10
1846,7.610851504580296e-09,5.854501328173001e-10
1847,8.089835468183537e-09,5.393223645455691e-10
1848,4.82713291560799e-09,2.413566457803995e-09
1849,6.703531951757213e-09,1.6758829879393033e-09
1850,5.431196825611551e-09,1.1541293254424545e-08
1851,3.2247193804124663e-09,1.9348316282474798e-09
1852,2.6042181744401205e-09,2.6042181744401205e-09
1853,2.388772735173461e-09,2.388772735173461e-09
1854,4.676098175337984e-09,2.0782657816909023e-09
1855,5.306937111981824e-10,0.0
1856,5.694908100650764e-09,1.0354378465748937e-09
1857,4.881509085841174e-10,2.9289055625270066e-09
1858,4.404308473482388e-09,2.4468380654951716e-09
1859,1.1202780925145817e-08,1.018434669930457e-09
1860,4.57718396518203e-09,4.577183909670879e-10
1861,1.8863854922557266e-09,7.073945429425521e-09
1862,3.6143890103090826e-09,8.584174260306554e-09
1863,3.496234635136375e-09,1.748117206545885e-08
1864,8.63051052846231e-09,1.4384183844029508e-09
1865,9.88437331983505e-09,4.706844247692743e-09
1866,9.731225825149181e-10,2.432806400776144e-09
1867,8.73506067478047e-09,1.2132028714972876e-08
1868,2.4699371437009177e-09,5.9278488784286765e-09
1869,1.0255390314739543e-08,9.767038289254515e-10
1870,4.587239033071455e-09,1.7202146374017957e-09
1871,1.274541272522356e-08,2.1242354542039266e-09
1872,6.047339518033823e-09,6.047339295989218e-10
1873,2.3944017879529156e-09,5.986004469882289e-10
1874,5.377148060148329e-09,3.5847653734322193e-09
1875,5.721527251978387e-09,6.293679799540541e-09
1876,1.209202959984168e-09,7.859819461941697e-09
1877,3.0924081073635534e-09,2.4739263970730008e-09
1878,9.058632954861423e-09,0.0
1879,4.887460214320072e-09,6.10932526790009e-10
1880,3.2089231272180996e-09,1.0268554007097919e-08
1881,6.9725074602899895e-09,4.8807553554297556e-09
1882,5.989846840748214e-09,1.9966155395678697e-09
1883,5.0554711528150165e-09,0.0
1884,5.281357573494461e-09,0.0
1885,0.0,5.156508553483263e-09
1886,6.453463874400711e-10,1.2906927748801422e-09
1887,1.3057849246322917e-09,2.6115698492645834e-09
1888,5.07249175996094e-09,3.1703073499755874e-09
1889,3.759081934617825e-09,6.265136742733546e-10
1890,6.554386478008212e-10,0.0
1891,2.5496880162734215e-09,0.0
1892,8.775916882086676e-09,1.2537024751679837e-09
1893,5.542574843531156e-09,6.158416554491453e-10
1894,1.2603078580752936e-09,2.520615716150587e-09
1895,0.0,6.018614495673091e-10
1896,1.7691086373616827e-09,0.0
1897,4.078699600285063e-09,5.826713556089658e-10
1898,6.224190496340043e-09,1.13167097914868e-09
1899,3.8693048765026106e-09,5.527578395003729e-10
1900,3.633737311048435e-09,5.191053142894475e-10
1901,6.147612641171918e-09,1.1177477832191585e-09
1902,6.874397495693074e-09,0.0
1903,7.020286574288548e-09,5.400220270956879e-10
1904,3.7622376325430196e-09,5.374625189347171e-10
1905,8.257214467732865e-09,9.28936660926638e-09
1906,8.230695236477459e-09,1.0288369045596824e-09
1907,2.057137349353866e-09,0.0
1908,6.875944702500192e-09,9.822778146428846e-10
1909,1.6502950117569526e-09,4.400786846048277e-09
1910,1.068830179917768e-08,1.068830135508847e-09
1911,0.0,0.0
1912,4.688478938419394e-09,3.125652625612929e-09
1913,4.772690687104841e-09,0.0
1914,4.018046340092951e-09,0.0
1915,7.068456930880984e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,5.743188147278033e-09,0.0
1919,3.6831393490643904e-09,1.8415696745321952e-09
1920,3.786115865267448e-09,0.0
1921,8.330022005509363e-09,5.300923255902035e-09
1922,2.2133805899215986e-09,7.377935484775833e-10
1923,1.0615948120573648e-09,0.0
1924,3.867487219366694e-09,0.0
1925,7.698724324711748e-09,2.1996355847875293e-09
1926,5.57306911730393e-09,1.1146138456652466e-09
1927,8.919379901328739e-09,0.0
1928,5.713020723163709e-09,2.2852082448565625e-09
1929,5.570202965543558e-09,0.0
1930,6.302162347537887e-09,0.0
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,6.575722188983946e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,5.990790086229936e-09,3.5944740517379614e-09
1935,8.377798899061872e-09,3.590485242455088e-09
1936,3.6374143697059935e-09,6.0623572828433225e-09
1937,3.777335333410292e-09,3.777335333410292e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,9.102635090130207e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,1.089252066321933e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,1.1920871401116528e-08,0.0
1948,4.348755133776194e-09,0.0
1949,1.0798709482173763e-08,9.817008317369869e-10
1950,1.1698897850465073e-08,0.0
1951,3.1984206394497505e-09,3.1984206394497505e-09
1952,2.1089607837865287e-09,0.0
1953,6.464296653518886e-09,3.232148326759443e-09
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,4.6928039232341234e-09,2.815682353940474e-09
1956,8.72114158667614e-10,0.0
1957,5.301022731885041e-09,1.7670075402875796e-09
1958,5.790570245522986e-09,8.272243445794913e-10
1959,5.425523585955716e-09,7.750747821333448e-10
1960,8.305000243069571e-09,1.3841666701708277e-09
1961,5.55852741612739e-09,0.0
1962,7.610347907416326e-09,0.0
1963,4.526237162849611e-09,0.0
1964,4.867174663303331e-09,1.2167936658258327e-09
1965,8.20806533852192e-09,5.472043373977442e-10
1966,6.092982118843793e-09,1.6617224263271169e-09
1967,4.437302081328198e-09,0.0
1968,1.122853987567396e-08,4.4914158503495116e-10
1969,8.175163657142548e-09,1.8167031212712459e-09
1970,5.518470125309705e-09,1.3796175313274261e-09
1971,7.707596338946132e-09,2.0553589941130213e-09
1972,1.5390440033513642e-09,0.0
1973,6.064523994098181e-09,0.0
1974,7.313243344242437e-09,0.0
1975,1.599214449754527e-08,0.0
1976,7.427584769459372e-09,5.713526873840635e-10
1977,9.990529292736028e-09,1.1753563677885381e-09
1978,1.0693064211864112e-08,0.0
1979,6.437170796402825e-09,1.7555920051037788e-09
1980,7.95921106799824e-09,5.685150683554241e-10
1981,8.223214109648325e-09,6.325549528618524e-10
1982,9.311253101884631e-09,0.0
1983,9.47297440490047e-09,0.0
1984,5.219107812592938e-09,0.0
1985,1.3835783185811579e-08,6.015558051686298e-10
1986,9.591176741707841e-09,1.1988970927134801e-09
1987,7.944062296871834e-09,6.110816852533674e-10
1988,1.199310784016916e-08,0.0
1989,1.0976243913773942e-08,5.488122178931576e-10
1990,1.3621627381610324e-08,0.0
1991,1.1722930182145319e-08,0.0
1992,6.060938417817852e-09,5.509944167592096e-10
1993,7.754890063438324e-09,2.2156829704300662e-09
1994,1.4242301560329906e-08,1.5824779264761446e-09
1995,8.133675954979935e-09,5.422450821690461e-10
1996,7.473328622609188e-09,3.2028553142993132e-09
1997,6.233362714880286e-09,4.79489448146353e-10
1998,7.629006759657386e-09,4.768129224785866e-10
1999,9.140402212892695e-09,0.0
2000,9.277866475088103e-09,4.4180314962005696e-10
2001,7.0099388516098315e-09,1.3143635069212678e-09
2002,2.0153619217921914e-08,0.0
2003,7.500461585152607e-09,4.1669229178253886e-10
2004,1.805964444656638e-08,1.3214374039449694e-09
2005,2.522099862289906e-08,1.8014998381943315e-09
2006,1.5647982465338828e-08,3.706100981659688e-09
2007,1.6377365241737607e-08,2.3966877371606188e-09
2008,2.5970381400952647e-08,2.9802078582719105e-09
2009,2.574823909640145e-08,4.76819250749827e-10
2010,3.023227534981743e-08,4.2514138876015295e-09
2011,6.42427266939194e-08,5.353560705856353e-09
2012,5.1063789641148105e-08,2.0425516833455504e-09
2013,3.8489925913154366e-08,3.0680376017500066e-09
2014,4.460817137896811e-08,3.2481677347817595e-09
2015,4.676974185713334e-08,3.546520632724537e-09
2016,5.116210033406787e-08,3.1070099826280284e-09
2017,5.861374319238166e-08,3.2702947017071438e-09
2018,5.8082999743191976e-08,6.195520096952123e-09
2019,8.086631453352311e-08,5.867272001580659e-09
