year,les_DET ondes_NOUN,les_DET sondes_NOUN
1800,2.6002241213518573e-06,8.866543907970481e-07
1801,2.1644949868004915e-06,5.833897347429229e-07
1802,2.9360463429384254e-06,4.923248297927785e-07
1803,2.900154427720736e-06,5.09038532214845e-07
1804,4.103272665645363e-06,4.6965166333734487e-07
1805,3.087365277210097e-06,3.297738042640219e-07
1806,2.5848572917652746e-06,4.639487425350808e-07
1807,1.7252547976909227e-06,3.359407081404697e-07
1808,2.259275824201268e-06,5.279952346448624e-07
1809,2.1777053405003244e-06,4.043664763031529e-07
1810,3.2878781865974815e-06,3.159171271249761e-07
1811,1.980590695893625e-06,2.7327136464805335e-07
1812,1.7176820641395807e-06,5.681153707470799e-07
1813,2.3811139868712417e-06,1.0237639855859015e-06
1814,2.1869406410246484e-06,5.443751511791106e-07
1815,1.5940591495677836e-06,4.774085624603686e-07
1816,2.3593206535110767e-06,6.303882695846141e-07
1817,2.1344735472439424e-06,2.553272437921805e-07
1818,1.697575704895371e-06,5.066500463613011e-07
1819,1.993612137596301e-06,2.7326771712132825e-07
1820,2.03747480753691e-06,4.5092629363807646e-07
1821,1.922990165326155e-06,4.6940685649587977e-07
1822,2.349001761103864e-06,4.882474939904569e-07
1823,2.311560358236875e-06,3.9135439955373386e-07
1824,2.437912172581491e-06,4.084239693114e-07
1825,2.6847796021911563e-06,4.385110556892613e-07
1826,1.8047560104150762e-06,5.963005298426083e-07
1827,1.8794020135715073e-06,5.392104736046122e-07
1828,1.8528048713051248e-06,4.668701194532332e-07
1829,1.7009180908189592e-06,2.84629429359029e-07
1830,2.1959103122526358e-06,4.0181817562157107e-07
1831,3.833877499914706e-06,5.129506890355628e-07
1832,2.1675009946875434e-06,4.5866596565247164e-07
1833,2.6885602366633066e-06,6.567917273381241e-07
1834,2.0022567781552425e-06,3.3884348393797836e-07
1835,2.0261512574393237e-06,3.713476104394431e-07
1836,2.325379583112408e-06,2.8361565540535594e-07
1837,2.195910340674345e-06,3.2145454875731616e-07
1838,2.1619153400820323e-06,3.730487776465452e-07
1839,2.1016375200133552e-06,5.138734220366814e-07
1840,2.49054815526506e-06,3.668940664058873e-07
1841,1.849760081995555e-06,5.746391051886235e-07
1842,1.9957088781552557e-06,4.930574881711891e-07
1843,1.9356947262849644e-06,3.1661043209396666e-07
1844,1.3562234713049293e-06,3.523656317838686e-07
1845,1.9034157645592131e-06,1.020065660828351e-06
1846,1.4062511972667835e-06,4.2035319114397396e-07
1847,1.9291560988676792e-06,3.640425925155455e-07
1848,1.424004203443019e-06,3.797344722000773e-07
1849,1.2007701570837526e-06,4.365675165818317e-07
1850,1.972882223810757e-06,4.854132242826381e-07
1851,2.3759733096540003e-06,4.424315049877947e-07
1852,1.5215144912872347e-06,2.825576648213257e-07
1853,1.590325460654185e-06,6.68856386720762e-07
1854,1.4064663389490306e-06,3.0966160124989983e-07
1855,1.7884378422650116e-06,5.927848931719382e-07
1856,1.5495326977088553e-06,3.152908225056983e-07
1857,1.87205876045482e-06,3.270611107497601e-07
1858,2.0284286961214093e-06,5.642408387185327e-07
1859,1.7455970038326996e-06,3.447401359935043e-07
1860,1.6839459959783198e-06,3.3367671034567614e-07
1861,1.7958390401418e-06,1.8486578012844035e-07
1862,1.3427454987890997e-06,2.173151348039415e-07
1863,1.774588803016286e-06,4.664975827850526e-07
1864,1.6172617023357816e-06,3.255620164566153e-07
1865,1.5043074057530248e-06,3.20065403514036e-07
1866,2.4989787874574176e-06,3.8097748183973934e-07
1867,1.93530125613961e-06,3.3532925769463873e-07
1868,2.9599725763773677e-06,4.6434816236562426e-07
1869,2.6307518226076354e-06,2.754304779806205e-07
1870,2.786747657523847e-06,2.87849247548877e-07
1871,1.718506453585178e-06,3.483746111587749e-07
1872,2.253238633898036e-06,2.945054277114778e-07
1873,1.2223421208545915e-06,5.429306145776636e-07
1874,2.1974611570385605e-06,3.2681111772348004e-07
1875,1.5911567459170328e-06,2.5346365006839733e-07
1876,1.6330285745880246e-06,2.8113968819631907e-07
1877,2.331675517552867e-06,3.296507031791407e-07
1878,2.471798964620575e-06,2.8504498383874477e-07
1879,1.7857558276546115e-06,2.93247617522141e-07
1880,1.5884169215496513e-06,3.170416169595569e-07
1881,1.962063649330048e-06,5.306078253441981e-07
1882,1.5846472223302044e-06,2.8085725189974653e-07
1883,1.751088802848244e-06,2.1864913285485343e-07
1884,1.5599810083699595e-06,1.8286700509406728e-07
1885,1.554042817986101e-06,2.3204289023581737e-07
1886,1.4307329792018209e-06,2.239351957200597e-07
1887,1.484024551245966e-06,2.0239666476129514e-07
1888,1.4272723447561475e-06,2.567948926834873e-07
1889,1.8457092778589868e-06,2.0111088971930258e-07
1890,1.4249235817942463e-06,2.8446038413676433e-07
1891,1.9192776221643726e-06,2.862024857108736e-07
1892,1.9256869876471683e-06,1.7614519620678948e-07
1893,2.1591407772802995e-06,2.2662972659626135e-07
1894,1.5363152314762374e-06,3.3839266677659907e-07
1895,1.978920494138947e-06,2.497724975736304e-07
1896,1.8392833283087384e-06,1.9460195666010094e-07
1897,2.1832696717183353e-06,2.744382001651502e-07
1898,2.5309822433428053e-06,2.1841249520093697e-07
1899,3.888098632387482e-06,2.631127351548912e-07
1900,2.267452089199651e-06,2.3152096417788925e-07
1901,2.6049111738757347e-06,2.699360841518228e-07
1902,3.6311549251877295e-06,2.032857480682715e-07
1903,2.871837097018215e-06,3.310334928396941e-07
1904,2.459966054857432e-06,2.1391008786508792e-07
1905,2.055530373468173e-06,2.394592208965207e-07
1906,2.4373145777190075e-06,2.6081015103152083e-07
1907,2.7118213665744406e-06,2.6022787896762267e-07
1908,2.7105955382467073e-06,2.3672895577142583e-07
1909,2.73948984386152e-06,2.4039297663591697e-07
1910,2.5967228225454164e-06,2.1002511729761864e-07
1911,2.9607882083837467e-06,2.3303238527727643e-07
1912,2.8823726836435526e-06,2.2296323543002927e-07
1913,2.9431591883621877e-06,4.268906721449639e-07
1914,3.41132121661758e-06,4.2926127419296023e-07
1915,2.3938509201570923e-06,1.4961567618154703e-07
1916,2.4018592341690237e-06,1.3624453210070442e-07
1917,2.1757385582077404e-06,1.6668965374666556e-07
1918,2.5120704947312333e-06,1.4472833864687118e-07
1919,2.9382243269537867e-06,1.3903851009411383e-07
1920,3.6975206398892624e-06,1.794618960104799e-07
1921,3.5516186471795663e-06,3.9378287497449094e-07
1922,3.4078684336691367e-06,2.4642303991795345e-07
1923,4.444897683697491e-06,1.2632978041438037e-07
1924,4.741539271435613e-06,2.1915761116986232e-07
1925,3.621700017220064e-06,1.2097995494286806e-07
1926,4.1931771761483105e-06,1.6830668769785007e-07
1927,3.911148183988189e-06,1.7727267476175257e-07
1928,4.33046960779393e-06,1.999557248666406e-07
1929,3.9537301290692994e-06,1.3591296110782025e-07
1930,5.262305592168559e-06,3.3716568847985684e-07
1931,4.28385186523883e-06,2.8855551903461674e-07
1932,3.6692527487502957e-06,2.148069119245477e-07
1933,5.150327183400805e-06,1.2273608440693806e-07
1934,4.5721710648649605e-06,2.1447028331067486e-07
1935,4.671221290664107e-06,2.2380691433454558e-07
1936,4.651040285352792e-06,1.5640881478873325e-07
1937,5.856129064341076e-06,3.2610996214543775e-07
1938,5.691728972578858e-06,2.398564713512741e-07
1939,5.0883304538729135e-06,1.1470537941704606e-07
1940,4.9549200298315554e-06,1.3693227352007398e-07
1941,4.276727167962235e-06,1.1510860176144888e-07
1942,3.4832751225621905e-06,1.4564217121204592e-07
1943,3.7538830781613797e-06,2.0322646676618206e-07
1944,3.348139898662339e-06,1.413801946625881e-07
1945,4.213226873162057e-06,2.2002890487371474e-07
1946,4.329463251906418e-06,2.0324812055605435e-07
1947,3.5178489667941903e-06,1.752368041785246e-07
1948,4.304180265535251e-06,2.5875092646288067e-07
1949,3.89244385701204e-06,1.796512520968463e-07
1950,4.1871417124639265e-06,2.4461331094016714e-07
1951,3.2378676166899822e-06,2.6866732527608406e-07
1952,3.891032605451983e-06,2.2354984707817493e-07
1953,4.129607987124473e-06,4.384947800417649e-07
1954,4.456276542441628e-06,2.3063185494720528e-07
1955,3.994514713667741e-06,2.928309732475043e-07
1956,5.489958709858911e-06,1.866324255139773e-07
1957,4.5509278834288125e-06,3.3573142421694513e-07
1958,4.6581002379753045e-06,2.1838723524014725e-07
1959,4.4303275217316695e-06,2.1004527184231847e-07
1960,4.313063470817724e-06,2.4499749429196527e-07
1961,4.170980020035131e-06,2.112240409246624e-07
1962,4.231353386785486e-06,2.5240986334384985e-07
1963,3.9876151163298346e-06,3.1231036823342606e-07
1964,3.7811864217474067e-06,2.0198774552948606e-07
1965,4.01757412760162e-06,1.898799055766176e-07
1966,3.74441441408635e-06,2.7529202129006336e-07
1967,3.3605168141548347e-06,3.367419218469614e-07
1968,3.399103576384732e-06,2.416381702508019e-07
1969,2.7995394873414625e-06,2.9067250692516033e-07
1970,3.0176833831774275e-06,2.612075874763864e-07
1971,3.280353041645867e-06,2.990547334214e-07
1972,3.130928547534495e-06,3.0216565383156535e-07
1973,3.3134353998320876e-06,3.054314987593898e-07
1974,2.8077227511857927e-06,2.126466070451194e-07
1975,2.914568256073835e-06,2.3816873051529797e-07
1976,2.925897206296213e-06,2.736779460277283e-07
1977,2.718599290574275e-06,2.6974428668502526e-07
1978,2.4005928764836426e-06,2.4534641895890275e-07
1979,2.4338356467978883e-06,2.4870886650152357e-07
1980,2.490664613219451e-06,2.808464429904234e-07
1981,2.7180886235100843e-06,2.6757074778060996e-07
1982,2.5711473909950655e-06,2.0236457953792808e-07
1983,2.6454859920477247e-06,3.7197211133488395e-07
1984,2.6072342933503023e-06,2.957494276145667e-07
1985,2.539768502174411e-06,3.212308019584498e-07
1986,2.6117972566908065e-06,3.1111378717696425e-07
1987,2.515823297244424e-06,4.094247174624144e-07
1988,2.341654166571061e-06,3.6279151766072104e-07
1989,2.2792172558183665e-06,2.403797506600469e-07
1990,2.9095795923694823e-06,2.724325440794928e-07
1991,2.5585296299368565e-06,2.1394348187486756e-07
1992,2.941208265383466e-06,2.3582560260138052e-07
1993,2.363025942031527e-06,1.9165658216024895e-07
1994,2.612671238466646e-06,1.7671004215458197e-07
1995,2.4422719491212774e-06,1.7189169643216928e-07
1996,2.1176211504325693e-06,1.697513272169715e-07
1997,2.5460890213935272e-06,1.6398538904560667e-07
1998,2.4822881101727035e-06,2.2124119425370736e-07
1999,2.5140675603552154e-06,1.9880375390357585e-07
2000,2.4144541583837054e-06,1.8555732073100017e-07
2001,2.2085689153072963e-06,1.7437222918359474e-07
2002,2.326866791690918e-06,1.5378087425688136e-07
2003,2.3213927988763317e-06,2.0084568674860748e-07
2004,2.4045755964152704e-06,2.3301345053461375e-07
2005,2.563534167165926e-06,2.2969122881466575e-07
2006,2.6630394387439082e-06,2.3554330397246304e-07
2007,2.467390032734329e-06,2.1290575774601805e-07
2008,2.8482272256269425e-06,1.7668374949209031e-07
2009,2.57005564208157e-06,1.9358861069740385e-07
2010,2.9013537812261347e-06,2.938199257229712e-07
2011,2.8783036611912394e-06,2.67295632738751e-07
2012,3.6602525597118074e-06,3.4689334141302375e-07
2013,3.049350340234014e-06,1.9998027178669275e-07
2014,3.123005086536068e-06,2.204423132923239e-07
2015,2.9950367661513155e-06,1.9594526907973364e-07
2016,3.152579495235841e-06,1.8683487482129557e-07
2017,3.170173386024544e-06,1.7936308616128827e-07
2018,3.114539651960513e-06,1.9283555729998625e-07
2019,2.970625246234704e-06,1.9974234150010872e-07
