year,mais_CONJ aider_VERB,mais_CONJ céder_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,1.1905913144261149e-08
1802,6.713520406265161e-09,4.475680270843441e-09
1803,1.950339223455444e-09,5.851017448321727e-09
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,0.0,1.9928686700865228e-08
1808,0.0,2.7192887941396293e-08
1809,0.0,2.259030518203531e-09
1810,1.6380887757350138e-08,2.3401267590372754e-09
1811,0.0,1.0028307073639553e-08
1812,2.6672082320544632e-09,0.0
1813,5.751483289628823e-09,2.8757416448144113e-09
1814,0.0,1.2586708120210233e-08
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,1.245498748581042e-08
1818,0.0,3.5763532135746345e-09
1819,2.2772310259711048e-08,8.280840235741493e-09
1820,8.306536791735653e-09,1.3053129244156025e-08
1821,2.7612166775270452e-08,4.930744257336528e-09
1822,5.012807946513931e-09,4.010246357211145e-09
1823,0.0,2.9648061783404955e-09
1824,2.105278085196005e-08,1.6000114122505238e-08
1825,8.805443485471187e-09,1.7610886970942374e-08
1826,8.807984341885344e-10,8.80798456392995e-09
1827,9.217273055917019e-10,7.373818333711313e-09
1828,0.0,2.7516904310687096e-09
1829,0.0,2.314757596710848e-08
1830,3.1310507520032616e-09,5.218417697960831e-09
1831,0.0,6.236482441579483e-09
1832,0.0,1.7588959844161423e-08
1833,5.791814139399776e-09,2.0850530635385667e-08
1834,2.8003592777992026e-09,9.334530925997342e-09
1835,2.3445572594482655e-08,1.2100940693926532e-08
1836,7.392825018825988e-09,6.048675060821296e-09
1837,1.1132625488130543e-08,1.3219993100221927e-08
1838,1.5780404538645598e-08,6.312162126320686e-09
1839,6.292327547896548e-09,1.957613005032499e-08
1840,1.3376346252869098e-08,8.280594876453051e-09
1841,2.247191943638427e-08,9.630822361827995e-09
1842,8.049918065466954e-09,7.379091560011375e-09
1843,1.1813822142769936e-09,9.451057936260554e-09
1844,0.0,1.975882035765153e-08
1845,6.69627359117797e-09,2.1762888824383708e-08
1846,1.7563503984519002e-09,1.2294452567118697e-08
1847,5.393223645455691e-10,7.550513103637968e-09
1848,6.436177146795785e-09,6.436177146795785e-09
1849,8.379414495607307e-09,1.508294733554294e-08
1850,1.629359136501307e-08,9.504594444820214e-09
1851,1.9348316282474798e-09,4.2566297597801395e-08
1852,3.906327261660181e-09,1.4323199737376058e-08
1853,5.971931837933653e-09,8.95789775690048e-09
1854,9.352196350675968e-09,2.3900057488646098e-08
1855,6.8990182455763716e-09,1.539011762474729e-08
1856,6.212626857404757e-09,1.5531568031690313e-08
1857,7.810414537345878e-09,1.610897992776472e-08
1858,1.9574704079872163e-09,1.1255455012459947e-08
1859,3.5645213447565993e-09,1.5785737161877478e-08
1860,3.204028820036342e-09,2.70053845952134e-08
1861,1.2733101684148096e-08,1.2733101906192701e-08
1862,5.421583626485926e-09,1.0391368432394188e-08
1863,1.9479021062807078e-08,1.5982786649715308e-08
1864,8.63051052846231e-09,1.7261019946701595e-08
1865,1.1296426905005319e-08,2.918243446892177e-08
1866,6.811858188626729e-09,3.454585240092456e-08
1867,4.367530337390235e-09,1.455843445796745e-08
1868,5.433861360870651e-09,7.903798615593871e-09
1869,8.790334682373668e-09,1.6115612844203042e-08
1870,5.734048791339319e-10,2.9243649279919737e-08
1871,3.18635318130589e-09,2.230447138096281e-08
1872,1.8142017887967654e-09,1.8746752150633483e-08
1873,5.986004469882289e-10,6.584604861359367e-09
1874,6.572069999322139e-09,1.0754296286830112e-08
1875,4.577221879298321e-09,4.005068943158108e-09
1876,1.209202959984168e-09,3.02300739996042e-09
1877,6.184815992682502e-10,1.6699003069220453e-08
1878,6.0390887290928674e-09,7.850815109122777e-09
1879,3.6655952717623563e-09,7.33119043250241e-09
1880,6.417846254436199e-10,3.2089231272180996e-09
1881,9.761510821881814e-09,6.275256814181063e-09
1882,3.3276925659464496e-09,1.5307385581309063e-08
1883,3.159669414998234e-09,8.847074184359371e-09
1884,4.621187876807653e-09,1.5183903023796574e-08
1885,1.0313017106966527e-08,5.156508553483263e-09
1886,7.744156427236248e-09,7.098810206329631e-09
1887,5.876032105334161e-09,1.50165264667379e-08
1888,6.340614699951175e-10,6.974675947901687e-09
1889,1.2530273485467092e-09,2.318100555953606e-08
1890,6.5543866445416654e-09,8.520702365899524e-09
1891,7.0116419337296065e-09,2.549687905251119e-09
1892,1.1910173958185055e-08,6.8953636134239105e-09
1893,9.23762488724833e-09,4.310891699166319e-09
1894,6.9316934414587195e-09,8.82215478448245e-09
1895,1.2037228991346183e-09,3.0093072478365457e-09
1896,5.897028865220477e-09,8.845543852942228e-09
1897,4.078699600285063e-09,9.322741689743452e-09
1898,4.52668391659472e-09,8.4875323436151e-09
1899,2.7637891975018647e-09,1.2713430308508578e-08
1900,8.824790675987515e-09,5.191053031872173e-09
1901,1.2295225393366138e-08,0.0
1902,8.347482705062248e-09,8.347482705062248e-09
1903,1.0800440541913758e-08,5.940242076007962e-09
1904,3.7622376325430196e-09,4.299700151477737e-09
1905,3.096455369888673e-09,9.805442013899324e-09
1906,1.1317205839134203e-08,4.115347507216427e-09
1907,8.742833568220476e-09,9.771402686986619e-09
1908,8.840500331785961e-09,1.1296194646348567e-08
1909,9.901770403608623e-09,1.1001967337165297e-08
1910,2.67207544979442e-09,1.1222716089775986e-08
1911,3.7242617878519013e-09,5.3203743632934675e-09
1912,4.167536982180309e-09,9.897900055122477e-09
1913,5.302989658506618e-09,9.01508212525215e-09
1914,7.366418142140674e-09,5.357394972094198e-09
1915,1.0602685840410686e-08,7.068456930880984e-09
1916,1.977743191439174e-08,8.789969641043172e-09
1917,5.483212106582869e-09,1.0966424435210342e-09
1918,1.033773866510046e-08,1.1486376294556067e-08
1919,1.012863348748283e-08,9.207848705727883e-09
1920,1.3630017114962811e-08,8.329454903588385e-09
1921,6.815472630705699e-09,0.0
1922,5.902348387820666e-09,5.164554783831932e-09
1923,1.3800733000834953e-08,5.307974060286824e-09
1924,1.2891624656674594e-08,3.867487219366694e-09
1925,1.0998178368026856e-08,3.299453377181294e-09
1926,4.458455493683289e-09,2.6750732295965918e-08
1927,8.919379901328739e-09,5.574612327308159e-09
1928,1.713906150335731e-08,2.2852082448565625e-09
1929,3.342121912552898e-09,4.4561625500705304e-09
1930,1.8906487042613662e-08,1.3654684494213143e-08
1931,4.5621426636444085e-09,1.3686427990933225e-08
1932,5.4797681947604815e-09,3.2878609834696704e-09
1933,9.176529758292418e-09,1.261772863969668e-08
1934,1.4377896206951846e-08,8.38710612072191e-09
1935,5.98414207075848e-09,2.393656828303392e-09
1936,1.2124714121597435e-08,2.424942913137329e-09
1937,1.636845392560815e-08,5.036447148221157e-09
1938,7.779128674556546e-09,5.186085783037697e-09
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,1.7709015587286103e-08,2.9515025978810172e-09
1942,1.2136847082899749e-08,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,1.742803235060819e-08,8.714016175304096e-09
1946,1.1136883415474585e-08,5.568441707737293e-09
1947,1.549713202209091e-08,1.0728784083369192e-08
1948,4.348755133776194e-09,1.9569397657903664e-08
1949,1.4725512142987895e-08,4.908504269707237e-09
1950,1.914365022059883e-08,5.317680740191122e-09
1951,2.0256663901818683e-08,0.0
1952,9.490323193972472e-09,7.381362632230548e-09
1953,1.8315506888910704e-08,4.3095309543161875e-09
1954,1.3681550559141442e-08,1.4658804392553293e-08
1955,1.9709776921672528e-08,6.569925492527773e-09
1956,1.9186511934776718e-08,3.488456634670456e-09
1957,1.4136059989233729e-08,6.184526335495377e-09
1958,1.1581141046157484e-08,5.790570523078742e-09
1959,8.525822714489095e-09,1.007597205671118e-08
1960,1.1073333583411227e-08,8.305000021024966e-09
1961,1.806521465752553e-08,6.948159270159238e-09
1962,1.0781325610054182e-08,5.70776070851764e-09
1963,1.4225316924409981e-08,7.759263898066138e-09
1964,1.8251904765342886e-08,1.3993127101485925e-08
1965,9.3024736802505e-09,4.377634810204256e-09
1966,7.754704656193212e-09,2.7695373772118614e-09
1967,1.6763140597841897e-08,4.437302081328198e-09
1968,1.7965663401398047e-08,7.186265249536916e-09
1969,1.5441976364272136e-08,6.3584606468936045e-09
1970,1.4715920260144344e-08,5.978342709767048e-09
1971,9.762954999992246e-09,7.1937562573509695e-09
1972,7.182205497002769e-09,1.3851396474251487e-08
1973,1.2129048210240967e-08,8.821126273872437e-09
1974,1.350137179834121e-08,7.31324301117553e-09
1975,1.4278700444236847e-08,5.711480177694739e-09
1976,1.4283817462157344e-08,7.998937512354587e-09
1977,9.402850609241398e-09,8.815172813925187e-09
1978,1.4257418801122412e-08,5.940591463193812e-09
1979,1.1703946811714161e-08,4.681578569254441e-09
1980,1.8192481521239756e-08,1.7055452050662723e-09
1981,1.3283654398676958e-08,7.590659434342228e-09
1982,1.3035754364842944e-08,2.483000915987077e-09
1983,1.4525227243211702e-08,8.209910529188846e-09
1984,1.855682774110079e-08,9.858314165001048e-09
1985,1.9249786542552272e-08,7.2186695510012555e-09
1986,1.2588419251446936e-08,6.593934065435292e-09
1987,1.4054878705316298e-08,7.944061852782625e-09
1988,1.4391729141749465e-08,7.195864570874733e-09
1989,1.3720305336306637e-08,2.1952488715726304e-09
1990,1.7980548161489196e-08,4.90378582185258e-09
1991,2.8721180100887977e-08,8.20605139395525e-09
1992,2.8100715088186234e-08,5.509944167592096e-09
1993,1.6617621612091682e-08,1.1078415074194936e-08
1994,1.47697947205927e-08,1.2132331139724783e-08
1995,1.735184329554329e-08,6.506940763983948e-09
1996,1.8149513891785318e-08,5.3380919684542505e-09
1997,1.9659067929111984e-08,5.753873377756236e-09
1998,2.1456580956424887e-08,5.244942036242151e-09
1999,1.3253583341921171e-08,5.9412613717668705e-09
2000,1.899753454548403e-08,5.3016377954406835e-09
2001,1.533424121014093e-08,1.095302915032903e-08
2002,1.9715496346606187e-08,3.504977141854937e-09
2003,1.4167538253673229e-08,8.333845835650777e-09
2004,2.5107309564731395e-08,8.369103410288403e-09
2005,3.1075871653740705e-08,6.755624393228743e-09
2006,2.0589450144825605e-08,1.4412614657288714e-08
2007,1.3581230140502498e-08,1.1983438685803094e-08
2008,2.2138685551453818e-08,5.960415494499216e-09
2009,2.3364143508786128e-08,8.105927262747059e-09
2010,2.1257068105740018e-08,1.133710347822614e-08
2011,1.6443079564609775e-08,1.5295887667576835e-08
2012,2.3489343803362317e-08,1.3617010630184723e-08
2013,2.2313000336282585e-08,1.7013662478859715e-08
2014,1.9705550968751595e-08,1.2343037703033133e-08
2015,2.127912379634722e-08,1.3077794847049518e-08
2016,1.6570720351438695e-08,1.263517379612722e-08
2017,2.0879574735843676e-08,1.4338984666295573e-08
2018,1.6779533762445453e-08,2.1426173724137243e-08
2019,2.1173197861656945e-08,1.5050827251172905e-08
