year,autres_ADJ eaux_NOUN,autres_ADJ seaux_NOUN
1865,1.6897571697427338e-07,1.882737743486018e-09
1866,2.228450739494292e-07,2.432806400776144e-09
1867,1.4558435168510186e-07,9.7056229719783e-10
1868,2.1834243568719103e-07,9.87974813071446e-10
1869,1.802018516627868e-07,0.0
1870,1.9782468996254465e-07,1.7202146374017957e-09
1871,1.7524942563795776e-07,1.0621177271019633e-09
1872,1.5844028666833765e-07,6.047339295989218e-10
1873,2.5141218884527916e-07,0.0
1874,1.9357733549441036e-07,5.974609140757536e-10
1875,1.6821289250401605e-07,1.1443054281912168e-09
1876,1.7956664066787198e-07,2.418405919968336e-09
1877,1.9667714923343738e-07,1.8554447978047506e-09
1878,1.2923649705953721e-07,3.0195443923020093e-09
1879,1.3135048959611595e-07,6.109325489944695e-09
1880,2.387438939877029e-07,6.417846254436199e-10
1881,1.6176217343399912e-07,2.091752326904839e-09
1882,1.6705016037121823e-07,6.655385131892899e-10
1883,1.8262889511788671e-07,1.8958017378167824e-09
1884,1.577805619490391e-07,0.0
1885,2.6298192778995144e-07,4.511945039809007e-09
1886,2.1619104018100188e-07,0.0
1887,1.730165024582675e-07,5.876032105334161e-09
1888,2.1241059755539027e-07,1.9021844099853524e-09
1889,1.5349584714385855e-07,0.0
1890,1.4419650540276052e-07,1.3108772956016423e-09
1891,1.2557212869523937e-07,0.0
1892,1.9495072933750635e-07,8.775916882086676e-09
1893,1.9337427659138484e-07,0.0
1894,1.7203201707616245e-07,3.150769645188234e-09
1895,1.474560491487864e-07,1.2037228991346183e-09
1896,1.9342255086485238e-07,4.1279202278587945e-09
1897,1.3692776690277242e-07,5.826713556089658e-10
1898,1.9181823063263437e-07,1.13167097914868e-09
1899,2.4542447363273823e-07,0.0
1900,1.4586859720111534e-07,2.07642125715779e-09
1901,1.654266696959894e-07,1.1177477832191585e-09
1902,1.4436234607728693e-07,8.347482705062248e-09
1903,1.657867585436179e-07,1.0260418292773466e-08
1904,1.6715084427687543e-07,5.912087708281888e-09
1905,1.3882441862733685e-07,5.160759042333041e-10
1906,1.548399524153865e-07,3.0865106026567446e-09
1907,1.594281400230102e-07,5.142843484406967e-09
1908,1.2327586773608346e-07,9.822778146428846e-10
1909,1.0671907801906855e-07,2.2003934230241384e-09
1910,1.7101282878684287e-07,3.740905363258662e-09
1911,1.4897047151407605e-07,1.5961122423746588e-09
1912,1.672224243520759e-07,0.0
1913,2.036348121237097e-07,2.6514948014977335e-09
1914,1.2857748288297444e-07,2.0090231700464756e-09
1915,1.2958838624399505e-07,0.0
1916,1.2415831918133335e-07,6.592477230782379e-09
1917,1.6449637030291342e-07,0.0
1918,1.1256648946300629e-07,3.44591288836682e-09
1919,1.1878124439590465e-07,0.0
1920,1.2191293308205786e-07,3.786115865267448e-09
1921,1.2797943327313988e-07,1.5145494858259667e-09
1922,1.2321152098593302e-07,2.951174193910333e-09
1923,1.2208340649522142e-07,3.1847844361720945e-09
1924,1.3149457345207338e-07,0.0
1925,1.033828738172815e-07,9.898360353588487e-09
1926,9.808601930672012e-08,3.343841648018042e-09
1927,1.1929670051813446e-07,1.1149224876660924e-09
1928,1.3254208397484035e-07,0.0
1929,1.4259720160225697e-07,0.0
1930,1.575540551357335e-07,1.0503603542488804e-09
1931,1.6651820544666407e-07,0.0
1932,1.6658495383126137e-07,1.0959536611565568e-09
1933,1.2961848483428184e-07,1.1470662197865522e-09
1934,1.0783422510485252e-07,0.0
1935,8.976213194955562e-08,0.0
1936,9.093535879856063e-08,1.2124714565686645e-09
1937,8.687871400070435e-08,1.2591118148108649e-09
1938,2.618973269363778e-07,0.0
1939,1.4223466848761745e-07,0.0
1940,2.0539842182643042e-07,2.5357829169792012e-09
1941,9.149658097840074e-08,2.9515025978810172e-09
1942,6.978687139280737e-08,0.0
1943,1.3645205854118103e-07,0.0
1944,9.318240046241044e-08,6.4263723231761105e-09
1945,6.317661416233022e-08,2.178504043826024e-09
1946,7.79581839083221e-08,2.7842208538686464e-09
1947,9.894323227399582e-08,1.1920870957027319e-09
1948,5.544662684542345e-08,0.0
1949,9.031647607571358e-08,9.817008317369869e-10
1950,8.933703554703243e-08,0.0
1951,1.1194472193665206e-07,1.0661401761424827e-09
1952,1.1810180211568877e-07,3.1634410646574906e-09
1953,8.726799904934524e-08,2.1547654771580937e-09
1954,8.013479657620337e-08,9.772536113672459e-10
1955,1.6800238711311977e-07,0.0
1956,6.715278999536167e-08,1.744228317335228e-09
1957,1.3075856486466364e-07,2.6505113659425206e-09
1958,1.1829308022015539e-07,0.0
1959,1.007597205671118e-07,0.0
1960,6.713208478004162e-08,6.920833350854139e-10
1961,8.754680891343014e-08,0.0
1962,1.179603899004178e-07,1.9025869768540815e-09
1963,6.595374202333915e-08,3.879631726988464e-09
1964,9.490990748872719e-08,6.083968329129164e-10
1965,1.0451602605598964e-07,0.0
1966,7.92087675449693e-08,3.3234448526542337e-09
1967,9.712761084301746e-08,1.4791006197611978e-09
1968,6.871866276014771e-08,4.4914158503495116e-10
1969,1.3125679743097862e-07,1.8167031212712459e-09
1970,1.4026110761733435e-07,1.8394900047624674e-09
1971,7.913131838677145e-08,1.0276794970565106e-09
1972,8.516043692452513e-08,1.0260293725750103e-09
1973,1.0530219185511669e-07,1.6539611902288698e-09
1974,1.125114366118396e-07,1.6876715580593782e-09
1975,1.1137386479731504e-07,1.1422960355389478e-09
1976,8.798831174772204e-08,2.856763492431469e-09
1977,1.1812331734972759e-07,1.7630346071939584e-09
1978,9.029698588847168e-08,4.158414057542359e-09
1979,8.777959692451986e-08,0.0
1980,1.5293055355414253e-07,1.1370301367108482e-09
1981,8.982280519376218e-08,1.8976649140967083e-09
1982,6.642027727821187e-08,0.0
1983,7.957298464589257e-08,6.315316047889041e-10
1984,9.162433656229041e-08,1.739702604197646e-09
1985,8.782714644439693e-08,1.8046674155058895e-09
1986,9.351397523005289e-08,2.3977941854269602e-09
1987,8.860684630462856e-08,6.110816852533674e-10
1988,7.675588875599715e-08,5.996553809062277e-10
1989,1.0043263642955935e-07,2.1952488715726304e-09
1990,7.519138023326377e-08,1.6345953479657283e-09
1991,6.388997064732393e-08,1.7584396161396398e-09
1992,7.107828281505135e-08,1.65298330578878e-09
1993,6.370088811991081e-08,2.2156829704300662e-09
1994,7.226649501035354e-08,1.0549853213248639e-09
1995,8.784370209014014e-08,5.422450821690461e-10
1996,8.274042784250923e-08,4.270473752399084e-09
1997,7.575933125281153e-08,2.3974471297094624e-09
1998,5.149579607177657e-08,1.9072516899143466e-09
1999,6.718195777466462e-08,3.1991407301035224e-09
2000,7.113030875416371e-08,3.092622158362701e-09
2001,4.9945814595275806e-08,2.6287270138425356e-09
2002,6.002273522653923e-08,3.504977197366088e-09
2003,6.250384387840313e-08,1.6667691671301554e-09
2004,4.492887129003975e-08,1.3214374039449694e-09
2005,7.16096195674254e-08,9.007499190971657e-10
2006,4.570857825569874e-08,3.294311934354255e-09
2007,5.23276817432361e-08,4.393927444112933e-09
2008,5.364373834026992e-08,1.7029758714315335e-09
2009,4.1483275481368764e-08,2.860915504498962e-09
2010,5.0544585405987164e-08,3.3066551718974324e-09
2011,4.244608931003313e-08,5.353560705856353e-09
2012,5.855314810787604e-08,1.1234034147378225e-08
2013,4.267361219945087e-08,8.08846234434668e-09
2014,4.850597079553154e-08,1.147685946278898e-08
2015,4.255824848087286e-08,6.428068743957738e-09
2016,5.0126427453278666e-08,4.349814286541687e-09
2017,4.5029441508859236e-08,5.282783988036499e-09
2018,4.1561612817986315e-08,3.3559066636712487e-09
2019,4.030560774026526e-08,5.101975730781305e-09
