year,six_DET airs_NOUN,six_DET serres_NOUN
1982,6.207502289967692e-10,0.0
1983,5.052252838311233e-09,0.0
1984,8.698512798943625e-09,5.799008495621649e-10
1985,3.609334831011779e-09,6.015558051686298e-10
1986,7.79283104712647e-09,1.1988970927134801e-09
1987,3.055408481777988e-09,6.110816852533674e-10
1988,5.996553809062277e-10,0.0
1989,5.488122178931576e-10,1.6464366536794728e-09
1990,1.0897301838674878e-08,5.44865097484859e-10
1991,9.96449056600568e-09,0.0
1992,9.366905029395411e-09,0.0
1993,4.4313659408601325e-09,0.0
1994,3.1649559639745917e-09,5.274926606624319e-10
1995,4.880205739521415e-09,5.422450821690461e-10
1996,2.135236876199542e-09,5.338092190498855e-10
1997,1.917957792585412e-09,1.917957792585412e-09
1998,6.198567881199324e-09,0.0
1999,7.769342114105626e-09,0.0
2000,8.836062881378837e-09,0.0
2001,2.6287270971092624e-09,0.0
2002,1.752488598683044e-09,0.0
2003,4.166923028847691e-09,0.0
2004,7.928623979580607e-09,4.404791253964646e-10
2005,4.954124666056714e-09,0.0
2006,1.194188103958993e-08,0.0
2007,3.595031605740928e-09,3.994479469415779e-10
2008,2.9802077194940324e-09,4.257439678578834e-10
2009,5.721830786953319e-09,0.0
2010,1.4171379625338432e-09,0.0
2011,1.1471915639660324e-09,1.529588788962144e-09
2012,3.0638274417515987e-09,6.808505426114664e-10
2013,1.3945625210176615e-09,0.0
2014,1.0827225782605865e-09,6.496335691608124e-10
2015,3.54652054945781e-09,0.0
2016,1.449938086262037e-09,0.0
2017,3.5218559180094644e-09,0.0
2018,1.290733298020541e-09,2.5814667070633845e-10
2019,1.7856913725466939e-09,7.65296326310505e-10
