year,autres_ADJ ondes_NOUN,autres_ADJ sondes_NOUN
1800,0.0,0.0
1801,1.1905912700171939e-08,4.7623651688866175e-09
1802,0.0,8.951360541686881e-09
1803,1.3652374342143503e-08,1.950339223455444e-09
1804,1.2359254952798437e-08,2.4718509461507665e-09
1805,0.0,0.0
1806,1.729001475325731e-08,0.0
1807,0.0,0.0
1808,0.0,9.064295980465431e-09
1809,4.969867006821005e-08,0.0
1810,0.0,4.680253518074551e-09
1811,2.5070767684098882e-09,0.0
1812,0.0,2.6672082320544632e-09
1813,2.8757416448144113e-09,0.0
1814,6.293354459785405e-08,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,5.4490570278176165e-08,0.0
1818,2.384235475716423e-09,0.0
1819,7.24573512300708e-09,2.070209959015301e-08
1820,0.0,0.0
1821,2.9584463767662328e-09,6.903041693817613e-09
1822,7.017931125119503e-09,8.02049271442229e-09
1823,1.7788837070042973e-08,6.917880934764753e-09
1824,1.2631669044083083e-08,5.894778887238772e-09
1825,7.044354433105582e-09,0.0
1826,9.688783109140786e-09,8.807984341885344e-10
1827,9.217273166939322e-09,1.2904182611350734e-08
1828,0.0,3.668920500743411e-09
1829,0.0,1.0287811491593857e-08
1830,2.6092090266160994e-08,6.262101504006523e-09
1831,1.870944643656003e-08,0.0
1832,4.058990921151917e-09,1.488296597074168e-08
1833,4.6334514003376626e-09,1.1583628278799551e-08
1834,7.467624740797874e-09,3.733812370398937e-09
1835,1.9664028627630614e-08,2.2689263801112247e-09
1836,6.048674894287842e-09,1.3441500135158435e-09
1837,6.957890930081589e-10,1.3915781860163179e-09
1838,1.8936485712828244e-09,0.0
1839,1.3283802502428443e-08,4.194885327990505e-09
1840,2.229391071750797e-08,1.9109065441114126e-09
1841,1.0272877659645019e-08,9.630822361827995e-09
1842,2.683306021822318e-09,1.341653010911159e-09
1843,7.088293507706567e-09,5.906911071384968e-10
1844,5.488561272137815e-10,0.0
1845,6.138250796539069e-09,5.580227835366713e-09
1846,3.5127007969038004e-09,1.1709002656346001e-09
1847,8.089835468183537e-09,2.6966118227278457e-09
1848,1.6090443422100975e-09,1.287235473768078e-08
1849,1.1731181359664333e-08,0.0
1850,7.467895635215882e-09,6.788996032014438e-09
1851,1.2253933867611977e-08,3.2247193804124663e-09
1852,1.9531636308300904e-09,5.859490670445666e-09
1853,1.0749477752369785e-08,3.5831591027601917e-09
1854,1.3508727469968562e-08,2.5978321716024766e-09
1855,2.1227748447927297e-09,5.837630823180007e-09
1856,1.2942972915652717e-08,3.1063134287023786e-09
1857,8.298565390418844e-09,4.881509085841174e-10
1858,9.787352039936081e-10,2.4468380654951716e-09
1859,1.5276520048956854e-09,2.036869339860914e-09
1860,3.661747127736703e-09,1.8308735638683515e-09
1861,1.0375120318428799e-08,4.2443675241088386e-09
1862,1.8071945051545413e-09,0.0
1863,3.995696662428827e-09,9.989241656072068e-10
1864,8.151037178549814e-09,9.589455896019672e-10
1865,3.294791106611683e-09,2.8241067262513297e-09
1866,4.0871150019938796e-08,9.731225825149181e-10
1867,1.358787216076962e-08,4.85281148598915e-10
1868,1.6301584082611953e-08,0.0
1869,4.248661511496721e-08,2.441759683335931e-09
1870,2.2936195165357276e-08,1.1468097582678638e-09
1871,1.274541272522356e-08,1.0621176826930423e-08
1872,2.53988243770209e-08,6.047339518033823e-09
1873,6.584604861359367e-09,1.0774807712721213e-08
1874,6.572069999322139e-09,1.7923826867161097e-09
1875,2.345826111138649e-08,1.716458086775674e-09
1876,1.813804439976252e-09,6.04601479992084e-10
1877,1.793596560162314e-08,6.184815992682502e-10
1878,3.4422804162659304e-08,2.4156354694326865e-09
1879,1.588424503040642e-08,1.832797580370027e-09
1880,1.7328185109022343e-08,1.9253538763308597e-09
1881,2.2312024228199334e-08,5.5780060570498335e-09
1882,1.9966154951589488e-08,6.655385131892899e-09
1883,3.4756364897248204e-08,0.0
1884,3.4328824227713994e-08,1.3203393933736152e-09
1885,1.2246707647989297e-08,1.933690763067375e-09
1886,2.5168509054651622e-08,6.4534639854230136e-09
1887,1.3057849024278312e-08,0.0
1888,1.5851536971922542e-08,4.4384300679212174e-09
1889,5.012109394186837e-09,1.8795409673089125e-09
1890,5.898947996740844e-09,6.554386478008212e-10
1891,1.4023283867459213e-08,0.0
1892,1.7551833764173352e-08,6.268512375839919e-09
1893,1.4780200174868696e-08,0.0
1894,6.301539290376468e-09,0.0
1895,2.8287487907618925e-08,4.213029924926559e-09
1896,2.181900704556483e-08,1.7691086373616827e-09
1897,1.5732126712464378e-08,1.1653427112179315e-09
1898,2.7160103499568322e-08,5.6583548957434e-10
1899,2.1557555740514545e-08,0.0
1900,6.748368974740515e-09,0.0
1901,1.0059729937950124e-08,5.588738916095792e-10
1902,3.83002145554201e-08,1.4730852093691738e-09
1903,1.1880484152015924e-08,0.0
1904,2.9022976022474722e-08,1.0749250378694342e-09
1905,2.6835946798087207e-08,1.5482277682110634e-09
1906,2.1091157265118454e-08,1.0288369045596824e-09
1907,2.7771354993433306e-08,1.5428529565042481e-09
1908,1.3751889405000384e-08,1.4734167219643268e-09
1909,2.4204327431220918e-08,5.500983557560346e-10
1910,2.5651923252212327e-08,1.068830135508847e-09
1911,2.7665945978583295e-08,2.6601871816467337e-09
1912,2.3963337980603683e-08,3.646594803896619e-09
1913,1.3257474229533273e-08,5.833288518886093e-09
1914,3.147469485043075e-08,2.678697486047099e-09
1915,3.534228554258334e-08,0.0
1916,2.4172416956957932e-08,1.0987462051303964e-09
1917,1.2063066989753679e-08,7.676496771580332e-09
1918,2.6418664589300533e-08,0.0
1919,1.5653341733923298e-08,0.0
1920,2.1202248845497706e-08,0.0
1921,2.2718241510233383e-08,6.815472630705699e-09
1922,2.1396012073182646e-08,1.4755870969551665e-09
1923,4.140219900250486e-08,1.0615948120573648e-09
1924,4.1253198190815965e-08,1.289162443462999e-09
1925,2.859526304632709e-08,2.1996355847875293e-09
1926,2.452150482668003e-08,0.0
1927,4.0137209111890115e-08,4.4596899506643695e-09
1928,4.570416578530967e-08,2.2852082448565625e-09
1929,4.121950425428622e-08,4.4561625500705304e-09
1930,4.8316575629314684e-08,3.1510811737689437e-09
1931,3.079446386777818e-08,1.1405356659111021e-09
1932,4.931791508511196e-08,1.3151444377967891e-08
1933,1.0094182556485976e-07,0.0
1934,6.709684896577528e-08,1.1981580172459871e-09
1935,5.2660450222674626e-08,7.180970484910176e-09
1936,3.758661648589623e-08,0.0
1937,4.280980192561401e-08,8.813782592653752e-09
1938,5.186085871855539e-08,5.186085783037697e-09
1939,5.505858169385647e-08,0.0
1940,1.0143131845552489e-07,0.0
1941,3.5418032950929046e-08,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,4.177142187700156e-08,0.0
1945,2.832055301382752e-08,4.357008087652048e-09
1946,3.3410650246423756e-08,8.352662561605939e-09
1947,3.337843779149807e-08,0.0
1948,4.348755311411878e-08,2.174377566888097e-09
1949,3.337782672474532e-08,7.853606653895895e-09
1950,2.9779013033248702e-08,3.190608444114673e-09
1951,1.2793682557799002e-08,1.5992101864981123e-08
1952,2.319856839960721e-08,4.2179215675730575e-09
1953,3.44762476345295e-08,0.0
1954,4.0067398288101685e-08,2.9317608341017376e-09
1955,3.9419553843345057e-08,1.8771215692936494e-09
1956,4.0117249966442614e-08,0.0
1957,5.212672249399475e-08,2.6505113659425206e-09
1958,2.4816730004317833e-08,8.272243445794913e-10
1959,3.410329085795638e-08,3.100299128533379e-09
