year,autres_ADJ ondes_NOUN,autres_ADJ sondes_NOUN
1960,3.3220000972278285e-08,4.152500121534786e-09
1961,4.863711566827078e-08,3.47407969059077e-09
1962,3.4880759613997725e-08,2.5367825617905737e-09
1963,3.2330266463986845e-08,5.819448034571906e-09
1964,4.623815996751546e-08,1.2167936658258327e-09
1965,3.3379464525751246e-08,3.2832261354087677e-09
1966,2.547974453648294e-08,1.1078149508847446e-09
1967,2.9582013283402375e-08,3.451234853457663e-09
1968,2.2906220920049236e-08,1.122853987567396e-08
1969,1.725867981861029e-08,3.6334062425424918e-09
1970,2.345349692234322e-08,1.8394900047624674e-09
1971,1.798439086542203e-08,2.0553589941130213e-09
1972,2.1033601527165047e-08,7.182205497002769e-09
1973,2.4809416743210022e-08,5.513203671370093e-09
1974,1.1251143128276908e-08,4.500457340128605e-09
1975,1.770558810676448e-08,7.996072248772634e-09
1976,2.628222439682304e-08,4.570821499072508e-09
1977,1.2928920156696222e-08,1.7630346071939584e-09
1978,1.7821774278559133e-08,7.72276909088987e-09
1979,2.1067103617156135e-08,4.096381456264453e-09
1980,1.3075846183596695e-08,1.193881615790815e-08
1981,1.3916208629893845e-08,3.1627747087981106e-09
1982,1.6139505731871395e-08,4.345251713999687e-09
1983,1.515675762675528e-08,1.136756910824488e-08
1984,1.8556827185989277e-08,9.278413592994639e-09
1985,1.0226449020933615e-08,6.617113967877231e-09
1986,8.991728250862252e-09,1.558566253834215e-08
1987,3.727598141267663e-08,3.6664902225425067e-09
1988,1.0793796967334401e-08,1.3192418713003917e-08
1989,6.036934507847036e-09,4.390497743145261e-09
1990,1.6345952147389653e-08,3.2691906959314565e-09
1991,1.3481369798284959e-08,2.9307325455363298e-09
1992,1.8733810946969243e-08,1.65298330578878e-09
1993,1.3848018731721368e-08,2.2156829704300662e-09
1994,1.1077346151466827e-08,7.912389854425328e-09
1995,8.675921314704738e-09,4.337960657352369e-09
1996,1.4946657245218375e-08,1.6014276571496566e-09
1997,1.6782131240233866e-08,2.876936688878118e-09
1998,2.4794271524797296e-08,1.43043876743576e-09
1999,1.6452723627935484e-08,3.1991407301035224e-09
2000,5.743440834038438e-09,2.2090156370779823e-09
2001,9.638665865452367e-09,3.943090742808408e-09
2002,1.0076809608960957e-08,2.1906108038649563e-09
2003,7.91715315529018e-09,2.083461403401543e-09
2004,1.5416770082765652e-08,6.166707589017051e-09
2005,1.170974872621855e-08,4.053374524914943e-09
2006,1.6883348052942893e-08,2.4707338397433887e-09
2007,1.1583990655594789e-08,3.1955835755326234e-09
2008,1.575252639440805e-08,3.8316958494988285e-09
2009,1.0013204487790972e-08,5.721831008997924e-09
2010,1.2754241218715379e-08,8.030448306328708e-09
2011,1.2619107536693264e-08,6.500752380844688e-09
2012,2.3489343803362317e-08,4.765953853791416e-09
2013,1.561910067948702e-08,6.414987652192394e-09
2014,1.6024294779981574e-08,7.145969149746634e-09
2015,1.994917830927534e-08,3.768178213903184e-09
2016,2.1127668503595487e-08,3.314144070287739e-09
2017,1.2074934829797712e-08,9.559323110863716e-09
2018,2.3749493038849323e-08,4.904786798931582e-09
2019,1.4285530980373551e-08,3.3162841361900064e-09
