year,sommes_VERB avant_ADP,sommes_VERB savants_ADJ
1800,3.144164484325529e-09,0.0
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,4.670620334934483e-09
1818,2.384235475716423e-09,0.0
1819,1.035105001712111e-09,2.070210003424222e-09
1820,2.3732962262101864e-09,0.0
1821,0.0,0.0
1822,1.4035862250239006e-08,0.0
1823,2.9648061783404955e-09,2.9648061783404955e-09
1824,0.0,0.0
1825,8.805443041381977e-10,0.0
1826,0.0,0.0
1827,4.608636583469661e-09,0.0
1828,1.8344602503717056e-09,0.0
1829,5.143905745796928e-09,0.0
1830,7.305785310052215e-09,0.0
1831,3.1182412207897414e-09,1.5591206103948707e-09
1832,1.0823975493678972e-08,0.0
1833,1.7375443306377747e-08,0.0
1834,1.8669061851994684e-09,9.334530925997342e-10
1835,4.5378527602224494e-09,7.563087933704082e-10
1836,4.704525213838906e-09,0.0
1837,2.7831563720326358e-09,0.0
1838,3.787297142565649e-09,6.312161904276081e-10
1839,9.788065469251706e-09,2.7965900706306e-09
1840,1.4013314952876499e-08,0.0
1841,2.0545755319290038e-08,6.420548537278137e-09
1842,6.708265054555795e-09,4.024959032733477e-09
1843,1.4176587015413133e-08,5.906910960362666e-09
1844,8.232841963717874e-09,0.0
1845,1.0044410636567136e-08,0.0
1846,1.9319854160926297e-08,2.9272506640865004e-09
1847,2.6966118227278457e-09,1.0786447290911383e-09
1848,1.609044275596716e-08,0.0
1849,3.5193544078993e-08,5.02764896381791e-09
1850,2.5798184921654865e-08,1.3577992064028876e-09
1851,2.1283147688677673e-08,6.449438760824933e-10
1852,5.859490670445666e-09,0.0
1853,2.388772735173461e-09,0.0
1854,7.79349651480743e-09,4.1565315633818045e-09
1855,1.1675261646360013e-08,0.0
1856,1.3978411317339123e-08,2.0708756931497874e-09
1857,1.2203773103180993e-08,4.881508974818871e-09
1858,1.3212924976357954e-08,4.893676130990343e-09
1859,2.3933214521321133e-08,0.0
1860,3.661747172145624e-08,0.0
1861,9.431927239234028e-09,0.0
1862,1.0391368654438793e-08,4.517986262886353e-10
1863,1.6482248454963155e-08,1.9978483312144135e-09
1864,1.4384183621984903e-08,2.3973640850272204e-09
1865,2.3534221682552925e-08,9.41368871743009e-10
1866,1.6056523222118813e-08,5.838735717134114e-09
1867,1.4073153309368536e-08,4.85281148598915e-10
1868,1.432563490055827e-08,0.0
1869,1.2697149998075474e-08,9.767038289254515e-10
1870,1.77755516972411e-08,0.0
1871,1.2320565190293564e-07,0.0
1872,5.32165849165267e-08,2.4189357183956872e-09
1873,2.6937019725892242e-08,5.986004469882289e-10
1874,2.0313670745508716e-08,0.0
1875,2.1169650921137873e-08,1.716458086775674e-09
1876,2.1765654167893445e-08,1.813804439976252e-09
1877,2.4739264858908427e-08,0.0
1878,9.662541877730746e-09,5.435179861734696e-09
1879,1.8327975581655664e-08,4.27652757650776e-09
1880,3.144744553651435e-08,0.0
1881,1.6036766581351003e-08,1.3945015142624584e-09
1882,3.1945848633085916e-08,6.655385131892899e-10
1883,1.64302811356265e-08,3.159669414998234e-09
1884,2.5746619058963915e-08,6.601696966868076e-10
1885,2.127059772760731e-08,3.86738152613475e-09
1886,2.8395241713496944e-08,1.2906927748801422e-09
1887,2.6115698048556624e-08,7.1818169189441505e-09
1888,2.599652049184442e-08,6.340614699951175e-10
1889,3.195219733242993e-08,1.8795409673089125e-09
1890,3.4082809463598096e-08,0.0
1891,2.6134301833735663e-08,8.92390783491237e-09
1892,2.7581453565517222e-08,6.268512375839919e-10
1893,3.0176241949675386e-08,1.2316833108982905e-09
1894,1.7014155417882648e-08,3.150769645188234e-09
1895,2.5880042997528108e-08,2.4074457982692365e-09
1896,1.7691087705884456e-08,5.897029087265082e-09
1897,4.777905004971217e-08,5.826713556089658e-10
1898,3.168678830434146e-08,0.0
1899,3.15071986278781e-08,5.527578395003729e-10
1900,2.387884379118077e-08,1.038210628578895e-09
1901,4.135666742399735e-08,0.0
1902,2.356936334990678e-08,1.9641135384773634e-09
1903,3.726151831529023e-08,0.0
1904,3.923476299405593e-08,5.374625189347171e-10
1905,2.0126959654476195e-08,2.580379465655369e-09
1906,4.629766081620801e-08,0.0
1907,3.754275823553144e-08,0.0
1908,3.192402786567072e-08,4.911389073214423e-10
1909,3.300590023513905e-08,5.500983557560346e-10
1910,4.221879024157715e-08,7.481810726517324e-09
