year,mêmes_ADJ ailes_NOUN,mêmes_ADJ selles_NOUN
1909,2.2003934674330594e-08,4.400786846048277e-09
1910,2.6186338430989053e-08,6.412980813053082e-09
1911,2.128149745317387e-08,5.320374141248863e-10
1912,4.532196484774431e-08,3.125652625612929e-09
1913,2.4393752795504042e-08,0.0
1914,2.4108278040557707e-08,3.3483718020477227e-09
1915,8.246533234057551e-09,1.1780761921542648e-09
1916,5.383856560570166e-08,9.888715624128963e-09
1917,3.070598708632133e-08,5.483212106582869e-09
1918,5.398596769623509e-08,6.89182577673364e-09
1919,2.4861190439651182e-08,3.6831393490643904e-09
1920,9.086678076641874e-09,1.514446346106979e-09
1921,2.3475516641724425e-08,3.0290989716519334e-09
1922,2.5822775029382683e-08,0.0
1923,1.1677542488541803e-08,1.0615948120573648e-09
1924,2.0626599095407983e-08,0.0
1925,3.739380360912037e-08,2.1996355847875293e-09
1926,2.229227646921572e-08,0.0
1927,7.358488574027433e-08,2.2298449753321847e-09
1928,3.884854038460617e-08,0.0
1929,1.3368487650211591e-08,1.1140406375176326e-09
1930,9.453243521306831e-09,1.0503603542488804e-09
1931,9.352392282835353e-08,1.1405356659111021e-09
1932,2.520693342944469e-08,0.0
1933,2.064719240024715e-08,1.1470662197865522e-09
1934,1.5576054224197833e-08,5.990790086229936e-09
1935,1.3165112555668657e-08,0.0
1936,2.424942913137329e-08,3.6374143697059935e-09
1937,1.0072894518486919e-08,2.5182236296217297e-09
1938,2.074434313215079e-08,0.0
1939,6.117620188206274e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,2.322588166236983e-08,0.0
1944,5.462416652335378e-08,6.4263723231761105e-09
1945,2.178504132643866e-08,0.0
1946,2.7842208538686464e-09,0.0
1947,1.7881307101674793e-08,1.1920870957027319e-09
1948,2.0656587551570738e-08,4.348755133776194e-09
1949,1.0798709482173763e-08,9.817008317369869e-10
1950,2.2334258886758107e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,2.4253049346611988e-08,2.1089607837865287e-09
1953,3.5553629373907825e-08,3.232148326759443e-09
1954,5.472620046020893e-08,3.9090144454689835e-09
1955,9.385607846468247e-09,2.815682353940474e-09
1956,2.1802854632824165e-08,0.0
1957,1.0602045463770082e-08,0.0
1958,2.8952852559882558e-08,0.0
1959,2.325224279786653e-08,1.5501495642666896e-09
1960,1.1073333361366622e-08,6.920833350854139e-10
1961,1.598076693198891e-08,1.3896318540318475e-09
1962,2.980719671086263e-08,0.0
1963,9.69907976156037e-09,0.0
1964,9.125952438182594e-09,6.083968329129164e-10
1965,1.3132904541635071e-08,0.0
1966,7.754704434148607e-09,5.539074754423723e-10
1967,2.218651040664099e-08,0.0
1968,1.257596426995633e-08,0.0
1969,1.2262746373892242e-08,0.0
1970,1.977451802304131e-08,0.0
1971,2.8261185391897925e-08,5.138397485282553e-10
1972,1.539044092169206e-08,0.0
1973,9.37244681864513e-09,0.0
1974,7.875800456247362e-09,0.0
1975,1.2565256390928425e-08,5.711480177694739e-10
1976,1.4855169538918744e-08,0.0
1977,7.639816779203557e-09,0.0
1978,1.3663360221016774e-08,5.940591352171509e-10
1979,1.2289143924704149e-08,0.0
1980,1.4212877097463661e-08,2.8425752862659692e-09
1981,5.060439622894819e-09,0.0
1982,3.7245013739806154e-09,0.0
1983,7.57837881337764e-09,0.0
1984,8.118611560803402e-09,0.0
1985,1.0226449020933615e-08,0.0
1986,1.4386765556650971e-08,0.0
1987,7.332980445085013e-09,6.110816852533674e-10
1988,1.0793796967334401e-08,0.0
1989,1.92084268491044e-08,1.0976244357863152e-09
1990,8.717841559757744e-09,0.0
1991,5.8614650910726596e-09,0.0
1992,7.162927584403178e-09,5.509944167592096e-10
1993,1.550978012687665e-08,0.0
1994,7.912389854425328e-09,0.0
1995,4.880205572987961e-09,0.0
1996,3.736664311304594e-09,0.0
1997,3.835915585170824e-09,4.79489448146353e-10
1998,3.814503379828693e-09,4.768129224785866e-10
1999,3.656160929565999e-09,0.0
2000,9.719669513685858e-09,0.0
2001,3.066848330846028e-09,0.0
2002,3.504977197366088e-09,0.0
2003,2.5001538617175356e-09,0.0
2004,4.404791198453495e-09,4.404791253964646e-10
2005,4.954124666056714e-09,0.0
2006,4.941467679486777e-09,4.1178899179428186e-10
2007,3.1955835755326234e-09,3.994479469415779e-10
2008,6.811903485726134e-09,8.514879357157668e-10
2009,5.245011536203492e-09,0.0
2010,1.8895172093635892e-09,9.447586046817946e-10
2011,3.059177577924288e-09,3.82397197240536e-10
2012,6.127654827992046e-09,1.3617010852229328e-09
2013,5.578249862026041e-09,5.578250084070646e-10
2014,4.980523993225461e-09,2.1654451842767486e-10
2015,6.428068743957738e-09,0.0
2016,8.285359953674742e-09,0.0
2017,3.773417134311785e-09,7.54683426862357e-10
2018,5.6792268665617485e-09,5.162933414126769e-10
2019,5.867272001580659e-09,7.65296326310505e-10
