year,nos_DET yeux_NOUN,nos_DET cieux_NOUN
1800,1.3702268873316825e-05,6.288328968651058e-09
1801,1.178209149088616e-05,4.7623651688866175e-09
1802,9.240042260216796e-06,1.7902721083373763e-08
1803,1.0352400678925733e-05,9.751696339321825e-09
1804,1.034716825643045e-05,2.4718509461507665e-09
1805,1.0720491424365264e-05,2.842877711017877e-09
1806,1.086389291060641e-05,0.0
1807,9.508830103754917e-06,5.693910232196231e-09
1808,1.1658950370474486e-05,1.8128591960930862e-08
1809,8.905097843125986e-06,0.0
1810,1.2830914585038045e-05,1.6380887757350138e-08
1811,8.218197663723004e-06,1.0028307073639553e-08
1812,8.932480156431666e-06,2.400487453257938e-08
1813,1.0576977913956398e-05,2.8757416448144113e-09
1814,1.0604302318029113e-05,0.0
1815,1.0440952635804024e-05,5.1247248222807684e-08
1816,1.0628531470047164e-05,2.7811246638975717e-08
1817,1.1243739422184262e-05,4.514932783195036e-08
1818,1.1334655880546052e-05,1.1921177378582115e-09
1819,1.095555158769912e-05,2.2772310259711048e-08
1820,1.0494716008224714e-05,7.119888678630559e-09
1821,1.274202922729728e-05,1.676452932031225e-08
1822,1.0748462756282606e-05,2.5064039732569654e-08
1823,9.387563906670948e-06,2.8659792761231984e-08
1824,1.1414818217758693e-05,3.2842340402794434e-08
1825,1.110894731937151e-05,1.584979791857677e-08
1826,1.049383278939331e-05,7.92718590769681e-09
1827,9.785057443423284e-06,2.5808365222701468e-08
1828,1.0599511199416156e-05,1.6510142586412258e-08
1829,1.0458417335712511e-05,2.400489357290425e-08
1830,1.1697605714289239e-05,1.6698937344017395e-08
1831,1.0639438997372963e-05,1.2472964883158966e-08
1832,1.1097281159777594e-05,2.8412935448862697e-08
1833,1.2620363676774105e-05,7.066013552048389e-08
1834,1.164856138302639e-05,2.8003593222081236e-08
1835,1.1613877489935476e-05,1.9664028627630614e-08
1836,1.0860060143613737e-05,8.064899859050456e-09
1837,1.0456318179308255e-05,1.4611571397260548e-08
1838,1.00666353972656e-05,3.4085675393313863e-08
1839,1.0630538305633763e-05,1.1186360393544703e-08
1840,1.0036718137484968e-05,2.1656941462389057e-08
1841,1.2080261640790013e-05,1.9903700021473014e-08
1842,1.2005782224377981e-05,1.7441489585934278e-08
1843,1.2522651289259557e-05,2.0083496865552775e-08
1844,1.2167591151523993e-05,2.4149669042294875e-08
1845,1.1453417599227578e-05,1.506661534422804e-08
1846,1.170549030860002e-05,2.6930706775729618e-08
1847,1.0977367459474863e-05,1.1865092020002521e-08
1848,1.1494208294493546e-05,1.9308531440387355e-08
1849,1.2313549888176567e-05,1.005529792763582e-08
1850,1.184476163018644e-05,1.9009189777818847e-08
1851,1.0849245882127434e-05,1.6768540334055615e-08
1852,1.1594630684896856e-05,1.6927417911816178e-08
1853,1.1530606279563926e-05,2.090176165481239e-08
1854,1.3347662203955224e-05,1.195002835574499e-08
1855,1.2729749883533259e-05,2.3350523292720027e-08
1856,1.291915818057987e-05,1.6049286344355096e-08
1857,1.1972877388188863e-05,4.100467743128888e-08
1858,1.2492086867155194e-05,2.6425849841693605e-08
1859,1.2371435218483384e-05,2.036869428678756e-08
1860,1.2894384795458791e-05,3.936378023539078e-08
1861,1.3321182748882165e-05,2.2636625851557568e-08
1862,1.2249164186073358e-05,3.749928745300224e-08
1863,1.304644928268317e-05,2.2975255753454604e-08
1864,1.3764704846153109e-05,2.9727313499705588e-08
1865,1.3062905210858844e-05,2.400490572984637e-08
1866,1.1889612153481721e-05,3.989802677129006e-08
1867,1.2295083038793564e-05,3.833721073931429e-08
1868,1.2181729601934421e-05,2.8157282727647726e-08
1869,1.2334792458545962e-05,2.539430010717325e-08
1870,1.2445753000633886e-05,2.465641024684828e-08
1871,1.201786186300069e-05,8.496941816815706e-09
1872,1.2294845859628367e-05,2.5398825931333135e-08
1873,1.1223159617657075e-05,1.915521496975714e-08
1874,9.806723163308106e-06,1.3144139998644278e-08
1875,1.0738161847712036e-05,3.9478538438331157e-08
1876,1.1007979537680512e-05,2.418405875559415e-08
1877,1.0630461630967147e-05,2.783167118991514e-08
1878,9.942152033204366e-06,2.4760263062084675e-08
1879,1.0678489267945679e-05,2.8102895566206598e-08
1880,9.911721733146805e-06,5.519347867632973e-08
1881,1.0269109537830445e-05,3.346803595372094e-08
1882,1.0130161683719052e-05,1.3976308554930483e-08
1883,9.624353204173985e-06,1.3270612164717477e-08
1884,9.695912282836616e-06,1.5844073608661802e-08
1885,9.253999522229606e-06,2.7071669572720225e-08
1886,9.192313996209123e-06,1.097088819790315e-08
1887,8.772916409327536e-06,1.3710741875172516e-08
1888,8.855302311872038e-06,2.9166826731596984e-08
1889,9.90267488276686e-06,2.004843729919159e-08
1890,8.333246704239627e-06,1.2453334308215602e-08
1891,8.677225402209388e-06,7.649063937797962e-09
1892,8.850512870139937e-06,2.4447198709864892e-08
1893,9.15879742535708e-06,3.079208354961338e-08
1894,9.001118513651818e-06,1.2603078136663726e-08
1895,9.148293955263398e-06,3.0694934372021976e-08
1896,9.203493092968529e-06,1.3563166756380696e-08
1897,8.67655924707833e-06,1.573212637939747e-08
1898,8.696891427462106e-06,8.487532565659706e-09
1899,8.640158057460212e-06,2.8743407654019393e-08
1900,8.815446747689748e-06,1.816868544501915e-08
1901,8.385344294481456e-06,1.5089595406525547e-08
1902,7.416492834977362e-06,1.423982337600549e-08
1903,8.470785459735453e-06,1.674068350610014e-08
1904,8.585963442442335e-06,3.3860137804708756e-08
1905,8.184963483870433e-06,2.838417501038748e-08
1906,8.367530661246292e-06,1.594697174311932e-08
1907,8.19460632328628e-06,2.417136363286332e-08
1908,8.695614482689962e-06,1.5225305904920106e-08
1909,8.584834574776323e-06,3.135560788791736e-08
1910,8.559192082202571e-06,1.8170112525695004e-08
1911,8.907902184773775e-06,3.405039528114884e-08
1912,8.978958121019787e-06,5.1052326810463455e-08
1913,9.10152148492216e-06,1.8030165416238475e-08
1914,8.823629272569633e-06,2.075990607197653e-08
1915,8.644723536122001e-06,2.591767644943843e-08
1916,9.62062222242821e-06,3.186363883855847e-08
1917,9.812756900373643e-06,2.3029491202919417e-08
1918,9.832338051296574e-06,4.020231791912465e-08
1919,9.184828712704984e-06,2.7623544951449475e-08
1920,9.478919949401643e-06,3.331781828208591e-08
1921,8.81543545006025e-06,2.4990066127550392e-08
1922,9.007720976228484e-06,3.393850223076811e-08
1923,8.983215664670752e-06,5.30797388265114e-08
1924,9.0202692888397e-06,3.480738519634485e-08
1925,8.975613127404358e-06,4.289289257108919e-08
1926,8.610392384866827e-06,1.671920735191179e-08
1927,8.767750401261765e-06,3.1217830098739796e-08
1928,8.118201989759655e-06,2.6279895593006586e-08
1929,8.275094188547882e-06,2.785101571589621e-08
1930,7.80207643202857e-06,3.0460449496061415e-08
1931,7.849166237861027e-06,1.3686427990933225e-08
1932,7.5302974948954216e-06,1.2055489939655217e-08
1933,7.602754919844301e-06,1.3764794637438627e-08
1934,7.63106849177575e-06,3.5944740517379614e-09
1935,7.551987522447234e-06,2.752705441366743e-08
1936,7.590071305685342e-06,2.0612015205756506e-08
1937,7.3041076760205215e-06,2.2664012888640173e-08
1938,7.464074172958135e-06,3.241303703216403e-08
1939,7.460437970507883e-06,2.141167065872196e-08
1940,6.704609909036208e-06,2.7893612752905028e-08
1941,7.124927186907826e-06,3.836953510472085e-08
1942,8.149893261588659e-06,3.6410540360520827e-08
1943,8.280026918328076e-06,1.4516175816936538e-08
1944,8.505304180062012e-06,5.1410976809052045e-08
1945,9.670379526482975e-06,2.832055301382752e-08
1946,8.466815728525035e-06,1.9489545088902105e-08
1947,8.95734285677463e-06,1.5497132244135514e-08
1948,8.227845071928641e-06,2.8266908147500658e-08
1949,7.115367480992063e-06,9.817008428392171e-09
1950,8.054159067683031e-06,4.78591268837647e-08
1951,7.762566767155477e-06,9.595261474260042e-09
1952,6.6811879122496975e-06,2.214408867384776e-08
1953,7.559994841699336e-06,3.2321481602259894e-08
1954,7.83268775705892e-06,2.6385847951004848e-08
1955,7.783484548440356e-06,1.6894095011821264e-08
1956,7.3868069705440575e-06,1.3081712602058815e-08
1957,6.826833754303152e-06,1.8553580005686854e-08
1958,6.7939937267169626e-06,1.8198935691771112e-08
1959,6.37188993835025e-06,1.7826719656000023e-08
1960,7.019801145702331e-06,1.3149583366622863e-08
1961,7.676326291061741e-06,2.4318558167202298e-08
1962,7.448627741268865e-06,2.6636216898801024e-08
1963,7.558816079722419e-06,2.780402907909263e-08
1964,7.12311029360535e-06,1.8251905320454398e-08
1965,8.326261109914412e-06,1.258569987117042e-08
1966,6.952646430136156e-06,2.6033651234769195e-08
1967,7.381205449519257e-06,2.2679543298931293e-08
1968,8.217494340101439e-06,2.7397636798154323e-08
1969,6.979773317539184e-06,2.6796370233839184e-08
1970,7.182748532841288e-06,4.000890851951766e-08
1971,7.380280479196699e-06,2.7233506227908322e-08
1972,7.078063688936709e-06,2.2059630788717755e-08
1973,6.50613158370561e-06,2.095017381797959e-08
1974,5.945666565310148e-06,1.6876715358549177e-08
1975,5.897674405730413e-06,2.62728088173958e-08
1976,5.9557802742915555e-06,2.285410793945175e-08
1977,6.507948135947572e-06,1.645498848290572e-08
1978,6.297620792850012e-06,2.3762364520507617e-08
1979,6.562403136456396e-06,3.160065631391262e-08
1980,6.261056391565489e-06,1.3644361418485573e-08
1981,6.0712625185033176e-06,2.150686839730298e-08
1982,6.534017046533336e-06,1.9243256987877544e-08
1983,6.366470188368112e-06,2.3366668600033336e-08
1984,6.316280085627568e-06,3.3634247942337936e-08
1985,6.177376668858869e-06,2.346067662362117e-08
1986,6.270831391930187e-06,3.3569118207399384e-08
1987,6.392525470744204e-06,2.0776776576969525e-08
1988,5.99415536584047e-06,2.758414824333144e-08
1989,6.133525445761734e-06,2.8538235330444195e-08
1990,6.249602449770464e-06,3.3236769780842224e-08
1991,6.2184283819988195e-06,2.4032006606944378e-08
1992,6.165076456454699e-06,2.5345742504789825e-08
1993,6.722382060786458e-06,3.3235243224183364e-08
1994,6.2650305352462965e-06,3.6396993696730107e-08
1995,6.414759170070283e-06,3.2534705318720825e-08
1996,6.02136786653773e-06,3.5231407569114026e-08
1997,6.261652920613869e-06,3.5961708277909565e-08
1998,6.09891426250897e-06,4.1482724144614735e-08
1999,6.080652624973482e-06,3.427650954734851e-08
2000,6.217937311703281e-06,3.932047931698435e-08
2001,5.895358569318887e-06,3.680217885992931e-08
2002,6.1713887546943624e-06,5.038404726764867e-08
2003,6.476231561691748e-06,2.750169142418102e-08
2004,5.8213720137700875e-06,4.2285996398883086e-08
2005,5.889553527538283e-06,4.63886193902141e-08
2006,6.120419556054912e-06,3.664921877089e-08
2007,5.8782760135045464e-06,4.074369078232998e-08
2008,5.627058158097498e-06,4.257439653598816e-08
2009,5.982174187124656e-06,5.674148928491718e-08
2010,5.559904394658588e-06,4.015224031039821e-08
2011,5.349736866833155e-06,5.4300401480800176e-08
