year,six_DET hommes_NOUN,six_DET sommes_NOUN
1993,2.9967111103701427e-07,5.539207426075166e-10
1994,3.418152338952041e-07,0.0
1995,3.085374622457948e-07,5.422450821690461e-10
1996,2.6156652310760364e-07,0.0
1997,2.6180124024222096e-07,1.438468344439059e-09
1998,3.037298235142316e-07,6.675381136744818e-09
1999,2.988911660395388e-07,5.0272213059088244e-09
2000,3.1765645047698854e-07,3.97622823555821e-09
2001,3.39105799440631e-07,1.3143635069212678e-09
2002,3.1632420061100675e-07,4.38122149670761e-10
2003,3.504382171115594e-07,4.1669229178253886e-10
2004,3.369665328989413e-07,0.0
2005,3.188654602581664e-07,4.5037495954858286e-10
2006,3.879052172806041e-07,1.2353669198716943e-09
2007,3.4352522604308433e-07,3.994479469415779e-10
2008,3.410209288290389e-07,4.257439678578834e-10
2009,3.4283304728432995e-07,4.76819250749827e-10
2010,3.6278731485595017e-07,0.0
2011,4.0075227758507026e-07,0.0
2012,5.011059869275414e-07,0.0
2013,5.675869445553872e-07,2.789125042035323e-10
2014,5.896507317970645e-07,2.1654451842767486e-10
2015,6.015785629642778e-07,0.0
2016,6.336228963732538e-07,0.0
2017,4.666458934821094e-07,0.0
2018,5.268773577427055e-07,7.744400121190154e-10
2019,5.196361954062922e-07,0.0
