year,six_DET hommes_NOUN,six_DET sommes_NOUN
1800,1.0910250551887657e-06,0.0
1801,9.643789713464912e-07,0.0
1802,7.340115644183243e-07,0.0
1803,5.012371651069714e-07,0.0
1804,7.489708107044635e-07,0.0
1805,6.851335196955688e-07,0.0
1806,6.483755683461823e-07,0.0
1807,5.722379601280636e-07,0.0
1808,6.186382250916722e-07,2.2660739951163578e-09
1809,7.296668798062456e-07,6.7770917766551975e-09
1810,7.816023597229105e-07,0.0
1811,6.919531667648471e-07,0.0
1812,4.880991042455207e-07,0.0
1813,6.671720527151592e-07,8.627225156487839e-09
1814,7.268824404604857e-07,0.0
1815,6.257558453626189e-07,0.0
1816,7.393156664647904e-07,0.0
1817,6.398749441416385e-07,0.0
1818,8.988567863355001e-07,0.0
1819,6.603969762153383e-07,8.280840013696888e-09
1820,1.3183660350080117e-06,0.0
1821,6.755119628110151e-07,9.86148829262845e-10
1822,7.940287645169519e-07,3.0076847679083585e-09
1823,8.756060552173039e-07,0.0
1824,8.244269160684325e-07,0.0
1825,8.462030862688152e-07,2.641632912414593e-09
1826,9.85613439752342e-07,0.0
1827,8.940754767650105e-07,0.0
1828,1.0245460586588706e-06,4.586150570418113e-09
1829,7.672992552443247e-07,0.0
1830,8.036363574603911e-07,2.0873671680021744e-09
1831,8.543981167008496e-07,0.0
1832,7.549722838007256e-07,2.705993873419743e-09
1833,8.722472166766693e-07,1.0425265983826648e-08
1834,7.756995010765877e-07,0.0
1835,8.939570150801046e-07,7.563087933704082e-10
1836,8.474865964558376e-07,0.0
1837,1.0088941770902693e-06,0.0
1838,8.931709203352511e-07,3.1560809521380406e-09
1839,9.242730243386177e-07,0.0
1840,9.955823543350562e-07,0.0
1841,7.422154340019915e-07,6.420548537278137e-10
1842,7.741337881839172e-07,0.0
1843,5.977794153011473e-07,5.906911071384968e-10
1844,6.042906193215458e-07,0.0
1845,5.54674681296774e-07,0.0
1846,6.094535933698353e-07,0.0
1847,6.428722727491731e-07,1.6179670936367074e-09
1848,6.886709904563304e-07,1.6090443422100975e-09
1849,4.834922506802286e-07,8.379414939696517e-10
1850,6.286610414463212e-07,0.0
1851,5.52071938386689e-07,5.8044946626978344e-09
1852,4.746187496351695e-07,6.510545436100301e-10
1853,6.354135635433522e-07,1.7915795513800958e-09
1854,6.333514726009071e-07,4.676098175337984e-09
1855,5.896007237993217e-07,0.0
1856,5.808806360363405e-07,1.5531567143511893e-09
1857,7.200225766723634e-07,1.9526036343364694e-09
1858,6.268798742325998e-07,4.893676019968041e-10
1859,6.30411033597511e-07,5.092173349652285e-10
1860,7.149561316310837e-07,4.577183909670879e-10
1861,6.555189777657233e-07,0.0
1862,5.96374203354344e-07,1.3553959066214816e-09
1863,6.21330805472553e-07,9.989241656072068e-10
1864,5.25502210635409e-07,0.0
1865,6.542513943941231e-07,9.41368871743009e-10
1866,4.812091116690453e-07,4.865612912574591e-10
1867,5.299270249281562e-07,0.0
1868,5.74507337702812e-07,0.0
1869,5.122811437274777e-07,0.0
1870,6.083825958569378e-07,0.0
1871,5.95848064222082e-07,1.0621177271019633e-09
1872,6.071528417805894e-07,0.0
1873,5.483179954524076e-07,0.0
1874,6.727409882500979e-07,1.1949218281515073e-09
1875,5.658590502832794e-07,0.0
1876,5.858588245644114e-07,1.209202959984168e-09
1877,4.892189444660744e-07,6.184815992682502e-10
1878,5.543883201397648e-07,0.0
1879,5.473955546619891e-07,3.665595160740054e-09
1880,5.39099104912566e-07,0.0
1881,5.285160540324796e-07,1.3945015142624584e-09
1882,4.612181889740441e-07,6.655385131892899e-10
1883,5.946497907416415e-07,0.0
1884,5.010688113316064e-07,0.0
1885,5.504572850867362e-07,1.933690763067375e-09
1886,5.924280017666206e-07,3.872078213618124e-09
1887,5.732395944590962e-07,1.3057849246322917e-09
1888,6.048946374903608e-07,2.53624587998047e-09
1889,6.816468953729782e-07,0.0
1890,6.42985337862001e-07,0.0
1891,5.290602480556572e-07,6.374220040683554e-10
1892,4.933319281974491e-07,3.1342561879199593e-09
1893,5.191545273675047e-07,1.9091091374434654e-08
1894,4.921502068100381e-07,3.150769645188234e-09
1895,5.657497510469511e-07,0.0
1896,5.378090470742336e-07,0.0
1897,4.690504269433404e-07,4.661370844871726e-09
1898,5.448995672452384e-07,1.13167097914868e-09
1899,4.925072225603344e-07,5.527578395003729e-10
1900,5.772451316943261e-07,5.191053142894475e-10
1901,4.6889520000092944e-07,3.353243460679778e-09
1902,4.2228441543556983e-07,0.0
1903,4.768394443743773e-07,0.0
1904,4.450189692306594e-07,0.0
1905,4.3969666130294627e-07,3.6125313851442797e-09
1906,4.0381847909998214e-07,2.572092316910357e-09
1907,4.628558976094155e-07,6.1714118260169926e-09
1908,3.825972072490913e-07,0.0
1909,3.740668717000517e-07,1.320236009405562e-08
1910,4.2058465687944135e-07,0.0
1911,4.5861625608267786e-07,0.0
1912,4.0581390692295827e-07,0.0
1913,4.470420407187703e-07,1.060597942803554e-09
1914,4.212251667468081e-07,0.0
1915,5.760792625153499e-07,0.0
1916,5.790392503257635e-07,0.0
1917,4.3975362018500164e-07,0.0
1918,4.686441386070328e-07,1.1486376294556067e-09
1919,4.1711552967171883e-07,1.8415696745321952e-09
1920,3.3469265048324814e-07,7.572231730534895e-10
1921,3.445600178508812e-07,7.572747429129834e-10
1922,4.124265977623054e-07,7.377935484775833e-10
1923,8.906780557538241e-07,0.0
1924,3.2873642474839926e-07,1.289162443462999e-09
1925,3.035497044834301e-07,1.0998177923937646e-09
1926,5.361292387817684e-07,1.1146138456652466e-09
1927,3.5008564580607526e-07,2.2298449753321847e-09
1928,2.490876944705178e-07,0.0
1929,2.662557090360451e-07,0.0
1930,3.5502180750768275e-07,0.0
1931,4.710412255803931e-07,0.0
1932,3.4084157896074885e-07,0.0
1933,3.074137477909744e-07,0.0
1934,3.7741978431427015e-07,0.0
1935,3.291278005690401e-07,0.0
1936,3.297922379630336e-07,3.6374143697059935e-09
1937,3.336646212659389e-07,0.0
1938,2.51525165140265e-07,0.0
1939,2.8141053842745123e-07,0.0
1940,3.854389909463407e-07,0.0
1941,3.6598632391360297e-07,0.0
1942,3.185922494708393e-07,0.0
1943,3.803238008970311e-07,8.709705845433291e-09
1944,4.88404289455957e-07,0.0
1945,4.87984898711602e-07,0.0
1946,4.6635698680574933e-07,0.0
1947,3.8981248096092713e-07,3.5762612871081956e-09
1948,3.6420823334992747e-07,0.0
1949,3.5733910053181717e-07,0.0
1950,2.712017170836134e-07,0.0
1951,3.99802580375308e-07,3.1984206394497505e-09
1952,3.458695641000986e-07,0.0
1953,3.2321482024144643e-07,0.0
1954,2.5213143217683864e-07,0.0
1955,3.1441785708352654e-07,0.0
1956,3.4710143026472906e-07,0.0
1957,3.1894485097438974e-07,0.0
1958,2.986279916683543e-07,0.0
1959,2.805770797920104e-07,0.0
1960,2.8583042066543385e-07,0.0
1961,3.661679812694274e-07,0.0
1962,3.545153610673424e-07,0.0
1963,3.737378904133948e-07,1.939815863494232e-09
1964,3.2731749044501157e-07,0.0
1965,3.2394497040399983e-07,0.0
1966,3.533929771037947e-07,5.539074754423723e-10
1967,3.8604527574648273e-07,0.0
1968,3.5302529965974827e-07,0.0
1969,3.824159939824767e-07,0.0
1970,3.25129853706585e-07,9.197450023812337e-10
1971,3.062484914551078e-07,0.0
1972,3.262773411449871e-07,1.5390440033513642e-09
1973,3.5008844534445416e-07,0.0
1974,3.229078124888929e-07,0.0
1975,3.381196300722422e-07,0.0
1976,3.1595802596484646e-07,0.0
1977,2.8208551938746496e-07,5.876781838942691e-10
1978,3.6594042285287287e-07,5.940591352171509e-10
1979,3.2127334215203973e-07,1.7555920051037788e-09
1980,3.20073986870284e-07,1.7055452605774235e-09
1981,3.308262463974643e-07,0.0
1982,3.178241243517732e-07,0.0
1983,2.9745138618864075e-07,0.0
1984,3.566390134324138e-07,0.0
1985,3.0799655803548376e-07,0.0
1986,3.0032372322352785e-07,0.0
1987,2.8415297848027876e-07,1.8332451112712533e-09
1988,2.962297678266168e-07,0.0
1989,3.545326840992402e-07,0.0
1990,3.1220771035123107e-07,0.0
1991,2.9248710831097924e-07,5.861465202094962e-10
1992,3.405145356794037e-07,0.0
