year,ses_DET âges_NOUN,ses_DET ages_NOUN,ses_DET sages_NOUN
1844,8.946354768113451e-08,1.2074834521147437e-08,2.6015781362520585e-07
1845,6.138250796539069e-08,0.0,1.8079938313153576e-07
1846,4.4494210982293225e-08,5.854501328173001e-10,1.9729669187285026e-07
1847,9.16848037491036e-08,1.0786447290911383e-09,2.6426797106182676e-07
1848,3.218088551193432e-08,0.0,2.4537924958600854e-07
1849,3.6869426622843093e-08,0.0,2.3462361298243195e-07
1850,7.332116069846961e-08,0.0,2.7766994925571e-07
1851,5.095056465620473e-08,0.0,2.2186069603691294e-07
1852,6.575650957074686e-08,1.3021090872200602e-09,2.1159273355664254e-07
1853,8.062107781370287e-08,5.971931837933653e-10,2.2454463355359167e-07
1854,3.3771819119010615e-08,1.0391328908454511e-09,2.893984977214714e-07
1855,6.739810487488285e-08,2.1227748447927297e-09,2.435884205453931e-07
1856,5.487820686767009e-08,4.659470365098173e-09,2.3038491914206816e-07
1857,5.3208449202202246e-08,0.0,3.007009681255113e-07
1858,7.829881809584549e-08,1.9574704079872163e-09,2.114068062830654e-07
1859,7.332729978770658e-08,0.0,2.688667517514176e-07
1860,5.034902272882391e-08,9.154367819341758e-10,2.1192361643329605e-07
1861,8.017138242166766e-08,4.715963841661619e-09,2.551336327205611e-07
1862,8.177555343991116e-08,0.0,2.4080866814490953e-07
1863,7.491931341974123e-08,4.994620828036034e-10,2.1327031618501024e-07
1864,9.829192038068868e-08,1.9178911792039344e-09,2.3110588065478055e-07
1865,4.8009813014004976e-08,2.8241067262513297e-09,2.0239431086643833e-07
1866,4.670988573707291e-08,1.4596838737723772e-09,1.941379506043006e-07
1867,6.599823620945244e-08,1.455843445796745e-09,1.7761289683448922e-07
1868,5.9278487896108345e-08,4.93987406535723e-10,2.0055888150238843e-07
1869,4.5905078849273195e-08,9.767038289254515e-10,1.8313196381569696e-07
1870,6.479475445075877e-08,3.4404292748035914e-09,2.0241192144609954e-07
1871,2.549082545044712e-08,0.0,1.253298935743885e-07
1872,7.25680706636922e-08,1.2094678591978436e-09,1.9049119037717333e-07
1873,4.3697831131339626e-08,0.0,1.6581232537005164e-07
1874,2.5093358502203955e-08,3.5847653734322193e-09,1.7565350818316006e-07
1875,5.378235456987568e-08,1.1443054281912168e-09,1.7965595588975702e-07
1876,4.6554312405078235e-08,1.209202959984168e-09,1.880310593893597e-07
1877,3.710889728836264e-08,1.2369631985365004e-09,1.991510719667744e-07
1878,3.744235144154118e-08,1.0870359501424787e-08,1.4252248980994864e-07
1879,3.604501941367744e-08,1.221865053580018e-09,1.6800644475623017e-07
1880,3.9790645445236805e-08,1.9253538763308597e-09,1.9895323166707612e-07
1881,5.020205406935929e-08,2.091752326904839e-09,1.9174395382570708e-07
1882,2.5290463057103807e-08,0.0,2.0897908648009889e-07
1883,3.6020232130340446e-08,6.319338941018771e-10,1.377615936881682e-07
1884,5.479408571318345e-08,1.3203393933736152e-09,1.6834327887238487e-07
1885,4.060750313783501e-08,6.445635691854079e-10,1.4115942437165074e-07
1886,2.3877817056927597e-08,3.2267319372003556e-09,1.3358670680752027e-07
1887,2.3504128421336645e-08,2.6115699047757346e-09,1.3449585090086202e-07
1888,2.3460273723685532e-08,1.0779044767872392e-08,1.2808041716105834e-07
1889,4.1976417008982025e-08,3.132568371366773e-09,1.4472466203230283e-07
1890,3.1461055982617836e-08,6.554386478008212e-10,1.4681825366569257e-07
1891,4.461954006274027e-08,5.736797925592896e-09,1.0708689757166212e-07
1892,2.570090096298827e-08,0.0,1.567128151691577e-07
1893,3.87980243488073e-08,1.847525021858587e-09,1.0592476279436269e-07
1894,2.0164925729204697e-08,2.520615716150587e-09,1.3485294125814562e-07
1895,1.5046536461227333e-08,0.0,1.3301138146459834e-07
1896,3.3023361822870356e-08,0.0,1.1794057763747645e-07
1897,6.409385022720926e-09,6.4093846896540185e-09,9.788879073990842e-08
1898,1.4711722506888236e-08,5.6583548957434e-10,1.1825961676592556e-07
1899,2.2110313580014918e-08,2.7637891975018647e-09,1.1386811316071999e-07
1900,1.661137005726232e-08,1.5573159428683425e-09,8.046132160544062e-08
1901,2.3472702892490815e-08,1.1177477832191585e-09,9.780292931083068e-08
1902,1.5221880644844532e-08,0.0,7.46363142400952e-08
1903,1.5660639007819555e-08,4.3201759947208984e-09,1.209649345135233e-07
1904,1.8811189050893518e-08,3.7622376325430196e-09,1.0856742616027759e-07
1905,2.5287718585786934e-08,1.5482277682110634e-09,1.0837594005552731e-07
1906,2.4692084821253957e-08,1.0288369045596824e-09,8.693672187698454e-08
1907,2.674278576364486e-08,1.028568674676933e-09,1.0337115230463212e-07
1908,1.5225305460830896e-08,9.822778146428846e-10,8.447589516791254e-08
1909,2.0903737407707013e-08,5.500983557560346e-10,1.01768197868779e-07
1910,1.7635697346918278e-08,5.344150677544235e-10,1.1008950528967887e-07
1911,2.4473720827700163e-08,0.0,9.417062529770703e-08
1912,3.3861237369592345e-08,1.5628263683176158e-09,1.0470936595563529e-07
1913,1.484837142129436e-08,1.060597942803554e-09,1.1719607051485781e-07
1914,1.875088173619588e-08,1.3393487430235496e-09,8.97363626184422e-08
1915,1.295883844676382e-08,2.3561523843085297e-09,7.775302846013687e-08
1916,1.7579939282086343e-08,3.2962386153911893e-09,9.668966916009936e-08
1917,3.61891991929042e-08,1.0966424435210342e-09,7.018511727352461e-08
1918,1.9526840588923733e-08,6.89182577673364e-09,6.087779613750399e-08
1919,2.2098836538475553e-08,9.207848372660976e-10,1.1601889071677363e-07
1920,3.028892692213958e-08,2.2716695191604686e-09,9.01095598138113e-08
1921,2.4232791773215467e-08,2.27182422873895e-09,8.860114658615359e-08
1922,2.4347187377316004e-08,7.377935484775833e-10,7.082818331838325e-08
1923,2.229349149729387e-08,1.0615948120573648e-09,7.537323432060816e-08
1924,1.933743654092268e-08,1.289162443462999e-09,9.0241374373079e-08
1925,3.079489729884699e-08,0.0,7.148815939217457e-08
1926,3.009457216762712e-08,1.1146138456652466e-09,6.576221389664738e-08
1927,8.919379901328739e-09,3.344767462998277e-09,8.919379568261832e-08
1928,1.3711249025050165e-08,1.1426041224282812e-09,7.426927128850735e-08
1929,2.4508894469477127e-08,2.2280812750352652e-09,8.466709044974152e-08
1930,2.10072066408884e-08,0.0,8.717990818141175e-08
1931,4.334035708097872e-08,0.0,7.755642883466862e-08
1932,5.4797684612140074e-08,0.0,6.685317432975069e-08
1933,2.6382522833046096e-08,0.0,6.997103918493508e-08
1934,1.9170528275935794e-08,0.0,8.027658715548114e-08
1935,1.6755597798123745e-08,7.180970484910176e-09,7.061287909948533e-08
1936,1.2124714565686645e-08,4.849885826274658e-09,8.972289089470564e-08
1937,2.2664012888640173e-08,0.0,6.547381259380813e-08
1938,2.3337385357535823e-08,1.2965214457594243e-09,7.130867629712156e-08
1939,7.647025235257843e-09,0.0,7.18820407641374e-08
1940,3.550096039361961e-08,0.0,8.1145051344933e-08
1941,3.5418032950929046e-08,0.0,7.378756272657938e-08
1942,5.76500234217292e-08,0.0,5.461581187304887e-08
1943,3.4838823381733164e-08,0.0,9.000029388417374e-08
1944,2.8918675454292497e-08,3.2131861615880553e-09,1.4780655632762318e-07
1945,3.267756198965799e-08,0.0,4.1391577720872874e-08
1946,3.3410650246423756e-08,0.0,8.631084380539278e-08
1947,2.9802176726434482e-08,2.3841741914054637e-09,1.0609575484821221e-07
1948,4.240036233227329e-08,4.348755133776194e-09,5.4359437617890194e-08
1949,1.47255123650325e-08,9.817008317369869e-10,7.264585855093486e-08
1950,1.914365022059883e-08,0.0,5.211326925547155e-08
1951,1.7058242818279723e-08,0.0,9.275419821097586e-08
1952,1.370824520563474e-08,0.0,6.537778518556081e-08
1953,2.2625037843226892e-08,2.1547654771580937e-09,5.386913548566241e-08
1954,2.5408594339637602e-08,0.0,7.329402107458804e-08
1955,2.7218263198847126e-08,0.0,7.696198611739646e-08
1956,1.744228228517386e-08,1.744228317335228e-09,5.319896212441222e-08
1957,2.47381048978923e-08,1.7670075402875796e-09,5.831124960664624e-08
1958,3.557064687242928e-08,1.6544486891589827e-09,5.956015336483489e-08
1959,3.100299039715537e-08,1.5501495642666896e-09,5.348016096640151e-08
1960,2.6991250123842292e-08,2.076250060767393e-09,6.36716655511016e-08
1961,3.47407969059077e-08,0.0,8.059864708975795e-08
1962,3.6783347923119436e-08,0.0,6.722473955278474e-08
1963,2.0044765847160306e-08,6.466053248388448e-10,5.819448078980827e-08
1964,2.9203047091641565e-08,6.083968329129164e-10,7.544121016778149e-08
1965,2.9001830270658502e-08,1.0944086747954884e-09,7.715581384903913e-08
1966,2.326411419062424e-08,2.215629901769489e-09,7.200797125239689e-08
1967,3.303324902503846e-08,2.9582012395223956e-09,5.2754591584047716e-08
1968,3.09907690621003e-08,1.3474247273492779e-09,7.85997738006472e-08
1969,2.997560244466513e-08,1.8167030935156703e-09,8.629339742771691e-08
1970,2.0234390163409444e-08,1.3796175035718505e-09,7.5419087197659e-08
1971,3.648262136835001e-08,1.541519245584766e-09,6.474380676024794e-08
1972,3.1806909106535386e-08,5.130146862875051e-10,5.7457643087843735e-08
1973,2.205281468548037e-08,5.513203782392395e-10,5.73373187817694e-08
1974,1.6314157136321228e-08,3.3753429495853027e-09,4.387945951034311e-08
1975,2.227477224892027e-08,1.7134440533084216e-09,5.597250440914081e-08
1976,3.428116102099921e-08,1.7140580621521906e-09,5.1993093386215605e-08
1977,2.2331770210826107e-08,1.1753563677885381e-09,4.1137472372998474e-08
1978,1.841583241457556e-08,1.1881182704343018e-09,4.693067146011032e-08
1979,2.4578287849408298e-08,5.851973350345929e-10,5.2667759709024153e-08
1980,1.3075846183596695e-08,5.685150683554241e-10,4.3207145861146046e-08
1981,2.1506869174459098e-08,1.2651099057237047e-09,5.250206158713411e-08
1982,3.662426451001011e-08,6.207502289967692e-10,5.6488269284393766e-08
1983,2.7787390166622572e-08,6.315316047889041e-10,4.673333720006667e-08
1984,2.4355836458767044e-08,0.0,4.11729597638022e-08
1985,3.188245756291508e-08,0.0,3.91011256706264e-08
1986,1.978180286243969e-08,0.0,6.114375272758821e-08
1987,1.649920555735207e-08,1.2221633705067347e-09,5.194194391267004e-08
1988,2.338656024392094e-08,0.0,4.9171741789422185e-08
1989,2.57941739079115e-08,1.0976244357863152e-09,7.24432127618968e-08
1990,2.6153525567451652e-08,5.44865097484859e-10,4.195461411615753e-08
1991,2.2273567878983158e-08,3.5168791212569772e-09,5.392548124705243e-08
1992,2.7549720726938176e-08,5.509944167592096e-10,5.069148489855735e-08
1993,2.7142116110212555e-08,0.0,4.6529342601075996e-08
1994,2.2154692302933654e-08,0.0,5.169428218820826e-08
1995,3.7957157417167764e-08,5.422450821690461e-10,4.446409807012941e-08
1996,2.4021414191111035e-08,1.6014276571496566e-09,4.7509020051350603e-08
1997,2.4933450859521145e-08,4.79489448146353e-10,4.698996680652101e-08
1998,2.0979769033147022e-08,4.768129224785866e-10,5.912480416370158e-08
1999,3.7475651026852574e-08,2.7421206971744994e-09,5.438539452118363e-08
2000,1.8113929911578452e-08,1.3254094488601709e-09,6.494506032961311e-08
2001,2.4096664219541708e-08,0.0,5.6079509591633325e-08
2002,2.3220474432150695e-08,0.0,4.030723754766541e-08
2003,2.083461403401543e-08,0.0,5.000307479186006e-08
2004,1.761916479381398e-08,1.761916529341434e-09,5.0214618907418185e-08
2005,2.2068373795036678e-08,0.0,5.854874451927117e-08
2006,2.9648807853277503e-08,4.1178899179428186e-10,4.859110191990368e-08
2007,2.5964116190380082e-08,0.0,5.6322159075472555e-08
2008,2.8524846484856425e-08,0.0,5.023778659740685e-08
2009,2.62250594573743e-08,0.0,5.53110317547123e-08
2010,1.842279218067233e-08,4.723793023408973e-10,5.526837854041844e-08
2011,3.4033352136475514e-08,3.82397197240536e-10,4.856444291156947e-08
2012,2.246806829475645e-08,0.0,6.672335495228054e-08
2013,2.2591912340885756e-08,2.789125042035323e-10,6.275531128085987e-08
2014,2.03551842048455e-08,0.0,7.297550186358137e-08
2015,2.7485535625260127e-08,0.0,6.671891861209645e-08
2016,2.9620162322885335e-08,0.0,9.217462970667611e-08
2017,1.9873329648589788e-08,1.257805665177969e-09,1.2100090640565497e-07
2018,2.7621693377000156e-08,0.0,6.376223032900086e-08
2019,2.397928433595098e-08,0.0,6.607058611329819e-08
