year,des_DET âges_NOUN,des_DET ages_NOUN,des_DET sages_NOUN
1837,3.6250612289734363e-07,3.478945576063097e-09,5.002723629798922e-07
1838,3.18764162177132e-07,1.0730675015224733e-08,4.828803743528454e-07
1839,3.523703604457751e-07,9.78806569129631e-09,3.6285756443987793e-07
1840,3.216692761043305e-07,4.45878195476368e-09,4.4269336951785476e-07
1841,2.959872906771466e-07,3.852329122366882e-09,4.6548975740634546e-07
1842,2.321059748844334e-07,2.0124795163667386e-09,4.273164817547581e-07
1843,3.9340026725120936e-07,1.1813822142769936e-09,5.056316113583037e-07
1844,2.5631581213048094e-07,1.0977122766320235e-08,4.5390402103606675e-07
1845,3.242112533996533e-07,7.81231901392232e-09,4.648329845480248e-07
1846,2.657943625195003e-07,4.0981509297211005e-09,4.507966091527038e-07
1847,2.944699986073829e-07,2.6966118227278457e-09,4.481768911546169e-07
1848,3.8938873714311484e-07,1.2872354626658478e-08,4.5133692594401253e-07
1849,4.2399840882723083e-07,8.379414939696517e-09,3.1925570720403584e-07
1850,2.9871581475049425e-07,9.504594444820214e-09,4.229544572353916e-07
1851,3.250517224273608e-07,3.8696632564949596e-09,4.843528529363539e-07
1852,4.140706788557935e-07,1.9531636308300904e-09,5.481879021829172e-07
1853,3.6906537914660476e-07,7.166318205520383e-09,4.5744997212437966e-07
1854,3.746073944377315e-07,7.793496625829732e-09,4.58777161149726e-07
1855,4.2614705364485417e-07,5.837630823180007e-09,4.786857417116153e-07
1856,3.240920398717151e-07,6.212627079449362e-09,4.778545794614786e-07
1857,3.2510851433187327e-07,9.76301828270465e-09,4.295728062153614e-07
1858,3.1025905933290687e-07,3.9149408159744326e-09,5.172615429316352e-07
1859,3.3048206304897576e-07,2.5460866748261424e-09,5.10744988746481e-07
1860,4.2979756376126943e-07,1.098524138321011e-08,4.0736937134688844e-07
1861,3.4285055017235777e-07,8.488734604128467e-09,4.3009590022791144e-07
1862,3.835770244764447e-07,3.162590467287174e-09,5.286043924801476e-07
1863,3.241508897966483e-07,4.495158911765884e-09,4.6300134082244426e-07
1864,4.5406074455911494e-07,8.63051052846231e-09,4.976927754363203e-07
1865,4.2596942773087676e-07,6.589582213223366e-09,4.791567542739017e-07
1866,3.712462679494877e-07,3.8924903300596725e-09,4.5882729304835834e-07
1867,4.624729292856955e-07,5.338092634588065e-09,3.6007862647124966e-07
1868,3.986478418482875e-07,7.409810987013543e-09,3.5912883511457494e-07
1869,4.0728549510760104e-07,1.3673853382911716e-08,4.1607582368374807e-07
1870,4.4553559774840323e-07,1.4335121978348297e-08,4.673249764941545e-07
1871,3.621821509369738e-07,1.3807530674370128e-08,3.3456707182466516e-07
1872,4.4871257975920287e-07,7.861540973763681e-09,4.2512793929638804e-07
1873,4.830705586655881e-07,1.0176207598799891e-08,3.346176637997189e-07
1874,3.6385369295288683e-07,8.364452408482492e-09,3.6086638965926454e-07
1875,3.432916315659895e-07,9.154443536552037e-09,3.9192461587234106e-07
1876,3.9117715733283376e-07,1.3301232559825849e-08,4.153612058743761e-07
1877,3.469681831846927e-07,6.80329748092845e-09,4.057239193500095e-07
1878,2.711550890488468e-07,7.246906463809211e-09,4.420612904620924e-07
1879,3.683923210928697e-07,1.3440515811424802e-08,4.3254021520056085e-07
1880,2.868777224662722e-07,4.492492378105339e-09,3.6517543988701107e-07
1881,3.806989061772015e-07,6.972507737845746e-09,3.8418516723481844e-07
1882,3.8601234564339393e-07,1.0648616211028639e-08,3.33434785115827e-07
1883,3.090156823759571e-07,9.479008467039307e-09,2.7931479085197e-07
1884,2.9245518362586154e-07,9.242375753615306e-09,2.93775524795592e-07
1885,3.551545315616522e-07,4.511944928786704e-09,3.3388394049538306e-07
1886,2.9298726733628655e-07,6.453463763378409e-09,3.1751042550709485e-07
1887,3.009834221856522e-07,3.2644623670918804e-09,3.088181415034086e-07
1888,2.929364084636177e-07,6.34061447790657e-09,3.024473187451804e-07
1889,3.3455829218098643e-07,5.012109283164534e-09,3.433294963883782e-07
1890,2.7659509638233715e-07,3.932631886804927e-09,2.6217544890627664e-07
1891,2.9576381299634136e-07,5.099376032546843e-09,2.8365280213549227e-07
1892,2.676654853317473e-07,1.1283322276511853e-08,2.6390436902445913e-07
1893,3.362495424319434e-07,9.237624998270633e-09,2.660436018153689e-07
1894,2.659249460634783e-07,6.301539290376468e-09,2.7789787959697776e-07
1895,3.189865669384062e-07,7.824199066419624e-09,2.864860526585744e-07
1896,3.3731006898740645e-07,5.897029087265082e-09,2.3116353986551985e-07
1897,2.9716237870403006e-07,9.322741911788057e-09,2.1150969686800636e-07
1898,3.4006713267586974e-07,6.790025763869778e-09,2.721668712624137e-07
1899,3.211522976442893e-07,7.738609753005221e-09,2.2663071064243923e-07
1900,3.1976888603679754e-07,1.1420316803345543e-08,2.901798681342882e-07
1901,3.302944586724976e-07,8.941982154730965e-09,2.671417314026314e-07
1902,2.2439996483214486e-07,1.0311596132517309e-08,2.6368223315920147e-07
1903,3.2671333904943367e-07,1.1880484818149739e-08,2.89991818114288e-07
1904,3.4720078723182723e-07,6.449550227216605e-09,2.665814022861923e-07
1905,3.4731907172513843e-07,9.289366387221776e-09,2.8848644073597995e-07
1906,3.786119856519221e-07,1.7490227210981146e-08,2.6955528120709005e-07
1907,3.5382762630931097e-07,9.771402353919711e-09,2.386279254196211e-07
1908,3.2120485471409665e-07,7.858222517143076e-09,3.0352384117193765e-07
1909,3.7351679410546623e-07,9.901770570142077e-09,2.888016266133775e-07
1910,4.216534925660653e-07,8.550641084070776e-09,2.821711655442982e-07
1911,3.15498193348418e-07,5.852411444351446e-09,2.990050376183717e-07
1912,3.8132964652604073e-07,6.772247651554153e-09,2.875600466634154e-07
1913,2.8901293358529756e-07,9.545381318698531e-09,2.4977080870236534e-07
1914,3.7769634042561506e-07,1.1384464482233625e-08,2.6987877355111323e-07
1915,2.6035485234388034e-07,1.2958838002674611e-08,2.1440986408549634e-07
1916,2.8347653202587253e-07,6.592477230782379e-09,2.6260034324820936e-07
1917,3.761483471365068e-07,1.3159709322252411e-08,2.8293373866006277e-07
1918,3.411453679547094e-07,9.189101035644853e-09,3.1587534365939973e-07
1919,3.5173981416392053e-07,8.287063535394878e-09,3.1306684844523147e-07
1920,3.47565449754228e-07,1.2115570768855832e-08,2.453403120661335e-07
1921,3.407736244298576e-07,4.5436484574779e-09,2.3551243999442306e-07
1922,3.1872682515476924e-07,5.902348332309515e-09,2.870017024036997e-07
1923,3.2378640835162287e-07,3.1847844361720945e-09,2.834458228129222e-07
1924,3.9319455380493196e-07,1.2891624212585384e-08,3.5580882418173587e-07
1925,3.5304151979609344e-07,5.499088961968823e-09,2.9805063306298507e-07
1926,3.6224949173657706e-07,7.802296919656726e-09,3.187795591941267e-07
1927,4.058317810695655e-07,6.689534925996554e-09,2.921097048691479e-07
1928,3.5192205749545735e-07,0.0,2.525155221588804e-07
1929,3.21957735138767e-07,6.684243825105796e-09,2.70711878691543e-07
1930,3.613239645261501e-07,5.2518018822667045e-09,2.384317974168937e-07
1931,3.3759855355697255e-07,1.0264820993199919e-08,3.558471242115502e-07
1932,3.934473569167096e-07,5.479768305782784e-09,2.454936229856486e-07
1933,3.257668148570758e-07,5.735331098932761e-09,2.523545745702904e-07
1934,2.9354871422526685e-07,4.7926320689839486e-09,2.4082975791372974e-07
1935,2.7646736544539863e-07,1.196828414151696e-08,2.3457837361462452e-07
1936,3.72228728728885e-07,6.0623572828433225e-09,2.873557267690785e-07
1937,3.4877397103727503e-07,6.295559185076627e-09,2.0901256791994172e-07
1938,3.202407965474663e-07,1.0372171899142302e-08,2.7486253806330296e-07
1939,3.945864932575205e-07,1.5294050470515685e-08,2.8141052599295335e-07
1940,4.0826105673907875e-07,1.01431314458722e-08,1.8764794162962062e-07
1941,3.3056829140676314e-07,5.9030051957620344e-09,2.3907170820791634e-07
1942,4.09618593266714e-07,3.034211770724937e-09,2.60942220497995e-07
1943,4.877435237915506e-07,0.0,3.425817594049363e-07
1944,3.66303225973752e-07,1.6065930807940276e-08,3.116790647794687e-07
1945,3.376681263489445e-07,8.714016175304096e-09,2.1131488914249985e-07
1946,4.2877001238394996e-07,4.1763312808029696e-09,2.533641021429389e-07
1947,3.3616855454887684e-07,3.5762612871081956e-09,2.6821959520084704e-07
1948,4.18567668525327e-07,6.523132700664291e-09,3.0223848845878365e-07
1949,4.0151565072754636e-07,8.83530737461058e-09,2.3266310122949108e-07
1950,4.2541446898525237e-07,6.381216888229346e-09,2.74392322197059e-07
1951,4.872260674915196e-07,4.264560704569931e-09,2.505429406163273e-07
1952,4.333914336296374e-07,1.687168627029223e-08,2.15113993728977e-07
1953,4.4172691504584805e-07,3.2321482157371406e-09,2.8442903232672734e-07
1954,4.5930919156944583e-07,1.07497895029951e-08,2.6288122256801216e-07
1955,4.833587965435981e-07,7.508486277174597e-09,2.412101158810742e-07
1956,4.779185491798899e-07,7.849027205963921e-09,2.4855253277777933e-07
1957,4.823930681574495e-07,4.417518850718949e-09,2.138079064906151e-07
1958,4.773084563147734e-07,7.4450192122377246e-09,2.514762078575927e-07
1959,4.789962222417898e-07,7.750748154400355e-09,2.821272211406267e-07
1960,4.75461239712871e-07,7.612916630428401e-09,2.8306209065576127e-07
1961,4.988778501413549e-07,5.558527582660844e-09,2.7375746602942286e-07
1962,5.511160132698478e-07,3.805173953708163e-09,2.7968028337710393e-07
1963,4.784879434893696e-07,1.0992290189193454e-08,2.7674708213965005e-07
1964,5.195708929761622e-07,1.216793676928063e-08,2.871633038026289e-07
1965,5.203913504558955e-07,7.66086077907957e-09,2.582804405903971e-07
1966,5.649855978617779e-07,5.5390746434014204e-09,3.0741864165406696e-07
1967,4.496466043946157e-07,7.395503209828291e-09,2.7166147731350065e-07
1968,5.120214208176321e-07,7.186265277292492e-09,2.946368895528906e-07
1969,4.977766669966854e-07,7.2668123463071055e-09,2.6750953630028107e-07
1970,4.3595913856719903e-07,4.1388523719376735e-09,2.7316425654788645e-07
1971,6.24315299901923e-07,6.166076871316761e-09,3.2063599597620396e-07
1972,6.186957293152773e-07,7.182205385980467e-09,2.913923502489979e-07
1973,5.882588371974862e-07,9.923766808306311e-09,2.69595675561618e-07
1974,5.653699677310442e-07,1.0688586071783135e-08,2.734027804152106e-07
1975,4.6662791675089466e-07,1.1422959911300268e-08,2.381687229657814e-07
1976,6.239171250754794e-07,1.714058084356651e-08,2.1711402586888084e-07
1977,6.993370149643852e-07,1.2928920212207373e-08,2.3800967152709518e-07
1978,5.661383726263125e-07,7.128709511583509e-09,2.5247513368853447e-07
1979,5.266775877643681e-07,6.437170685380522e-09,2.7445755712562914e-07
1980,8.482244613361445e-07,1.3644361529507876e-08,2.575373265756298e-07
1981,5.579134603195257e-07,9.488324403950088e-09,2.523894249151226e-07
1982,6.126804512618378e-07,6.828252518964462e-09,2.9733935402731504e-07
1983,6.991054863902946e-07,1.0104505787644769e-08,2.854522831441386e-07
1984,6.175944289310564e-07,5.2191077015706355e-09,2.992288337111404e-07
1985,5.738842236979735e-07,2.4062232206745193e-09,2.8754366621086547e-07
1986,6.108380539160407e-07,1.3187867908825979e-08,2.535667391612151e-07
1987,5.304188768207041e-07,7.944061963804927e-09,2.340442879500415e-07
1988,5.864629439855662e-07,7.195864681897035e-09,2.7644114020120014e-07
1989,5.444216952810166e-07,1.2073868793649467e-08,2.9526097211629576e-07
1990,5.290640325839036e-07,1.3621627437121475e-08,3.498033969151493e-07
1991,5.187396574513059e-07,9.378344267840788e-09,2.62593627731178e-07
1992,5.779931546712191e-07,8.815910834680807e-09,2.749462266748992e-07
1993,5.566903613640761e-07,9.416652735350084e-09,2.7917605827099123e-07
1994,6.034515811492724e-07,4.747433890450736e-09,3.259904666208513e-07
1995,5.15132850154032e-07,9.218166452384935e-09,2.857631660191373e-07
1996,4.6815069154604316e-07,5.33809241254346e-09,2.5142414461498674e-07
1997,4.363353935943337e-07,6.233362603857984e-09,2.8913213867554077e-07
1998,5.311696016363499e-07,3.814503379828693e-09,2.832268863883769e-07
1999,5.470530903828319e-07,4.1131810180061734e-09,2.9477798646482256e-07
2000,4.3119988113460295e-07,2.2090157481002848e-09,3.21190875673949e-07
2001,4.937625499579212e-07,3.5049694258049158e-09,3.001130117752382e-07
2002,4.7010505888067655e-07,7.448076544402937e-09,3.250866305037903e-07
2003,4.308598207103387e-07,3.333538389771462e-09,3.062688431754168e-07
2004,4.770388866148778e-07,2.6428747801343633e-09,3.655976668071048e-07
2005,5.652205476991412e-07,2.251874686720612e-09,3.0580460119722375e-07
2006,4.5832115258548356e-07,4.941468012553685e-09,3.269604684774663e-07
2007,4.31803228728711e-07,1.5977918155218873e-09,3.463213582577396e-07
2008,3.857240251647909e-07,2.9802077194940324e-09,2.758820905057746e-07
2009,3.8765404219986976e-07,4.291373478793048e-09,3.561839854171467e-07
2010,4.138042708490275e-07,0.0,3.386959539497525e-07
2011,3.8430918758436405e-07,7.64794394481072e-10,3.005642073006243e-07
2012,3.577869631676833e-07,2.382976926895708e-09,3.0638273429417495e-07
2013,3.168445954493393e-07,1.3945625210176615e-09,3.257698022451905e-07
2014,3.0532776129632566e-07,1.7323561474213989e-09,3.0619395818831663e-07
2015,3.1342375672593903e-07,1.1082876977264178e-09,3.052224366584255e-07
2016,3.044869969492936e-07,2.0713400716854125e-09,3.7035559685705266e-07
2017,3.041373997092478e-07,1.7609279590047322e-09,3.5294028233323615e-07
2018,2.808635861661912e-07,1.8070266949443692e-09,3.3275105160157636e-07
2019,2.831596424002214e-07,5.1019755087367e-10,2.7295569315910484e-07
