year,bonnes_ADJ heures_NOUN,bonnes_ADJ soeurs_NOUN
1907,1.6199956576201657e-07,7.714264949054694e-09
1908,1.075594227017973e-07,1.2769611368312894e-08
1909,1.8428295334160794e-07,8.251475502873973e-09
1910,2.623978048177378e-07,1.33603772489721e-08
1911,1.5269473863099847e-07,1.755723477714355e-08
1912,1.5940828745897306e-07,1.510732161591477e-08
1913,1.8348345065533067e-07,4.772690909149446e-09
1914,1.9353589664206083e-07,1.2723813114234872e-08
1915,1.5668413766434242e-07,2.591767689352764e-08
1916,1.5162697764026234e-07,1.8678685265172135e-08
1917,2.357781312412044e-07,1.3159709322252411e-08
1918,1.1371512442792664e-07,1.033773866510046e-08
1919,2.071765834443795e-07,9.20784853919443e-09
1920,1.5750242710055318e-07,1.741613298023026e-08
1921,1.5902769234799052e-07,9.844571879913389e-09
1922,1.5198547487216274e-07,1.8444838545406128e-08
1923,1.8471749285708938e-07,1.0615948120573648e-08
1924,2.0755514640313777e-07,2.5783248314148466e-08
1925,2.276622836916431e-07,1.3197813952814386e-08
1926,2.1734969379849645e-07,1.1146138456652466e-08
1927,3.077186079281091e-07,1.5608914494258386e-08
1928,1.8510186805542617e-07,1.7139061725401916e-08
1929,2.1055367938060954e-07,3.4535259541002006e-08
1930,1.4810080983806984e-07,8.402883056035648e-09
1931,1.710803445575948e-07,1.3686427990933225e-08
1932,1.1836299762535418e-07,1.3151443711834077e-08
1933,1.8811886093317298e-07,9.176529758292418e-09
1934,1.5456238600108918e-07,1.677421224144382e-08
1935,1.603750092726841e-07,1.6755597798123745e-08
1936,1.2730950516015582e-07,6.0623572828433225e-09
1937,1.7501653815088503e-07,1.0072894518486919e-08
1938,1.2446605524019105e-07,9.075649898271365e-09
1939,1.3764645245828433e-07,1.988226561167039e-08
1940,1.2678914629304927e-07,2.2822046474857416e-08
1941,1.5642963546724786e-07,1.1806010391524069e-08
1942,2.0936060707299475e-07,3.641054191483306e-08
1943,1.8871028828471026e-07,2.03226464545736e-08
1944,1.9921753846574575e-07,4.819779242382083e-08
1945,2.1785039905353187e-07,2.178504043826024e-08
1946,2.0603233963356615e-07,2.645009899993056e-08
1947,2.0384689491947938e-07,1.3112958274774655e-08
1948,1.4785767632474744e-07,1.7395020757149382e-08
1949,1.5707213663063158e-07,2.6505923012010157e-08
1950,1.2124311865591153e-07,2.9779012367114888e-08
1951,1.4392892921932798e-07,1.2793682557799002e-08
1952,1.4657277347396303e-07,1.4762725264461096e-08
1953,1.8961935666084173e-07,1.2928592529881655e-08
1954,2.2965460289015027e-07,9.772536113672459e-09
1955,1.5110828144315747e-07,1.5016972110259985e-08
1956,1.3953825828139088e-07,2.0058624983221307e-08
1957,1.2015651407182304e-07,7.951533764760654e-09
1958,1.4062814557291858e-07,9.926692190465047e-09
1959,1.4183868302097835e-07,1.3951346633511719e-08
1960,1.6263958002582513e-07,1.2457499698470542e-08
1961,1.5216468796097615e-07,9.72742286720063e-09
1962,1.7503799654150498e-07,1.8391672906847845e-08
1963,1.6229793686761695e-07,1.2285501060915749e-08
1964,1.721762998840859e-07,2.0077095319592786e-08
1965,1.2640420266052388e-07,3.2832258967108174e-08
1966,1.6063316365944047e-07,2.21562994617841e-08
1967,1.5875680503540934e-07,1.4791006419656583e-08
1968,1.913343083970176e-07,2.560107101312603e-08
1969,1.5532812369656313e-07,2.6342194370254646e-08
1970,1.338228940994668e-07,1.4715919732788407e-08
1971,1.6134568170400598e-07,1.7470551338938378e-08
1972,1.3389683317655e-07,5.386654178263228e-08
1973,1.3838140944244515e-07,2.0950174095535345e-08
1974,1.2601280729995779e-07,2.8127857598647665e-08
1975,1.2907945290407952e-07,2.513051189367843e-08
1976,1.3769599149782152e-07,3.0853045784873245e-08
1977,1.2164937857050973e-07,2.7033196847714436e-08
1978,1.473266593166045e-07,3.683166527324033e-08
1979,1.217210439108385e-07,3.101545809069961e-08
1980,1.39854705594189e-07,3.240535961790414e-08
1981,1.5244575024553342e-07,3.036263845901388e-08
1982,1.5332530267642142e-07,4.034876388558928e-08
1983,1.5030451550046564e-07,2.8418922992656803e-08
1984,1.9020747288323037e-07,2.029653056734304e-08
1985,1.672325140589237e-07,3.729645858818742e-08
1986,1.5465772662537347e-07,4.316029700301982e-08
1987,1.5032608757792332e-07,4.460896346758503e-08
1988,1.589086764397507e-07,4.317518759178185e-08
1989,1.5476504700018268e-07,3.731922948446709e-08
1990,1.5201736403014365e-07,2.9422716152360806e-08
1991,1.559149751528821e-07,3.751337751545236e-08
1992,1.449115245577559e-07,4.793651592338577e-08
1993,1.5842132938814757e-07,5.317639262258922e-08
1994,1.6457771323530324e-07,5.116678936101238e-08
1995,1.4694842320750467e-07,5.74779771000955e-08
1996,1.446622945877607e-07,5.444853967695451e-08
1997,1.6734182395339303e-07,6.377209693653185e-08
1998,1.873874850844004e-07,5.1018981150896536e-08
1999,1.503596251950512e-07,5.3014334061574075e-08
2000,1.5286389043467352e-07,5.257457535989829e-08
2001,1.5465677449810755e-07,4.030714784164502e-08
2002,1.8839251936242363e-07,3.329728304191093e-08
2003,2.187634464689836e-07,2.6668306063459823e-08
2004,1.9160842157361913e-07,2.3785873548565206e-08
2005,1.9140935592076858e-07,2.0266873068663926e-08
2006,2.2566037216620316e-07,4.035532147339538e-08
2007,2.620378438678017e-07,1.6776813188679185e-08
2008,2.9844650839550013e-07,1.532678292615053e-08
2009,3.4140259685955243e-07,1.9549589280742907e-08
2010,4.78992603802908e-07,6.613310177261411e-09
2011,4.902332193523762e-07,8.412738394802943e-09
2012,6.311484526122513e-07,6.8085053706035126e-09
2013,6.136074830465077e-07,2.1755175438897822e-08
2014,6.825483183092729e-07,3.508021202691669e-08
2015,7.093041176631232e-07,1.3299452747417284e-08
2016,6.528863991661638e-07,7.456824324680866e-09
2017,6.887743779770972e-07,6.540589680970044e-09
2018,7.88379907135095e-07,1.3939920329164579e-08
2019,8.084080036496744e-07,2.0663001143450543e-08
