year,longues_ADJ antennes_NOUN,longues_ADJ centaines_NOUN
1884,7.393900602892245e-08,6.601696966868076e-10
1885,5.5432465728699754e-08,0.0
1886,5.0982364996343676e-08,0.0
1887,5.3537181798901656e-08,0.0
1888,6.530833474016617e-08,0.0
1889,6.202485280937253e-08,0.0
1890,3.736000309118026e-08,0.0
1891,5.5455714687013824e-08,0.0
1892,4.387958796314706e-08,0.0
1893,4.3724757148311255e-08,0.0
1894,5.8604314290278126e-08,0.0
1895,4.634333095054899e-08,0.0
1896,5.366296207398591e-08,0.0
1897,4.8944393427063915e-08,0.0
1898,4.9227686815811467e-08,0.0
1899,1.9899282222013426e-08,0.0
1900,3.322274011452464e-08,0.0
1901,3.688567673520993e-08,0.0
1902,4.812078202576231e-08,0.0
1903,4.5361851164216205e-08,0.0
1904,4.192207825326477e-08,0.0
1905,3.251278357652154e-08,0.0
1906,6.378788697247728e-08,0.0
1907,4.371417006154843e-08,5.142843373384665e-10
1908,3.192402786567072e-08,0.0
1909,3.245580160182726e-08,0.0
1910,4.542528131423751e-08,5.344150677544235e-10
1911,4.415910481725405e-08,1.0640748282497725e-09
1912,5.83455168623459e-08,1.0418842455450772e-09
1913,3.92421242167984e-08,0.0
1914,5.759199694921335e-08,0.0
1915,2.9451904026700504e-08,0.0
1916,7.1418504887788e-08,0.0
1917,2.52227767560953e-08,0.0
1918,2.8715941624568586e-08,0.0
1919,2.762354434082681e-08,0.0
1920,4.240449769099541e-08,0.0
1921,5.452378104564559e-08,0.0
1922,5.2383342108441866e-08,0.0
1923,7.537322943562685e-08,0.0
1924,7.60605871619191e-08,0.0
1925,6.158979459769398e-08,0.0
1926,4.904300965336006e-08,0.0
1927,3.1217830098739796e-08,0.0
1928,5.5987602110008083e-08,0.0
1929,5.23599084090165e-08,0.0
1930,1.7856125467119455e-08,0.0
1931,3.9918749195066994e-08,0.0
1932,3.06867029564728e-08,0.0
1933,4.588265056781893e-08,0.0
1934,4.672816089623666e-08,0.0
1935,4.906996409204112e-08,0.0
1936,6.911087524485993e-08,0.0
1937,3.1477796369472344e-08,0.0
1938,7.130867629712156e-08,0.0
1939,5.6587985852729616e-08,0.0
1940,3.550096039361961e-08,0.0
1941,5.312704587367989e-08,0.0
1942,4.8547388331598995e-08,0.0
1943,4.935499831049128e-08,0.0
1944,6.7476911169706e-08,0.0
1945,6.535512397931598e-08,0.0
1946,6.12528623378239e-08,0.0
1947,4.887557025767819e-08,1.1920870957027319e-09
1948,4.892349636520521e-08,0.0
1949,5.4975245689092844e-08,0.0
1950,4.1477910883713776e-08,0.0
1951,9.168805803483338e-08,0.0
1952,3.796129277588989e-08,0.0
1953,4.5250075686453783e-08,0.0
1954,6.156697907044872e-08,1.9545072227344917e-09
1955,4.880516257799172e-08,0.0
1956,3.488456457034772e-08,0.0
1957,5.03597163969971e-08,0.0
1958,2.8125628048769613e-08,0.0
1959,3.100299039715537e-08,0.0
1960,3.668041514970355e-08,0.0
1961,3.196153386397782e-08,0.0
1962,4.6296282363300634e-08,1.2683912808952869e-09
1963,2.5864213881732212e-08,0.0
1964,2.981144575642247e-08,0.0
1965,2.0793764932136583e-08,0.0
1966,3.1572724878969893e-08,0.0
1967,2.6130779318123132e-08,4.930335584241163e-10
1968,2.9643343779639508e-08,0.0
1969,2.3162964879475112e-08,1.8167031212712459e-09
1970,2.4373242979436327e-08,0.0
1971,3.0316545718278576e-08,0.0
1972,2.1546616935097518e-08,0.0
1973,2.4809416743210022e-08,1.6539611902288698e-09
1974,2.025205780853412e-08,0.0
1975,1.599214449754527e-08,1.1422960355389478e-09
1976,1.7711933253394818e-08,5.713526873840635e-10
1977,9.990529292736028e-09,0.0
1978,1.3663360221016774e-08,0.0
1979,1.404473604083023e-08,0.0
1980,1.9329512213062117e-08,0.0
1981,1.5813874654213578e-08,0.0
1982,1.924325765401136e-08,0.0
1983,1.0736036948344463e-08,0.0
1984,1.681712546997005e-08,0.0
1985,1.2632671797518924e-08,0.0
1986,1.2588419195935785e-08,0.0
1987,1.5277041853778428e-08,0.0
1988,1.9188972188999287e-08,0.0
1989,1.5915555096057687e-08,0.0
1990,1.689081763345257e-08,0.0
1991,1.52398094144246e-08,5.861465202094962e-10
1992,1.2672871640972971e-08,0.0
1993,1.883330469354405e-08,0.0
1994,1.1077346151466827e-08,0.0
1995,1.0302656505700725e-08,0.0
1996,1.5480466686312866e-08,5.338092190498855e-10
1997,1.6302641014931396e-08,0.0
1998,1.8118891276230897e-08,0.0
1999,1.1882523409667556e-08,0.0
2000,1.2370488633450805e-08,1.7672125984802278e-09
2001,9.638665865452367e-09,0.0
2002,1.445803121669087e-08,0.0
2003,1.7084383685528337e-08,0.0
2004,1.6738207264666016e-08,8.809582507929292e-10
2005,1.4862373554080932e-08,0.0
2006,1.3589036562677848e-08,8.235779835885637e-10
2007,1.078509459517818e-08,0.0
2008,1.5326783397995314e-08,1.2772318758180745e-09
2009,1.7642312499788204e-08,4.76819250749827e-10
2010,2.172944846279279e-08,0.0
2011,2.4091024286576612e-08,0.0
2012,4.119145913250577e-08,0.0
2013,3.5979713430833726e-08,0.0
2014,3.572984397237633e-08,6.496335691608124e-10
2015,3.768178302721026e-08,2.2165753954528356e-10
2016,3.1484368889778125e-08,2.0713400439298368e-10
2017,2.792328501755037e-08,0.0
2018,2.942872079358949e-08,2.5814667070633845e-10
2019,2.3213988953330045e-08,5.1019755087367e-10
