year,trois_DET ondes_NOUN,trois_DET sondes_NOUN
1872,1.1489944995446422e-08,0.0
1873,5.9860045809045914e-09,0.0
1874,8.961913877669758e-09,1.0754296120296658e-08
1875,8.010138330405425e-09,2.2886108563824337e-09
1876,9.673623679873344e-09,2.418405919968336e-09
1877,6.80329748092845e-09,0.0
1878,0.0,0.0
1879,1.649517855639715e-08,0.0
1880,5.134277003548959e-09,0.0
1881,1.1853263259808955e-08,1.8128519130300447e-08
1882,6.655385353937504e-09,4.6587693702804245e-09
1883,1.7062214752172622e-08,3.791603475633565e-09
1884,6.601696966868076e-10,0.0
1885,3.86738152613475e-09,0.0
1886,1.355227396970804e-08,1.9360391623202133e-09
1887,7.1818169189441505e-09,1.9586774424595887e-09
1888,1.521747527988282e-08,3.804368819970705e-09
1889,8.14467782106476e-09,1.8795409673089125e-09
1890,8.520702365899524e-09,6.554386478008212e-10
1891,2.7409146952095398e-08,3.824531802365527e-09
1892,3.761107425503951e-09,1.2537024751679837e-09
1893,2.4017824173938607e-08,1.2316833108982905e-09
1894,6.301539068331863e-09,3.780923574225881e-09
1895,1.5648398132839247e-08,1.8055843487019274e-09
1896,4.1279202278587945e-09,2.358811590497112e-09
1897,8.157399200570126e-09,6.992056267307589e-09
1898,1.1316709347397591e-08,1.13167097914868e-09
1899,7.185851913504848e-09,6.633094074004475e-09
1900,7.786579381274805e-09,0.0
1901,7.824234593556412e-09,3.912117296778206e-09
1902,4.419255628107521e-09,6.874397495693074e-09
1903,1.7280704867062013e-08,0.0
1904,5.374625189347171e-09,0.0
1905,6.708986699521802e-09,0.0
1906,1.800464666246171e-08,2.0576738091193647e-09
1907,1.2342823652033985e-08,0.0
1908,5.1569585934885254e-08,1.964555629285769e-09
1909,6.0510818578052294e-09,1.1001967115120692e-09
1910,1.3894791983659616e-08,6.412980813053082e-09
1911,1.2236860413850081e-08,2.128149656499545e-09
1912,6.251305251225858e-09,8.335073964360618e-09
1913,1.113627856597077e-08,4.772690909149446e-09
1914,1.1384464038144415e-08,0.0
1915,2.3561523843085297e-09,0.0
1916,9.888715624128963e-09,1.0987462051303964e-09
1917,3.838248474608008e-08,0.0
1918,0.0,0.0
1919,1.5653341733923298e-08,1.8415696745321952e-09
1920,1.4387240288016301e-08,0.0
1921,6.058198054326169e-09,1.060184651180407e-08
1922,1.4755870636484758e-08,7.377935484775833e-10
1923,8.492758496458919e-09,2.1231896241147297e-09
1924,1.5469948877466777e-08,0.0
1925,1.9796720707176974e-08,3.299453377181294e-09
1926,1.3375366592072169e-08,7.802297030679028e-09
1927,1.3379070296082318e-08,0.0
1928,2.8565102283550914e-08,3.4278123672848437e-09
1929,1.6710609340719884e-08,3.342121912552898e-09
1930,3.046045193855207e-08,4.201441416995522e-09
1931,1.0264820993199919e-08,2.2810713318222042e-09
1932,2.520693342944469e-08,0.0
1933,2.0647192178202545e-08,6.882397318719313e-09
1934,4.912448048344231e-08,0.0
1935,2.154291145473053e-08,1.196828414151696e-09
1936,4.001155806676593e-08,3.6374143697059935e-09
1937,3.399601833375954e-08,3.777335333410292e-09
1938,2.9819993585533666e-08,2.5930428915188486e-09
1939,2.141167065872196e-08,0.0
1940,3.550096039361961e-08,0.0
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,0.0,1.2136846860855144e-08
1943,1.7419411690866582e-08,8.709705845433291e-09
1944,1.6065930807940276e-08,1.2852744646352221e-08
1945,1.9606536838523425e-08,4.357008043243127e-08
1946,4.454753455007676e-08,9.744772988540262e-09
1947,1.907339353124371e-08,2.3841741914054637e-09
1948,3.044128504825494e-08,8.697510267552389e-09
1949,2.6505922789965553e-08,0.0
1950,2.1270722072586068e-08,8.508289184305795e-09
1951,5.330700769690111e-09,1.0661401539380222e-08
1952,1.8980646387944944e-08,3.163441175679793e-09
1953,1.6160740301529586e-08,4.3095309543161875e-09
1954,3.127211556375187e-08,2.9317608341017376e-09
1955,1.407841132561316e-08,2.815682353940474e-09
1956,3.0523995775411095e-08,5.232684729961079e-09
1957,2.208759364297208e-08,7.951534097827562e-09
1958,4.2188442794799386e-08,1.6544486891589827e-09
1959,2.0151944668533872e-08,7.750747710311146e-09
1960,2.4914999841030294e-08,1.038124963770315e-08
1961,1.8065213658324808e-08,2.779263652552544e-09
1962,2.219684702708946e-08,8.8787386332001e-09
1963,1.681173822376536e-08,5.819448034571906e-09
1964,2.494427053800763e-08,3.6503808864551957e-09
1965,1.2038495811328431e-08,6.019247600352884e-09
1966,3.1572724878969893e-08,8.308612464702492e-09
1967,1.3804939413830652e-08,1.6763140653353048e-08
1968,2.380450325745187e-08,1.8414804320299183e-08
1969,4.042164414297389e-08,9.991866889436096e-09
1970,3.5870053954889514e-08,1.3796175230007535e-08
1971,2.466430815140086e-08,1.181831454921678e-08
1972,3.437198259348406e-08,1.3851396474251487e-08
1973,2.866865994599621e-08,6.064524049609332e-09
1974,1.4063929631991101e-08,1.0688586238316589e-08
1975,4.3407247574123176e-08,5.140332159925265e-09
1976,3.0853046284473606e-08,3.999468867199596e-09
1977,1.7630345183761165e-08,4.11374712072643e-09
1978,1.1881182260253809e-08,5.346532105932056e-09
1979,3.5111838769807946e-08,4.0963813452421505e-09
1980,1.6486937204351904e-08,3.411090521154847e-09
1981,2.213942412732095e-08,3.795329828193417e-09
1982,8.069752865935698e-09,6.207502289967692e-09
1983,1.4525227243211702e-08,3.789189739755727e-09
1984,1.8556827463545034e-08,1.1598016991243298e-08
1985,1.2031115659283387e-08,7.218669662023558e-09
1986,1.3187867686781374e-08,8.392279760016663e-09
1987,1.0999470501094066e-08,1.0388388649307245e-08
1988,2.5785181934079304e-08,5.396898261622596e-09
1989,1.2622680900520322e-08,2.1952488715726304e-09
1990,1.5801088437683575e-08,7.628111586832631e-09
1991,1.2895223555631219e-08,4.68917216167597e-09
1992,8.264915862810085e-09,3.856960861803316e-09
1993,1.0524493831987058e-08,2.2156829704300662e-09
1994,1.582477948680605e-08,6.8574046441227665e-09
1995,7.591431483433553e-09,3.253470381991974e-09
1996,4.80428297144897e-09,5.3380921904988554e-09
1997,3.835915474148521e-09,2.8769365778558154e-09
1998,2.86087753487152e-09,9.059445638115449e-09
1999,8.226361813967742e-09,3.6561608462992723e-09
2000,5.301637906462986e-09,1.7672125984802278e-09
2001,3.94309060403053e-09,3.066848330846028e-09
2002,1.4019908511908596e-08,2.6287329535357173e-09
2003,6.667076668520622e-09,2.5001538617175356e-09
2004,7.488145131739898e-09,3.523833003171717e-09
2005,1.1709749059285457e-08,3.1526248278623825e-09
2006,1.2353670086895363e-08,4.941468012553685e-09
2007,4.793375391054511e-09,1.9972397347078896e-09
2008,5.108927586539025e-09,1.7029758436759579e-09
2009,4.291373478793048e-09,2.860915504498962e-09
2010,5.196172381261022e-09,3.3066552274085836e-09
2011,6.118355155848576e-09,4.20636914189032e-09
2012,1.1234034036355922e-08,4.7659536595023866e-09
2013,7.530637446961919e-09,2.2313000891394097e-09
2014,4.114345752981308e-09,1.7323561057880354e-09
2015,3.9898357534484674e-09,2.21657536769726e-09
2016,5.592618201877286e-09,3.5212779914139958e-09
2017,6.28902854793445e-09,2.7671724911471074e-09
2018,7.744400343234759e-09,2.0651733101395564e-09
2019,3.061185249730869e-09,4.081580573522814e-09
