year,étiez_VERB en_ADP,étiez_VERB sans_ADP,etiez_VERB en_ADP
1800,1.9493819536364754e-07,3.458580977167003e-08,0.0
1801,2.5954889792956237e-07,4.524246932646747e-08,0.0
1802,1.7902721083373763e-07,2.6854081625060644e-08,0.0
1803,2.3209037181004533e-07,5.070882025393075e-08,0.0
1804,4.474050285807607e-07,4.69651695311768e-08,0.0
1805,2.4164461365216994e-07,5.1171799242411e-08,0.0
1806,2.622318788780831e-07,1.729001475325731e-08,0.0
1807,1.4519470425966574e-07,3.9857372513552036e-08,0.0
1808,1.4049658147996524e-07,3.3991110370834576e-08,2.2660739951163578e-09
1809,1.197286110254936e-07,1.3554183553310395e-08,0.0
1810,2.0125089861267043e-07,4.680253340438867e-08,2.3401267590372754e-09
1811,1.780024518893697e-07,3.008491944456182e-08,0.0
1812,3.253994123042503e-07,1.600324850414836e-08,0.0
1813,1.6679301495514665e-07,3.4508900625951355e-08,0.0
1814,2.517341783914162e-07,1.8880061958270744e-08,0.0
1815,1.8071398244501324e-07,2.4275012222574333e-08,2.697223555614414e-09
1816,2.0858435334503156e-07,2.7811246638975717e-08,2.3176038865813098e-09
1817,2.3353101141765364e-07,5.916118794857539e-08,1.556873407970727e-09
1818,3.3140872801595833e-07,6.795070817133819e-08,0.0
1819,2.5153050842163793e-07,3.9333990287104825e-08,0.0
1820,2.17156610915481e-07,9.8491796052258e-08,1.1866481131050932e-09
1821,3.5895817518394324e-07,6.903042049088981e-08,0.0
1822,2.546506436829077e-07,3.408709403629473e-08,0.0
1823,2.8758617531821073e-07,7.708495530778237e-08,0.0
1824,2.5852816065707884e-07,2.3579115548955087e-08,0.0
1825,2.5447729967709165e-07,3.610231757988913e-08,1.7610886082763955e-09
1826,2.6159713684137387e-07,7.574866600634778e-08,8.807984341885344e-10
1827,2.037017310385636e-07,3.502563927781921e-08,0.0
1828,1.981217110369471e-07,6.695779575238703e-08,9.172301251858528e-10
1829,2.1347207734834228e-07,3.8579290873030914e-08,8.57317605795771e-10
1830,2.4422195110673783e-07,2.817945699007396e-08,1.0436835840010872e-09
1831,1.6214853815199604e-07,4.053713453799901e-08,1.5591206103948707e-09
1832,1.8130158707663213e-07,7.035583848846727e-08,0.0
1833,2.0271349399081373e-07,1.50587169400751e-08,1.1583628500844156e-09
1834,1.6428774074483954e-07,2.9870498963191494e-08,9.334530925997342e-10
1835,2.866410397928121e-07,6.201732105637348e-08,2.2689263801112247e-09
1836,2.634534155276924e-07,3.1587525484155776e-08,1.3441500135158435e-09
1837,2.1291145912982756e-07,6.470838798122713e-08,0.0
1838,2.5185525487358973e-07,4.039783618736692e-08,0.0
1839,2.1114254877829808e-07,1.957613093850341e-08,6.9914751765765e-10
1840,1.6561190818720206e-07,4.7772665823231364e-08,6.369688665408546e-10
1841,1.8812207258633862e-07,3.4028907691663335e-08,1.2841097074556274e-09
1842,2.0862704275259603e-07,4.628702754416736e-08,6.708265054555795e-10
1843,1.949280630242356e-07,4.252975926988256e-08,0.0
1844,2.0746762174894684e-07,2.9638231424655714e-08,5.488561272137815e-10
1845,1.9140182416776952e-07,4.185170965342877e-08,0.0
1846,1.6275514269636915e-07,2.4588905134237393e-08,0.0
1847,1.4345974364005087e-07,1.88762818709165e-08,0.0
1848,1.7216774494954734e-07,1.850401076808339e-08,0.0
1849,1.6339859598701878e-07,1.256912263158938e-08,0.0
1850,1.6361479993065586e-07,1.6972489191857676e-08,6.788996032014438e-10
1851,2.005775456837e-07,2.4507867735223954e-08,6.449438760824933e-10
1852,1.3737250981193938e-07,3.059956199535918e-08,6.510545436100301e-10
1853,1.8811584823197336e-07,2.5679307569248522e-08,0.0
1854,2.441962294597033e-07,3.065441944727354e-08,1.558699391779328e-09
1855,2.212992740169284e-07,2.600399184871094e-08,0.0
1856,1.796484667693221e-07,5.2807330064297275e-08,5.177189232874468e-10
1857,1.8452104200150643e-07,2.880090299584026e-08,4.881509085841174e-10
1858,2.779607939373818e-07,2.6915218498402282e-08,0.0
1859,2.011408497537559e-07,3.920973412618878e-08,1.018434669930457e-09
1860,1.6706721339687647e-07,1.876645328025006e-08,0.0
1861,2.1127517868535506e-07,2.0278644541349422e-08,2.357981809808507e-09
1862,2.674647987532808e-07,2.3945327498609004e-08,0.0
1863,2.012832140962928e-07,3.096664968893492e-08,4.994620828036034e-10
1864,2.2247537856401323e-07,2.9727313943794798e-08,4.794727948009836e-10
1865,2.3487153555379336e-07,2.58876440284439e-08,0.0
1866,1.9608420132044557e-07,1.4110277390955162e-08,0.0
1867,1.499518731407079e-07,3.88224918879132e-08,4.85281148598915e-10
1868,1.7783546013561136e-07,3.556709415875048e-08,4.93987406535723e-10
1869,2.1047966924925277e-07,2.3440891894210836e-08,1.953407657850903e-09
1870,2.1732044785949256e-07,2.1789386295267832e-08,0.0
1871,2.177341400511068e-07,2.3366590440332402e-08,0.0
1872,2.2979889990892843e-07,2.963196266136947e-08,1.2094678591978436e-09
1873,2.0891155827484909e-07,3.412022664406322e-08,5.986004469882289e-10
1874,2.5033611450453463e-07,2.9873046258899194e-08,0.0
1875,2.6891177640209207e-07,4.405575992905142e-08,0.0
1876,1.8440344717873813e-07,2.478866001354163e-08,0.0
1877,2.1337615407901467e-07,1.793596560162314e-08,0.0
1878,1.2802867388472805e-07,1.7513357875031943e-08,6.039088673581716e-10
1879,1.936656133239012e-07,4.032154521382836e-08,0.0
1880,1.7007292285597941e-07,1.4119262203848848e-08,0.0
1881,1.624594290206005e-07,2.1614773970668466e-08,0.0
1882,1.5373939277196769e-07,2.5956001792337702e-08,0.0
1883,1.9905917270079954e-07,1.2638677659992936e-08,1.2638677882037541e-09
1884,1.3797546216665069e-07,1.0562715146988921e-08,0.0
1885,1.5856264212743554e-07,1.740321664556177e-08,0.0
1886,1.54883139202866e-07,9.680196200179125e-09,0.0
1887,1.6844624894929439e-07,1.9586773092328258e-08,0.0
1888,1.1286294210322012e-07,1.0779045211961602e-08,0.0
1889,1.196641079559413e-07,1.8795409673089125e-08,0.0
1890,1.638596671682535e-07,2.1629475099871343e-08,0.0
1891,1.0772431835448515e-07,6.3742202627281586e-09,6.374220040683554e-10
1892,1.385341192872147e-07,1.191017329205124e-08,0.0
1893,1.4903368139584927e-07,7.390100087434348e-09,0.0
1894,1.3233233175924397e-07,1.5753848003896564e-08,3.780923574225881e-09
1895,1.2518718506271398e-07,8.426059849853118e-09,6.018614495673091e-10
1896,1.3268315512959816e-07,1.8280790214930676e-08,0.0
1897,1.241089933046169e-07,1.806281169081103e-08,0.0
1898,1.2844465402395144e-07,3.281845906144554e-08,0.0
1899,1.5587771429181885e-07,1.7688250864011934e-08,0.0
1900,1.5313607093503379e-07,2.491705508589348e-08,0.0
1901,1.0227392266415336e-07,2.179608138419553e-08,0.0
1902,1.0606213152186683e-07,9.329538919189417e-09,0.0
1903,1.3392546804880112e-07,1.7820726228023887e-08,0.0
1904,1.4189009789333795e-07,8.599400302955473e-09,0.0
1905,1.67208597190438e-07,2.580379465655369e-08,0.0
1906,1.2346042410626978e-07,8.230695236477459e-09,0.0
1907,1.306282229052158e-07,1.4399961223432456e-08,5.142843373384665e-10
1908,1.753365950207808e-07,1.964555629285769e-08,0.0
