year,quelques_DET herbes_NOUN,quelques_DET serbes_NOUN
1877,1.0637883463004982e-07,0.0
1878,9.058633199110488e-08,0.0
1879,1.0935692129621088e-07,0.0
1880,8.984984756210679e-08,0.0
1881,9.970685610483088e-08,4.183504653809678e-09
1882,1.1247600539832092e-07,0.0
1883,9.099848163884872e-08,0.0
1884,9.440426396167823e-08,4.621187876807653e-09
1885,7.025742676525226e-08,0.0
1886,8.066829848552004e-08,0.0
1887,1.0772725289598384e-07,1.9586774424595887e-09
1888,9.764546771151572e-08,6.340614699951175e-09
1889,9.585658977684375e-08,6.265136742733546e-10
1890,8.192983180776992e-08,0.0
1891,1.0581205378557001e-07,1.2748440081367107e-09
1892,7.710270000238495e-08,1.2537024751679837e-09
1893,8.868119794058771e-08,0.0
1894,7.246769939683873e-08,1.2603078580752936e-09
1895,5.115822343526588e-08,2.4074457982692365e-09
1896,4.363801486828578e-08,1.7691086373616827e-09
1897,6.525919438171712e-08,2.913356778044829e-09
1898,8.657283101509705e-08,0.0
1899,1.116570818027185e-07,4.9748205555033564e-09
1900,9.863000782761588e-08,5.191053142894475e-10
1901,7.20947288535001e-08,6.706486532781497e-09
1902,3.830021322315247e-08,1.3257766440233354e-08
1903,5.34621804604285e-08,1.0800440541913758e-09
1904,4.622177662838567e-08,1.6123875568041512e-09
1905,6.192910939617491e-08,5.160759042333041e-10
1906,6.84176528764624e-08,5.144184522798412e-10
1907,6.171412003652677e-08,1.5428530120153994e-09
1908,5.206072239971604e-08,0.0
1909,5.941062219960713e-08,4.950885035270858e-09
1910,5.9320073297897125e-08,1.2291546447329438e-08
1911,3.511446822201947e-08,2.128149656499545e-09
1912,5.782457712655287e-08,5.2094213387476884e-09
1913,4.5075413623862914e-08,1.0605979205990934e-08
1914,5.5582971392187375e-08,6.696743715117748e-09
1915,4.5944972271172446e-08,1.6493066912204313e-08
1916,6.482602388224734e-08,9.888716068218173e-09
1917,3.618920063619413e-08,1.206306654566447e-08
1918,2.986458014220261e-08,3.2161854512935406e-08
1919,3.591060848684435e-08,2.8544329566670967e-08
1920,5.5277290300637105e-08,7.572231730534895e-09
1921,4.770831019129673e-08,5.300923255902035e-09
1922,6.345024594622828e-08,5.164555005876537e-09
1923,7.006525448716161e-08,4.246379248229459e-09
1924,5.4144823513624374e-08,1.289162443462999e-09
1925,7.038833871320094e-08,5.499089184013428e-09
1926,4.346993842663238e-08,1.0031524944054127e-08
1927,7.024011372536165e-08,4.4596899506643695e-09
1928,6.969885268937048e-08,0.0
1929,5.013182846624886e-08,3.342121912552898e-09
1930,6.722306356010677e-08,8.402882833991043e-09
1931,6.501053384511124e-08,0.0
1932,6.356530946050043e-08,4.383814644626227e-09
1933,4.01473165823063e-08,8.02946376055047e-09
1934,4.553000287899067e-08,2.3963160344919743e-09
1935,5.0266794282549654e-08,2.393656828303392e-09
1936,8.244805638213393e-08,1.2124714565686645e-09
1937,4.029157785190307e-08,2.5182236296217297e-09
1938,5.315737894306949e-08,7.779128452511941e-09
1939,3.976453033516236e-08,1.5294050470515685e-09
1940,6.846613898048304e-08,7.607348750937604e-09
1941,5.607854847156091e-08,0.0
1942,5.4615812983271894e-08,3.034211770724937e-09
1943,4.935499831049128e-08,2.9032352077962287e-09
1944,5.1410980361765724e-08,3.2131861615880553e-09
1945,4.1391575500426825e-08,0.0
1946,4.5939643200654245e-08,2.7842208538686464e-09
1947,6.675688091206666e-08,2.3841741914054637e-09
1948,5.327224994466917e-08,1.0871887834440486e-09
1949,3.926803215925645e-08,0.0
1950,5.53038810302553e-08,1.0635361480382244e-09
1951,4.904244965686644e-08,0.0
1952,3.057993092081546e-08,0.0
1953,4.8482223569124017e-08,1.0773827385790469e-09
1954,6.645324290843746e-08,0.0
1955,6.100645011386518e-08,0.0
1956,4.186147939400087e-08,0.0
1957,4.594219671361088e-08,8.835037701437898e-10
1958,4.301566680631197e-08,4.1361216673863055e-09
1959,4.340418779946731e-08,0.0
1960,4.844583245677825e-08,0.0
1961,3.821487659649847e-08,0.0
1962,5.517502121854534e-08,0.0
1963,5.237503053479031e-08,0.0
1964,4.258777680510306e-08,0.0
1965,4.213473420167091e-08,5.472043373977442e-10
1966,5.483684106799558e-08,0.0
1967,5.620582477217084e-08,1.479100675272349e-09
1968,6.243068129130336e-08,0.0
1969,4.859680824420565e-08,6.358460868938209e-09
1970,5.104584843707016e-08,9.197450023812337e-10
1971,3.853798080655224e-08,4.11071787720374e-09
1972,4.206720372046391e-08,1.0260293725750103e-09
1973,2.8117339179178913e-08,1.102640756478479e-09
1974,4.6692246069568455e-08,2.2502286700643026e-09
1975,3.712462248728343e-08,1.1422960355389478e-09
1976,4.0566039194445125e-08,1.7140580066410394e-09
1977,3.349765664850679e-08,0.0
1978,5.8217796361503815e-08,0.0
1979,3.277104954069188e-08,0.0
1980,3.922754143736995e-08,0.0
1981,4.491140181972497e-08,0.0
1982,4.779776796581814e-08,0.0
1983,3.915495838668903e-08,0.0
1984,5.683028447833749e-08,0.0
1985,4.5718240637704355e-08,1.2031116103372597e-09
1986,3.237022139224166e-08,5.994485463567401e-10
1987,5.988600548789691e-08,6.110816852533674e-10
1988,4.7372775702214653e-08,1.1993107618124554e-09
1989,3.7319230816734716e-08,3.841685525252103e-09
1990,3.596109682257875e-08,1.089730194969718e-09
1991,2.989347169801704e-08,1.1722930404189924e-09
1992,4.738552150662656e-08,2.7549720282848966e-09
1993,4.3759737611281935e-08,1.661762283333701e-09
1994,5.538672787075427e-08,2.637463358823311e-09
1995,4.554858623606606e-08,5.422450821690461e-10
1996,5.3380923681345394e-08,1.6014276571496566e-09
1997,3.5482220273053144e-08,1.438468344439059e-09
1998,6.246249284469485e-08,3.337690346327804e-09
1999,5.392837332252043e-08,2.7421207526856506e-09
2000,4.815654386369772e-08,3.092622158362701e-09
2001,4.687896559829596e-08,1.7524847129024579e-09
2002,5.213653453406408e-08,2.1906108038649563e-09
2003,5.000307434777085e-08,2.500153695184082e-09
2004,4.801222508454828e-08,6.607186797680242e-09
2005,4.188487268130814e-08,0.0
2006,6.465087265539182e-08,2.0589449589714093e-09
2007,4.713485934892958e-08,2.3966877371606188e-09
2008,5.364373834026992e-08,2.128719839289417e-09
2009,6.675469288452973e-08,4.76819250749827e-10
2010,8.644541260593996e-08,0.0
2011,1.0515923198894939e-07,1.911985902935953e-09
2012,1.0553183305006542e-07,1.0212758416727752e-09
2013,9.566698677687668e-08,2.789125042035323e-10
2014,1.2299728879838767e-07,3.4647122948427977e-09
2015,1.2124667270185796e-07,6.649726325136385e-10
2016,1.470651360691022e-07,1.2428040818690533e-09
2017,1.2603213050965678e-07,1.7609279590047322e-09
2018,1.4017364158291912e-07,1.5488800242380307e-09
2019,1.280595869346257e-07,1.02039510174734e-09
