year,mes_DET ondes_NOUN,mes_DET sondes_NOUN
1856,1.5531566865956137e-08,9.836659486950339e-09
1857,9.274867152075927e-09,7.810414537345878e-09
1858,1.3702292633865909e-08,6.8511463169329545e-09
1859,1.3239650487051335e-08,1.5276520048956854e-09
1860,5.492620580582752e-09,1.8308735638683515e-09
1861,5.659156698811785e-09,1.8863854922557266e-09
1862,1.1746764450037972e-08,9.035972525772706e-10
1863,4.495158911765884e-09,1.9978483312144135e-09
1864,9.109982990196386e-09,9.589455896019672e-10
1865,5.1775286835642476e-09,9.41368871743009e-10
1866,8.758102965078507e-09,0.0
1867,1.261730986357179e-08,0.0
1868,3.4579118457500613e-09,0.0
1869,3.906815315701806e-09,4.395167230164532e-09
1870,2.2936195165357276e-09,5.160643912205387e-09
1871,4.248470908407853e-09,1.0621177271019633e-09
1872,1.8142017887967654e-09,7.861541195808286e-09
1873,3.591602570907071e-09,1.7958012854535355e-09
1874,7.169530746864439e-09,1.7923826867161097e-09
1875,6.8658326801696035e-09,9.154443425529735e-09
1876,0.0,3.02300739996042e-09
1877,1.2369631985365004e-09,1.2369631985365004e-09
1878,1.6305540029293297e-08,1.2078177347163432e-09
1879,2.443730107160036e-09,1.221865053580018e-09
1880,1.1552122813895949e-08,0.0
1881,2.0917522713936876e-09,6.972507571312292e-10
1882,2.1962771157291172e-08,1.9966155395678697e-09
1883,1.7694148368718743e-08,6.319338941018771e-10
1884,3.9610181801208455e-09,3.300848483434038e-09
1885,1.933690763067375e-09,6.445635691854079e-10
1886,3.2267319927115068e-09,0.0
1887,3.264462256069578e-09,1.9586773869484375e-09
1888,6.340614699951175e-10,1.9021844099853524e-09
1889,1.8795409673089125e-09,0.0
1890,6.554386478008212e-10,7.209825181320184e-09
1891,1.9122659011827636e-09,1.2748440081367107e-09
1892,1.2537024751679837e-09,6.8953633913793055e-09
1893,1.2316833108982905e-09,4.310891643655168e-09
1894,4.411077725308132e-09,6.301539290376468e-09
1895,1.8055843487019274e-09,1.8055843487019274e-09
1896,1.179405795248556e-09,4.127920172347643e-09
1897,1.7480140668268973e-09,6.992056267307589e-09
1898,5.6583548957434e-10,6.2241901632731356e-09
1899,1.1055156790007459e-09,9.949641111006713e-09
1900,4.671947717582725e-09,2.07642125715779e-09
1901,3.353243460679778e-09,2.794369402536745e-09
1902,1.9641135384773634e-09,4.910283957215711e-09
1903,4.320176216765503e-09,5.400220270956879e-10
1904,2.1498500757388683e-09,1.0749250378694342e-09
1905,2.580379465655369e-09,1.0321518084666081e-09
1906,7.201858220895474e-09,1.0288369045596824e-09
1907,4.114274698707732e-09,5.142843373384665e-10
1908,4.911389073214423e-09,0.0
1909,3.300590190047359e-09,1.6502950117569526e-09
1910,5.344150677544235e-10,5.344150677544235e-10
1911,1.0640748282497725e-09,0.0
1912,8.856015920599702e-09,5.209421227725386e-10
1913,6.36358749028787e-09,2.121195885607108e-09
1914,8.036092347118995e-09,1.0045115850232378e-08
1915,0.0,5.890381071793627e-09
1916,7.69122365795738e-09,1.0987462051303964e-09
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,0.0,0.0
1919,2.762354567309444e-09,9.207848372660976e-10
1920,7.572231730534895e-10,1.514446346106979e-09
1921,8.330022005509363e-09,7.572747429129834e-10
1922,2.951174138399182e-09,3.6889677978990676e-09
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,9.024137215263295e-09,0.0
1925,0.0,1.0998177923937646e-09
1926,6.687683296036084e-09,0.0
1927,1.2264147142282411e-08,3.344767462998277e-09
1928,7.998228745975666e-09,4.5704163786908225e-09
1929,5.570202965543558e-09,5.570202965543558e-09
1930,3.1510811737689437e-09,0.0
1931,9.124285327288817e-09,0.0
1932,5.4797681947604815e-09,0.0
1933,4.588264879146209e-09,3.4411986593596566e-09
1934,0.0,0.0
1935,2.393656828303392e-09,0.0
1936,4.849885826274658e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,1.0372171566075394e-08,0.0
1939,6.117620188206274e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,0.0
1941,8.854507793643052e-09,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,8.352662561605939e-09,0.0
1947,3.5762612871081956e-09,0.0
1948,5.435944139264848e-09,0.0
1949,2.945102384188658e-09,9.817008317369869e-10
1950,6.381216888229346e-09,1.0635361480382244e-09
1951,3.1984206394497505e-09,0.0
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,3.9090144454689835e-09,0.0
1955,5.631364707880948e-09,0.0
1956,6.104799332717903e-09,0.0
1957,3.5340151360863103e-09,1.7670075402875796e-09
1958,9.099467845885556e-09,0.0
1959,6.975672928177801e-09,0.0
1960,3.460416619915918e-09,0.0
1961,1.3201502779836005e-08,6.948159270159238e-10
1962,8.878739354845067e-09,3.805173953708163e-09
1963,3.879632060055371e-09,1.2932106496776896e-09
1964,5.475571551727398e-09,6.083968329129164e-10
1965,3.2832261354087677e-09,5.472043373977442e-10
1966,7.754704767215514e-09,5.539074754423723e-10
1967,3.451234853457663e-09,1.4791006197611978e-09
1968,5.838840494432063e-09,3.5931326802796093e-09
1969,8.629339909305145e-09,0.0
1970,2.7592350626548523e-09,4.5987250119061684e-10
1971,7.193756479395574e-09,5.138397485282553e-10
1972,7.69522046084603e-09,1.0260293725750103e-09
1973,6.064524216142786e-09,1.6539611902288698e-09
1974,8.438357346207681e-09,0.0
1975,5.711480177694739e-09,1.1422960355389478e-09
1976,6.8562320265641574e-09,0.0
1977,7.639816779203557e-09,0.0
1978,1.3069301196821925e-08,5.940591352171509e-10
1979,5.851973128301324e-09,1.1703946700691858e-09
1980,6.253665585376211e-09,2.2740602734216964e-09
1981,4.427884725544118e-09,0.0
1982,3.1037510339615437e-09,1.2415004579935385e-09
1983,1.0736036948344463e-08,6.315316047889041e-10
1984,1.159801704675445e-08,0.0
1985,8.421781494405423e-09,6.015558051686298e-10
1986,2.997242676272549e-09,2.3977941854269602e-09
1987,7.332980112018106e-09,1.8332451112712533e-09
1988,8.994830658082265e-09,0.0
1989,6.036934507847036e-09,1.6464366536794728e-09
1990,3.814055737905164e-09,5.44865097484859e-10
1991,5.861465202094962e-09,5.861465202094962e-10
1992,8.815910890191958e-09,5.509944167592096e-10
1993,4.4313659408601325e-09,0.0
1994,2.1099706426497278e-09,0.0
1995,4.3379608238858225e-09,2.1689803286761844e-09
1996,1.6014276571496566e-09,5.338092190498855e-10
1997,8.151320618488e-09,0.0
1998,4.7681290027412615e-09,4.768129224785866e-10
1999,6.398281821029528e-09,0.0
2000,7.95245647111642e-09,8.836062992401139e-10
2001,3.5049695090716426e-09,1.7524846851468823e-09
2002,3.943099347036849e-09,4.38122149670761e-10
2003,5.000307723435071e-09,0.0
2004,3.52383291990499e-09,4.404791253964646e-10
2005,7.656374312325909e-09,4.5037495954858286e-10
2006,1.1941880373456115e-08,0.0
2007,3.994479413904628e-09,3.994479469415779e-10
2008,1.1069342942260363e-08,0.0
2009,5.721831008997924e-09,0.0
2010,1.133710303413693e-08,2.3618964561933353e-09
2011,8.412738061736036e-09,0.0
2012,1.5999987335035826e-08,2.7234022259570168e-09
2013,1.2829975415407091e-08,2.5102124823206395e-09
2014,2.2520630360567395e-08,1.9489006658490737e-09
2015,1.7954260855823634e-08,3.103205470367243e-09
2016,2.071339966214225e-08,2.6927420848643635e-09
2017,1.861552334503358e-08,1.509366853724714e-09
2018,2.1684320561377035e-08,1.0325866828253538e-09
2019,2.729556825009638e-08,2.04079020349468e-09
