year,fus_VERB en_ADP,fus_VERB sans_ADP
1800,3.301372828445892e-07,2.2009151834367913e-08
1801,2.928854598849284e-07,2.8574191901498125e-08
1802,3.3791386044867977e-07,4.475680270843441e-09
1803,1.677291692203653e-07,1.3652374342143503e-08
1804,2.3482583344502928e-07,2.9662210465630778e-08
1805,3.9231713344634045e-07,2.2743021688143017e-08
1806,2.9104859322615084e-07,4.610670600868616e-08
1807,2.306033621835013e-07,2.8469551160981155e-09
1808,1.8128591250388126e-07,2.2660739951163578e-09
1809,2.3268013649158092e-07,4.518061036407062e-09
1810,3.6739990605383355e-07,1.1700633351097167e-08
1811,1.1281845502253418e-07,1.504245972228091e-08
1812,1.893717893608482e-07,8.00162425207418e-09
1813,2.0705340375570813e-07,2.0130190847567064e-08
1814,2.0138733702879108e-07,5.034683425719777e-08
1815,1.8610842289490392e-07,2.697223555614414e-09
1816,1.0892738089296472e-07,6.721051448721482e-08
1817,2.1796228111270466e-07,7.784366928831332e-09
1818,2.4319200520039885e-07,4.768470951432846e-09
1819,2.4946029952843674e-07,2.173720581311045e-08
1820,1.7562392429226747e-07,1.6613073583471305e-08
1821,3.2838755714692525e-07,9.861488514673056e-09
1822,4.2408356648593326e-07,2.4061478143266868e-08
1823,5.890081524739799e-07,9.882686669016039e-09
1824,5.549513275582285e-07,3.452656116564867e-08
1825,4.81657707496197e-07,4.3146670236637874e-08
1826,2.748091105786443e-07,2.290075862276808e-08
1827,1.6591091878126463e-07,8.295545583791863e-09
1828,2.7058288765147154e-07,2.384798314380987e-08
1829,3.214940988982562e-07,2.914879893012312e-08
1830,3.600708282647247e-07,4.800944353178238e-08
1831,2.0268568334813608e-07,4.677361609140007e-09
1832,2.8007036689814413e-07,3.3824925083081325e-08
1833,3.3245012787119776e-07,2.548398292390175e-08
1834,2.4176435431400023e-07,2.0535967593104942e-08
1835,3.327758690829796e-07,2.949604294144592e-08
1836,2.6815791898116004e-07,2.2850549896702432e-08
1837,3.7503031080632354e-07,2.5048407792382932e-08
1838,3.964037773585005e-07,3.219202682203104e-08
1839,2.6917180662167084e-07,3.4957377437194737e-08
1840,2.592463204109663e-07,2.993753511759678e-08
1841,1.3804179843646125e-07,2.0545755319290038e-08
1842,1.7038993860296614e-07,2.2137275124123335e-08
1843,1.7543526098506845e-07,1.7130041385371442e-08
1844,1.5642399375792593e-07,1.2623690537338916e-08
1845,1.6573277150655485e-07,3.9061593959388574e-09
1846,1.574860846176307e-07,5.269050973311096e-09
1847,1.3483058580732177e-07,1.1865092020002521e-08
1848,1.432049430150073e-07,2.091757700384278e-08
1849,1.0893239732467919e-07,3.3517659758786067e-09
1850,1.9077079116414097e-07,1.2899092460827433e-08
1851,1.2769888257935236e-07,7.094382858952031e-09
1852,1.894568697480281e-07,1.0416872697760482e-08
1853,2.1498954083654098e-07,1.0152284346531815e-08
1854,2.031504777733062e-07,1.558699302961486e-08
1855,2.281983029206458e-07,1.539011762474729e-08
1856,2.0242809739556833e-07,1.6049286344355096e-08
1857,2.5627923605497926e-07,1.2691923956253959e-08
1858,2.53981795594882e-07,1.2723557318849998e-08
1859,2.612284788483521e-07,2.3933214521321133e-08
1860,1.7484842373960419e-07,2.7920821210614122e-08
1861,2.329686026314448e-07,1.9807048445841247e-08
1862,2.1641153580276296e-07,4.9697850279528666e-09
1863,1.4734131070781586e-07,2.2975255475898848e-08
1864,2.047348885980682e-07,7.1920918109924514e-09
1865,1.920392520560199e-07,8.47231973466478e-09
1866,1.7710830491068918e-07,2.3841502994059738e-08
1867,1.7906874916207016e-07,2.135237053835226e-08
1868,1.60051925490734e-07,2.865126980111654e-08
1869,1.8215526154108375e-07,8.790334682373668e-09
1870,1.8004912760716252e-07,1.77755516972411e-08
1871,1.4763436695375276e-07,5.3105884134652115e-09
1872,1.5844028666833765e-07,8.4662747923403e-09
1873,1.6581232387125056e-07,2.095101514498765e-08
1874,2.2942498389966204e-07,1.8521287614703397e-08
1875,1.8652178823685972e-07,2.0597497041308088e-08
1876,2.1826113538736536e-07,1.3301232115736639e-08
1877,1.7131939955561393e-07,1.1751150275074451e-08
1878,1.4916548707333277e-07,1.4493812372506909e-08
1879,1.4967847050684213e-07,5.498392852132383e-09
1880,1.752072051885989e-07,2.5029599726167362e-08
1881,1.624594290206005e-07,1.1156012114099667e-08
1882,1.257867836557125e-07,2.1962771157291172e-08
1883,1.3649771801738098e-07,1.7062214752172622e-08
1884,1.4523733682381135e-07,1.5844072720483382e-08
1885,1.1408775435484131e-07,1.4180398189012067e-08
1886,1.3358669548324542e-07,7.744156427236248e-09
1887,1.2666113491377473e-07,2.2198344495905076e-08
1888,1.2237386215474544e-07,1.521747527988282e-08
1889,1.014952175637518e-07,8.14467782106476e-09
1890,1.3633123785439238e-07,2.2940351840361473e-08
1891,1.4788190583203686e-07,2.358461337337303e-08
1892,1.1972858260378416e-07,9.402768341715273e-09
1893,1.1762575269358422e-07,1.4164357686752282e-08
1894,1.6257970969490998e-07,1.071261657159539e-08
1895,1.3842813473274873e-07,9.629783193076946e-09
1896,1.2737582721911167e-07,1.0024948871034667e-08
1897,1.241089933046169e-07,9.322741689743452e-09
1898,1.0581123888186994e-07,6.7900258748920805e-09
1899,1.1663190235822185e-07,1.1055156790007459e-08
1900,1.1316495829305495e-07,8.30568502863116e-09
1901,8.438995990900366e-08,1.397184767881754e-08
1902,1.0262493077561885e-07,1.1293653123800595e-08
1903,9.396383404691733e-08,6.480264325148255e-09
1904,9.244355680948502e-08,1.5586412160928376e-08
1905,1.0115087434314773e-07,2.3223416079076742e-08
1906,7.253299827425508e-08,1.2346042410626978e-08
1907,1.0902827796144265e-07,1.131425531042396e-08
1908,1.1639992436585089e-07,1.9154416719402434e-08
1909,1.2817291406008735e-07,1.980354014108343e-08
1910,9.459146355084158e-08,8.550641084070776e-09
1911,1.0800359717677566e-07,1.2236860413850081e-08
1912,1.0470936473438996e-07,1.40654377034366e-08
1913,8.909022852776616e-08,1.3787773589513108e-08
1914,1.1920203490944914e-07,6.027069510139427e-09
1915,5.419150639340842e-08,1.5314990164938536e-08
1916,8.570220444426013e-08,3.2962386153911893e-09
1917,9.321460936462245e-08,9.869782324756216e-09
1918,8.385054428572403e-08,4.594550517822427e-09
1919,1.243059557509696e-07,3.222746869369075e-08
1920,9.692456615084666e-08,5.300562211374427e-09
1921,1.0829028695980014e-07,9.087297137000405e-09
1922,1.0845565157069359e-07,2.6560567079059183e-08
1923,1.3057616854439402e-07,1.6985516992917837e-08
1924,1.3149457345207338e-07,1.804827398643738e-08
1925,1.418764981053755e-07,1.2097995494286806e-08
1926,1.370975013514908e-07,1.3375366592072169e-08
1927,1.6277869008263224e-07,1.6723836537835268e-08
1928,1.199734356305271e-07,2.170947865920425e-08
1929,1.1920234754825287e-07,2.1166771446701205e-08
1930,1.0293531715888093e-07,9.453243521306831e-09
1931,1.585344620025353e-07,1.2545892325022123e-08
1932,1.0849941389778905e-07,1.6439305028370654e-08
1933,1.1355955820135932e-07,2.064719240024715e-08
1934,1.0543790551764687e-07,9.585264137967897e-09
1935,8.138432860960165e-08,8.377798899061872e-09
1936,1.0184760412812466e-07,1.6974599503782883e-08
1937,1.3598408088455471e-07,8.813782592653752e-09
1938,1.0890779833516717e-07,7.779128452511941e-09
1939,7.188203454688846e-08,7.647025235257843e-09
1940,8.368083825871508e-08,1.5214697057785997e-08
1941,1.1806010036252701e-07,2.066051862925633e-08
1942,1.3047110769548453e-07,4.247896612241675e-08
1943,1.4225852851268428e-07,2.6129116648121453e-08
1944,7.390327994016843e-08,2.5705489292704442e-08
1945,1.285317381416462e-07,2.832055301382752e-08
1946,1.4617160104535287e-07,2.3665876369705074e-08
1947,1.2278496797080152e-07,9.536696765621855e-09
1948,1.239395146512834e-07,7.610321262063735e-09
1949,1.4234662160106382e-07,2.1597418964347526e-08
1950,1.3932323383869516e-07,2.1270722072586068e-08
1951,1.247384062708079e-07,3.1984203729962246e-08
1952,1.2653764258629963e-07,1.7926167217297007e-08
1953,1.3682760879873967e-07,2.2625037843226892e-08
1954,1.3974727153254207e-07,3.713563856422297e-08
1955,9.667176215089057e-08,1.407841132561316e-08
1956,9.418833002428073e-08,6.976913269340912e-09
1957,1.0160293584249303e-07,1.501956425897788e-08
1958,1.1581141023953023e-07,1.9026160202884057e-08
1959,1.0463509880764832e-07,1.9376869886400527e-08
1960,9.273916390384329e-08,1.868625076895114e-08
1961,1.0144312767579322e-07,1.389631876236308e-08
1962,1.0210549561406879e-07,1.331810839388936e-08
1963,1.0151703833116699e-07,1.7458344103715717e-08
1964,1.1437860791829735e-07,2.251068309533366e-08
1965,1.3297065493134141e-07,1.5321720781003023e-08
1966,1.1742838523787213e-07,1.1078149952936656e-08
1967,1.2325838838478376e-07,1.7749208325312793e-08
1968,1.1273453992544091e-07,1.392338955241712e-08
1969,7.403065183098079e-08,1.725867981861029e-08
