year,fus_VERB en_ADP,fus_VERB sans_ADP
1970,9.79528422817566e-08,1.1496812390987543e-08
1971,1.0533715055771609e-07,2.0553589052951793e-08
1972,9.593374983296599e-08,1.3338381954497436e-08
1973,8.159541664554126e-08,1.1026407342740185e-08
1974,6.975708544132431e-08,9.00091468025721e-09
1975,7.424924319821002e-08,1.313640396460869e-08
1976,9.255913369088375e-08,9.712995741040231e-09
1977,9.285315627494128e-08,2.291944944943225e-08
1978,8.435639387016636e-08,1.128712323605896e-08
1979,1.1235788832664184e-07,1.2289143924704149e-08
1980,8.186616895500265e-08,2.0466542238750662e-08
1981,1.0437156561238226e-07,1.0753434587229549e-08
1982,8.193902800712749e-08,1.1794254461960918e-08
1983,8.33621740525814e-08,1.515675762675528e-08
1984,1.0612185263880747e-07,1.275781880138993e-08
1985,8.000692020004863e-08,2.2257564680217e-08
1986,7.49310657965907e-08,1.7384007122700496e-08
1987,8.49403534175508e-08,1.588812459374367e-08
1988,9.114761923001424e-08,1.9188972188999287e-08
1989,8.012658270217798e-08,1.5915555096057687e-08
1990,8.663354833515768e-08,1.5801088437683575e-08
1991,7.795748757644105e-08,1.52398094144246e-08
1992,8.650612670635383e-08,1.597883780846132e-08
1993,8.419595332043173e-08,2.2710750613441633e-08
1994,8.59813056308667e-08,1.3714808844156323e-08
1995,9.218166496793856e-08,2.060531301140145e-08
1996,8.540947504798169e-08,1.7615704450690828e-08
1997,1.4240836776480137e-07,1.6302641014931396e-08
1998,6.961468557165063e-08,1.4781200263769279e-08
1999,8.546275864773634e-08,1.0054442611817649e-08
2000,1.1000898325619346e-07,1.2812291672048559e-08
2001,7.623308562187958e-08,1.3143635513301888e-08
2002,9.24437770777331e-08,1.5772396722013582e-08
2003,9.958945668131491e-08,1.7917768602160322e-08
2004,9.866732142427281e-08,1.4095332012686868e-08
2005,9.007499102153815e-08,1.306087415997581e-08
2006,1.0624155777350097e-07,1.6059770402421236e-08
2007,1.0665259964071083e-07,1.5179022483380322e-08
2008,9.281218638079736e-08,1.2772319202269955e-08
2009,1.0680751216796125e-07,1.0490023072406984e-08
2010,1.1478817185661683e-07,1.747803501928047e-08
2011,1.22367097787901e-07,1.7590270573464295e-08
2012,1.4365946299221832e-07,2.008509092377153e-08
2013,1.8408225344046514e-07,1.9244962956577183e-08
2014,1.6608964870101772e-07,2.4686075406066266e-08
2015,1.5870679703766655e-07,2.659890441236712e-08
2016,1.9947005114318017e-07,2.713455415914723e-08
2017,1.240196354501677e-07,1.7860839918171223e-08
2018,1.7218383163708495e-07,2.3749493038849323e-08
2019,1.4719199725732324e-07,2.244869179435227e-08
