year,tes_DET hommes_NOUN,tes_DET sommes_NOUN
1936,1.0184760368403545e-07,1.2124714565686645e-09
1937,1.0072894829349366e-07,2.5182236296217297e-09
1938,6.093650739558143e-08,5.186085783037697e-09
1939,4.7411557346777045e-08,6.117620188206274e-09
1940,1.2932492499118098e-07,1.0143131667916805e-08
1941,7.378756272657938e-08,5.9030051957620344e-09
1942,8.49579322448335e-08,3.034211770724937e-09
1943,8.709705756615449e-08,0.0
1944,1.8957797820462474e-07,0.0
1945,1.2853173503302173e-07,6.535512131478072e-09
1946,1.2668204618648815e-07,2.7842208538686464e-09
1947,1.0013531959174315e-07,3.5762612871081956e-09
1948,1.1524201148915836e-07,1.195907639583993e-08
1949,8.8353074190195e-08,8.835307596655184e-09
1950,7.551106673275854e-08,9.571825110299415e-09
1951,1.0768015501483319e-07,2.1322803522849654e-09
1952,8.857635158676658e-08,4.2179215675730575e-09
1953,1.1420257095551278e-07,5.386913581872932e-09
1954,6.840775412797484e-08,2.9317608341017376e-09
1955,8.82247128686231e-08,2.815682353940474e-09
1956,8.982775767663043e-08,9.593255967388359e-09
1957,1.03369938386777e-07,8.835037701437898e-10
1958,8.189520972479158e-08,0.0
1959,7.828255155217789e-08,1.5501495642666896e-09
1960,8.304999887798203e-08,0.0
1961,1.0283275742040132e-07,6.948159270159238e-10
1962,1.1542360578431499e-07,1.9025869768540815e-09
1963,8.923153771434045e-08,0.0
1964,9.734349415424504e-08,0.0
1965,7.934462864511715e-08,1.0944086747954884e-09
1966,7.643923183309198e-08,1.1078149508847446e-09
1967,9.367637288093533e-08,4.930335584241163e-10
1968,9.117574251149563e-08,4.4914158503495116e-10
1969,8.129746742469024e-08,1.3625273131978588e-09
1970,9.105475262671803e-08,2.2993624781975086e-09
1971,8.272820117838364e-08,1.0276794970565106e-09
1972,7.643919097688467e-08,1.0260293725750103e-09
1973,6.781240902142827e-08,0.0
1974,8.832147679882496e-08,0.0
1975,6.682431763493923e-08,0.0
1976,6.45628523976427e-08,2.285410749536254e-09
1977,5.171568151496331e-08,1.1753563677885381e-09
1978,7.188115436207454e-08,1.1881182704343018e-09
1979,9.01203893732827e-08,0.0
1980,6.537923491478637e-08,0.0
1981,7.211126540340729e-08,6.325549528618524e-10
1982,9.249178667403157e-08,0.0
1983,7.388919698314567e-08,6.315316047889041e-10
1984,7.596701223633318e-08,0.0
1985,8.181159216746892e-08,6.015558051686298e-10
1986,7.133437951445387e-08,5.994485463567401e-10
1987,7.088547704370285e-08,6.110816852533674e-10
1988,7.975416549399483e-08,0.0
1989,9.165164005509041e-08,0.0
1990,7.846057714644417e-08,5.44865097484859e-10
1991,8.733583367614983e-08,1.1722930404189924e-09
1992,9.477103901645023e-08,0.0
1993,8.142635099517292e-08,1.1078414852150331e-09
1994,8.334384116182036e-08,1.5824779264761446e-09
1995,9.76041150124729e-08,0.0
1996,9.288280367059087e-08,1.067618438099771e-09
1997,8.77465695658941e-08,4.79489448146353e-10
1998,1.0299158859083946e-07,4.768129224785866e-10
1999,1.0877078704396581e-07,4.570201161957499e-10
2000,7.819915737172778e-08,1.3254094488601709e-09
2001,8.806235829439402e-08,1.3143635069212678e-09
2002,1.2398857007767106e-07,4.38122149670761e-10
2003,1.0667322380975008e-07,0.0
2004,1.1276265565740573e-07,0.0
2005,1.089907422091585e-07,1.8014998381943315e-09
2006,1.2806638238771484e-07,8.235779835885637e-10
2007,1.6097751576182873e-07,0.0
2008,1.3623806793816584e-07,8.514879357157668e-10
2009,1.5830399213712099e-07,0.0
2010,2.4374772245039367e-07,0.0
2011,2.6155968946284247e-07,0.0
2012,3.0025508657161026e-07,0.0
2013,3.9326662992777983e-07,0.0
2014,4.0472169615668463e-07,0.0
2015,3.9299882637067185e-07,0.0
2016,3.912761297186762e-07,2.0713400439298368e-10
2017,4.608600079336611e-07,0.0
2018,4.6827805633142816e-07,0.0
2019,4.469330434631047e-07,0.0
