year,premières_ADJ antennes_NOUN,premières_ADJ centaines_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,5.851017448321727e-09
1804,0.0,0.0
1805,0.0,1.421438877713399e-08
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,9.064295980465431e-09
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,2.0130190847567064e-08
1814,0.0,2.5173417128598885e-08
1815,0.0,0.0
1816,1.622322720606917e-08,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,9.172301251858528e-10
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,2.3167257001688313e-09
1834,0.0,9.334530925997342e-10
1835,0.0,1.1344631900556124e-08
1836,0.0,2.688300027031687e-09
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,2.0974426639952526e-09
1840,1.9109065441114126e-09,1.9109065441114126e-09
1841,0.0,3.852329122366882e-09
1842,0.0,0.0
1843,0.0,1.1813822142769936e-09
1844,0.0,2.195424508855126e-09
1845,0.0,2.7901139176833567e-09
1846,0.0,0.0
1847,1.0786447290911383e-09,5.393223645455691e-10
1848,0.0,4.82713291560799e-09
1849,1.6758829879393033e-09,6.703531951757213e-09
1850,6.1100964288129944e-09,6.788996032014438e-10
1851,0.0,6.449438760824933e-10
1852,0.0,9.765818376195057e-09
1853,0.0,2.9859659189668264e-09
1854,0.0,0.0
1855,0.0,1.0613874223963649e-09
1856,1.0354378465748937e-09,5.177189232874468e-10
1857,0.0,4.881508974818871e-09
1858,0.0,0.0
1859,0.0,4.582956236731661e-09
1860,0.0,2.746310290291376e-09
1861,4.2443675241088386e-09,2.0278644541349422e-08
1862,1.0843167252971853e-08,5.421583626485926e-09
1863,0.0,0.0
1864,0.0,6.233146443435089e-09
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,4.85281148598915e-10
1868,0.0,1.4819622196071691e-09
1869,2.9301114867763545e-09,1.2697149998075474e-08
1870,1.1468097582678638e-09,9.17447806614291e-09
1871,0.0,7.434824311758348e-09
1872,0.0,9.071008832961525e-09
1873,5.387403856360606e-09,7.781805422268917e-09
1874,7.169530746864439e-09,2.3898436563030145e-09
1875,0.0,4.577221712764867e-09
1876,1.874264654588842e-08,6.04601479992084e-09
1877,3.64904160221613e-08,6.184816214727107e-09
1878,1.3889904337816006e-08,1.0870359723469392e-08
1879,0.0,2.443730107160036e-09
1880,1.2835692508872398e-09,5.134277003548959e-09
1881,3.4862537301449947e-09,5.5780060570498335e-09
1882,0.0,1.0648616211028639e-08
1883,0.0,3.159669414998234e-09
1884,0.0,0.0
1885,6.445635691854079e-10,2.5782542767416317e-09
1886,0.0,1.936039106809062e-09
1887,3.264462256069578e-09,8.48760173255414e-09
1888,6.340614699951175e-10,1.9021844099853524e-09
1889,1.8795409673089125e-09,5.6386229019267375e-09
1890,7.209825181320184e-09,7.209825181320184e-09
1891,3.824531802365527e-09,2.5496881050912634e-08
1892,4.387958441043338e-09,1.2537024751679837e-09
1893,4.926733243593162e-09,8.621783287310336e-09
1894,6.301539290376468e-09,1.8904617871129403e-09
1895,4.814891596538473e-09,1.2037228991346183e-08
1896,0.0,7.076434549446731e-09
1897,0.0,5.2440420894583895e-09
1898,9.05336783318944e-09,2.26334195829736e-09
1899,3.8693048765026106e-09,2.7637891975018647e-09
1900,0.0,3.114631885736685e-09
1901,5.588738916095792e-10,4.470991132876634e-09
1902,1.4239823542538943e-08,3.928227076954727e-09
1903,2.1600881083827517e-09,6.480264325148255e-09
1904,5.374625189347171e-09,6.987012746151322e-09
1905,2.0643036169332163e-09,3.6125313851442797e-09
1906,5.144184633820714e-09,4.115347618238729e-09
1907,7.71426478252124e-09,6.1714118260169926e-09
1908,1.964555629285769e-09,8.840499887696751e-09
1909,3.850688656825696e-09,4.400786846048277e-09
1910,2.67207544979442e-09,2.67207544979442e-09
1911,6.384448969498635e-09,5.3203743632934675e-09
1912,3.125652625612929e-09,2.6047106693738442e-09
1913,1.0605979205990934e-08,4.242391771214216e-09
1914,0.0,6.027069510139427e-09
1915,0.0,1.295883844676382e-08
1916,0.0,0.0
1917,0.0,1.7546279096336548e-08
1918,0.0,1.4932290071101306e-08
1919,1.8415696745321952e-09,1.8415696745321952e-09
1920,1.590168707821249e-08,2.2716695191604686e-09
1921,2.27182422873895e-09,7.572747429129834e-10
1922,2.951174193910333e-09,1.2542490601674672e-08
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,2.5783249313349188e-08,9.02413699321869e-09
1925,1.0998177923937646e-09,3.299453510408057e-08
1926,1.560459372829115e-08,6.687683296036084e-09
1927,8.919379901328739e-09,1.1149224654616319e-08
1928,2.2852082448565625e-09,5.713020723163709e-09
1929,2.5622933996771735e-08,5.570202965543558e-09
1930,1.995684684175103e-08,7.352522590764465e-09
1931,1.3686427990933225e-08,6.843213995466613e-09
1932,9.863582839386709e-09,6.575722188983946e-09
1933,1.3764794637438627e-08,5.735331320977366e-09
1934,1.4377896206951846e-08,3.5944740517379614e-09
1935,9.574627313213568e-09,1.0771455727365264e-08
1936,1.4549657034734764e-08,2.424942913137329e-09
1937,1.6368453703563546e-08,1.2591118148108649e-09
1938,7.779128674556546e-09,6.482607339819424e-09
1939,4.5882152299725476e-08,6.117620188206274e-09
1940,1.5214697501875207e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,4.2478965012193726e-08,0.0
1943,0.0,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,0.0,8.714016175304096e-09
1946,4.1763312808029696e-09,6.960552134671616e-09
1947,4.7683483828109274e-09,5.960435700558264e-09
1948,2.5005341797168512e-08,4.348755133776194e-09
1949,1.2762110479513922e-08,5.890204768377316e-09
1950,4.998619829166273e-08,2.1270722960764488e-09
1951,4.264560815592233e-09,4.264560704569931e-09
1952,5.272401959466322e-09,1.4762725264461096e-08
1953,1.2928593307037772e-08,5.386913581872932e-09
1954,1.0749789725039705e-08,9.772536557761669e-09
1955,1.595553333899602e-08,2.0648336374051723e-08
1956,5.232684952005684e-09,8.72114114258693e-09
1957,2.473810578607072e-08,2.3854601849393475e-08
1958,8.272243445794913e-10,1.7371711180658167e-08
1959,2.9452841943111707e-08,1.6276571201956358e-08
1960,6.2287499602575735e-09,1.1073333361366622e-08
1961,1.876002997391879e-08,1.459113452284555e-08
1962,5.0735651235811474e-09,1.7123282347597524e-08
1963,9.69907976156037e-09,1.2932106940866106e-08
1964,4.258777774879263e-09,1.4601523545820783e-08
1965,0.0,1.2038495533772675e-08
1966,3.3234448526542337e-09,9.416426749453422e-09
1967,5.423369309198733e-09,1.035370456037299e-08
1968,2.6948494546985557e-09,3.5931326802796093e-09
1969,1.8167031212712459e-09,1.8167030546578644e-08
1970,1.3796175313274261e-09,6.438214850135182e-09
1971,2.569198631618974e-09,7.193756701440179e-09
1972,3.5911027485013847e-09,5.643161493651405e-09
1973,5.513203671370093e-09,1.4334330167287135e-08
1974,3.937900228123681e-09,1.6876715136504572e-08
1975,0.0,1.5420996035686585e-08
1976,2.856763492431469e-09,1.314111219841152e-08
1977,2.938390863960194e-09,1.469195431980097e-08
1978,2.970295565063452e-09,9.504946163474415e-09
1979,3.511183899185255e-09,5.266775904289034e-09
1980,4.548120546843393e-09,6.822181042309694e-09
1981,0.0,1.0753434587229549e-08
1982,3.7245013739806154e-09,1.5518756057986138e-08
1983,2.5261264191556165e-09,1.4525227243211702e-08
1984,4.059306057957457e-09,8.118611560803402e-09
1985,6.617113967877231e-09,1.2031115659283387e-08
1986,4.7955883708539204e-09,5.994485352545098e-09
1987,2.4443267410134695e-09,9.777306964053878e-09
1988,1.798966087207532e-09,1.0793796967334401e-08
1989,1.0976244357863152e-09,9.878619700032232e-09
1990,1.6345953479657283e-09,1.9070277801347402e-08
1991,3.5168792322792797e-09,8.7921980806982e-09
1992,3.30596661157756e-09,2.0937788391961476e-08
1993,1.661762283333701e-09,1.1632335983335906e-08
1994,7.912389854425328e-09,4.2199412852994556e-09
1995,1.626735190995987e-09,1.138714633697191e-08
1996,5.3380921904988554e-09,9.074756945892659e-09
1997,2.876936688878118e-09,1.102825741838842e-08
1998,9.536258449571733e-10,8.10582001520288e-09
1999,3.656160929565999e-09,9.597422412355172e-09
2000,2.2090156370779823e-09,1.590491294223284e-08
2001,4.381211837767296e-09,6.571817756650944e-09
2002,8.76244299341522e-10,8.762443215459825e-09
2003,5.8336921959778465e-09,1.3334153337041244e-08
2004,4.845270407116686e-09,4.404791198453495e-09
2005,2.702249757291497e-09,5.854874363109275e-09
2006,3.294311934354255e-09,9.059357708451898e-09
2007,3.994479469415779e-10,7.988958827809256e-09
2008,5.108927503272298e-09,1.3623806971452268e-08
2009,2.860915504498962e-09,1.2397300963584712e-08
2010,4.2514138876015295e-09,8.502827775203059e-09
2011,4.206369030868018e-09,1.185431308670104e-08
2012,4.085103366691101e-09,1.736168897537027e-08
2013,5.29933741333366e-09,1.310888730898796e-08
2014,1.5158115873603606e-09,1.4941571535587173e-08
2015,8.866301581811342e-10,1.0861219479352258e-08
2016,1.0356699942093428e-09,1.2220906064897008e-08
2017,1.509366853724714e-09,1.4842107098900215e-08
2018,3.3559066636712487e-09,1.0842160058643913e-08
2019,3.06118530524202e-09,1.2754938438774843e-08
