year,deux_DET airs_NOUN,deux_DET cerfs_NOUN
1937,3.147779614742774e-08,2.0145788925951535e-08
1938,7.779128574636474e-08,3.241303669909712e-08
1939,4.129393449403551e-08,3.364691281149135e-08
1940,2.02862628917444e-08,2.5357829613881222e-08
1941,1.0330259003765718e-07,6.493305493293633e-08
1942,6.675265851185941e-08,3.337632992206352e-08
1943,4.0645293575281016e-08,4.064529335323641e-08
1944,5.7837349132228155e-08,5.7837350908584995e-08
1945,7.189063611079405e-08,3.0499055725385915e-08
1946,1.238978297735116e-07,3.3410651134602176e-08
1947,6.198852764427443e-08,3.337843934581031e-08
1948,7.284165093324191e-08,2.8266908591589868e-08
1949,4.613993886959378e-08,5.006674230756403e-08
1950,1.0635361658017928e-07,3.2969619256917326e-08
1951,5.330700991734716e-08,3.624876676600053e-08
1952,3.2688891704601986e-08,3.58523338794825e-08
1953,7.649417432809003e-08,1.8315507332999914e-08
1954,5.374894862519852e-08,5.0817189567453624e-08
1955,6.100644922568677e-08,3.660387148940458e-08
1956,8.28508484040924e-08,4.447782320227134e-08
1957,4.770920514207688e-08,5.301022576453818e-08
1958,5.2115132875840686e-08,4.3842891317424915e-08
1959,5.8905684330312624e-08,2.8677767605067572e-08
1960,4.083291726963978e-08,2.353083372597098e-08
1961,4.655266566677696e-08,4.238377326881704e-08
1962,4.5027890527293835e-08,2.7904608068674008e-08
1963,6.724695289506144e-08,2.6510818762481847e-08
1964,2.5552667426431697e-08,3.0419842367290784e-08
1965,5.6909250478742734e-08,3.1190648286383293e-08
1966,4.7636043665200134e-08,2.492583628388445e-08
1967,9.909974391097975e-08,3.0568079789627944e-08
1968,1.0914140513573756e-07,3.2338194622116845e-08
1969,5.6317797758609345e-08,2.997560097361962e-08
1970,7.128024118174814e-08,2.6212733345021277e-08
1971,6.320229040124303e-08,2.4664308373445465e-08
1972,1.9699764414182752e-07,3.745007193245442e-08
1973,6.009392056194329e-08,3.3630542795037854e-08
1974,3.206575832637171e-08,3.8816443836964254e-08
1975,4.169380662943922e-08,2.9128549350332378e-08
1976,5.5421210287676104e-08,3.770927725632589e-08
1977,5.230335708983347e-08,3.173462204131283e-08
1978,7.12870956709466e-08,3.2673251770809486e-08
1979,5.091216703778656e-08,3.2771050317847994e-08
1980,4.832377969998802e-08,2.4446148216838992e-08
1981,6.768338045581856e-08,2.783241864756647e-08
1982,6.021277043632978e-08,3.5382761609525915e-08
1983,5.999550367619122e-08,4.294415045791311e-08
1984,5.972978722734723e-08,2.3196033815953143e-08
1985,5.594469065783869e-08,2.827312362008172e-08
1986,4.6756987059914934e-08,2.1580147446798037e-08
1987,6.355249421163833e-08,2.9331921336250844e-08
1988,6.296381349635283e-08,2.2786904585458956e-08
1989,5.707646888453155e-08,4.610022774631517e-08
1990,5.775569966726124e-08,2.6153524790295535e-08
1991,9.319729549206457e-08,2.6376592909826968e-08
1992,5.234446837087958e-08,3.0855687782604946e-08
1993,8.69655588653373e-08,2.9357799746776436e-08
1994,6.22441331254997e-08,2.690212624889554e-08
1995,8.892819269856744e-08,3.90416450279929e-08
1996,5.2313302134621154e-08,2.2953797085278893e-08
1997,4.986690405051064e-08,2.972834656223e-08
1998,3.671459680720801e-08,2.6701524324934667e-08
1999,6.261175472532798e-08,3.1991408300235946e-08
2000,6.847948741395271e-08,1.502130730912654e-08
2001,6.440381200567558e-08,2.89159975963571e-08
2002,3.943099197156741e-08,2.584920638648569e-08
2003,7.417122760422501e-08,3.833568973377055e-08
2004,5.197653624167131e-08,2.5107310452909815e-08
2005,5.854874474131577e-08,3.152624794555692e-08
2006,6.7533397873909e-08,2.388376207917986e-08
2007,4.673540981992019e-08,2.95591473520318e-08
2008,6.897052448606722e-08,2.256443010217879e-08
2009,5.531103197675691e-08,2.5271420511785436e-08
2010,5.3378861386566e-08,2.5036103856734826e-08
2011,4.053410118665113e-08,1.797266846459422e-08
2012,4.4255286657524096e-08,2.6893597127042312e-08
2013,3.709536461338203e-08,3.346949895011164e-08
2014,6.886115722082309e-08,3.269822249074572e-08
2015,4.8764659379973985e-08,2.70422201575915e-08
2016,3.438424314716748e-08,3.541991469568906e-08
2017,4.075290205296511e-08,2.2388941034456877e-08
2018,3.1752039775234664e-08,3.0977600096182556e-08
2019,2.90812607328661e-08,3.086695210541279e-08
